Geneid	/mnt/efs/clusterfcs/data/tfm-esther/results/procesado-4/duplicates_rm/RSQ_134_sorted_q10_rmDup.bam
ENSG00000215014	2
ENSG00000274481	0
FNDC10	3
ENSG00000286989	1
ENSG00000272106	2
MIB2	30
MMP23B	0
CDK11B	122
ENSG00000272004	0
SLC35E2B	11
ENSG00000269737	1
MMP23A	0
CDK11A	2
ENSG00000268575	0
ENSG00000227775	2
SLC35E2A	3
NADK	162
GNB1	970
GNB1-DT	0
CALML6	3
TMEM52	0
CFAP74	5
ENSG00000233542	1
GABRD	4
PRKCZ-DT	0
PRKCZ	16
ENSG00000271806	1
PRKCZ-AS1	2
FAAP20	25
ENSG00000234396	0
SKI	134
ENSG00000287356	3
MORN1	13
ENSG00000272161	0
ENSG00000269896	2
ENSG00000272420	1
RER1	26
PEX10	7
PLCH2	6
ENSG00000224387	0
ENSG00000229393	0
PANK4	17
HES5	0
ENSG00000272449	8
TNFRSF14-AS1	7
TNFRSF14	76
ENSG00000225931	0
ENSG00000228037	3
ENSG00000289610	1
PRXL2B	16
MMEL1	2
MMEL1-AS1	0
TTC34	3
ENSG00000285945	0
ENSG00000283259	4
ENSG00000233234	0
ENSG00000287396	1
ENSG00000231630	1
ENSG00000284745	0
ACTRT2	1
PRDM16-DT	3
PRDM16	9
MIR4251	0
ENSG00000226286	0
ENSG00000279839	1
ENSG00000272235	3
ENSG00000287828	0
ENSG00000286518	1
ARHGEF16	2
ENSG00000272088	1
MEGF6	7
MIR551A	0
ENSG00000238260	2
TPRG1L	63
WRAP73	24
TP73	8
TP73-AS3	2
TP73-AS2	0
TP73-AS1	18
ENSG00000276189	0
CCDC27	7
SMIM1	4
LRRC47	43
RN7SL574P	0
ENSG00000272153	1
CEP104	75
DFFB	7
C1orf174	39
LINC01134	6
LINC01346	0
LINC01345	3
LINC02780	0
ENSG00000284703	2
EEF1DP6	0
LINC01777	1
ENSG00000284694	2
ENSG00000227169	0
LINC01646	4
AJAP1	5
ENSG00000287586	3
ENSG00000284739	0
LINC02781	0
LINC02782	0
ENSG00000284616	0
ENSG00000284692	1
ENSG00000284666	0
ENSG00000260972	3
ENSG00000283356	0
ENSG00000236948	0
ENSG00000264341	0
MIR4689	0
NPHP4	9
KCNAB2	230
CHD5	11
ENSG00000285629	0
RPL22	114
RNF207-AS1	0
RNF207	3
ICMT	25
ICMT-DT	1
HES3	0
GPR153	6
ACOT7	20
ENSG00000271746	0
HES2	4
ESPN	66
MIR4252	0
ENSG00000231868	1
TNFRSF25	3
PLEKHG5	9
NOL9	58
RNU6-731P	0
ENSG00000229519	0
TAS1R1	3
ZBTB48	5
KLHL21	19
PHF13	9
THAP3	3
DNAJC11	62
LINC01672	1
ENSG00000284744	1
CAMTA1-DT	0
CAMTA1	166
ENSG00000227950	1
ENSG00000237365	1
RNU1-8P	0
CAMTA1-IT1	0
CAMTA1-AS2	0
CAMTA1-AS1	2
ENSG00000270171	3
ENSG00000270035	0
ENSG00000269978	0
VAMP3	290
ENSG00000269925	0
PER3	48
ENSG00000236266	0
UTS2	2
TNFRSF9	1
ENSG00000270330	0
PARK7	173
Y_RNA	730
ENSG00000284747	0
ENSG00000284716	1
ERRFI1	5
ERRFI1-DT	1
ENSG00000232848	1
ENSG00000229305	1
ENSG00000288816	3
LINC01714	1
RNU1-7P	0
ENSG00000233645	0
RNU6-991P	1
SLC45A1	0
RERE	285
RERE-AS1	0
ENSG00000221083	0
ENSG00000270282	0
RPL7P11	0
RPL7P7	3
ENSG00000226545	0
ENSG00000228423	0
RPL23AP19	0
ENO1	591
MIR6728	0
ENO1-AS1	0
RNU6-304P	0
HMGN2P17	1
ENSG00000232208	0
ENSG00000232663	0
CA6	2
RN7SL451P	1
SLC2A7	1
SLC2A5	14
ENSG00000252404	0
GPR157	5
MIR34AHG	8
MIR34A	0
LNCTAM34A	2
H6PD	17
SPSB1	12
ENSG00000284652	1
LINC02606	2
RNA5SP40	0
ENSG00000235263	0
SLC25A33	12
ENSG00000231181	0
TMEM201	4
PIK3CD	266
PIK3CD-AS1	4
ENSG00000233268	0
PIK3CD-AS2	6
CLSTN1	38
MZT1P1	0
ENSG00000280113	1
CTNNBIP1	39
ENSG00000223989	0
ENSG00000285701	3
LZIC	190
ENSG00000228150	0
NMNAT1	15
RN7SKP269	0
TMEM274P	0
MIR5697	0
ENSG00000241326	0
RBP7	62
UBE4B	125
ENSG00000224340	0
PGAM1P11	0
RNU6-828P	0
KIF1B	138
ENSG00000264881	3
RNU6-37P	0
RN7SL731P	0
ENSG00000284735	1
ENSG00000284642	1
PGD	308
ENSG00000271989	0
CENPS-CORT	0
CENPS	0
CORT	1
DFFA	57
ENSG00000203469	0
PEX14	27
ENSG00000287727	0
RN7SL614P	0
CASZ1	12
ENSG00000272078	3
HSPE1P24	0
C1orf127	7
CFL1P6	0
TARDBP	150
MASP2	2
SRM	55
EXOSC10	76
ENSG00000226849	0
EXOSC10-AS1	1
MTOR	87
MTOR-AS1	0
RNU6-537P	0
ANGPTL7	1
RNU6-291P	0
RPL39P6	0
UBIAD1	16
UBE2V2P3	0
ENSG00000284646	0
MTCYBP45	0
DISP3	5
ENSG00000285833	0
LINC01647	2
ENSG00000284708	0
FBXO2	7
FBXO44	11
FBXO6	14
MAD2L2	29
DRAXIN	7
AGTRAP	15
C1orf167	7
C1orf167-AS1	1
MTHFR	42
CLCN6	11
ENSG00000276470	0
ENSG00000278852	0
NPPA	0
ENSG00000275915	0
NPPB	1
SBF1P2	0
ENSG00000285646	5
RNU5E-1	0
RNU5E-4P	0
KIAA2013	15
PLOD1	16
ENSG00000287384	0
MFN2	208
ENSG00000270914	0
MIIP	22
MIR6729	0
RN7SL649P	0
TNFRSF8	27
RNU6-777P	0
RPL23AP89	0
ENSG00000285604	1
MIR7846	0
TNFRSF1B	73
MIR4632	0
RPL10P17	0
SNORA70	1
VPS13D	122
SNORA59A	0
LINC02766	0
DHRS3	22
RNU6ATAC18P	0
MIR6730	0
ENSG00000288927	0
ENSG00000272482	3
AADACL4	0
ENSG00000226166	0
AADACL3	0
CFAP107	2
PRAMEF12	0
PRAMEF1	0
LINC01784	0
PRAMEF11	2
PRAMEF30P	0
HNRNPCL1	1
PRAMEF2	2
PRAMEF4	0
PRAMEF10	1
PRAMEF7	1
RNU6-1072P	0
PRAMEF29P	0
PRAMEF6	0
PRAMEF28P	0
PRAMEF27	0
HNRNPCL3	1
PRAMEF25	2
PRAMEF34P	0
PRAMEF35P	0
HNRNPCL2	1
PRAMEF36P	0
ENSG00000233336	0
PRAMEF26	0
HNRNPCL4	0
PRAMEF9	0
PRAMEF13	0
PRAMEF18	0
PRAMEF31P	1
PRAMEF5	0
PRAMEF32P	0
RNU6-771P	0
PRAMEF8	0
PRAMEF33	0
PRAMEF15	1
ENSG00000228229	0
PRAMEF14	1
PRAMEF19	0
PRAMEF17	1
PRAMEF20	2
LRRC38	2
ENSG00000259961	0
BRWD1P1	1
PDPN	3
RNA5SP41	0
ENSG00000237445	1
ENSG00000253085	2
PRDM2	342
ENSG00000289380	0
KAZN	30
RNU6-1265P	0
ENSG00000231606	1
KAZN-AS1	1
TBCAP2	1
ENSG00000287756	0
TMEM51-AS1	6
TMEM51	2
TMEM51-AS2	1
MFFP1	0
ZBTB2P1	1
FHAD1	18
FHAD1-AS1	0
ENSG00000236045	0
EFHD2-AS1	4
EFHD2	689
CTRC	0
CELA2A	1
CELA2B	3
CASP9	35
DNAJC16	84
SCARNA21B	0
ENSG00000272510	0
AGMAT	9
ENSG00000237301	1
CHCHD2P6	0
RNU7-179P	0
CD24P1	0
DDI2	165
RSC1A1	0
ENSG00000271742	7
PLEKHM2	96
ENSG00000237938	1
SLC25A34	0
SLC25A34-AS1	0
TMEM82	1
FBLIM1	5
RPL12P14	2
UQCRHL	15
ENSG00000178715	0
FLJ37453	6
SPEN	409
ENSG00000270620	0
ZBTB17	28
ENSG00000234607	0
ENSG00000231353	0
ENSG00000275503	2
TBC1D3P6	0
SRARP	3
ENSG00000233078	0
HSPB7	9
CLCNKA	2
ENSG00000232456	1
CLCNKB	8
FAM131C	2
EPHA2	7
EPHA2-AS1	1
ENSG00000224621	2
ARHGEF19-AS1	0
ARHGEF19	4
ANO7L1	2
ENSG00000288398	3
CPLANE2	4
MT1XP1	0
FBXO42	23
SZRD1	134
RPL22P3	0
SPATA21	2
NECAP2	130
LINC01772	4
CROCCP3	21
RNU1-1	39
ENSG00000261135	0
ENSG00000285853	0
ENSG00000224174	0
LINC01783	1
RNU1-6P	0
PDE4DIPP8	0
NBPF1	47
ENSG00000271732	0
CROCCP2	24
ENSG00000283773	0
MST1P2	3
ENSG00000282143	0
RNU1-3	1
ENSG00000280114	0
EIF1AXP1	8
ESPNP	0
ENSG00000279151	0
ENSG00000282740	0
CROCC	20
CROCCP4	0
RNU1-4	0
MST1L	7
ENSG00000223643	0
PDE4DIPP9	0
MIR3675	0
ENSG00000228549	7
RNU1-5P	0
ENSG00000238142	2
ENSG00000235241	0
RNU1-2	3
ENSG00000272426	0
MFAP2	2
ENSG00000286898	0
ENSG00000226526	5
ATP13A2	15
ENSG00000288636	0
SDHB	97
PADI2	161
LINC02783	3
ENSG00000282843	0
PADI1	4
PADI3	1
MIR3972	0
PADI4	78
PADI6	3
RCC2-AS1	0
RCC2	138
ARHGEF10L	39
LINC02810	0
ACTL8	2
ENSG00000284653	3
LINC01654	1
IGSF21	5
ENSG00000280222	7
IGSF21-AS1	0
ENSG00000225387	0
KLHDC7A	0
DYNLL1P3	0
ENSG00000225478	0
PAX7	8
TAS1R2	2
ALDH4A1	10
MIR4695	0
MIR1290	0
IFFO2	56
ENSG00000272084	1
UBR4	323
EMC1-AS1	2
EMC1	20
MRTO4	27
ENSG00000286064	0
AKR7L	2
AKR7A3	0
ENSG00000270728	1
AKR7A2	28
RNU6-1099P	0
SLC66A1	1
CAPZB	586
RN7SL277P	2
MICOS10	28
RNU4-28P	0
MICOS10-DT	0
NBL1	13
MICOS10-NBL1	0
ENSG00000226396	1
HTR6	0
TMCO4	37
RNF186	2
RNF186-AS1	0
OTUD3	18
PLA2G2E	0
RN7SL304P	0
PLA2G2A	4
PLA2G5	1
PLA2G2D	4
PLA2G2F	9
ENSG00000227066	0
PLA2G2C	4
UBXN10	2
LINC01757	0
ENSG00000284710	1
VWA5B1	6
ENSG00000226664	0
LINC01141	6
ENSG00000226487	0
ENSG00000284641	0
ENSG00000284743	1
CAMK2N1	33
ENSG00000289402	1
MUL1	14
RPS4XP4	1
FAM43B	0
CDA	86
PINK1	40
MIR6084	0
PINK1-AS	1
DDOST	16
KIF17	11
ENSG00000235432	0
SH2D5	0
ENSG00000233069	0
HP1BP3	357
EIF4G3	492
RNU7-200P	0
MIR1256	0
RPS15AP6	0
ENSG00000236073	1
HSPE1P27	0
ENSG00000287192	0
ECE1	64
ENSG00000236936	3
ECE1-AS1	5
PPP1R11P1	1
PDE4DIPP10	1
ENSG00000236009	1
NBPF2P	0
HS6ST1P1	2
CROCCP5	0
NBPF3	26
PFN1P10	0
ALPL	13
ENSG00000289715	0
LINC02596	0
RAP1GAP	30
USP48	269
ENSG00000231978	0
LDLRAD2	2
HSPG2	33
ENSG00000232037	1
ENSG00000283234	1
CELA3B	1
ENSG00000285959	0
RN7SL386P	0
RNU6-1022P	0
CELA3A	0
RN7SL186P	0
RNU6-776P	0
LINC01635	1
LINC00339	4
ENSG00000289694	0
CDC42-AS1	0
ENSG00000285794	0
CDC42	26
CDC42-IT1	1
MPHOSPH6P1	0
WNT4	4
ENSG00000285873	0
MIR4418	0
PPIAP34	0
ENSG00000279625	1
ZBTB40	56
ZBTB40-IT1	0
EPHA8	4
MIR6127	0
C1QA	7
ENSG00000289692	0
C1QC	22
C1QB	25
EPHB2	5
MIR4684	0
ENSG00000225952	0
MIR4253	0
LACTBL1	2
TEX46	0
KDM1A	244
ENSG00000240553	0
MIR3115	0
ENSG00000266802	0
LUZP1	105
ENSG00000229010	0
RNU6-514P	0
RNU6-135P	1
ENSG00000289014	1
HTR1D	5
ENSG00000215381	0
LINC01355	6
ENSG00000284726	1
HNRNPR	443
ZNF436	32
ZNF436-AS1	2
ENSG00000271420	1
TCEA3	21
ENSG00000232482	0
ASAP3	8
E2F2	70
ENSG00000235052	0
ID3	19
ENSG00000285802	0
MDS2	6
ENSG00000229239	0
RPL11	1732
ELOA-AS1	2
ELOA	88
PITHD1	172
LYPLA2	51
GALE	7
HMGCL	33
FUCA1	4
CNR2	15
BTBD6P1	1
ENSG00000232557	0
MIR378F	0
H3P1	0
PNRC2	254
SRSF10	158
ENSG00000215905	0
ENSG00000225315	0
MYOM3	11
MYOM3-AS1	1
IL22RA1	1
IFNLR1	15
GRHL3	5
LINC02800	0
GRHL3-AS1	1
STPG1	13
NIPAL3	44
ENSG00000288982	0
RCAN3AS	0
RCAN3	201
NCMAP-DT	0
NCMAP	0
ENSG00000227312	0
SRRM1	614
ENSG00000284699	0
CLIC4	258
RNU6-1208P	0
RUNX3	269
MIR6731	0
RUNX3-AS1	0
ENSG00000261025	1
MIR4425	0
LINC02793	2
ENSG00000233755	0
IFITM3P7	0
ENSG00000231953	2
SYF2	427
ENSG00000284602	1
ENSG00000284657	0
RSRP1	95
ENSG00000272432	0
ENSG00000261349	1
RHD	18
SDHDP6	0
ENSG00000259984	0
TMEM50A	174
RHCE	12
ENSG00000238084	1
MACO1	63
LDLRAP1	69
ENSG00000225643	2
MAN1C1	6
ENSG00000233478	2
SELENON	30
ENSG00000255054	0
ENSG00000228172	4
MTFR1L	39
ENSG00000272478	0
AUNIP	4
ENSG00000236528	0
PAQR7	8
STMN1	61
SNRPFP2	0
ENSG00000223624	0
MIR3917	0
PAFAH2	26
RNU6-110P	0
ENSG00000252190	1
ENSG00000252691	0
EXTL1	5
SLC30A2	5
ENSG00000284309	0
TRIM63	1
PDIK1L	27
FAM110D	5
C1orf232	1
ZNF593OS	0
ZNF593	0
CNKSR1	2
CATSPER4	2
ZPLD2P	4
ENSG00000278572	1
CEP85	32
ENSG00000270733	1
SH3BGRL3	1572
UBXN11	37
CD52	197
CRYBG2	5
ENSG00000225854	0
ZNF683	47
LIN28A	1
DHDDS	44
ENSG00000223583	3
DHDDS-AS1	0
HMGN2	376
DPPA2P2	1
RPS6KA1	159
MIR1976	0
RN7SL679P	2
RNU7-29P	0
ENSG00000289452	0
ENSG00000229247	0
ENSG00000238316	0
ENSG00000235069	0
ENSG00000260063	2
ARID1A	594
PIGV	9
RN7SL165P	0
ENSG00000287810	0
ZDHHC18	63
SFN	1
GPN2	21
ENSG00000226698	0
ENSG00000289554	0
GPATCH3	25
NUDC	326
NR0B2	1
KDF1	2
RPL12P13	0
RPL32P6	0
OSTCP2	1
TRNP1	1
TENT5B	0
SLC9A1	21
ENSG00000229985	0
CHCHD3P3	1
NPM1P39	13
SNRPEP7	0
WDTC1-DT	1
WDTC1	135
ENSG00000243659	0
TMEM222	11
RNU6-48P	0
ACTG1P20	0
SYTL1	45
MAP3K6	27
FCN3	4
CD164L2	1
ENSG00000231207	0
GPR3	2
WASF2	712
ENSG00000241169	2
ENSG00000237429	1
AHDC1	39
FGR	239
ENSG00000235912	2
LINC02574	4
IFI6	8
ENSG00000225886	0
RNU6-949P	0
CHMP1AP1	0
RNU6-424P	0
ENSG00000287244	0
FAM76A	41
ENSG00000231344	2
RPEP3	0
STX12	61
ENSG00000269971	0
ENSG00000270031	0
RNU6-1245P	0
ENSG00000286433	1
PPP1R8	59
SCARNA1	2
THEMIS2	214
RPA2	99
SMPDL3B	0
ENSG00000227050	0
XKR8	5
EYA3	106
ENSG00000238231	0
RN7SL559P	0
SPCS2P4	4
ENSG00000228943	0
ENSG00000289576	2
ENSG00000214812	1
RNU6-176P	0
PTAFR	21
DNAJC8	267
ATP5IF1	227
ENSG00000270605	0
ENSG00000271398	0
SESN2	9
MED18	17
PHACTR4	171
ENSG00000229820	0
RNU6ATAC27P	0
RCC1	27
SNHG3	1
SNORA73A	0
SNORA73B	15
PRDX3P2	0
ENSG00000279443	2
TRNAU1AP	25
SNHG12	12
SNORD99	0
SNORA61	0
SNORA44	0
SNORA16A	0
TAF12	54
RAB42	1
TAF12-DT	1
ENSG00000270103	0
RNU11	0
GMEB1	56
ENSG00000252777	0
ENSG00000289291	0
YTHDF2	75
OPRD1	4
ENSG00000233427	0
EPB41	2866
ENSG00000225616	1
Metazoa_SRP	36
TMEM200B	1
ENSG00000225750	1
SRSF4	400
ENSG00000277916	0
MECR	9
ENSG00000237934	0
PTPRU	7
LINC01756	0
ENSG00000225011	1
ENSG00000228176	0
ENSG00000284676	4
ENSG00000270927	0
LINC01648	1
ENSG00000233372	0
ENSG00000231251	1
ENSG00000236335	1
ENSG00000231949	1
ENSG00000289710	0
MATN1	7
MATN1-AS1	2
ENSG00000287510	3
LAPTM5	568
MIR4420	0
ENSG00000229607	0
LINC01778	0
RN7SKP91	0
ENSG00000235143	0
SDC3	12
RN7SL371P	0
PUM1	243
ENSG00000237329	0
ENSG00000232768	0
SELENOWP1	0
ENSG00000225142	0
NKAIN1	5
SNRNP40	54
ENSG00000229447	0
ZCCHC17	139
ENSG00000229044	0
FABP3	3
SERINC2	14
ENSG00000215899	0
RNU6-40P	0
LDC1P	2
LINC01226	3
ENSG00000229167	0
TINAGL1	11
HCRTR1	0
PEF1	48
PEF1-AS1	1
ENSG00000264078	0
COL16A1	20
ADGRB2	7
MIR4254	0
ENSG00000254545	0
SPOCD1	4
ENSG00000203620	1
ENSG00000269967	0
PTP4A2	1176
ENSG00000288678	0
ENSG00000228634	1
ENSG00000284702	0
KHDRBS1	319
ENSG00000203325	5
TMEM39B	10
MIR5585	0
KPNA6	128
ENSG00000250135	0
TXLNA	136
CCDC28B	21
ENSG00000224066	0
IQCC	2
DCDC2B	2
TMEM234	1
EIF3I	145
MTMR9LP	4
FAM167B	1
LCK	125
HDAC1	119
MARCKSL1	162
ENSG00000233775	0
TSSK3	1
FAM229A	1
BSDC1	92
GAPDHP20	1
ENSG00000270850	0
LRRC37A12P	0
RN7SL122P	4
ENSG00000254553	0
ZBTB8B	2
ZBTB8A	4
ZBTB8OS	87
RBBP4	207
SYNC	3
ENSG00000224409	0
KIAA1522	14
YARS1	111
S100PBP	24
FNDC5	2
HPCA	2
TMEM54	1
ENSG00000287691	1
RNF19B	67
ENSG00000278966	0
ENSG00000217644	2
ENSG00000239670	0
ENSG00000236065	0
AK2	91
AZIN2	12
ENSG00000278997	2
TRIM62	18
ENSG00000279179	5
ENSG00000284721	2
ZNF362	80
ENSG00000270115	0
A3GALT2	1
ENSG00000225313	1
PHC2	92
MIR3605	1
RN7SKP16	1
PHC2-AS1	0
TLR12P	0
ZSCAN20	20
ENSG00000235907	1
CSMD2	16
HSPD1P14	0
HMGB4	1
CSMD2-AS1	4
RNA5SP42	7
C1orf94	1
ENSG00000270241	0
ENSG00000287703	1
MIR552	0
SMIM12	29
GJB5	0
GJB4	0
ENSG00000255811	0
GJB3	3
GJA4	7
ENSG00000230163	0
DLGAP3	5
ENSG00000284773	0
GPR199P	0
ENSG00000271741	0
TMEM35B	0
ZMYM6	14
ZMYM1	21
RPL12P45	0
EFCAB14P1	0
ENSG00000284640	1
SFPQ	597
ZMYM4	149
RN7SL503P	0
SNORA62	0
RPL5P4	9
ZMYM4-AS1	0
KIAA0319L	43
ENSG00000236274	0
NCDN	19
TFAP2E-AS1	3
TFAP2E	5
PSMB2	55
C1orf216	14
CLSPN	44
ENSG00000232335	0
AGO4	172
AGO1	202
CFAP97P1	0
ENSG00000286899	0
ENSG00000271914	0
AGO3	58
ENSG00000271554	0
ENSG00000232862	0
TEKT2	3
ADPRS	17
COL8A2	3
TRAPPC3	40
MAP7D1	178
RN7SL131P	1
THRAP3	559
UBE2V2P4	0
SH3D21	8
EVA1B	0
ENSG00000286379	9
STK40	246
LSM10	46
RNU4-27P	0
OSCP1	3
SNORA63C	1
MRPS15	78
CSF3R	114
FTLP18	0
ENSG00000284705	4
ENSG00000284720	2
ENSG00000234481	0
GRIK3	8
ENSG00000284650	1
ENSG00000223944	4
MIR4255	0
RNU6-636P	0
RNA5SP43	2
RPS29P6	0
ZC3H12A-DT	3
ZC3H12A	13
MIR6732	0
MEAF6	126
MIR5581	0
SNIP1	42
FTH1P1	1
ENSG00000237749	3
DNALI1	5
GNL2	92
ENSG00000284748	0
RSPO1	4
C1orf109	12
CDCA8	5
EPHA10	11
ACTN4P2	1
ENSG00000227416	0
MANEAL	0
ENSG00000233728	0
YRDC	6
C1orf122	15
MTF1	99
ENSG00000235673	0
ENSG00000230955	0
INPP5B	72
SNORA63	4
RNU6-584P	0
SF3A3	234
RNU6-510P	0
FHL3	27
UTP11	58
POU3F1	3
MIR3659HG	2
ENSG00000223589	1
MIR3659	0
LINC02786	2
ENSG00000286552	2
ENSG00000287987	0
LINC01343	0
ENSG00000275350	0
RNU6-753P	0
LINC01685	1
HSPA5P1	0
ENSG00000284632	1
RRAGC	29
ENSG00000273637	0
RRAGC-DT	1
MYCBP	30
ENSG00000274944	0
GJA9	0
RHBDL2	2
RNU6-605P	0
EIF1P2	0
AKIRIN1	117
NDUFS5	186
MACF1	652
RNU6-608P	1
RNA5SP44	1
ENSG00000287422	0
ENSG00000226438	0
HSPE1P8	0
BMP8A	5
OXCT2P1	0
PPIEL	7
PABPC4	232
PABPC4-AS1	0
SNORA55	0
HEYL	2
ENSG00000225903	1
NT5C1A	4
HPCAL4	9
PPIE	49
ENSG00000225333	0
RNU7-121P	0
ENSG00000289711	2
BMP8B	5
OXCT2	0
BMP8B-AS1	0
ENSG00000261798	0
ENSG00000229213	1
ENSG00000284719	0
LINC02811	0
TRIT1	22
MYCL	16
MYCL-AS1	0
MFSD2A	7
ENSG00000228477	0
CAP1	1393
PPT1	20
OAZ1P1	1
RLF	92
RNU6-1237P	0
TMCO2	1
ZMPSTE24-DT	1
ZMPSTE24	26
ENSG00000231296	0
COL9A2	15
ENSG00000227311	0
SMAP2	737
ENSG00000213172	0
ENSG00000284677	2
ZFP69B	6
ENSG00000260920	4
ENSG00000279667	1
ZFP69	18
EXO5-DT	0
EXO5	11
ENSG00000227278	0
ENSG00000238186	0
ZNF684	5
ENSG00000286838	0
ENSG00000236505	1
GTF2F2P2	0
RIMS3	9
ENSG00000287743	0
ENSG00000237899	0
NFYC-AS1	2
NFYC	96
MIR30E	0
MIR30C1	0
KCNQ4	3
RN7SL326P	0
CITED4	7
ENSG00000229528	1
ENSG00000228940	0
ENSG00000286668	1
UBE2V1P8	0
CTPS1	32
SLFNL1-AS1	1
SLFNL1	0
SCMH1	99
RPL23AP17	0
ENSG00000287400	1
SCMH1-DT	2
ENSG00000213987	0
ENSG00000286640	3
FOXO6	5
FOXO6-AS1	0
RNA5SP45	0
EDN2	1
HIVEP3	107
ENSG00000230881	1
ENSG00000230638	0
ENSG00000284895	0
ENSG00000287587	1
HNRNPFP1	0
ENSG00000228776	0
GUCA2B	0
GUCA2A	0
FOXJ3	173
ENSG00000227527	1
RIMKLA	6
ENSG00000235002	0
ZMYND12	8
PPCS	71
CCDC30	25
RPS3AP11	1
TMSB4XP1	3
RNU6-536P	1
ENSG00000236180	2
PPIH	7
ENSG00000285728	0
ENSG00000234917	2
YBX1	2341
CLDN19	2
P3H1	10
C1orf50	8
ENSG00000283580	0
ENSG00000228452	0
TMEM269	3
SVBP	45
ERMAP	34
ZNF691-DT	9
ZNF691	11
ENSG00000233708	1
MKRN8P	3
ATP6V1E1P1	0
ENSG00000288955	1
SLC2A1	124
ATP6V0CP4	1
SLC2A1-DT	1
ENSG00000283973	0
RNU6-880P	0
ENSG00000277513	0
FAM183A	1
EBNA1BP2	74
MIR6733	0
CFAP57	1
RNA5SP46	1
TMEM125	5
C1orf210	0
TIE1	6
MPL	30
ENSG00000287113	0
CDC20-DT	1
CDC20	13
ELOVL1	21
MIR6734	0
ENSG00000288772	0
MED8	40
MED8-AS1	0
SZT2	55
SZT2-AS1	0
MIR6735	0
HYI	0
HYI-AS1	0
PTPRF	23
KDM4A	13
ENSG00000284989	0
KDM4A-AS1	2
ST3GAL3	20
ST3GAL3-AS1	2
ENSG00000233674	1
MIR6079	0
SHMT1P1	0
ARTN	1
LINC02918	5
ENSG00000288573	0
IPO13	15
ENSG00000285649	2
DPH2	10
ATP6V0B	10
B4GALT2	13
CCDC24	6
SLC6A9	21
ENSG00000230615	26
ENSG00000227163	0
KRT8P47	0
RN7SL479P	5
KLF17	5
ENSG00000233514	0
KLF18	2
ENSG00000226804	0
OOSP1P1	0
ENSG00000227994	0
ENSG00000271329	2
DMAP1	33
ERI3	28
ERI3-IT1	1
RNU6-369P	0
RNF220	86
MIR5584	0
TMEM53	5
ARMH1	4
RNU5F-1	4
RNU5D-1	2
KIF2C	10
ENSG00000225721	0
RPS8	2015
SNORD55	0
SNORD46	1
SNORD38A	0
SNORD38B	0
RPS15AP11	3
BEST4	5
PLK3	15
DYNLT4	0
BTBD19	4
PTCH2	3
RNU5E-6P	0
ENSG00000226499	1
EIF2B3	19
RNA5SP47	0
CCNB1IP1P1	1
PPIAP35	0
MRPS17P1	1
HECTD3	54
UROD	71
ZSWIM5	18
OSTCP5	0
LINC01144	0
HPDL	0
MUTYH	8
ENSG00000288208	0
TOE1	12
TESK2	6
PPIAP36	1
CCDC163	6
