Sample	total_passed	total_failed	secondary_passed	secondary_failed	supplementary_passed	supplementary_failed	duplicates_passed	duplicates_failed	mapped_passed	mapped_failed	mapped_passed_pct	mapped_failed_pct	paired in sequencing_passed	paired in sequencing_failed	read1_passed	read1_failed	read2_passed	read2_failed	properly paired_passed	properly paired_failed	properly paired_passed_pct	properly paired_failed_pct	with itself and mate mapped_passed	with itself and mate mapped_failed	singletons_passed	singletons_failed	singletons_passed_pct	singletons_failed_pct	with mate mapped to a different chr_passed	with mate mapped to a different chr_failed	with mate mapped to a different chr (mapQ >= 5)_passed	with mate mapped to a different chr (mapQ >= 5)_failed	flagstat_total
RSQ_183_sorted_q10	68008204	0	0	0	0	0	0	0	68008204	0	100.0	nan	68008204	0	34004102	0	34004102	0	68008204	0	100.0	nan	68008204	0	0	0	0.0	nan	0	0	0	0	68008204
RSQ_183_sorted_q10_mrkDup	68008204	0	0	0	0	0	62707570	0	68008204	0	100.0	nan	68008204	0	34004102	0	34004102	0	68008204	0	100.0	nan	68008204	0	0	0	0.0	nan	0	0	0	0	68008204
RSQ_183_sorted_q10_rmDup	5300634	0	0	0	0	0	0	0	5300634	0	100.0	nan	5300634	0	2650317	0	2650317	0	5300634	0	100.0	nan	5300634	0	0	0	0.0	nan	0	0	0	0	5300634
RSQ_184	82653268	0	10228444	0	0	0	0	0	82653268	0	100.0	nan	72424824	0	36214172	0	36210652	0	72419488	0	99.99	nan	72419488	0	5336	0	0.01	nan	0	0	0	0	82653268
RSQ_184_sorted_q10	67939204	0	0	0	0	0	0	0	67939204	0	100.0	nan	67939204	0	33969602	0	33969602	0	67939204	0	100.0	nan	67939204	0	0	0	0.0	nan	0	0	0	0	67939204
RSQ_184_sorted_q10_mrkDup	67939204	0	0	0	0	0	50245508	0	67939204	0	100.0	nan	67939204	0	33969602	0	33969602	0	67939204	0	100.0	nan	67939204	0	0	0	0.0	nan	0	0	0	0	67939204
RSQ_184_sorted_q10_rmDup	17693696	0	0	0	0	0	0	0	17693696	0	100.0	nan	17693696	0	8846848	0	8846848	0	17693696	0	100.0	nan	17693696	0	0	0	0.0	nan	0	0	0	0	17693696
RSQ_188	102518375	0	14886578	0	0	0	0	0	102518375	0	100.0	nan	87631797	0	43817524	0	43814273	0	87627386	0	99.99	nan	87627386	0	4411	0	0.01	nan	0	0	0	0	102518375
RSQ_188_sorted_q10	80868804	0	0	0	0	0	0	0	80868804	0	100.0	nan	80868804	0	40434402	0	40434402	0	80868804	0	100.0	nan	80868804	0	0	0	0.0	nan	0	0	0	0	80868804
RSQ_188_sorted_q10_mrkDup	80868804	0	0	0	0	0	68990920	0	80868804	0	100.0	nan	80868804	0	40434402	0	40434402	0	80868804	0	100.0	nan	80868804	0	0	0	0.0	nan	0	0	0	0	80868804
RSQ_188_sorted_q10_rmDup	11877884	0	0	0	0	0	0	0	11877884	0	100.0	nan	11877884	0	5938942	0	5938942	0	11877884	0	100.0	nan	11877884	0	0	0	0.0	nan	0	0	0	0	11877884
RSQ_190	135521610	0	30233703	0	0	0	0	0	135521610	0	100.0	nan	105287907	0	52646322	0	52641585	0	105281544	0	99.99	nan	105281544	0	6363	0	0.01	nan	0	0	0	0	135521610
RSQ_190_sorted_q10	95301632	0	0	0	0	0	0	0	95301632	0	100.0	nan	95301632	0	47650816	0	47650816	0	95301632	0	100.0	nan	95301632	0	0	0	0.0	nan	0	0	0	0	95301632
RSQ_190_sorted_q10_mrkDup	95301632	0	0	0	0	0	93103812	0	95301632	0	100.0	nan	95301632	0	47650816	0	47650816	0	95301632	0	100.0	nan	95301632	0	0	0	0.0	nan	0	0	0	0	95301632
RSQ_190_sorted_q10_rmDup	2197820	0	0	0	0	0	0	0	2197820	0	100.0	nan	2197820	0	1098910	0	1098910	0	2197820	0	100.0	nan	2197820	0	0	0	0.0	nan	0	0	0	0	2197820
RSQ_192	100263556	0	19029826	0	0	0	0	0	100263556	0	100.0	nan	81233730	0	40618528	0	40615202	0	81229636	0	99.99	nan	81229636	0	4094	0	0.01	nan	0	0	0	0	100263556
RSQ_192_sorted_q10	74019604	0	0	0	0	0	0	0	74019604	0	100.0	nan	74019604	0	37009802	0	37009802	0	74019604	0	100.0	nan	74019604	0	0	0	0.0	nan	0	0	0	0	74019604
RSQ_192_sorted_q10_mrkDup	74019604	0	0	0	0	0	69886306	0	74019604	0	100.0	nan	74019604	0	37009802	0	37009802	0	74019604	0	100.0	nan	74019604	0	0	0	0.0	nan	0	0	0	0	74019604
RSQ_192_sorted_q10_rmDup	4133298	0	0	0	0	0	0	0	4133298	0	100.0	nan	4133298	0	2066649	0	2066649	0	4133298	0	100.0	nan	4133298	0	0	0	0.0	nan	0	0	0	0	4133298
