Geneid	/mnt/efs/clusterfcs/data/tfm-esther/procesado-2/duplicates/PP043_sorted_q10_mrkDup.bam
ENSG00000233645	0
RNU6-991P	0
SLC45A1	3
RERE	553
RERE-AS1	5
ENSG00000221083	0
ENSG00000270282	18
RPL7P11	0
RPL7P7	0
ENSG00000226545	2
ENSG00000228423	0
RPL23AP19	0
ENO1	1203
MIR6728	0
ENO1-AS1	0
RNU6-304P	0
HMGN2P17	7
ENSG00000232208	9
ENSG00000232663	0
CA6	10
RN7SL451P	0
SLC2A7	0
SLC2A5	66
ENSG00000252404	0
GPR157	12
MIR34AHG	22
MIR34A	0
LNCTAM34A	0
H6PD	37
SPSB1	4
ENSG00000284652	1
LINC02606	19
RNA5SP40	0
ENSG00000235263	12
SLC25A33	22
ENSG00000231181	0
TMEM201	0
PIK3CD	559
PIK3CD-AS1	4
ENSG00000233268	0
PIK3CD-AS2	38
CLSTN1	31
MZT1P1	0
ENSG00000280113	2
CTNNBIP1	104
ENSG00000223989	0
ENSG00000285701	0
LZIC	442
ENSG00000228150	0
NMNAT1	87
RN7SKP269	1
TMEM274P	0
MIR5697	7
ENSG00000241326	0
RBP7	219
UBE4B	269
ENSG00000224340	0
PGAM1P11	0
RNU6-828P	0
KIF1B	233
ENSG00000264881	4
RNU6-37P	0
RN7SL731P	0
ENSG00000284735	0
ENSG00000284642	0
PGD	540
ENSG00000271989	0
CENPS-CORT	0
CENPS	0
CORT	0
DFFA	33
ENSG00000203469	0
PEX14	17
ENSG00000287727	0
RN7SL614P	0
CASZ1	28
ENSG00000272078	0
HSPE1P24	0
C1orf127	1
CFL1P6	0
TARDBP	325
MASP2	0
SRM	158
EXOSC10	170
ENSG00000226849	0
EXOSC10-AS1	0
MTOR	165
MTOR-AS1	0
RNU6-537P	0
ANGPTL7	1
RNU6-291P	0
RPL39P6	0
UBIAD1	11
UBE2V2P3	0
ENSG00000284646	0
MTCYBP45	0
DISP3	15
ENSG00000285833	0
LINC01647	0
ENSG00000284708	0
FBXO2	0
FBXO44	20
FBXO6	6
MAD2L2	145
DRAXIN	0
AGTRAP	16
C1orf167	6
C1orf167-AS1	0
MTHFR	37
CLCN6	22
ENSG00000276470	0
ENSG00000278852	0
NPPA	0
ENSG00000275915	0
NPPB	0
SBF1P2	0
ENSG00000285646	0
RNU5E-1	0
RNU5E-4P	3
KIAA2013	22
PLOD1	8
ENSG00000287384	0
MFN2	426
ENSG00000270914	0
MIIP	42
MIR6729	0
RN7SL649P	0
TNFRSF8	13
RNU6-777P	0
RPL23AP89	10
ENSG00000285604	0
MIR7846	0
TNFRSF1B	48
MIR4632	0
RPL10P17	0
SNORA70	4
VPS13D	208
SNORA59A	0
LINC02766	0
DHRS3	31
RNU6ATAC18P	0
MIR6730	0
ENSG00000288927	17
ENSG00000272482	4
AADACL4	11
ENSG00000226166	0
AADACL3	0
CFAP107	4
PRAMEF12	2
PRAMEF1	17
LINC01784	11
PRAMEF11	0
PRAMEF30P	0
HNRNPCL1	12
PRAMEF2	0
PRAMEF4	24
PRAMEF10	1
PRAMEF7	0
RNU6-1072P	0
PRAMEF29P	0
PRAMEF6	0
PRAMEF28P	0
PRAMEF27	0
HNRNPCL3	0
PRAMEF25	0
PRAMEF34P	0
PRAMEF35P	0
HNRNPCL2	0
PRAMEF36P	0
ENSG00000233336	0
PRAMEF26	0
HNRNPCL4	0
PRAMEF9	0
PRAMEF13	0
PRAMEF18	0
PRAMEF31P	0
PRAMEF5	0
PRAMEF32P	0
RNU6-771P	0
PRAMEF8	0
PRAMEF33	0
PRAMEF15	7
ENSG00000228229	0
PRAMEF14	0
PRAMEF19	0
PRAMEF17	2
PRAMEF20	0
LRRC38	0
ENSG00000259961	0
BRWD1P1	0
PDPN	0
RNA5SP41	0
ENSG00000237445	0
ENSG00000253085	0
PRDM2	892
ENSG00000289380	0
KAZN	62
RNU6-1265P	0
ENSG00000231606	0
KAZN-AS1	0
TBCAP2	7
ENSG00000287756	3
TMEM51-AS1	23
TMEM51	0
TMEM51-AS2	0
MFFP1	0
ZBTB2P1	10
FHAD1	10
FHAD1-AS1	0
ENSG00000236045	1
EFHD2-AS1	1
EFHD2	1029
CTRC	0
CELA2A	0
CELA2B	2
CASP9	47
DNAJC16	173
SCARNA21B	0
ENSG00000272510	0
AGMAT	41
ENSG00000237301	0
CHCHD2P6	1
RNU7-179P	0
CD24P1	0
DDI2	568
RSC1A1	0
ENSG00000271742	1
PLEKHM2	129
ENSG00000237938	0
SLC25A34	0
SLC25A34-AS1	0
TMEM82	19
FBLIM1	0
RPL12P14	0
UQCRHL	45
ENSG00000178715	5
FLJ37453	2
SPEN	825
ENSG00000270620	0
ZBTB17	12
ENSG00000234607	0
ENSG00000231353	0
ENSG00000275503	9
TBC1D3P6	0
SRARP	0
ENSG00000233078	0
HSPB7	6
CLCNKA	0
ENSG00000232456	0
CLCNKB	45
FAM131C	3
EPHA2	9
EPHA2-AS1	0
ENSG00000224621	0
ARHGEF19-AS1	0
ARHGEF19	44
ANO7L1	1
ENSG00000288398	0
CPLANE2	0
MT1XP1	0
FBXO42	51
SZRD1	355
RPL22P3	0
SPATA21	2
NECAP2	319
LINC01772	0
CROCCP3	20
RNU1-1	1
ENSG00000261135	0
ENSG00000285853	0
ENSG00000224174	0
LINC01783	0
RNU1-6P	0
PDE4DIPP8	8
NBPF1	58
ENSG00000271732	1
CROCCP2	80
ENSG00000283773	0
MST1P2	0
ENSG00000282143	0
RNU1-3	3
ENSG00000280114	0
EIF1AXP1	2
ESPNP	6
ENSG00000279151	0
ENSG00000282740	0
CROCC	31
CROCCP4	0
RNU1-4	0
MST1L	0
ENSG00000223643	0
PDE4DIPP9	0
MIR3675	0
ENSG00000228549	0
RNU1-5P	0
ENSG00000238142	1
ENSG00000235241	0
RNU1-2	0
ENSG00000272426	0
MFAP2	0
ENSG00000286898	0
ENSG00000226526	0
ATP13A2	0
ENSG00000288636	0
SDHB	287
PADI2	57
LINC02783	24
ENSG00000282843	0
PADI1	10
PADI3	0
MIR3972	0
PADI4	166
PADI6	5
RCC2-AS1	0
RCC2	231
ARHGEF10L	42
LINC02810	2
ACTL8	0
ENSG00000284653	4
LINC01654	0
IGSF21	2
ENSG00000280222	17
IGSF21-AS1	0
ENSG00000225387	0
KLHDC7A	0
DYNLL1P3	0
ENSG00000225478	0
PAX7	36
TAS1R2	17
ALDH4A1	4
MIR4695	0
MIR1290	0
IFFO2	70
ENSG00000272084	0
UBR4	807
EMC1-AS1	0
EMC1	51
MRTO4	57
ENSG00000286064	0
AKR7L	0
AKR7A3	0
ENSG00000270728	0
AKR7A2	32
RNU6-1099P	0
SLC66A1	22
CAPZB	988
RN7SL277P	0
MICOS10	32
RNU4-28P	0
MICOS10-DT	0
NBL1	1
MICOS10-NBL1	0
ENSG00000226396	0
HTR6	5
TMCO4	27
RNF186	0
RNF186-AS1	0
OTUD3	31
PLA2G2E	0
RN7SL304P	0
PLA2G2A	17
PLA2G5	1
PLA2G2D	3
PLA2G2F	0
ENSG00000227066	0
PLA2G2C	0
UBXN10	2
LINC01757	0
ENSG00000284710	0
VWA5B1	5
ENSG00000226664	0
LINC01141	0
ENSG00000226487	0
ENSG00000284641	0
ENSG00000284743	0
CAMK2N1	42
ENSG00000289402	0
MUL1	28
RPS4XP4	15
FAM43B	5
CDA	83
PINK1	211
MIR6084	0
PINK1-AS	28
DDOST	119
KIF17	22
ENSG00000235432	0
SH2D5	22
ENSG00000233069	0
HP1BP3	804
EIF4G3	1347
RNU7-200P	0
MIR1256	0
RPS15AP6	0
ENSG00000236073	0
HSPE1P27	0
ENSG00000287192	0
ECE1	161
ENSG00000236936	43
ECE1-AS1	0
PPP1R11P1	0
PDE4DIPP10	42
ENSG00000236009	0
NBPF2P	0
HS6ST1P1	0
CROCCP5	0
NBPF3	76
PFN1P10	0
ALPL	44
ENSG00000289715	0
LINC02596	0
RAP1GAP	0
USP48	506
ENSG00000231978	0
LDLRAD2	12
HSPG2	52
ENSG00000232037	0
ENSG00000283234	0
CELA3B	0
ENSG00000285959	0
RN7SL386P	0
RNU6-1022P	0
CELA3A	7
RN7SL186P	0
RNU6-776P	0
LINC01635	0
LINC00339	0
ENSG00000289694	0
CDC42-AS1	0
ENSG00000285794	0
CDC42	6
CDC42-IT1	0
MPHOSPH6P1	0
WNT4	2
ENSG00000285873	0
MIR4418	0
PPIAP34	0
ENSG00000279625	0
ZBTB40	182
ZBTB40-IT1	1
EPHA8	0
MIR6127	0
C1QA	19
ENSG00000289692	0
C1QC	45
C1QB	67
EPHB2	44
MIR4684	0
ENSG00000225952	0
MIR4253	0
LACTBL1	0
TEX46	0
KDM1A	436
ENSG00000240553	0
MIR3115	0
ENSG00000266802	0
LUZP1	254
ENSG00000229010	0
RNU6-514P	0
RNU6-135P	0
ENSG00000289014	6
HTR1D	0
ENSG00000215381	0
LINC01355	8
ENSG00000284726	0
HNRNPR	754
ZNF436	10
ZNF436-AS1	0
ENSG00000271420	0
TCEA3	62
ENSG00000232482	2
ASAP3	0
E2F2	479
ENSG00000235052	11
ID3	96
ENSG00000285802	0
MDS2	5
ENSG00000229239	0
RPL11	7103
ELOA-AS1	0
ELOA	203
PITHD1	973
LYPLA2	18
GALE	48
HMGCL	59
FUCA1	1
CNR2	38
BTBD6P1	20
ENSG00000232557	0
MIR378F	7
H3P1	0
PNRC2	733
SRSF10	433
ENSG00000215905	0
ENSG00000225315	0
MYOM3	6
MYOM3-AS1	0
IL22RA1	0
IFNLR1	19
GRHL3	15
LINC02800	0
GRHL3-AS1	0
STPG1	22
NIPAL3	83
ENSG00000288982	0
RCAN3AS	0
RCAN3	583
NCMAP-DT	0
NCMAP	2
ENSG00000227312	0
SRRM1	963
ENSG00000284699	16
CLIC4	490
RNU6-1208P	0
RUNX3	426
MIR6731	0
RUNX3-AS1	0
ENSG00000261025	0
MIR4425	0
LINC02793	9
ENSG00000233755	0
IFITM3P7	0
ENSG00000231953	0
SYF2	931
ENSG00000284602	0
ENSG00000284657	0
RSRP1	90
ENSG00000272432	0
ENSG00000261349	0
RHD	96
SDHDP6	0
ENSG00000259984	0
TMEM50A	242
RHCE	18
ENSG00000238084	0
MACO1	192
LDLRAP1	355
ENSG00000225643	0
MAN1C1	26
ENSG00000233478	0
SELENON	74
ENSG00000255054	0
ENSG00000228172	38
MTFR1L	91
ENSG00000272478	0
AUNIP	0
ENSG00000236528	14
PAQR7	2
STMN1	358
SNRPFP2	0
ENSG00000223624	0
MIR3917	0
PAFAH2	32
RNU6-110P	0
ENSG00000252190	0
ENSG00000252691	0
EXTL1	5
SLC30A2	0
ENSG00000284309	0
TRIM63	0
PDIK1L	92
FAM110D	11
C1orf232	0
ZNF593OS	0
ZNF593	0
CNKSR1	26
CATSPER4	0
ZPLD2P	0
ENSG00000278572	0
CEP85	69
ENSG00000270733	0
SH3BGRL3	3230
UBXN11	80
CD52	637
CRYBG2	17
ENSG00000225854	0
ZNF683	9
LIN28A	0
DHDDS	54
ENSG00000223583	1
DHDDS-AS1	0
HMGN2	1049
DPPA2P2	0
RPS6KA1	404
MIR1976	0
RN7SL679P	1
RNU7-29P	0
ENSG00000289452	0
ENSG00000229247	0
ENSG00000238316	0
ENSG00000235069	0
ENSG00000260063	0
ARID1A	1009
PIGV	38
RN7SL165P	0
ENSG00000287810	0
ZDHHC18	84
SFN	1
GPN2	50
ENSG00000226698	0
ENSG00000289554	0
GPATCH3	49
NUDC	735
NR0B2	0
KDF1	5
RPL12P13	0
RPL32P6	0
OSTCP2	0
TRNP1	17
TENT5B	0
SLC9A1	70
ENSG00000229985	0
CHCHD3P3	0
NPM1P39	2
SNRPEP7	0
WDTC1-DT	0
WDTC1	204
ENSG00000243659	0
TMEM222	24
RNU6-48P	0
ACTG1P20	0
SYTL1	68
MAP3K6	11
FCN3	44
CD164L2	0
ENSG00000231207	0
GPR3	0
WASF2	1379
ENSG00000241169	0
ENSG00000237429	0
AHDC1	26
FGR	361
ENSG00000235912	5
LINC02574	1
IFI6	6
ENSG00000225886	0
RNU6-949P	0
CHMP1AP1	0
RNU6-424P	0
ENSG00000287244	0
FAM76A	40
ENSG00000231344	0
RPEP3	11
STX12	154
ENSG00000269971	0
ENSG00000270031	0
RNU6-1245P	0
ENSG00000286433	0
PPP1R8	150
SCARNA1	1
THEMIS2	393
RPA2	194
SMPDL3B	0
ENSG00000227050	0
XKR8	4
EYA3	298
ENSG00000238231	0
RN7SL559P	0
SPCS2P4	1
ENSG00000228943	0
ENSG00000289576	0
ENSG00000214812	0
RNU6-176P	0
PTAFR	74
DNAJC8	465
ATP5IF1	902
ENSG00000270605	0
ENSG00000271398	17
SESN2	20
MED18	9
PHACTR4	303
ENSG00000229820	0
RNU6ATAC27P	0
RCC1	13
SNHG3	10
SNORA73A	0
SNORA73B	40
PRDX3P2	0
ENSG00000279443	0
TRNAU1AP	74
SNHG12	24
SNORD99	0
SNORA61	0
SNORA44	0
SNORA16A	0
TAF12	95
RAB42	0
TAF12-DT	17
ENSG00000270103	0
RNU11	0
GMEB1	181
ENSG00000252777	0
ENSG00000289291	0
YTHDF2	130
OPRD1	8
ENSG00000233427	0
EPB41	15820
ENSG00000225616	15
Metazoa_SRP	77
TMEM200B	0
ENSG00000225750	0
SRSF4	493
ENSG00000277916	0
MECR	22
ENSG00000237934	0
PTPRU	19
LINC01756	3
ENSG00000225011	0
ENSG00000228176	0
ENSG00000284676	0
ENSG00000270927	0
LINC01648	2
ENSG00000233372	0
ENSG00000231251	0
ENSG00000236335	0
ENSG00000231949	0
ENSG00000289710	0
MATN1	13
MATN1-AS1	0
ENSG00000287510	0
LAPTM5	1299
MIR4420	0
ENSG00000229607	0
LINC01778	0
RN7SKP91	0
ENSG00000235143	0
SDC3	18
RN7SL371P	0
PUM1	455
ENSG00000237329	0
ENSG00000232768	0
SELENOWP1	0
ENSG00000225142	0
NKAIN1	1
SNRNP40	122
ENSG00000229447	0
ZCCHC17	232
ENSG00000229044	0
FABP3	16
SERINC2	0
ENSG00000215899	0
RNU6-40P	0
LDC1P	0
LINC01226	17
ENSG00000229167	19
TINAGL1	51
HCRTR1	0
PEF1	84
PEF1-AS1	7
ENSG00000264078	0
COL16A1	5
ADGRB2	11
MIR4254	0
ENSG00000254545	0
SPOCD1	23
ENSG00000203620	15
ENSG00000269967	0
PTP4A2	2105
ENSG00000288678	0
ENSG00000228634	0
ENSG00000284702	0
KHDRBS1	577
ENSG00000203325	1
TMEM39B	19
MIR5585	0
KPNA6	413
ENSG00000250135	0
TXLNA	172
CCDC28B	42
ENSG00000224066	0
IQCC	20
DCDC2B	0
TMEM234	8
EIF3I	285
MTMR9LP	20
FAM167B	8
LCK	210
HDAC1	362
MARCKSL1	240
ENSG00000233775	0
TSSK3	0
FAM229A	0
BSDC1	251
GAPDHP20	0
ENSG00000270850	0
LRRC37A12P	0
RN7SL122P	0
ENSG00000254553	3
ZBTB8B	9
ZBTB8A	0
ZBTB8OS	207
RBBP4	404
SYNC	8
ENSG00000224409	9
KIAA1522	3
YARS1	209
S100PBP	35
FNDC5	3
HPCA	0
TMEM54	17
ENSG00000287691	0
RNF19B	97
ENSG00000278966	0
ENSG00000217644	4
ENSG00000239670	0
ENSG00000236065	0
AK2	301
AZIN2	10
ENSG00000278997	13
TRIM62	28
ENSG00000279179	2
ENSG00000284721	0
ZNF362	138
ENSG00000270115	0
A3GALT2	0
ENSG00000225313	7
PHC2	207
MIR3605	0
RN7SKP16	1
PHC2-AS1	0
TLR12P	0
ZSCAN20	32
ENSG00000235907	0
CSMD2	16
HSPD1P14	0
HMGB4	0
CSMD2-AS1	24
RNA5SP42	0
C1orf94	0
ENSG00000270241	0
ENSG00000287703	0
MIR552	0
SMIM12	126
GJB5	0
GJB4	0
ENSG00000255811	0
GJB3	0
GJA4	30
ENSG00000230163	0
DLGAP3	43
ENSG00000284773	0
GPR199P	0
ENSG00000271741	0
TMEM35B	20
ZMYM6	18
ZMYM1	109
RPL12P45	0
EFCAB14P1	1
ENSG00000284640	0
SFPQ	971
ZMYM4	323
RN7SL503P	0
SNORA62	1
RPL5P4	7
ZMYM4-AS1	0
KIAA0319L	60
ENSG00000236274	0
NCDN	7
TFAP2E-AS1	0
TFAP2E	4
PSMB2	102
C1orf216	3
CLSPN	49
ENSG00000232335	0
AGO4	144
AGO1	328
CFAP97P1	0
ENSG00000286899	0
ENSG00000271914	0
AGO3	224
ENSG00000271554	0
ENSG00000232862	0
TEKT2	0
ADPRS	33
COL8A2	0
TRAPPC3	114
MAP7D1	358
RN7SL131P	0
THRAP3	1336
UBE2V2P4	0
SH3D21	26
EVA1B	0
ENSG00000286379	12
STK40	483
LSM10	51
RNU4-27P	0
OSCP1	4
SNORA63C	0
MRPS15	164
CSF3R	246
FTLP18	0
ENSG00000284705	1
ENSG00000284720	8
ENSG00000234481	0
GRIK3	18
ENSG00000284650	11
ENSG00000223944	0
MIR4255	0
RNU6-636P	0
RNA5SP43	0
RPS29P6	0
ZC3H12A-DT	8
ZC3H12A	41
MIR6732	0
MEAF6	369
MIR5581	0
SNIP1	111
FTH1P1	2
ENSG00000237749	3
DNALI1	7
GNL2	206
ENSG00000284748	0
RSPO1	1
C1orf109	7
CDCA8	32
EPHA10	6
ACTN4P2	0
ENSG00000227416	0
MANEAL	1
ENSG00000233728	0
YRDC	18
C1orf122	36
MTF1	59
ENSG00000235673	0
ENSG00000230955	0
INPP5B	137
SNORA63	1
RNU6-584P	0
SF3A3	411
RNU6-510P	0
FHL3	142
UTP11	38
POU3F1	0
MIR3659HG	0
ENSG00000223589	11
MIR3659	0
LINC02786	0
ENSG00000286552	0
ENSG00000287987	12
LINC01343	0
ENSG00000275350	0
RNU6-753P	0
LINC01685	1
HSPA5P1	0
ENSG00000284632	0
RRAGC	20
ENSG00000273637	0
RRAGC-DT	8
MYCBP	46
ENSG00000274944	0
GJA9	0
RHBDL2	1
RNU6-605P	0
EIF1P2	0
AKIRIN1	225
NDUFS5	505
MACF1	1050
RNU6-608P	0
RNA5SP44	0
ENSG00000287422	6
ENSG00000226438	0
HSPE1P8	0
BMP8A	0
OXCT2P1	0
PPIEL	0
PABPC4	402
PABPC4-AS1	0
SNORA55	0
HEYL	5
ENSG00000225903	0
NT5C1A	28
HPCAL4	0
PPIE	125
ENSG00000225333	0
RNU7-121P	0
ENSG00000289711	0
BMP8B	1
OXCT2	0
BMP8B-AS1	0
ENSG00000261798	1
ENSG00000229213	0
ENSG00000284719	6
LINC02811	0
TRIT1	66
MYCL	87
MYCL-AS1	0
MFSD2A	0
ENSG00000228477	0
CAP1	3535
PPT1	90
OAZ1P1	0
RLF	212
RNU6-1237P	0
TMCO2	0
ZMPSTE24-DT	0
ZMPSTE24	102
ENSG00000231296	0
COL9A2	9
ENSG00000227311	0
SMAP2	800
ENSG00000213172	0
ENSG00000284677	0
ZFP69B	7
ENSG00000260920	25
ENSG00000279667	0
ZFP69	10
EXO5-DT	0
EXO5	6
ENSG00000227278	0
ENSG00000238186	0
ZNF684	32
ENSG00000286838	0
ENSG00000236505	0
GTF2F2P2	0
RIMS3	3
ENSG00000287743	0
ENSG00000237899	0
NFYC-AS1	0
NFYC	249
MIR30E	0
MIR30C1	2
KCNQ4	9
RN7SL326P	0
CITED4	43
ENSG00000229528	0
ENSG00000228940	0
ENSG00000286668	0
UBE2V1P8	0
CTPS1	74
SLFNL1-AS1	0
SLFNL1	0
SCMH1	244
RPL23AP17	0
ENSG00000287400	0
SCMH1-DT	2
ENSG00000213987	0
ENSG00000286640	1
FOXO6	1
FOXO6-AS1	0
RNA5SP45	0
EDN2	0
HIVEP3	118
ENSG00000230881	0
ENSG00000230638	0
ENSG00000284895	0
ENSG00000287587	0
HNRNPFP1	0
ENSG00000228776	0
GUCA2B	0
GUCA2A	0
FOXJ3	209
ENSG00000227527	0
RIMKLA	19
ENSG00000235002	0
ZMYND12	2
PPCS	156
CCDC30	45
RPS3AP11	0
TMSB4XP1	1
RNU6-536P	0
ENSG00000236180	0
PPIH	33
ENSG00000285728	0
ENSG00000234917	0
YBX1	5451
CLDN19	0
P3H1	12
C1orf50	16
ENSG00000283580	0
ENSG00000228452	0
TMEM269	32
SVBP	199
ERMAP	91
ZNF691-DT	31
ZNF691	30
ENSG00000233708	0
MKRN8P	1
ATP6V1E1P1	0
ENSG00000288955	0
SLC2A1	293
ATP6V0CP4	1
SLC2A1-DT	0
ENSG00000283973	0
RNU6-880P	0
ENSG00000277513	0
FAM183A	0
EBNA1BP2	124
MIR6733	0
CFAP57	0
RNA5SP46	0
TMEM125	0
C1orf210	0
TIE1	6
MPL	254
ENSG00000287113	0
CDC20-DT	20
CDC20	28
ELOVL1	72
MIR6734	0
ENSG00000288772	0
MED8	77
MED8-AS1	0
SZT2	91
SZT2-AS1	0
MIR6735	0
HYI	0
HYI-AS1	0
PTPRF	107
KDM4A	10
ENSG00000284989	0
KDM4A-AS1	0
ST3GAL3	12
ST3GAL3-AS1	4
ENSG00000233674	0
MIR6079	0
SHMT1P1	0
ARTN	0
LINC02918	7
ENSG00000288573	0
IPO13	37
ENSG00000285649	2
DPH2	29
ATP6V0B	13
B4GALT2	30
CCDC24	2
SLC6A9	57
ENSG00000230615	21
ENSG00000227163	0
KRT8P47	0
RN7SL479P	5
KLF17	0
ENSG00000233514	0
KLF18	11
ENSG00000226804	0
OOSP1P1	0
ENSG00000227994	0
ENSG00000271329	0
DMAP1	79
ERI3	56
ERI3-IT1	0
RNU6-369P	0
RNF220	128
MIR5584	0
TMEM53	0
ARMH1	37
RNU5F-1	15
RNU5D-1	5
KIF2C	60
ENSG00000225721	17
RPS8	5686
SNORD55	0
SNORD46	1
SNORD38A	0
SNORD38B	0
RPS15AP11	3
BEST4	0
PLK3	13
DYNLT4	0
BTBD19	9
PTCH2	9
RNU5E-6P	0
ENSG00000226499	0
EIF2B3	49
RNA5SP47	0
CCNB1IP1P1	0
PPIAP35	0
MRPS17P1	0
HECTD3	43
UROD	191
ZSWIM5	8
OSTCP5	0
LINC01144	0
HPDL	0
MUTYH	0
ENSG00000288208	0
TOE1	33
TESK2	3
PPIAP36	0
CCDC163	0
