Sample	total_reads	total_tags	total_assigned_tags	cds_exons_total_bases	cds_exons_tag_count	cds_exons_tags_kb	5_utr_exons_total_bases	5_utr_exons_tag_count	5_utr_exons_tags_kb	3_utr_exons_total_bases	3_utr_exons_tag_count	3_utr_exons_tags_kb	introns_total_bases	introns_tag_count	introns_tags_kb	tss_up_1kb_total_bases	tss_up_1kb_tag_count	tss_up_1kb_tags_kb	tss_up_5kb_tags_kb	tss_up_10kb_tags_kb	tes_down_1kb_total_bases	tes_down_1kb_tag_count	tes_down_1kb_tags_kb	tes_down_5kb_tags_kb	tes_down_10kb_tags_kb	other_intergenic_tag_count	cds_exons_tag_pct	5_utr_exons_tag_pct	3_utr_exons_tag_pct	introns_tag_pct	tss_up_1kb_tag_pct	tss_up_5kb_tag_pct	tss_up_10kb_tag_pct	tes_down_1kb_tag_pct	tes_down_5kb_tag_pct	tes_down_10kb_tag_pct	other_intergenic_tag_pct	tss_up_5kb-10kb_total_bases	tss_up_1kb-5kb_total_bases	tss_up_5kb-10kb_tag_count	tss_up_1kb-5kb_tag_count	tes_down_5kb-10kb_total_bases	tes_down_1kb-5kb_total_bases	tes_down_5kb-10kb_tag_count	tes_down_1kb-5kb_tag_count
PP016_RSeQC_readDistribution	26545277	30495360	23734237	39015440	10733495	275.11	24544196	2083446	84.89	57343407	6853933	119.52	1587580244	3316777	2.09	26098899	108405	4.15	2.34	1.71	28587031	37535	1.31	2.35	1.74	6761123	35.1971414667674	6.8320098533022735	22.475330673256522	10.876333317593234	0.35548030913555373	0.8972774874603875	1.1943456315977252	0.12308429872610127	0.954348464815631	1.253849765997188	22.170989291485654	96140332	90890313	90592	165223	96398306	95256052	91334	253497
PP017_RSeQC_readDistribution	25174145	28385303	18861701	39015440	7821641	200.48	24544196	1598024	65.11	57343407	3944061	68.78	1587580244	4731504	2.98	26098899	72101	2.76	1.98	1.69	28587031	44392	1.55	2.12	1.85	9523602	27.555249278121146	5.629758470430983	13.894729254783716	16.668851482755002	0.254008209811958	0.8167325182331151	1.2672649645487315	0.15639079138947365	0.9230023015783908	1.432973958389664	33.55117259097076	96140332	90890313	127885	159731	96398306	95256052	144757	217605
PP018_RSeQC_readDistribution	14973846	16638015	10112910	39015440	3581467	91.8	24544196	899801	36.66	57343407	1512523	26.38	1587580244	3574392	2.25	26098899	53617	2.05	1.36	1.23	28587031	30386	1.06	1.33	1.28	6525105	21.52580701483921	5.408103069987616	9.090765935720096	21.483283913375484	0.3222559902728781	0.9539599525544362	1.5792448798729894	0.18262995916279678	0.9890062005593817	1.6947454368805415	39.21804974932407	96140332	90890313	104035	105103	96398306	95256052	117421	134165
PP019_RSeQC_readDistribution	16104797	18427674	14403583	39015440	5764741	147.76	24544196	1283966	52.31	57343407	3755825	65.5	1587580244	3008781	1.9	26098899	64253	2.46	1.57	1.32	28587031	33337	1.17	1.63	1.4	4024091	31.283063722529498	6.9675966700952054	20.381438265078923	16.3275137165982	0.3486766696654174	0.9971958479404399	1.5246037020190393	0.18090725937522012	1.0979302108339881	1.6785677888592994	21.837216134819837	96140332	90890313	97189	119507	96398306	95256052	106998	168986
PP020_RSeQC_readDistribution	20550517	24136575	17922128	39015440	8295708	212.63	24544196	1466431	59.75	57343407	3864192	67.39	1587580244	3635162	2.29	26098899	93380	3.58	1.85	1.45	28587031	34273	1.2	1.82	1.59	6214447	34.369863992716446	6.075555458883458	16.009694830356004	15.06080295153724	0.38688173446315394	0.8964942209074817	1.2835333927866734	0.14199611999631265	0.9328374054728146	1.4535368004781124	25.747012573242063	96140332	90890313	93418	123003	96398306	95256052	125679	190882
PP026_RSeQC_readDistribution	11369688	13249558	10090296	39015440	5053541	129.53	24544196	897863	36.58	57343407	2564532	44.72	1587580244	1318008	0.83	26098899	18962	0.73	0.68	0.54	28587031	14104	0.49	0.81	0.64	3159262	38.14120440847913	6.776550583800607	19.35560416430495	9.94756202433319	0.1431142080362228	0.5992275364959344	0.8649043236008326	0.10644883399129239	0.7610895397416276	1.0698922937655733	23.84428220171571	96140332	90890313	35201	60433	96398306	95256052	40915	86737
PP027_RSeQC_readDistribution	47818681	59505041	51237296	39015440	30173829	773.38	24544196	4586237	186.86	57343407	10144474	176.91	1587580244	5248725	3.31	26098899	87892	3.37	2.89	2.37	28587031	62792	2.2	3.19	2.63	8267745	50.70802152711734	7.707308360647966	17.048091774275058	8.820639246345532	0.14770513308275848	0.5686257740751746	0.8478290099825324	0.1055238328463634	0.6638882914138317	0.9739174870915558	13.894192594540018	96140332	90890313	166140	250469	96398306	95256052	184483	332255
PP029_RSeQC_readDistribution	16130704	18907926	14334712	39015440	6973603	178.74	24544196	1330455	54.21	57343407	3488276	60.83	1587580244	2143584	1.35	26098899	66375	2.54	1.28	0.93	28587031	22131	0.77	1.19	0.91	4573214	36.88190338802892	7.036493584753822	18.448750010974234	11.33695996060065	0.35104326090550597	0.791789644194715	1.0447576323283685	0.11704615302598498	0.7820424090934139	1.064379033427569	24.186756389886444	96140332	90890313	47831	83336	96398306	95256052	53384	125737
PP031_RSeQC_readDistribution	42594569	47897726	32058663	39015440	12825053	328.72	24544196	3066796	124.95	57343407	6347716	110.7	1587580244	8667580	5.46	26098899	146597	5.62	3.05	2.39	28587031	73617	2.58	3.57	2.91	15839063	26.775912075658876	6.402800834427922	13.252645856298063	18.096015664710265	0.3060625466854105	0.7446491301069282	1.065146600070325	0.15369623184198766	0.9241837493496039	1.3389717081767096	33.06850726065784	96140332	90890313	153511	210073	96398306	95256052	198674	369046
PP032_RSeQC_readDistribution	13945291	15844117	13213468	39015440	6082964	155.91	24544196	1019862	41.55	57343407	4088648	71.3	1587580244	1564422	0.99	26098899	49326	1.89	1.4	0.99	28587031	21647	0.76	1.58	1.12	2630649	38.392571829657655	6.436849715260244	25.805464577167665	9.87383519068939	0.3113205993114037	1.036858033805229	1.334305976155061	0.13662484315156218	1.2326657269698273	1.553655530314501	16.603317180755482	96140332	90890313	47128	114955	96398306	95256052	50858	173658
