Sample	total_passed	total_failed	secondary_passed	secondary_failed	supplementary_passed	supplementary_failed	duplicates_passed	duplicates_failed	mapped_passed	mapped_failed	mapped_passed_pct	mapped_failed_pct	paired in sequencing_passed	paired in sequencing_failed	read1_passed	read1_failed	read2_passed	read2_failed	properly paired_passed	properly paired_failed	properly paired_passed_pct	properly paired_failed_pct	with itself and mate mapped_passed	with itself and mate mapped_failed	singletons_passed	singletons_failed	singletons_passed_pct	singletons_failed_pct	with mate mapped to a different chr_passed	with mate mapped to a different chr_failed	with mate mapped to a different chr (mapQ >= 5)_passed	with mate mapped to a different chr (mapQ >= 5)_failed	flagstat_total
PP004_sorted_q10_mrkDup	9843670	0	0	0	0	0	7711066	0	9843670	0	100.0	nan	9843670	0	4921835	0	4921835	0	9843670	0	100.0	nan	9843670	0	0	0	0.0	nan	0	0	0	0	9843670
PP004_sorted_q10_rmDup	2132604	0	0	0	0	0	0	0	2132604	0	100.0	nan	2132604	0	1066302	0	1066302	0	2132604	0	100.0	nan	2132604	0	0	0	0.0	nan	0	0	0	0	2132604
PP005	82325137	0	59150072	0	0	0	0	0	82325137	0	100.0	nan	23175065	0	11583552	0	11591513	0	23165944	0	99.96	nan	23165944	0	9121	0	0.04	nan	0	0	0	0	82325137
PP005_sorted_q10	10430214	0	0	0	0	0	0	0	10430214	0	100.0	nan	10430214	0	5215107	0	5215107	0	10430214	0	100.0	nan	10430214	0	0	0	0.0	nan	0	0	0	0	10430214
PP005_sorted_q10_mrkDup	10430214	0	0	0	0	0	7790230	0	10430214	0	100.0	nan	10430214	0	5215107	0	5215107	0	10430214	0	100.0	nan	10430214	0	0	0	0.0	nan	0	0	0	0	10430214
PP005_sorted_q10_rmDup	2639984	0	0	0	0	0	0	0	2639984	0	100.0	nan	2639984	0	1319992	0	1319992	0	2639984	0	100.0	nan	2639984	0	0	0	0.0	nan	0	0	0	0	2639984
PP007	31108670	0	22506585	0	0	0	0	0	31108670	0	100.0	nan	8602085	0	4296232	0	4305853	0	8591878	0	99.88	nan	8591878	0	10207	0	0.12	nan	0	0	0	0	31108670
PP007_sorted_q10	3609974	0	0	0	0	0	0	0	3609974	0	100.0	nan	3609974	0	1804987	0	1804987	0	3609974	0	100.0	nan	3609974	0	0	0	0.0	nan	0	0	0	0	3609974
PP007_sorted_q10_mrkDup	3609974	0	0	0	0	0	2434690	0	3609974	0	100.0	nan	3609974	0	1804987	0	1804987	0	3609974	0	100.0	nan	3609974	0	0	0	0.0	nan	0	0	0	0	3609974
PP007_sorted_q10_rmDup	1175284	0	0	0	0	0	0	0	1175284	0	100.0	nan	1175284	0	587642	0	587642	0	1175284	0	100.0	nan	1175284	0	0	0	0.0	nan	0	0	0	0	1175284
PP008	128719351	0	84580813	0	0	0	0	0	128719351	0	100.0	nan	44138538	0	22064291	0	22074247	0	44125854	0	99.97	nan	44125854	0	12684	0	0.03	nan	0	0	0	0	128719351
PP008_sorted_q10	25572790	0	0	0	0	0	0	0	25572790	0	100.0	nan	25572790	0	12786395	0	12786395	0	25572790	0	100.0	nan	25572790	0	0	0	0.0	nan	0	0	0	0	25572790
PP008_sorted_q10_mrkDup	25572790	0	0	0	0	0	19848028	0	25572790	0	100.0	nan	25572790	0	12786395	0	12786395	0	25572790	0	100.0	nan	25572790	0	0	0	0.0	nan	0	0	0	0	25572790
PP008_sorted_q10_rmDup	5724762	0	0	0	0	0	0	0	5724762	0	100.0	nan	5724762	0	2862381	0	2862381	0	5724762	0	100.0	nan	5724762	0	0	0	0.0	nan	0	0	0	0	5724762
PP010	101157720	0	75415889	0	0	0	0	0	101157720	0	100.0	nan	25741831	0	12867789	0	12874042	0	25734430	0	99.97	nan	25734430	0	7401	0	0.03	nan	0	0	0	0	101157720
PP010_sorted_q10	9768314	0	0	0	0	0	0	0	9768314	0	100.0	nan	9768314	0	4884157	0	4884157	0	9768314	0	100.0	nan	9768314	0	0	0	0.0	nan	0	0	0	0	9768314
PP010_sorted_q10_mrkDup	9768314	0	0	0	0	0	7059590	0	9768314	0	100.0	nan	9768314	0	4884157	0	4884157	0	9768314	0	100.0	nan	9768314	0	0	0	0.0	nan	0	0	0	0	9768314
PP010_sorted_q10_rmDup	2708724	0	0	0	0	0	0	0	2708724	0	100.0	nan	2708724	0	1354362	0	1354362	0	2708724	0	100.0	nan	2708724	0	0	0	0.0	nan	0	0	0	0	2708724
PP011	36430164	0	20710903	0	0	0	0	0	36430164	0	100.0	nan	15719261	0	7858208	0	7861053	0	15715220	0	99.97	nan	15715220	0	4041	0	0.03	nan	0	0	0	0	36430164
PP011_sorted_q10	10591726	0	0	0	0	0	0	0	10591726	0	100.0	nan	10591726	0	5295863	0	5295863	0	10591726	0	100.0	nan	10591726	0	0	0	0.0	nan	0	0	0	0	10591726
PP011_sorted_q10_mrkDup	10591726	0	0	0	0	0	8314326	0	10591726	0	100.0	nan	10591726	0	5295863	0	5295863	0	10591726	0	100.0	nan	10591726	0	0	0	0.0	nan	0	0	0	0	10591726
PP011_sorted_q10_rmDup	2277400	0	0	0	0	0	0	0	2277400	0	100.0	nan	2277400	0	1138700	0	1138700	0	2277400	0	100.0	nan	2277400	0	0	0	0.0	nan	0	0	0	0	2277400
PP012	63784594	0	42749223	0	0	0	0	0	63784594	0	100.0	nan	21035371	0	10515434	0	10519937	0	21029232	0	99.97	nan	21029232	0	6139	0	0.03	nan	0	0	0	0	63784594
PP012_sorted_q10	11420894	0	0	0	0	0	0	0	11420894	0	100.0	nan	11420894	0	5710447	0	5710447	0	11420894	0	100.0	nan	11420894	0	0	0	0.0	nan	0	0	0	0	11420894
PP012_sorted_q10_mrkDup	11420894	0	0	0	0	0	8501530	0	11420894	0	100.0	nan	11420894	0	5710447	0	5710447	0	11420894	0	100.0	nan	11420894	0	0	0	0.0	nan	0	0	0	0	11420894
PP012_sorted_q10_rmDup	2919364	0	0	0	0	0	0	0	2919364	0	100.0	nan	2919364	0	1459682	0	1459682	0	2919364	0	100.0	nan	2919364	0	0	0	0.0	nan	0	0	0	0	2919364
PP015	37626840	0	16392155	0	0	0	0	0	37626840	0	100.0	nan	21234685	0	10615529	0	10619156	0	21229706	0	99.98	nan	21229706	0	4979	0	0.02	nan	0	0	0	0	37626840
PP015_sorted_q10	16394598	0	0	0	0	0	0	0	16394598	0	100.0	nan	16394598	0	8197299	0	8197299	0	16394598	0	100.0	nan	16394598	0	0	0	0.0	nan	0	0	0	0	16394598
PP015_sorted_q10_mrkDup	16394598	0	0	0	0	0	14881666	0	16394598	0	100.0	nan	16394598	0	8197299	0	8197299	0	16394598	0	100.0	nan	16394598	0	0	0	0.0	nan	0	0	0	0	16394598
PP015_sorted_q10_rmDup	1512932	0	0	0	0	0	0	0	1512932	0	100.0	nan	1512932	0	756466	0	756466	0	1512932	0	100.0	nan	1512932	0	0	0	0.0	nan	0	0	0	0	1512932
PP016	67422922	0	40877645	0	0	0	0	0	67422922	0	100.0	nan	26545277	0	13267471	0	13277806	0	26533054	0	99.95	nan	26533054	0	12223	0	0.05	nan	0	0	0	0	67422922
PP016_sorted_q10	17204982	0	0	0	0	0	0	0	17204982	0	100.0	nan	17204982	0	8602491	0	8602491	0	17204982	0	100.0	nan	17204982	0	0	0	0.0	nan	0	0	0	0	17204982
PP016_sorted_q10_mrkDup	17204982	0	0	0	0	0	13415806	0	17204982	0	100.0	nan	17204982	0	8602491	0	8602491	0	17204982	0	100.0	nan	17204982	0	0	0	0.0	nan	0	0	0	0	17204982
PP016_sorted_q10_rmDup	3789176	0	0	0	0	0	0	0	3789176	0	100.0	nan	3789176	0	1894588	0	1894588	0	3789176	0	100.0	nan	3789176	0	0	0	0.0	nan	0	0	0	0	3789176
PP017	72238178	0	47064033	0	0	0	0	0	72238178	0	100.0	nan	25174145	0	12585086	0	12589059	0	25168394	0	99.98	nan	25168394	0	5751	0	0.02	nan	0	0	0	0	72238178
PP017_sorted_q10	14490888	0	0	0	0	0	0	0	14490888	0	100.0	nan	14490888	0	7245444	0	7245444	0	14490888	0	100.0	nan	14490888	0	0	0	0.0	nan	0	0	0	0	14490888
PP017_sorted_q10_mrkDup	14490888	0	0	0	0	0	10850682	0	14490888	0	100.0	nan	14490888	0	7245444	0	7245444	0	14490888	0	100.0	nan	14490888	0	0	0	0.0	nan	0	0	0	0	14490888
PP017_sorted_q10_rmDup	3640206	0	0	0	0	0	0	0	3640206	0	100.0	nan	3640206	0	1820103	0	1820103	0	3640206	0	100.0	nan	3640206	0	0	0	0.0	nan	0	0	0	0	3640206
PP018	42585196	0	27611350	0	0	0	0	0	42585196	0	100.0	nan	14973846	0	7484595	0	7489251	0	14968114	0	99.96	nan	14968114	0	5732	0	0.04	nan	0	0	0	0	42585196
PP018_sorted_q10	8148406	0	0	0	0	0	0	0	8148406	0	100.0	nan	8148406	0	4074203	0	4074203	0	8148406	0	100.0	nan	8148406	0	0	0	0.0	nan	0	0	0	0	8148406
PP018_sorted_q10_mrkDup	8148406	0	0	0	0	0	5957364	0	8148406	0	100.0	nan	8148406	0	4074203	0	4074203	0	8148406	0	100.0	nan	8148406	0	0	0	0.0	nan	0	0	0	0	8148406
PP018_sorted_q10_rmDup	2191042	0	0	0	0	0	0	0	2191042	0	100.0	nan	2191042	0	1095521	0	1095521	0	2191042	0	100.0	nan	2191042	0	0	0	0.0	nan	0	0	0	0	2191042
PP019	33269801	0	17165004	0	0	0	0	0	33269801	0	100.0	nan	16104797	0	8051223	0	8053574	0	16101290	0	99.98	nan	16101290	0	3507	0	0.02	nan	0	0	0	0	33269801
PP019_sorted_q10	11509382	0	0	0	0	0	0	0	11509382	0	100.0	nan	11509382	0	5754691	0	5754691	0	11509382	0	100.0	nan	11509382	0	0	0	0.0	nan	0	0	0	0	11509382
PP019_sorted_q10_mrkDup	11509382	0	0	0	0	0	7441544	0	11509382	0	100.0	nan	11509382	0	5754691	0	5754691	0	11509382	0	100.0	nan	11509382	0	0	0	0.0	nan	0	0	0	0	11509382
PP019_sorted_q10_rmDup	4067838	0	0	0	0	0	0	0	4067838	0	100.0	nan	4067838	0	2033919	0	2033919	0	4067838	0	100.0	nan	4067838	0	0	0	0.0	nan	0	0	0	0	4067838
PP020	55354758	0	34804241	0	0	0	0	0	55354758	0	100.0	nan	20550517	0	10273229	0	10277288	0	20544546	0	99.97	nan	20544546	0	5971	0	0.03	nan	0	0	0	0	55354758
PP020_sorted_q10	12984394	0	0	0	0	0	0	0	12984394	0	100.0	nan	12984394	0	6492197	0	6492197	0	12984394	0	100.0	nan	12984394	0	0	0	0.0	nan	0	0	0	0	12984394
PP020_sorted_q10_mrkDup	12984394	0	0	0	0	0	8484380	0	12984394	0	100.0	nan	12984394	0	6492197	0	6492197	0	12984394	0	100.0	nan	12984394	0	0	0	0.0	nan	0	0	0	0	12984394
PP020_sorted_q10_rmDup	4500014	0	0	0	0	0	0	0	4500014	0	100.0	nan	4500014	0	2250007	0	2250007	0	4500014	0	100.0	nan	4500014	0	0	0	0.0	nan	0	0	0	0	4500014
PP026	22750081	0	11380393	0	0	0	0	0	22750081	0	100.0	nan	11369688	0	5684786	0	5684902	0	11368602	0	99.99	nan	11368602	0	1086	0	0.01	nan	0	0	0	0	22750081
PP026_sorted_q10	7646672	0	0	0	0	0	0	0	7646672	0	100.0	nan	7646672	0	3823336	0	3823336	0	7646672	0	100.0	nan	7646672	0	0	0	0.0	nan	0	0	0	0	7646672
PP026_sorted_q10_mrkDup	7646672	0	0	0	0	0	5542358	0	7646672	0	100.0	nan	7646672	0	3823336	0	3823336	0	7646672	0	100.0	nan	7646672	0	0	0	0.0	nan	0	0	0	0	7646672
PP026_sorted_q10_rmDup	2104314	0	0	0	0	0	0	0	2104314	0	100.0	nan	2104314	0	1052157	0	1052157	0	2104314	0	100.0	nan	2104314	0	0	0	0.0	nan	0	0	0	0	2104314
PP027	80496318	0	32677637	0	0	0	0	0	80496318	0	100.0	nan	47818681	0	23909895	0	23908786	0	47814774	0	99.99	nan	47814774	0	3907	0	0.01	nan	0	0	0	0	80496318
PP027_sorted_q10	37794284	0	0	0	0	0	0	0	37794284	0	100.0	nan	37794284	0	18897142	0	18897142	0	37794284	0	100.0	nan	37794284	0	0	0	0.0	nan	0	0	0	0	37794284
PP027_sorted_q10_mrkDup	37794284	0	0	0	0	0	30182430	0	37794284	0	100.0	nan	37794284	0	18897142	0	18897142	0	37794284	0	100.0	nan	37794284	0	0	0	0.0	nan	0	0	0	0	37794284
PP027_sorted_q10_rmDup	7611854	0	0	0	0	0	0	0	7611854	0	100.0	nan	7611854	0	3805927	0	3805927	0	7611854	0	100.0	nan	7611854	0	0	0	0.0	nan	0	0	0	0	7611854
PP029	44779699	0	28648995	0	0	0	0	0	44779699	0	100.0	nan	16130704	0	8062667	0	8068037	0	16124100	0	99.96	nan	16124100	0	6604	0	0.04	nan	0	0	0	0	44779699
PP029_sorted_q10	9702388	0	0	0	0	0	0	0	9702388	0	100.0	nan	9702388	0	4851194	0	4851194	0	9702388	0	100.0	nan	9702388	0	0	0	0.0	nan	0	0	0	0	9702388
PP029_sorted_q10_mrkDup	9702388	0	0	0	0	0	6907560	0	9702388	0	100.0	nan	9702388	0	4851194	0	4851194	0	9702388	0	100.0	nan	9702388	0	0	0	0.0	nan	0	0	0	0	9702388
PP029_sorted_q10_rmDup	2794828	0	0	0	0	0	0	0	2794828	0	100.0	nan	2794828	0	1397414	0	1397414	0	2794828	0	100.0	nan	2794828	0	0	0	0.0	nan	0	0	0	0	2794828
PP031	113986400	0	71391831	0	0	0	0	0	113986400	0	100.0	nan	42594569	0	21291382	0	21303187	0	42579798	0	99.97	nan	42579798	0	14771	0	0.03	nan	0	0	0	0	113986400
PP031_sorted_q10	23615198	0	0	0	0	0	0	0	23615198	0	100.0	nan	23615198	0	11807599	0	11807599	0	23615198	0	100.0	nan	23615198	0	0	0	0.0	nan	0	0	0	0	23615198
PP031_sorted_q10_mrkDup	23615198	0	0	0	0	0	18578892	0	23615198	0	100.0	nan	23615198	0	11807599	0	11807599	0	23615198	0	100.0	nan	23615198	0	0	0	0.0	nan	0	0	0	0	23615198
PP031_sorted_q10_rmDup	5036306	0	0	0	0	0	0	0	5036306	0	100.0	nan	5036306	0	2518153	0	2518153	0	5036306	0	100.0	nan	5036306	0	0	0	0.0	nan	0	0	0	0	5036306
PP032	26860958	0	12915667	0	0	0	0	0	26860958	0	100.0	nan	13945291	0	6970784	0	6974507	0	13940482	0	99.97	nan	13940482	0	4809	0	0.03	nan	0	0	0	0	26860958
PP032_sorted_q10	10250990	0	0	0	0	0	0	0	10250990	0	100.0	nan	10250990	0	5125495	0	5125495	0	10250990	0	100.0	nan	10250990	0	0	0	0.0	nan	0	0	0	0	10250990
PP032_sorted_q10_mrkDup	10250990	0	0	0	0	0	6985010	0	10250990	0	100.0	nan	10250990	0	5125495	0	5125495	0	10250990	0	100.0	nan	10250990	0	0	0	0.0	nan	0	0	0	0	10250990
PP032_sorted_q10_rmDup	3265980	0	0	0	0	0	0	0	3265980	0	100.0	nan	3265980	0	1632990	0	1632990	0	3265980	0	100.0	nan	3265980	0	0	0	0.0	nan	0	0	0	0	3265980
