Sample	total_passed	total_failed	secondary_passed	secondary_failed	supplementary_passed	supplementary_failed	duplicates_passed	duplicates_failed	mapped_passed	mapped_failed	mapped_passed_pct	mapped_failed_pct	paired in sequencing_passed	paired in sequencing_failed	read1_passed	read1_failed	read2_passed	read2_failed	properly paired_passed	properly paired_failed	properly paired_passed_pct	properly paired_failed_pct	with itself and mate mapped_passed	with itself and mate mapped_failed	singletons_passed	singletons_failed	singletons_passed_pct	singletons_failed_pct	with mate mapped to a different chr_passed	with mate mapped to a different chr_failed	with mate mapped to a different chr (mapQ >= 5)_passed	with mate mapped to a different chr (mapQ >= 5)_failed	flagstat_total
RSQ_134_sorted_q10_mrkDup	66954900	0	0	0	0	0	60218744	0	66954900	0	100.0	nan	66954900	0	33477450	0	33477450	0	66954900	0	100.0	nan	66954900	0	0	0	0.0	nan	0	0	0	0	66954900
RSQ_134_sorted_q10_rmDup	6736156	0	0	0	0	0	0	0	6736156	0	100.0	nan	6736156	0	3368078	0	3368078	0	6736156	0	100.0	nan	6736156	0	0	0	0.0	nan	0	0	0	0	6736156
RSQ_135	136654815	0	45498481	0	0	0	0	0	136654815	0	100.0	nan	91156334	0	45580096	0	45576238	0	91149824	0	99.99	nan	91149824	0	6510	0	0.01	nan	0	0	0	0	136654815
RSQ_135_sorted_q10	77634764	0	0	0	0	0	0	0	77634764	0	100.0	nan	77634764	0	38817382	0	38817382	0	77634764	0	100.0	nan	77634764	0	0	0	0.0	nan	0	0	0	0	77634764
RSQ_135_sorted_q10_mrkDup	77634764	0	0	0	0	0	71807466	0	77634764	0	100.0	nan	77634764	0	38817382	0	38817382	0	77634764	0	100.0	nan	77634764	0	0	0	0.0	nan	0	0	0	0	77634764
RSQ_135_sorted_q10_rmDup	5827298	0	0	0	0	0	0	0	5827298	0	100.0	nan	5827298	0	2913649	0	2913649	0	5827298	0	100.0	nan	5827298	0	0	0	0.0	nan	0	0	0	0	5827298
RSQ_138	93121565	0	8485367	0	0	0	0	0	93121565	0	100.0	nan	84636198	0	42319665	0	42316533	0	84629878	0	99.99	nan	84629878	0	6320	0	0.01	nan	0	0	0	0	93121565
RSQ_138_sorted_q10	80823998	0	0	0	0	0	0	0	80823998	0	100.0	nan	80823998	0	40411999	0	40411999	0	80823998	0	100.0	nan	80823998	0	0	0	0.0	nan	0	0	0	0	80823998
RSQ_138_sorted_q10_mrkDup	80823998	0	0	0	0	0	79498014	0	80823998	0	100.0	nan	80823998	0	40411999	0	40411999	0	80823998	0	100.0	nan	80823998	0	0	0	0.0	nan	0	0	0	0	80823998
RSQ_138_sorted_q10_rmDup	1325984	0	0	0	0	0	0	0	1325984	0	100.0	nan	1325984	0	662992	0	662992	0	1325984	0	100.0	nan	1325984	0	0	0	0.0	nan	0	0	0	0	1325984
RSQ_141	86638886	0	12352946	0	0	0	0	0	86638886	0	100.0	nan	74285940	0	37143877	0	37142063	0	74280350	0	99.99	nan	74280350	0	5590	0	0.01	nan	0	0	0	0	86638886
RSQ_141_sorted_q10	69343010	0	0	0	0	0	0	0	69343010	0	100.0	nan	69343010	0	34671505	0	34671505	0	69343010	0	100.0	nan	69343010	0	0	0	0.0	nan	0	0	0	0	69343010
RSQ_141_sorted_q10_mrkDup	69343010	0	0	0	0	0	67441014	0	69343010	0	100.0	nan	69343010	0	34671505	0	34671505	0	69343010	0	100.0	nan	69343010	0	0	0	0.0	nan	0	0	0	0	69343010
RSQ_141_sorted_q10_rmDup	1901996	0	0	0	0	0	0	0	1901996	0	100.0	nan	1901996	0	950998	0	950998	0	1901996	0	100.0	nan	1901996	0	0	0	0.0	nan	0	0	0	0	1901996
RSQ_160b	102890967	0	18408792	0	0	0	0	0	102890967	0	100.0	nan	84482175	0	42242398	0	42239777	0	84475894	0	99.99	nan	84475894	0	6281	0	0.01	nan	0	0	0	0	102890967
RSQ_160b_sorted_q10	77713558	0	0	0	0	0	0	0	77713558	0	100.0	nan	77713558	0	38856779	0	38856779	0	77713558	0	100.0	nan	77713558	0	0	0	0.0	nan	0	0	0	0	77713558
RSQ_160b_sorted_q10_mrkDup	77713558	0	0	0	0	0	65681604	0	77713558	0	100.0	nan	77713558	0	38856779	0	38856779	0	77713558	0	100.0	nan	77713558	0	0	0	0.0	nan	0	0	0	0	77713558
RSQ_160b_sorted_q10_rmDup	12031954	0	0	0	0	0	0	0	12031954	0	100.0	nan	12031954	0	6015977	0	6015977	0	12031954	0	100.0	nan	12031954	0	0	0	0.0	nan	0	0	0	0	12031954
RSQ_169b	85186350	0	10910453	0	0	0	0	0	85186350	0	100.0	nan	74275897	0	37139460	0	37136437	0	74271022	0	99.99	nan	74271022	0	4875	0	0.01	nan	0	0	0	0	85186350
RSQ_169b_sorted_q10	70058984	0	0	0	0	0	0	0	70058984	0	100.0	nan	70058984	0	35029492	0	35029492	0	70058984	0	100.0	nan	70058984	0	0	0	0.0	nan	0	0	0	0	70058984
RSQ_169b_sorted_q10_mrkDup	70058984	0	0	0	0	0	67478440	0	70058984	0	100.0	nan	70058984	0	35029492	0	35029492	0	70058984	0	100.0	nan	70058984	0	0	0	0.0	nan	0	0	0	0	70058984
RSQ_169b_sorted_q10_rmDup	2580544	0	0	0	0	0	0	0	2580544	0	100.0	nan	2580544	0	1290272	0	1290272	0	2580544	0	100.0	nan	2580544	0	0	0	0.0	nan	0	0	0	0	2580544
RSQ_171b	99125675	0	18676261	0	0	0	0	0	99125675	0	100.0	nan	80449414	0	40226054	0	40223360	0	80444910	0	99.99	nan	80444910	0	4504	0	0.01	nan	0	0	0	0	99125675
RSQ_171b_sorted_q10	73294902	0	0	0	0	0	0	0	73294902	0	100.0	nan	73294902	0	36647451	0	36647451	0	73294902	0	100.0	nan	73294902	0	0	0	0.0	nan	0	0	0	0	73294902
RSQ_171b_sorted_q10_mrkDup	73294902	0	0	0	0	0	59663270	0	73294902	0	100.0	nan	73294902	0	36647451	0	36647451	0	73294902	0	100.0	nan	73294902	0	0	0	0.0	nan	0	0	0	0	73294902
RSQ_171b_sorted_q10_rmDup	13631632	0	0	0	0	0	0	0	13631632	0	100.0	nan	13631632	0	6815816	0	6815816	0	13631632	0	100.0	nan	13631632	0	0	0	0.0	nan	0	0	0	0	13631632
RSQ_177	80274303	0	12419394	0	0	0	0	0	80274303	0	100.0	nan	67854909	0	33929808	0	33925101	0	67848520	0	99.99	nan	67848520	0	6389	0	0.01	nan	0	0	0	0	80274303
RSQ_177_sorted_q10	63038118	0	0	0	0	0	0	0	63038118	0	100.0	nan	63038118	0	31519059	0	31519059	0	63038118	0	100.0	nan	63038118	0	0	0	0.0	nan	0	0	0	0	63038118
RSQ_177_sorted_q10_mrkDup	63038118	0	0	0	0	0	54298248	0	63038118	0	100.0	nan	63038118	0	31519059	0	31519059	0	63038118	0	100.0	nan	63038118	0	0	0	0.0	nan	0	0	0	0	63038118
RSQ_177_sorted_q10_rmDup	8739870	0	0	0	0	0	0	0	8739870	0	100.0	nan	8739870	0	4369935	0	4369935	0	8739870	0	100.0	nan	8739870	0	0	0	0.0	nan	0	0	0	0	8739870
