Sample	total_reads	total_tags	total_assigned_tags	cds_exons_total_bases	cds_exons_tag_count	cds_exons_tags_kb	5_utr_exons_total_bases	5_utr_exons_tag_count	5_utr_exons_tags_kb	3_utr_exons_total_bases	3_utr_exons_tag_count	3_utr_exons_tags_kb	introns_total_bases	introns_tag_count	introns_tags_kb	tss_up_1kb_total_bases	tss_up_1kb_tag_count	tss_up_1kb_tags_kb	tss_up_5kb_tags_kb	tss_up_10kb_tags_kb	tes_down_1kb_total_bases	tes_down_1kb_tag_count	tes_down_1kb_tags_kb	tes_down_5kb_tags_kb	tes_down_10kb_tags_kb	other_intergenic_tag_count	cds_exons_tag_pct	5_utr_exons_tag_pct	3_utr_exons_tag_pct	introns_tag_pct	tss_up_1kb_tag_pct	tss_up_5kb_tag_pct	tss_up_10kb_tag_pct	tes_down_1kb_tag_pct	tes_down_5kb_tag_pct	tes_down_10kb_tag_pct	other_intergenic_tag_pct	tss_up_5kb-10kb_total_bases	tss_up_1kb-5kb_total_bases	tss_up_5kb-10kb_tag_count	tss_up_1kb-5kb_tag_count	tes_down_5kb-10kb_total_bases	tes_down_1kb-5kb_total_bases	tes_down_5kb-10kb_tag_count	tes_down_1kb-5kb_tag_count
RSQ_078_RSeQC_readDistribution	81358936	117855998	112647365	39015440	75787488	1942.5	24544196	10148212	413.47	57343407	21495862	374.86	1587580244	4216226	2.66	26098899	100613	3.86	2.68	2.09	28587031	68974	2.41	3.56	2.51	5208633	64.30515992915355	8.61068776491121	18.239090385539818	3.577438629809914	0.08536943533412698	0.2659304620202699	0.3781801584676242	0.05852396243761815	0.3742244836788027	0.46995401965031935	4.419489112467573	96140332	90890313	132293	212802	96398306	95256052	112823	372072
RSQ_132_RSeQC_readDistribution	74094825	105768722	100621968	39015440	64989801	1665.75	24544196	10944586	445.91	57343407	18057420	314.9	1587580244	5460110	3.44	26098899	134601	5.16	2.71	2.22	28587031	84065	2.94	4.27	3.16	5146754	61.44519832621217	10.347658355936266	17.07255194026075	5.162310649834645	0.127259739415212	0.2996405685983423	0.448343320249251	0.07948001867697711	0.500072223620136	0.6578920373075889	4.86604537019933	96140332	90890313	157281	182325	96398306	95256052	166924	444855
RSQ_134_RSeQC_readDistribution	79560705	115037901	101583373	39015440	61697411	1581.36	24544196	10581331	431.11	57343407	14329835	249.9	1587580244	12847759	8.09	26098899	182297	6.98	5.06	4.57	28587031	153406	5.37	5.36	5.23	13454528	53.63224681924612	9.198125928949278	12.456620709725918	11.168283572906985	0.15846690387718393	0.5144504505519446	0.8468487268382965	0.13335257221009272	0.5767872972577968	1.0021392862514067	11.695734956081996	96140332	90890313	382384	409516	96398306	95256052	489316	510118
RSQ_135_RSeQC_readDistribution	91156334	135399948	126929713	39015440	85632971	2194.85	24544196	14133588	575.84	57343407	19282120	336.26	1587580244	6464331	4.07	26098899	127671	4.89	3.23	2.35	28587031	82382	2.88	6.23	4.16	8470235	63.24446372756361	10.438399872945299	14.240862189991388	4.774249248603847	0.09429176442519756	0.279057714261456	0.36937754215385665	0.060843450250069514	0.5699573828492165	0.6769323131497805	6.255715105592212	96140332	90890313	122293	250173	96398306	95256052	144844	689340
RSQ_138_RSeQC_readDistribution	84636198	111033840	107852547	39015440	87214058	2235.37	24544196	5887655	239.88	57343407	10493771	183.0	1587580244	2983011	1.88	26098899	87365	3.35	3.13	2.19	28587031	60390	2.11	5.41	3.67	3181293	78.54727711839922	5.302577124235278	9.45096648012894	2.6865782539809486	0.07868321945813997	0.3301065693125627	0.42006292856303984	0.054388824163876526	0.6038411352791184	0.7273818504340658	2.865156244258507	96140332	90890313	99882	279165	96398306	95256052	137172	610078
RSQ_141_RSeQC_readDistribution	74285940	107060456	102731782	39015440	79906443	2048.07	24544196	6985574	284.61	57343407	10246400	178.68	1587580244	4404850	2.77	26098899	114787	4.4	3.07	2.31	28587031	72377	2.53	4.07	3.16	4328674	74.6367482312984	6.524887209522066	9.57066724991345	4.114357592498952	0.10721699149123744	0.33502472658999327	0.45963562867694124	0.06760385926247128	0.47086573216164895	0.6504988172290244	4.043205270861167	96140332	90890313	133409	243892	96398306	95256052	192316	431734
RSQ_160b_RSeQC_readDistribution	84482175	118623707	114569397	39015440	75331051	1930.8	24544196	11001139	448.22	57343407	22895975	399.28	1587580244	4093936	2.58	26098899	141287	5.41	4.05	2.85	28587031	72279	2.53	4.45	2.9	4054310	63.50421252642189	9.27398011596451	19.301348422706095	3.451195468035744	0.11910519707498265	0.39944123479466037	0.512339409524607	0.06093132800174589	0.46462972194925595	0.5391333791313738	3.4177906782157805	96140332	90890313	133924	332545	96398306	95256052	88379	478882
RSQ_169b_RSeQC_readDistribution	74275897	102885347	99752302	39015440	77113103	1976.48	24544196	6486268	264.27	57343407	11754137	204.98	1587580244	3286070	2.07	26098899	101098	3.87	3.38	2.41	28587031	60244	2.11	3.72	2.72	3133045	74.95052040792554	6.304365188173978	11.424500517065855	3.193914484246236	0.09826277788614543	0.3848303101898466	0.4993198885746092	0.05855449950516277	0.4478237314007406	0.5821985515585616	3.0451809624552273	96140332	90890313	117793	294836	96398306	95256052	138252	400501
RSQ_171b_RSeQC_readDistribution	80449414	111279213	107287752	39015440	68568058	1757.46	24544196	10661429	434.38	57343407	22529110	392.88	1587580244	3972084	2.5	26098899	115622	4.43	4.24	2.76	28587031	70924	2.48	6.94	4.4	3991461	61.61802923606226	9.580791158183334	20.245569134282068	3.5694752801675547	0.10390260398408821	0.4460347863890806	0.5286728618398838	0.0637351739718001	0.772871210007569	0.8705740936539512	3.5868882358109415	96140332	90890313	91959	380722	96398306	95256052	108723	789121
RSQ_177_RSeQC_readDistribution	67854909	92102667	83208433	39015440	53572155	1373.1	24544196	4807902	195.89	57343407	10716495	186.88	1587580244	11732206	7.39	26098899	151591	5.81	5.67	5.19	28587031	140246	4.91	6.35	5.78	8894234	58.16569350809353	5.2201550254782525	11.635379679070532	12.738182706479066	0.1645891535366723	0.720336361160964	1.2003810921132176	0.15227137776585775	0.8541793909181805	1.3833388776896114	9.656869111075796	96140332	90890313	442134	511858	96398306	95256052	487370	646476
