Sample	total_passed	total_failed	secondary_passed	secondary_failed	supplementary_passed	supplementary_failed	duplicates_passed	duplicates_failed	mapped_passed	mapped_failed	mapped_passed_pct	mapped_failed_pct	paired in sequencing_passed	paired in sequencing_failed	read1_passed	read1_failed	read2_passed	read2_failed	properly paired_passed	properly paired_failed	properly paired_passed_pct	properly paired_failed_pct	with itself and mate mapped_passed	with itself and mate mapped_failed	singletons_passed	singletons_failed	singletons_passed_pct	singletons_failed_pct	with mate mapped to a different chr_passed	with mate mapped to a different chr_failed	with mate mapped to a different chr (mapQ >= 5)_passed	with mate mapped to a different chr (mapQ >= 5)_failed	flagstat_total
PP109	50805742	0	15455843	0	0	0	0	0	50805742	0	100.0	nan	35349899	0	17675290	0	17674609	0	35348180	0	100.0	nan	35348180	0	1719	0	0.0	nan	0	0	0	0	50805742
PP109_sorted_q10	30195948	0	0	0	0	0	0	0	30195948	0	100.0	nan	30195948	0	15097974	0	15097974	0	30195948	0	100.0	nan	30195948	0	0	0	0.0	nan	0	0	0	0	30195948
PP109_sorted_q10_mrkDup	30195948	0	0	0	0	0	24266784	0	30195948	0	100.0	nan	30195948	0	15097974	0	15097974	0	30195948	0	100.0	nan	30195948	0	0	0	0.0	nan	0	0	0	0	30195948
PP109_sorted_q10_rmDup	5929164	0	0	0	0	0	0	0	5929164	0	100.0	nan	5929164	0	2964582	0	2964582	0	5929164	0	100.0	nan	5929164	0	0	0	0.0	nan	0	0	0	0	5929164
PP111	51926517	0	28485690	0	0	0	0	0	51926517	0	100.0	nan	23440827	0	11720555	0	11720272	0	23438806	0	99.99	nan	23438806	0	2021	0	0.01	nan	0	0	0	0	51926517
PP111_sorted_q10	15831226	0	0	0	0	0	0	0	15831226	0	100.0	nan	15831226	0	7915613	0	7915613	0	15831226	0	100.0	nan	15831226	0	0	0	0.0	nan	0	0	0	0	15831226
PP111_sorted_q10_mrkDup	15831226	0	0	0	0	0	13738366	0	15831226	0	100.0	nan	15831226	0	7915613	0	7915613	0	15831226	0	100.0	nan	15831226	0	0	0	0.0	nan	0	0	0	0	15831226
PP111_sorted_q10_rmDup	2092860	0	0	0	0	0	0	0	2092860	0	100.0	nan	2092860	0	1046430	0	1046430	0	2092860	0	100.0	nan	2092860	0	0	0	0.0	nan	0	0	0	0	2092860
PP114	22582745	0	13823682	0	0	0	0	0	22582745	0	100.0	nan	8759063	0	4379510	0	4379553	0	8758262	0	99.99	nan	8758262	0	801	0	0.01	nan	0	0	0	0	22582745
PP114_sorted_q10	5288238	0	0	0	0	0	0	0	5288238	0	100.0	nan	5288238	0	2644119	0	2644119	0	5288238	0	100.0	nan	5288238	0	0	0	0.0	nan	0	0	0	0	5288238
PP114_sorted_q10_mrkDup	5288238	0	0	0	0	0	4112408	0	5288238	0	100.0	nan	5288238	0	2644119	0	2644119	0	5288238	0	100.0	nan	5288238	0	0	0	0.0	nan	0	0	0	0	5288238
PP114_sorted_q10_rmDup	1175830	0	0	0	0	0	0	0	1175830	0	100.0	nan	1175830	0	587915	0	587915	0	1175830	0	100.0	nan	1175830	0	0	0	0.0	nan	0	0	0	0	1175830
PP116	37940572	0	22219192	0	0	0	0	0	37940572	0	100.0	nan	15721380	0	7860476	0	7860904	0	15719484	0	99.99	nan	15719484	0	1896	0	0.01	nan	0	0	0	0	37940572
PP116_sorted_q10	10452634	0	0	0	0	0	0	0	10452634	0	100.0	nan	10452634	0	5226317	0	5226317	0	10452634	0	100.0	nan	10452634	0	0	0	0.0	nan	0	0	0	0	10452634
PP116_sorted_q10_mrkDup	10452634	0	0	0	0	0	8484344	0	10452634	0	100.0	nan	10452634	0	5226317	0	5226317	0	10452634	0	100.0	nan	10452634	0	0	0	0.0	nan	0	0	0	0	10452634
PP116_sorted_q10_rmDup	1968290	0	0	0	0	0	0	0	1968290	0	100.0	nan	1968290	0	984145	0	984145	0	1968290	0	100.0	nan	1968290	0	0	0	0.0	nan	0	0	0	0	1968290
RSQ_041b	69724352	0	6028404	0	0	0	0	0	69724352	0	100.0	nan	63695948	0	31849688	0	31846260	0	63691514	0	99.99	nan	63691514	0	4434	0	0.01	nan	0	0	0	0	69724352
RSQ_041b_sorted_q10	60921640	0	0	0	0	0	0	0	60921640	0	100.0	nan	60921640	0	30460820	0	30460820	0	60921640	0	100.0	nan	60921640	0	0	0	0.0	nan	0	0	0	0	60921640
RSQ_041b_sorted_q10_mrkDup	60921640	0	0	0	0	0	46688202	0	60921640	0	100.0	nan	60921640	0	30460820	0	30460820	0	60921640	0	100.0	nan	60921640	0	0	0	0.0	nan	0	0	0	0	60921640
RSQ_041b_sorted_q10_rmDup	14233438	0	0	0	0	0	0	0	14233438	0	100.0	nan	14233438	0	7116719	0	7116719	0	14233438	0	100.0	nan	14233438	0	0	0	0.0	nan	0	0	0	0	14233438
RSQ_047	59441313	0	14904238	0	0	0	0	0	59441313	0	100.0	nan	44537075	0	22269269	0	22267806	0	44534456	0	99.99	nan	44534456	0	2619	0	0.01	nan	0	0	0	0	59441313
RSQ_047_sorted_q10	40399492	0	0	0	0	0	0	0	40399492	0	100.0	nan	40399492	0	20199746	0	20199746	0	40399492	0	100.0	nan	40399492	0	0	0	0.0	nan	0	0	0	0	40399492
RSQ_047_sorted_q10_mrkDup	40399492	0	0	0	0	0	33433002	0	40399492	0	100.0	nan	40399492	0	20199746	0	20199746	0	40399492	0	100.0	nan	40399492	0	0	0	0.0	nan	0	0	0	0	40399492
RSQ_047_sorted_q10_rmDup	6966490	0	0	0	0	0	0	0	6966490	0	100.0	nan	6966490	0	3483245	0	3483245	0	6966490	0	100.0	nan	6966490	0	0	0	0.0	nan	0	0	0	0	6966490
RSQ_049	129756402	0	40823953	0	0	0	0	0	129756402	0	100.0	nan	88932449	0	44468441	0	44464008	0	88926924	0	99.99	nan	88926924	0	5525	0	0.01	nan	0	0	0	0	129756402
RSQ_049_sorted_q10	79006804	0	0	0	0	0	0	0	79006804	0	100.0	nan	79006804	0	39503402	0	39503402	0	79006804	0	100.0	nan	79006804	0	0	0	0.0	nan	0	0	0	0	79006804
RSQ_049_sorted_q10_mrkDup	79006804	0	0	0	0	0	70349104	0	79006804	0	100.0	nan	79006804	0	39503402	0	39503402	0	79006804	0	100.0	nan	79006804	0	0	0	0.0	nan	0	0	0	0	79006804
RSQ_049_sorted_q10_rmDup	8657700	0	0	0	0	0	0	0	8657700	0	100.0	nan	8657700	0	4328850	0	4328850	0	8657700	0	100.0	nan	8657700	0	0	0	0.0	nan	0	0	0	0	8657700
RSQ_051	149867201	0	38408724	0	0	0	0	0	149867201	0	100.0	nan	111458477	0	55730252	0	55728225	0	111452864	0	99.99	nan	111452864	0	5613	0	0.01	nan	0	0	0	0	149867201
RSQ_051_sorted_q10	100551494	0	0	0	0	0	0	0	100551494	0	100.0	nan	100551494	0	50275747	0	50275747	0	100551494	0	100.0	nan	100551494	0	0	0	0.0	nan	0	0	0	0	100551494
RSQ_051_sorted_q10_mrkDup	100551494	0	0	0	0	0	79579800	0	100551494	0	100.0	nan	100551494	0	50275747	0	50275747	0	100551494	0	100.0	nan	100551494	0	0	0	0.0	nan	0	0	0	0	100551494
RSQ_051_sorted_q10_rmDup	20971694	0	0	0	0	0	0	0	20971694	0	100.0	nan	20971694	0	10485847	0	10485847	0	20971694	0	100.0	nan	20971694	0	0	0	0.0	nan	0	0	0	0	20971694
RSQ_054	77936709	0	10820662	0	0	0	0	0	77936709	0	100.0	nan	67116047	0	33559144	0	33556903	0	67112966	0	100.0	nan	67112966	0	3081	0	0.0	nan	0	0	0	0	77936709
RSQ_054_sorted_q10	63260362	0	0	0	0	0	0	0	63260362	0	100.0	nan	63260362	0	31630181	0	31630181	0	63260362	0	100.0	nan	63260362	0	0	0	0.0	nan	0	0	0	0	63260362
RSQ_054_sorted_q10_mrkDup	63260362	0	0	0	0	0	49151674	0	63260362	0	100.0	nan	63260362	0	31630181	0	31630181	0	63260362	0	100.0	nan	63260362	0	0	0	0.0	nan	0	0	0	0	63260362
RSQ_054_sorted_q10_rmDup	14108688	0	0	0	0	0	0	0	14108688	0	100.0	nan	14108688	0	7054344	0	7054344	0	14108688	0	100.0	nan	14108688	0	0	0	0.0	nan	0	0	0	0	14108688
RSQ_060	60598862	0	17886812	0	0	0	0	0	60598862	0	100.0	nan	42712050	0	21354105	0	21357945	0	42699832	0	99.97	nan	42699832	0	12218	0	0.03	nan	0	0	0	0	60598862
RSQ_060_sorted_q10	37776293	0	0	0	0	0	0	0	37776293	0	100.0	nan	37776293	0	18888146	0	18888147	0	37776293	0	100.0	nan	37776293	0	0	0	0.0	nan	0	0	0	0	37776293
RSQ_066	70216907	0	13342355	0	0	0	0	0	70216907	0	100.0	nan	56874552	0	28438562	0	28435990	0	56868354	0	99.99	nan	56868354	0	6198	0	0.01	nan	0	0	0	0	70216907
RSQ_066_sorted_q10	52808200	0	0	0	0	0	0	0	52808200	0	100.0	nan	52808200	0	26404100	0	26404100	0	52808200	0	100.0	nan	52808200	0	0	0	0.0	nan	0	0	0	0	52808200
RSQ_066_sorted_q10_mrkDup	52808200	0	0	0	0	0	48449318	0	52808200	0	100.0	nan	52808200	0	26404100	0	26404100	0	52808200	0	100.0	nan	52808200	0	0	0	0.0	nan	0	0	0	0	52808200
RSQ_066_sorted_q10_rmDup	4358882	0	0	0	0	0	0	0	4358882	0	100.0	nan	4358882	0	2179441	0	2179441	0	4358882	0	100.0	nan	4358882	0	0	0	0.0	nan	0	0	0	0	4358882
