Geneid	/mnt/efs/clusterfcs/data/tfm-esther/results/procesado-3/duplicates/RSQ_051_sorted_q10_mrkDup.bam
TAS1R1	13
ZBTB48	91
KLHL21	128
PHF13	106
THAP3	74
DNAJC11	422
LINC01672	34
ENSG00000284744	4
CAMTA1-DT	6
CAMTA1	3519
ENSG00000227950	7
ENSG00000237365	3
RNU1-8P	1
CAMTA1-IT1	7
CAMTA1-AS2	3
CAMTA1-AS1	2
ENSG00000270171	7
ENSG00000270035	1
ENSG00000269978	1
VAMP3	3515
ENSG00000269925	4
PER3	194
ENSG00000236266	0
UTS2	52
TNFRSF9	23
ENSG00000270330	0
PARK7	2526
Y_RNA	9594
ENSG00000284747	23
ENSG00000284716	0
ERRFI1	78
ERRFI1-DT	51
ENSG00000232848	7
ENSG00000229305	1
ENSG00000288816	19
LINC01714	13
RNU1-7P	0
ENSG00000233645	0
RNU6-991P	0
SLC45A1	25
RERE	2594
RERE-AS1	23
ENSG00000221083	2
ENSG00000270282	1
RPL7P11	13
RPL7P7	6
ENSG00000226545	13
ENSG00000228423	0
RPL23AP19	1
ENO1	4918
MIR6728	0
ENO1-AS1	0
RNU6-304P	0
HMGN2P17	5
ENSG00000232208	11
ENSG00000232663	0
CA6	16
RN7SL451P	5
SLC2A7	27
SLC2A5	99
ENSG00000252404	0
GPR157	58
MIR34AHG	58
MIR34A	0
LNCTAM34A	37
H6PD	138
SPSB1	144
ENSG00000284652	13
LINC02606	39
RNA5SP40	14
ENSG00000235263	8
SLC25A33	123
ENSG00000231181	12
TMEM201	52
PIK3CD	1700
PIK3CD-AS1	21
ENSG00000233268	5
PIK3CD-AS2	0
CLSTN1	349
MZT1P1	0
ENSG00000280113	11
CTNNBIP1	597
ENSG00000223989	0
ENSG00000285701	2
LZIC	2975
ENSG00000228150	7
NMNAT1	148
RN7SKP269	3
TMEM274P	2
MIR5697	0
ENSG00000241326	0
RBP7	553
UBE4B	1023
ENSG00000224340	1
PGAM1P11	3
RNU6-828P	0
KIF1B	1173
ENSG00000264881	3
RNU6-37P	4
RN7SL731P	0
ENSG00000284735	16
ENSG00000284642	5
PGD	3259
ENSG00000271989	0
CENPS-CORT	0
CENPS	4
CORT	2
DFFA	246
ENSG00000203469	0
PEX14	100
ENSG00000287727	18
RN7SL614P	6
CASZ1	102
ENSG00000272078	31
HSPE1P24	1
C1orf127	13
CFL1P6	5
TARDBP	1416
MASP2	35
SRM	358
EXOSC10	674
ENSG00000226849	1
EXOSC10-AS1	13
MTOR	740
MTOR-AS1	8
RNU6-537P	1
ANGPTL7	15
RNU6-291P	0
RPL39P6	1
UBIAD1	153
UBE2V2P3	14
ENSG00000284646	0
MTCYBP45	0
DISP3	27
ENSG00000285833	0
LINC01647	40
ENSG00000284708	5
FBXO2	65
FBXO44	66
FBXO6	120
MAD2L2	207
DRAXIN	31
AGTRAP	93
C1orf167	3
C1orf167-AS1	0
MTHFR	321
CLCN6	171
ENSG00000276470	0
ENSG00000278852	0
NPPA	19
ENSG00000275915	0
NPPB	0
SBF1P2	17
ENSG00000285646	10
RNU5E-1	0
RNU5E-4P	4
KIAA2013	154
PLOD1	119
ENSG00000287384	4
MFN2	3259
ENSG00000270914	0
MIIP	110
MIR6729	0
RN7SL649P	0
TNFRSF8	94
RNU6-777P	0
RPL23AP89	0
ENSG00000285604	5
MIR7846	0
TNFRSF1B	299
MIR4632	0
RPL10P17	0
SNORA70	17
VPS13D	1434
SNORA59A	0
LINC02766	30
DHRS3	471
RNU6ATAC18P	0
MIR6730	0
ENSG00000288927	29
ENSG00000272482	29
AADACL4	17
ENSG00000226166	0
AADACL3	36
CFAP107	34
PRAMEF12	10
PRAMEF1	23
LINC01784	4
PRAMEF11	8
PRAMEF30P	18
HNRNPCL1	3
PRAMEF2	19
PRAMEF4	16
PRAMEF10	34
PRAMEF7	5
RNU6-1072P	0
PRAMEF29P	5
PRAMEF6	3
PRAMEF28P	3
PRAMEF27	9
HNRNPCL3	2
PRAMEF25	0
PRAMEF34P	0
PRAMEF35P	2
HNRNPCL2	16
PRAMEF36P	0
ENSG00000233336	0
PRAMEF26	0
HNRNPCL4	1
PRAMEF9	4
PRAMEF13	0
PRAMEF18	12
PRAMEF31P	8
PRAMEF5	0
PRAMEF32P	0
RNU6-771P	0
PRAMEF8	0
PRAMEF33	6
PRAMEF15	14
ENSG00000228229	2
PRAMEF14	41
PRAMEF19	21
PRAMEF17	11
PRAMEF20	17
LRRC38	4
ENSG00000259961	0
BRWD1P1	3
PDPN	27
RNA5SP41	0
ENSG00000237445	4
ENSG00000253085	0
PRDM2	3142
ENSG00000289380	7
KAZN	231
RNU6-1265P	0
ENSG00000231606	12
KAZN-AS1	30
TBCAP2	4
ENSG00000287756	19
TMEM51-AS1	54
TMEM51	34
TMEM51-AS2	9
MFFP1	8
ZBTB2P1	15
FHAD1	127
FHAD1-AS1	2
ENSG00000236045	1
EFHD2-AS1	23
EFHD2	4432
CTRC	27
CELA2A	0
CELA2B	31
CASP9	327
DNAJC16	2200
SCARNA21B	2
ENSG00000272510	7
AGMAT	42
ENSG00000237301	6
CHCHD2P6	1
RNU7-179P	0
CD24P1	0
DDI2	1276
RSC1A1	0
ENSG00000271742	31
PLEKHM2	610
ENSG00000237938	21
SLC25A34	8
SLC25A34-AS1	0
TMEM82	12
FBLIM1	45
RPL12P14	6
UQCRHL	127
ENSG00000178715	0
FLJ37453	83
SPEN	3355
ENSG00000270620	18
ZBTB17	190
ENSG00000234607	13
ENSG00000231353	4
ENSG00000275503	9
TBC1D3P6	1
SRARP	29
ENSG00000233078	0
HSPB7	39
CLCNKA	34
ENSG00000232456	2
CLCNKB	56
FAM131C	19
EPHA2	30
EPHA2-AS1	7
ENSG00000224621	15
ARHGEF19-AS1	0
ARHGEF19	27
ANO7L1	43
ENSG00000288398	28
CPLANE2	3
MT1XP1	0
FBXO42	272
SZRD1	1065
RPL22P3	0
SPATA21	52
NECAP2	1209
LINC01772	10
CROCCP3	60
RNU1-1	1112
ENSG00000261135	0
ENSG00000285853	5
ENSG00000224174	0
LINC01783	6
RNU1-6P	0
PDE4DIPP8	18
NBPF1	331
ENSG00000271732	21
CROCCP2	248
ENSG00000283773	0
MST1P2	28
ENSG00000282143	0
RNU1-3	697
ENSG00000280114	7
EIF1AXP1	27
ESPNP	6
ENSG00000279151	1
ENSG00000282740	0
CROCC	182
CROCCP4	0
RNU1-4	5
MST1L	26
ENSG00000223643	0
PDE4DIPP9	15
MIR3675	0
ENSG00000228549	20
RNU1-5P	0
ENSG00000238142	6
ENSG00000235241	0
RNU1-2	9
ENSG00000272426	0
MFAP2	25
ENSG00000286898	0
ENSG00000226526	36
ATP13A2	82
ENSG00000288636	0
SDHB	709
PADI2	572
LINC02783	32
ENSG00000282843	1
PADI1	47
PADI3	31
MIR3972	0
PADI4	763
PADI6	10
RCC2-AS1	0
RCC2	1018
ARHGEF10L	229
LINC02810	0
ACTL8	13
ENSG00000284653	16
LINC01654	28
IGSF21	29
ENSG00000280222	72
IGSF21-AS1	6
ENSG00000225387	16
KLHDC7A	21
DYNLL1P3	10
ENSG00000225478	1
PAX7	54
TAS1R2	4
ALDH4A1	43
MIR4695	0
MIR1290	0
IFFO2	398
ENSG00000272084	6
UBR4	2890
EMC1-AS1	20
EMC1	143
MRTO4	126
ENSG00000286064	13
AKR7L	20
AKR7A3	4
ENSG00000270728	5
AKR7A2	273
RNU6-1099P	1
SLC66A1	51
CAPZB	5910
RN7SL277P	67
MICOS10	116
RNU4-28P	0
MICOS10-DT	0
NBL1	70
MICOS10-NBL1	0
ENSG00000226396	2
HTR6	14
TMCO4	121
RNF186	8
RNF186-AS1	3
OTUD3	183
PLA2G2E	11
RN7SL304P	0
PLA2G2A	31
PLA2G5	99
PLA2G2D	16
PLA2G2F	57
ENSG00000227066	13
PLA2G2C	44
UBXN10	17
LINC01757	3
ENSG00000284710	26
VWA5B1	85
ENSG00000226664	0
LINC01141	56
ENSG00000226487	0
ENSG00000284641	3
ENSG00000284743	0
CAMK2N1	83
ENSG00000289402	20
MUL1	38
RPS4XP4	3
FAM43B	22
CDA	359
PINK1	131
MIR6084	0
PINK1-AS	0
DDOST	149
KIF17	55
ENSG00000235432	5
SH2D5	38
ENSG00000233069	3
HP1BP3	4066
EIF4G3	12960
RNU7-200P	0
MIR1256	0
RPS15AP6	0
ENSG00000236073	8
HSPE1P27	2
ENSG00000287192	2
ECE1	2034
ENSG00000236936	132
ECE1-AS1	16
PPP1R11P1	0
PDE4DIPP10	17
ENSG00000236009	22
NBPF2P	20
HS6ST1P1	4
CROCCP5	16
NBPF3	160
PFN1P10	0
ALPL	261
ENSG00000289715	0
LINC02596	2
RAP1GAP	122
USP48	3341
ENSG00000231978	0
LDLRAD2	1
HSPG2	368
ENSG00000232037	2
ENSG00000283234	9
CELA3B	10
ENSG00000285959	0
RN7SL386P	0
RNU6-1022P	0
CELA3A	4
RN7SL186P	0
RNU6-776P	0
LINC01635	4
LINC00339	21
ENSG00000289694	0
CDC42-AS1	11
ENSG00000285794	0
CDC42	265
CDC42-IT1	8
MPHOSPH6P1	0
WNT4	36
ENSG00000285873	3
MIR4418	17
PPIAP34	0
ENSG00000279625	15
ZBTB40	402
ZBTB40-IT1	0
EPHA8	33
MIR6127	0
C1QA	20
ENSG00000289692	0
C1QC	75
C1QB	88
EPHB2	77
MIR4684	0
ENSG00000225952	0
MIR4253	0
LACTBL1	3
TEX46	13
KDM1A	2144
ENSG00000240553	2
MIR3115	0
ENSG00000266802	0
LUZP1	726
ENSG00000229010	0
RNU6-514P	0
RNU6-135P	5
ENSG00000289014	2
HTR1D	19
ENSG00000215381	1
LINC01355	16
ENSG00000284726	15
HNRNPR	3256
ZNF436	136
ZNF436-AS1	3
ENSG00000271420	7
TCEA3	214
ENSG00000232482	2
ASAP3	95
E2F2	350
ENSG00000235052	6
ID3	171
ENSG00000285802	10
MDS2	45
ENSG00000229239	2
RPL11	15818
ELOA-AS1	15
ELOA	744
PITHD1	1344
LYPLA2	258
GALE	45
HMGCL	265
FUCA1	59
CNR2	57
BTBD6P1	1
ENSG00000232557	0
MIR378F	4
H3P1	4
PNRC2	2391
SRSF10	1661
ENSG00000215905	2
ENSG00000225315	6
MYOM3	97
MYOM3-AS1	0
IL22RA1	41
IFNLR1	92
GRHL3	79
LINC02800	43
GRHL3-AS1	12
STPG1	93
NIPAL3	563
ENSG00000288982	0
RCAN3AS	19
RCAN3	3004
NCMAP-DT	13
NCMAP	12
ENSG00000227312	1
SRRM1	4286
ENSG00000284699	13
CLIC4	7263
RNU6-1208P	0
RUNX3	1874
MIR6731	0
RUNX3-AS1	5
ENSG00000261025	16
MIR4425	2
LINC02793	7
ENSG00000233755	0
IFITM3P7	0
ENSG00000231953	7
SYF2	4491
ENSG00000284602	16
ENSG00000284657	0
RSRP1	637
ENSG00000272432	1
ENSG00000261349	0
RHD	0
SDHDP6	0
ENSG00000259984	0
TMEM50A	3804
RHCE	70
ENSG00000238084	3
MACO1	474
LDLRAP1	1925
ENSG00000225643	22
MAN1C1	106
ENSG00000233478	5
SELENON	495
ENSG00000255054	0
ENSG00000228172	18
MTFR1L	797
ENSG00000272478	0
AUNIP	24
ENSG00000236528	40
PAQR7	133
STMN1	606
SNRPFP2	0
ENSG00000223624	3
MIR3917	0
PAFAH2	163
RNU6-110P	5
ENSG00000252190	0
ENSG00000252691	1
EXTL1	31
SLC30A2	22
ENSG00000284309	4
TRIM63	22
PDIK1L	160
FAM110D	36
C1orf232	0
ZNF593OS	0
ZNF593	0
CNKSR1	47
CATSPER4	28
ZPLD2P	30
ENSG00000278572	11
CEP85	329
ENSG00000270733	2
SH3BGRL3	35460
UBXN11	643
CD52	1716
CRYBG2	59
ENSG00000225854	0
ZNF683	421
LIN28A	26
DHDDS	316
ENSG00000223583	3
DHDDS-AS1	50
HMGN2	2976
DPPA2P2	0
RPS6KA1	871
MIR1976	1
RN7SL679P	16
RNU7-29P	0
ENSG00000289452	0
ENSG00000229247	0
ENSG00000238316	0
ENSG00000235069	0
ENSG00000260063	19
ARID1A	4690
PIGV	63
RN7SL165P	0
ENSG00000287810	0
ZDHHC18	318
SFN	7
GPN2	115
ENSG00000226698	0
ENSG00000289554	3
GPATCH3	152
NUDC	2344
NR0B2	1
KDF1	12
RPL12P13	6
RPL32P6	0
OSTCP2	6
TRNP1	9
TENT5B	8
SLC9A1	501
ENSG00000229985	4
CHCHD3P3	2
NPM1P39	28
SNRPEP7	1
WDTC1-DT	10
WDTC1	974
ENSG00000243659	9
TMEM222	164
RNU6-48P	0
ACTG1P20	11
SYTL1	230
MAP3K6	144
FCN3	17
CD164L2	29
ENSG00000231207	2
GPR3	12
WASF2	4432
ENSG00000241169	12
ENSG00000237429	1
AHDC1	114
FGR	1237
ENSG00000235912	7
LINC02574	19
IFI6	121
ENSG00000225886	2
RNU6-949P	2
CHMP1AP1	1
RNU6-424P	0
ENSG00000287244	4
FAM76A	302
ENSG00000231344	3
RPEP3	0
STX12	616
ENSG00000269971	6
ENSG00000270031	0
RNU6-1245P	0
ENSG00000286433	0
PPP1R8	479
SCARNA1	5
THEMIS2	1453
RPA2	658
SMPDL3B	3
ENSG00000227050	0
XKR8	40
EYA3	803
ENSG00000238231	3
RN7SL559P	13
SPCS2P4	13
ENSG00000228943	0
ENSG00000289576	19
ENSG00000214812	6
RNU6-176P	2
PTAFR	189
DNAJC8	2111
ATP5IF1	2892
ENSG00000270605	19
ENSG00000271398	0
SESN2	84
MED18	91
PHACTR4	1209
ENSG00000229820	0
RNU6ATAC27P	0
RCC1	179
SNHG3	40
SNORA73A	0
SNORA73B	73
PRDX3P2	0
ENSG00000279443	9
TRNAU1AP	221
SNHG12	198
SNORD99	3
SNORA61	0
SNORA44	0
SNORA16A	0
TAF12	484
RAB42	22
TAF12-DT	0
ENSG00000270103	0
RNU11	0
GMEB1	460
ENSG00000252777	0
ENSG00000289291	11
YTHDF2	704
OPRD1	58
ENSG00000233427	9
EPB41	27126
ENSG00000225616	16
Metazoa_SRP	350
TMEM200B	10
ENSG00000225750	1
SRSF4	2500
ENSG00000277916	0
MECR	68
ENSG00000237934	2
PTPRU	63
LINC01756	10
ENSG00000225011	4
ENSG00000228176	2
ENSG00000284676	9
ENSG00000270927	9
LINC01648	22
ENSG00000233372	0
ENSG00000231251	0
ENSG00000236335	15
ENSG00000231949	1
ENSG00000289710	0
MATN1	35
MATN1-AS1	9
ENSG00000287510	0
LAPTM5	4212
MIR4420	2
ENSG00000229607	9
LINC01778	31
RN7SKP91	0
ENSG00000235143	24
SDC3	133
RN7SL371P	3
PUM1	1753
ENSG00000237329	1
ENSG00000232768	0
SELENOWP1	0
ENSG00000225142	0
NKAIN1	44
SNRNP40	343
ENSG00000229447	0
ZCCHC17	2481
ENSG00000229044	0
FABP3	59
SERINC2	49
ENSG00000215899	11
RNU6-40P	1
LDC1P	35
LINC01226	77
ENSG00000229167	9
TINAGL1	90
HCRTR1	21
PEF1	338
PEF1-AS1	3
ENSG00000264078	2
COL16A1	118
ADGRB2	39
MIR4254	0
ENSG00000254545	11
SPOCD1	523
ENSG00000203620	14
ENSG00000269967	0
PTP4A2	14747
ENSG00000288678	0
ENSG00000228634	6
ENSG00000284702	17
KHDRBS1	2301
ENSG00000203325	28
TMEM39B	199
MIR5585	0
KPNA6	967
ENSG00000250135	0
TXLNA	776
CCDC28B	112
ENSG00000224066	0
IQCC	14
DCDC2B	9
TMEM234	43
EIF3I	812
MTMR9LP	28
FAM167B	16
LCK	1003
HDAC1	994
MARCKSL1	739
ENSG00000233775	24
TSSK3	4
FAM229A	29
BSDC1	933
GAPDHP20	2
ENSG00000270850	1
LRRC37A12P	8
RN7SL122P	2
ENSG00000254553	1
ZBTB8B	40
ZBTB8A	31
ZBTB8OS	969
RBBP4	2026
SYNC	31
ENSG00000224409	1
KIAA1522	53
YARS1	756
S100PBP	153
FNDC5	17
HPCA	4
TMEM54	0
ENSG00000287691	3
RNF19B	592
ENSG00000278966	43
ENSG00000217644	8
ENSG00000239670	5
ENSG00000236065	0
AK2	819
AZIN2	43
ENSG00000278997	12
TRIM62	73
ENSG00000279179	35
ENSG00000284721	4
ZNF362	885
ENSG00000270115	1
A3GALT2	5
ENSG00000225313	24
PHC2	693
MIR3605	0
RN7SKP16	2
PHC2-AS1	0
TLR12P	14
ZSCAN20	172
ENSG00000235907	1
CSMD2	221
HSPD1P14	0
HMGB4	36
CSMD2-AS1	28
RNA5SP42	14
C1orf94	37
ENSG00000270241	1
ENSG00000287703	16
MIR552	0
SMIM12	319
GJB5	4
GJB4	3
ENSG00000255811	0
GJB3	4
GJA4	22
ENSG00000230163	0
DLGAP3	64
ENSG00000284773	13
GPR199P	1
ENSG00000271741	0
TMEM35B	4
ZMYM6	115
ZMYM1	267
RPL12P45	0
EFCAB14P1	4
ENSG00000284640	25
SFPQ	4138
ZMYM4	1718
RN7SL503P	0
SNORA62	21
RPL5P4	28
ZMYM4-AS1	0
KIAA0319L	377
ENSG00000236274	14
NCDN	127
TFAP2E-AS1	18
TFAP2E	33
PSMB2	589
C1orf216	145
CLSPN	401
ENSG00000232335	3
AGO4	1053
AGO1	2147
CFAP97P1	0
ENSG00000286899	6
ENSG00000271914	0
AGO3	616
ENSG00000271554	1
ENSG00000232862	0
TEKT2	3
ADPRS	95
COL8A2	23
TRAPPC3	340
MAP7D1	1030
RN7SL131P	0
THRAP3	4124
UBE2V2P4	0
SH3D21	76
EVA1B	0
ENSG00000286379	57
STK40	3055
LSM10	283
RNU4-27P	0
OSCP1	29
SNORA63C	1
MRPS15	415
CSF3R	356
FTLP18	14
ENSG00000284705	6
ENSG00000284720	15
ENSG00000234481	12
GRIK3	70
ENSG00000284650	4
ENSG00000223944	34
MIR4255	0
RNU6-636P	0
RNA5SP43	6
RPS29P6	0
ZC3H12A-DT	95
ZC3H12A	138
MIR6732	0
MEAF6	1209
MIR5581	0
SNIP1	403
FTH1P1	14
ENSG00000237749	8
DNALI1	26
GNL2	775
ENSG00000284748	24
RSPO1	34
C1orf109	92
CDCA8	87
EPHA10	71
ACTN4P2	23
ENSG00000227416	0
MANEAL	12
ENSG00000233728	0
YRDC	42
C1orf122	77
MTF1	585
ENSG00000235673	4
ENSG00000230955	0
INPP5B	472
SNORA63	4
RNU6-584P	0
SF3A3	1377
RNU6-510P	0
FHL3	419
UTP11	612
POU3F1	15
MIR3659HG	10
ENSG00000223589	5
MIR3659	0
LINC02786	31
ENSG00000286552	4
ENSG00000287987	0
LINC01343	23
ENSG00000275350	0
RNU6-753P	1
LINC01685	21
HSPA5P1	14
ENSG00000284632	13
RRAGC	241
ENSG00000273637	0
RRAGC-DT	5
MYCBP	430
ENSG00000274944	0
GJA9	0
RHBDL2	16
RNU6-605P	4
EIF1P2	0
AKIRIN1	1481
NDUFS5	2569
MACF1	6713
RNU6-608P	0
RNA5SP44	0
ENSG00000287422	11
ENSG00000226438	0
HSPE1P8	0
BMP8A	16
OXCT2P1	0
PPIEL	61
PABPC4	1255
PABPC4-AS1	0
SNORA55	0
HEYL	26
ENSG00000225903	12
NT5C1A	30
HPCAL4	65
PPIE	745
ENSG00000225333	12
RNU7-121P	0
ENSG00000289711	1
BMP8B	35
OXCT2	6
BMP8B-AS1	5
ENSG00000261798	1
ENSG00000229213	0
ENSG00000284719	19
LINC02811	0
TRIT1	189
MYCL	135
MYCL-AS1	15
MFSD2A	58
ENSG00000228477	3
CAP1	16651
PPT1	181
OAZ1P1	9
RLF	884
RNU6-1237P	0
TMCO2	4
ZMPSTE24-DT	109
ZMPSTE24	881
ENSG00000231296	0
COL9A2	54
ENSG00000227311	0
SMAP2	4109
ENSG00000213172	0
ENSG00000284677	0
ZFP69B	75
ENSG00000260920	21
ENSG00000279667	0
ZFP69	61
EXO5-DT	18
EXO5	47
ENSG00000227278	0
ENSG00000238186	7
ZNF684	74
ENSG00000286838	1
ENSG00000236505	0
GTF2F2P2	0
RIMS3	60
ENSG00000287743	13
ENSG00000237899	1
NFYC-AS1	2
NFYC	1136
MIR30E	0
MIR30C1	2
KCNQ4	59
RN7SL326P	8
CITED4	61
ENSG00000229528	14
ENSG00000228940	19
ENSG00000286668	4
UBE2V1P8	0
CTPS1	279
SLFNL1-AS1	33
SLFNL1	12
SCMH1	735
RPL23AP17	0
ENSG00000287400	7
SCMH1-DT	11
ENSG00000213987	7
ENSG00000286640	53
FOXO6	19
FOXO6-AS1	6
RNA5SP45	0
EDN2	20
HIVEP3	811
ENSG00000230881	6
ENSG00000230638	18
ENSG00000284895	0
ENSG00000287587	11
HNRNPFP1	8
ENSG00000228776	1
GUCA2B	1
GUCA2A	6
FOXJ3	1186
ENSG00000227527	0
RIMKLA	184
ENSG00000235002	2
ZMYND12	67
PPCS	1105
CCDC30	269
RPS3AP11	0
TMSB4XP1	8
RNU6-536P	0
ENSG00000236180	7
PPIH	129
ENSG00000285728	17
ENSG00000234917	6
YBX1	15354
CLDN19	6
P3H1	68
C1orf50	63
ENSG00000283580	0
ENSG00000228452	0
TMEM269	37
SVBP	351
ERMAP	244
ZNF691-DT	25
ZNF691	57
ENSG00000233708	2
MKRN8P	1
ATP6V1E1P1	0
ENSG00000288955	0
SLC2A1	349
ATP6V0CP4	0
SLC2A1-DT	80
ENSG00000283973	16
RNU6-880P	0
ENSG00000277513	0
FAM183A	8
EBNA1BP2	455
MIR6733	0
CFAP57	48
RNA5SP46	7
TMEM125	11
C1orf210	9
TIE1	75
MPL	1927
ENSG00000287113	2
CDC20-DT	16
CDC20	81
ELOVL1	94
MIR6734	0
ENSG00000288772	0
MED8	209
MED8-AS1	4
SZT2	441
SZT2-AS1	0
MIR6735	0
HYI	0
HYI-AS1	0
PTPRF	229
KDM4A	146
ENSG00000284989	0
KDM4A-AS1	28
ST3GAL3	507
ST3GAL3-AS1	7
ENSG00000233674	0
MIR6079	0
SHMT1P1	7
ARTN	2
LINC02918	25
ENSG00000288573	15
IPO13	82
ENSG00000285649	7
DPH2	93
ATP6V0B	115
B4GALT2	38
CCDC24	29
SLC6A9	48
ENSG00000230615	93
ENSG00000227163	2
KRT8P47	0
RN7SL479P	18
KLF17	34
ENSG00000233514	6
KLF18	16
ENSG00000226804	1
OOSP1P1	2
ENSG00000227994	6
ENSG00000271329	2
DMAP1	256
ERI3	210
ERI3-IT1	1
RNU6-369P	0
RNF220	686
MIR5584	0
TMEM53	28
ARMH1	76
RNU5F-1	3
RNU5D-1	5
KIF2C	96
ENSG00000225721	3
RPS8	18129
SNORD55	0
SNORD46	0
SNORD38A	0
SNORD38B	0
RPS15AP11	4
BEST4	1
PLK3	114
DYNLT4	5
BTBD19	75
PTCH2	39
RNU5E-6P	0
ENSG00000226499	3
EIF2B3	180
RNA5SP47	0
CCNB1IP1P1	15
PPIAP35	0
MRPS17P1	7
HECTD3	390
UROD	313
ZSWIM5	63
