Geneid	/mnt/efs/clusterfcs/data/tfm-esther/results/procesado-4/duplicates/RSQ_177_sorted_q10_mrkDup.bam
DDI2	1025
RSC1A1	0
ENSG00000271742	3
PLEKHM2	387
ENSG00000237938	2
SLC25A34	9
SLC25A34-AS1	0
TMEM82	0
FBLIM1	0
RPL12P14	2
UQCRHL	23
ENSG00000178715	0
FLJ37453	67
SPEN	2443
ENSG00000270620	0
ZBTB17	101
ENSG00000234607	0
ENSG00000231353	1
ENSG00000275503	50
TBC1D3P6	7
SRARP	12
ENSG00000233078	0
HSPB7	6
CLCNKA	34
ENSG00000232456	5
CLCNKB	17
FAM131C	3
EPHA2	51
EPHA2-AS1	0
ENSG00000224621	13
ARHGEF19-AS1	0
ARHGEF19	23
ANO7L1	9
ENSG00000288398	39
CPLANE2	0
MT1XP1	0
FBXO42	194
SZRD1	869
RPL22P3	0
SPATA21	24
NECAP2	961
LINC01772	0
CROCCP3	39
RNU1-1	93
ENSG00000261135	3
ENSG00000285853	0
ENSG00000224174	0
LINC01783	0
RNU1-6P	0
PDE4DIPP8	0
NBPF1	366
ENSG00000271732	21
CROCCP2	158
ENSG00000283773	0
MST1P2	16
ENSG00000282143	0
RNU1-3	0
ENSG00000280114	2
EIF1AXP1	0
ESPNP	9
ENSG00000279151	0
ENSG00000282740	0
CROCC	106
CROCCP4	0
RNU1-4	0
MST1L	4
ENSG00000223643	0
PDE4DIPP9	12
MIR3675	2
ENSG00000228549	4
RNU1-5P	0
ENSG00000238142	16
ENSG00000235241	0
RNU1-2	0
ENSG00000272426	0
MFAP2	5
ENSG00000286898	0
ENSG00000226526	0
ATP13A2	74
ENSG00000288636	0
SDHB	611
PADI2	266
LINC02783	9
ENSG00000282843	0
PADI1	8
PADI3	1
MIR3972	0
PADI4	691
PADI6	6
RCC2-AS1	0
RCC2	475
ARHGEF10L	132
LINC02810	0
ACTL8	3
ENSG00000284653	21
LINC01654	26
IGSF21	17
ENSG00000280222	37
IGSF21-AS1	0
ENSG00000225387	3
KLHDC7A	3
DYNLL1P3	4
ENSG00000225478	0
PAX7	20
TAS1R2	13
ALDH4A1	42
MIR4695	0
MIR1290	0
IFFO2	319
ENSG00000272084	6
UBR4	2569
EMC1-AS1	7
EMC1	87
MRTO4	171
ENSG00000286064	1
AKR7L	6
AKR7A3	22
ENSG00000270728	0
AKR7A2	194
RNU6-1099P	0
SLC66A1	25
CAPZB	3792
RN7SL277P	1
MICOS10	56
RNU4-28P	0
MICOS10-DT	0
NBL1	55
MICOS10-NBL1	0
ENSG00000226396	0
HTR6	6
TMCO4	132
RNF186	3
RNF186-AS1	0
OTUD3	107
PLA2G2E	0
RN7SL304P	0
PLA2G2A	1
PLA2G5	24
PLA2G2D	4
PLA2G2F	14
ENSG00000227066	0
PLA2G2C	60
UBXN10	54
LINC01757	5
ENSG00000284710	22
VWA5B1	86
ENSG00000226664	2
LINC01141	22
ENSG00000226487	3
ENSG00000284641	15
ENSG00000284743	0
CAMK2N1	67
ENSG00000289402	9
MUL1	36
RPS4XP4	0
FAM43B	24
CDA	373
PINK1	511
MIR6084	0
PINK1-AS	0
DDOST	172
KIF17	29
ENSG00000235432	9
SH2D5	3
ENSG00000233069	0
HP1BP3	3943
EIF4G3	10269
RNU7-200P	0
MIR1256	0
RPS15AP6	0
ENSG00000236073	0
HSPE1P27	0
ENSG00000287192	5
ECE1	829
ENSG00000236936	59
ECE1-AS1	1
PPP1R11P1	0
PDE4DIPP10	0
ENSG00000236009	0
NBPF2P	20
HS6ST1P1	0
CROCCP5	0
NBPF3	79
PFN1P10	0
ALPL	107
ENSG00000289715	6
LINC02596	18
RAP1GAP	375
USP48	3145
ENSG00000231978	0
LDLRAD2	0
HSPG2	141
ENSG00000232037	0
ENSG00000283234	4
CELA3B	6
ENSG00000285959	0
RN7SL386P	0
RNU6-1022P	0
CELA3A	1
RN7SL186P	2
RNU6-776P	0
LINC01635	0
LINC00339	0
ENSG00000289694	0
CDC42-AS1	6
ENSG00000285794	0
CDC42	184
CDC42-IT1	0
MPHOSPH6P1	0
WNT4	12
ENSG00000285873	2
MIR4418	2
PPIAP34	0
ENSG00000279625	1
ZBTB40	369
ZBTB40-IT1	2
EPHA8	11
MIR6127	0
C1QA	9
ENSG00000289692	0
C1QC	136
C1QB	136
EPHB2	45
MIR4684	0
ENSG00000225952	7
MIR4253	0
LACTBL1	1
TEX46	3
KDM1A	2491
ENSG00000240553	1
MIR3115	0
ENSG00000266802	0
LUZP1	588
ENSG00000229010	0
RNU6-514P	0
RNU6-135P	0
ENSG00000289014	0
HTR1D	4
ENSG00000215381	0
LINC01355	29
ENSG00000284726	1
HNRNPR	2305
ZNF436	108
ZNF436-AS1	6
ENSG00000271420	0
TCEA3	167
ENSG00000232482	0
ASAP3	67
E2F2	520
ENSG00000235052	0
ID3	118
ENSG00000285802	0
MDS2	41
ENSG00000229239	0
RPL11	10228
ELOA-AS1	12
ELOA	598
PITHD1	1462
LYPLA2	171
GALE	50
HMGCL	195
FUCA1	75
CNR2	79
BTBD6P1	3
ENSG00000232557	0
MIR378F	0
H3P1	0
PNRC2	1572
SRSF10	1150
ENSG00000215905	6
ENSG00000225315	0
MYOM3	45
MYOM3-AS1	3
IL22RA1	1
IFNLR1	74
GRHL3	44
LINC02800	4
GRHL3-AS1	1
STPG1	75
NIPAL3	178
ENSG00000288982	0
RCAN3AS	1
RCAN3	1992
NCMAP-DT	2
NCMAP	3
ENSG00000227312	0
SRRM1	3931
ENSG00000284699	1
CLIC4	3052
RNU6-1208P	0
RUNX3	1268
MIR6731	0
RUNX3-AS1	8
ENSG00000261025	0
MIR4425	1
LINC02793	0
ENSG00000233755	24
IFITM3P7	1
ENSG00000231953	1
SYF2	3930
ENSG00000284602	5
ENSG00000284657	0
RSRP1	934
ENSG00000272432	5
ENSG00000261349	0
RHD	359
SDHDP6	0
ENSG00000259984	2
TMEM50A	2378
RHCE	69
ENSG00000238084	1
MACO1	661
LDLRAP1	910
ENSG00000225643	35
MAN1C1	46
ENSG00000233478	1
SELENON	333
ENSG00000255054	0
ENSG00000228172	12
MTFR1L	609
ENSG00000272478	0
AUNIP	4
ENSG00000236528	0
PAQR7	50
STMN1	577
SNRPFP2	12
ENSG00000223624	6
MIR3917	0
PAFAH2	148
RNU6-110P	4
ENSG00000252190	0
ENSG00000252691	7
EXTL1	5
SLC30A2	30
ENSG00000284309	4
TRIM63	4
PDIK1L	104
FAM110D	15
C1orf232	0
ZNF593OS	0
ZNF593	0
CNKSR1	14
CATSPER4	7
ZPLD2P	36
ENSG00000278572	10
CEP85	292
ENSG00000270733	0
SH3BGRL3	32539
UBXN11	418
CD52	1398
CRYBG2	43
ENSG00000225854	0
ZNF683	81
LIN28A	15
DHDDS	326
ENSG00000223583	0
DHDDS-AS1	53
HMGN2	1780
DPPA2P2	0
RPS6KA1	825
MIR1976	0
RN7SL679P	0
RNU7-29P	0
ENSG00000289452	0
ENSG00000229247	0
ENSG00000238316	0
ENSG00000235069	0
ENSG00000260063	7
ARID1A	3277
PIGV	67
RN7SL165P	0
ENSG00000287810	0
ZDHHC18	211
SFN	2
GPN2	115
ENSG00000226698	0
ENSG00000289554	0
GPATCH3	91
NUDC	1938
NR0B2	2
KDF1	9
RPL12P13	0
RPL32P6	1
OSTCP2	0
TRNP1	8
TENT5B	0
SLC9A1	301
ENSG00000229985	0
CHCHD3P3	0
NPM1P39	9
SNRPEP7	0
WDTC1-DT	0
WDTC1	929
ENSG00000243659	0
TMEM222	49
RNU6-48P	0
ACTG1P20	28
SYTL1	357
MAP3K6	73
FCN3	38
CD164L2	8
ENSG00000231207	3
GPR3	9
WASF2	3216
ENSG00000241169	0
ENSG00000237429	6
AHDC1	140
FGR	961
ENSG00000235912	0
LINC02574	7
IFI6	58
ENSG00000225886	6
RNU6-949P	0
CHMP1AP1	0
RNU6-424P	0
ENSG00000287244	3
FAM76A	86
ENSG00000231344	0
RPEP3	0
STX12	337
ENSG00000269971	0
ENSG00000270031	0
RNU6-1245P	0
ENSG00000286433	10
PPP1R8	332
SCARNA1	1
THEMIS2	1992
RPA2	397
SMPDL3B	14
ENSG00000227050	0
XKR8	15
EYA3	878
ENSG00000238231	0
RN7SL559P	0
SPCS2P4	6
ENSG00000228943	0
ENSG00000289576	3
ENSG00000214812	0
RNU6-176P	2
PTAFR	215
DNAJC8	1537
ATP5IF1	1828
ENSG00000270605	4
ENSG00000271398	1
SESN2	83
MED18	70
PHACTR4	1477
ENSG00000229820	0
RNU6ATAC27P	0
RCC1	197
SNHG3	4
SNORA73A	0
SNORA73B	17
PRDX3P2	0
ENSG00000279443	0
TRNAU1AP	108
SNHG12	60
SNORD99	0
SNORA61	0
SNORA44	0
SNORA16A	0
TAF12	373
RAB42	41
TAF12-DT	4
ENSG00000270103	0
RNU11	0
GMEB1	229
ENSG00000252777	0
ENSG00000289291	0
YTHDF2	491
OPRD1	47
ENSG00000233427	0
EPB41	31746
ENSG00000225616	0
Metazoa_SRP	125
TMEM200B	0
ENSG00000225750	0
SRSF4	2780
ENSG00000277916	0
MECR	35
ENSG00000237934	15
PTPRU	39
LINC01756	0
ENSG00000225011	0
ENSG00000228176	3
ENSG00000284676	3
ENSG00000270927	0
LINC01648	0
ENSG00000233372	0
ENSG00000231251	0
ENSG00000236335	14
ENSG00000231949	0
ENSG00000289710	0
MATN1	23
MATN1-AS1	7
ENSG00000287510	0
LAPTM5	2065
MIR4420	0
ENSG00000229607	0
LINC01778	2
RN7SKP91	0
ENSG00000235143	1
SDC3	28
RN7SL371P	0
PUM1	1421
ENSG00000237329	0
ENSG00000232768	0
SELENOWP1	0
ENSG00000225142	0
NKAIN1	13
SNRNP40	284
ENSG00000229447	0
ZCCHC17	1818
ENSG00000229044	0
FABP3	57
SERINC2	10
ENSG00000215899	0
RNU6-40P	0
LDC1P	9
LINC01226	44
ENSG00000229167	0
TINAGL1	51
HCRTR1	4
PEF1	172
PEF1-AS1	8
ENSG00000264078	0
COL16A1	44
ADGRB2	10
MIR4254	0
ENSG00000254545	0
SPOCD1	323
ENSG00000203620	0
ENSG00000269967	0
PTP4A2	7104
ENSG00000288678	0
ENSG00000228634	0
ENSG00000284702	6
KHDRBS1	1660
ENSG00000203325	19
TMEM39B	35
MIR5585	0
KPNA6	606
ENSG00000250135	0
TXLNA	599
CCDC28B	43
ENSG00000224066	0
IQCC	4
DCDC2B	1
TMEM234	11
EIF3I	842
MTMR9LP	3
FAM167B	7
LCK	1321
HDAC1	490
MARCKSL1	468
ENSG00000233775	1
TSSK3	13
FAM229A	2
BSDC1	712
GAPDHP20	1
ENSG00000270850	0
LRRC37A12P	0
RN7SL122P	5
ENSG00000254553	0
ZBTB8B	33
ZBTB8A	17
ZBTB8OS	542
RBBP4	1401
SYNC	4
ENSG00000224409	0
KIAA1522	60
YARS1	501
S100PBP	154
FNDC5	4
HPCA	0
TMEM54	20
ENSG00000287691	0
RNF19B	613
ENSG00000278966	4
ENSG00000217644	9
ENSG00000239670	0
ENSG00000236065	0
AK2	632
AZIN2	18
ENSG00000278997	19
TRIM62	54
ENSG00000279179	8
ENSG00000284721	8
ZNF362	683
ENSG00000270115	2
A3GALT2	29
ENSG00000225313	3
PHC2	462
MIR3605	0
RN7SKP16	0
PHC2-AS1	15
TLR12P	10
ZSCAN20	58
ENSG00000235907	19
CSMD2	209
HSPD1P14	3
HMGB4	14
CSMD2-AS1	31
RNA5SP42	0
C1orf94	29
ENSG00000270241	0
ENSG00000287703	17
MIR552	0
SMIM12	176
GJB5	8
GJB4	1
ENSG00000255811	17
GJB3	0
GJA4	36
ENSG00000230163	0
DLGAP3	23
ENSG00000284773	0
GPR199P	0
ENSG00000271741	0
TMEM35B	0
ZMYM6	73
ZMYM1	160
RPL12P45	1
EFCAB14P1	0
ENSG00000284640	1
SFPQ	4231
ZMYM4	1505
RN7SL503P	0
SNORA62	0
RPL5P4	2
ZMYM4-AS1	0
KIAA0319L	409
ENSG00000236274	3
NCDN	74
TFAP2E-AS1	2
TFAP2E	5
PSMB2	309
C1orf216	139
CLSPN	156
ENSG00000232335	4
AGO4	705
AGO1	1068
CFAP97P1	2
ENSG00000286899	0
ENSG00000271914	0
AGO3	392
ENSG00000271554	2
ENSG00000232862	0
TEKT2	13
ADPRS	133
COL8A2	5
TRAPPC3	138
MAP7D1	1212
RN7SL131P	0
THRAP3	4000
UBE2V2P4	0
SH3D21	51
EVA1B	0
ENSG00000286379	71
STK40	2484
LSM10	203
RNU4-27P	0
OSCP1	12
SNORA63C	0
MRPS15	444
CSF3R	399
FTLP18	0
ENSG00000284705	1
ENSG00000284720	9
ENSG00000234481	0
GRIK3	40
ENSG00000284650	10
ENSG00000223944	2
MIR4255	0
RNU6-636P	0
RNA5SP43	12
RPS29P6	0
ZC3H12A-DT	66
ZC3H12A	13
MIR6732	0
MEAF6	1011
MIR5581	0
SNIP1	437
FTH1P1	0
ENSG00000237749	2
DNALI1	11
GNL2	657
ENSG00000284748	0
RSPO1	22
C1orf109	102
CDCA8	102
EPHA10	32
ACTN4P2	4
ENSG00000227416	0
MANEAL	0
ENSG00000233728	0
YRDC	25
C1orf122	27
MTF1	456
ENSG00000235673	2
ENSG00000230955	0
INPP5B	560
SNORA63	14
RNU6-584P	0
SF3A3	1269
RNU6-510P	0
FHL3	72
UTP11	408
POU3F1	0
MIR3659HG	6
ENSG00000223589	1
MIR3659	0
LINC02786	4
ENSG00000286552	0
ENSG00000287987	0
LINC01343	7
ENSG00000275350	0
RNU6-753P	0
LINC01685	16
HSPA5P1	1
ENSG00000284632	6
RRAGC	77
ENSG00000273637	0
RRAGC-DT	15
MYCBP	193
ENSG00000274944	0
GJA9	1
RHBDL2	2
RNU6-605P	4
EIF1P2	14
AKIRIN1	782
NDUFS5	1537
MACF1	4827
RNU6-608P	0
RNA5SP44	0
ENSG00000287422	1
ENSG00000226438	5
HSPE1P8	0
BMP8A	13
OXCT2P1	0
PPIEL	23
PABPC4	1134
PABPC4-AS1	1
SNORA55	0
HEYL	5
ENSG00000225903	0
NT5C1A	3
HPCAL4	23
PPIE	303
ENSG00000225333	3
RNU7-121P	0
ENSG00000289711	0
BMP8B	0
OXCT2	1
BMP8B-AS1	8
ENSG00000261798	0
ENSG00000229213	3
ENSG00000284719	8
LINC02811	0
TRIT1	220
MYCL	158
MYCL-AS1	4
MFSD2A	32
ENSG00000228477	0
CAP1	10226
PPT1	88
OAZ1P1	0
RLF	676
RNU6-1237P	0
TMCO2	7
ZMPSTE24-DT	0
ZMPSTE24	335
ENSG00000231296	0
COL9A2	74
ENSG00000227311	0
SMAP2	2879
ENSG00000213172	0
ENSG00000284677	8
ZFP69B	10
ENSG00000260920	37
ENSG00000279667	2
ZFP69	138
EXO5-DT	18
EXO5	81
ENSG00000227278	0
ENSG00000238186	0
ZNF684	39
ENSG00000286838	0
ENSG00000236505	0
GTF2F2P2	0
RIMS3	90
ENSG00000287743	21
ENSG00000237899	0
NFYC-AS1	6
NFYC	592
MIR30E	0
MIR30C1	0
KCNQ4	1
RN7SL326P	3
CITED4	76
ENSG00000229528	11
ENSG00000228940	0
ENSG00000286668	7
UBE2V1P8	0
CTPS1	107
SLFNL1-AS1	6
SLFNL1	2
SCMH1	780
RPL23AP17	10
ENSG00000287400	6
SCMH1-DT	0
ENSG00000213987	0
ENSG00000286640	0
FOXO6	13
FOXO6-AS1	0
RNA5SP45	0
EDN2	11
HIVEP3	479
ENSG00000230881	0
ENSG00000230638	2
ENSG00000284895	0
ENSG00000287587	8
HNRNPFP1	2
ENSG00000228776	1
GUCA2B	0
GUCA2A	1
FOXJ3	873
ENSG00000227527	1
RIMKLA	84
ENSG00000235002	0
ZMYND12	122
PPCS	931
CCDC30	348
RPS3AP11	0
TMSB4XP1	2
RNU6-536P	0
ENSG00000236180	0
PPIH	118
ENSG00000285728	5
ENSG00000234917	37
YBX1	15619
CLDN19	1
P3H1	36
C1orf50	13
ENSG00000283580	0
ENSG00000228452	0
TMEM269	45
SVBP	407
ERMAP	368
ZNF691-DT	17
ZNF691	53
ENSG00000233708	0
MKRN8P	1
ATP6V1E1P1	0
ENSG00000288955	0
SLC2A1	945
ATP6V0CP4	15
SLC2A1-DT	31
ENSG00000283973	26
RNU6-880P	0
ENSG00000277513	7
FAM183A	3
EBNA1BP2	567
MIR6733	0
CFAP57	37
RNA5SP46	0
TMEM125	13
C1orf210	3
TIE1	38
MPL	859
ENSG00000287113	8
CDC20-DT	9
CDC20	131
ELOVL1	79
MIR6734	0
ENSG00000288772	6
MED8	148
MED8-AS1	39
SZT2	248
SZT2-AS1	0
MIR6735	0
HYI	0
HYI-AS1	0
PTPRF	116
KDM4A	127
ENSG00000284989	0
KDM4A-AS1	17
ST3GAL3	217
ST3GAL3-AS1	0
ENSG00000233674	1
MIR6079	0
SHMT1P1	1
ARTN	22
LINC02918	41
ENSG00000288573	0
IPO13	87
ENSG00000285649	6
DPH2	61
ATP6V0B	1
B4GALT2	6
CCDC24	20
SLC6A9	65
ENSG00000230615	43
ENSG00000227163	3
KRT8P47	0
RN7SL479P	1
KLF17	6
ENSG00000233514	21
KLF18	21
ENSG00000226804	0
OOSP1P1	1
ENSG00000227994	3
ENSG00000271329	1
DMAP1	200
ERI3	155
ERI3-IT1	0
RNU6-369P	0
RNF220	551
MIR5584	0
TMEM53	6
ARMH1	33
RNU5F-1	4
RNU5D-1	0
KIF2C	48
ENSG00000225721	0
RPS8	10550
SNORD55	0
SNORD46	0
SNORD38A	0
SNORD38B	0
RPS15AP11	1
BEST4	32
PLK3	100
DYNLT4	0
BTBD19	15
PTCH2	3
RNU5E-6P	0
ENSG00000226499	0
EIF2B3	130
RNA5SP47	0
CCNB1IP1P1	0
PPIAP35	0
MRPS17P1	0
HECTD3	299
UROD	750
ZSWIM5	18
OSTCP5	0
LINC01144	12
