Geneid	/mnt/efs/clusterfcs/data/tfm-esther/results/procesado-4/duplicates/RSQ_160b_sorted_q10_mrkDup.bam
ATAD3C	4
ATAD3B	16
ENSG00000284740	8
ATAD3A	98
TMEM240	1
SSU72	1073
ENSG00000215014	0
ENSG00000274481	0
FNDC10	52
ENSG00000286989	31
ENSG00000272106	27
MIB2	52
MMP23B	0
CDK11B	639
ENSG00000272004	14
SLC35E2B	203
ENSG00000269737	0
MMP23A	1
CDK11A	14
ENSG00000268575	13
ENSG00000227775	7
SLC35E2A	74
NADK	480
GNB1	14733
GNB1-DT	8
CALML6	0
TMEM52	0
CFAP74	2
ENSG00000233542	0
GABRD	3
PRKCZ-DT	0
PRKCZ	3
ENSG00000271806	0
PRKCZ-AS1	2
FAAP20	241
ENSG00000234396	0
SKI	751
ENSG00000287356	0
MORN1	2
ENSG00000272161	0
ENSG00000269896	0
ENSG00000272420	0
RER1	210
PEX10	35
PLCH2	14
ENSG00000224387	0
ENSG00000229393	0
PANK4	50
HES5	0
ENSG00000272449	83
TNFRSF14-AS1	31
TNFRSF14	384
ENSG00000225931	36
ENSG00000228037	10
ENSG00000289610	3
PRXL2B	170
MMEL1	9
MMEL1-AS1	0
TTC34	2
ENSG00000285945	0
ENSG00000283259	0
ENSG00000233234	0
ENSG00000287396	0
ENSG00000231630	1
ENSG00000284745	0
ACTRT2	0
PRDM16-DT	3
PRDM16	9
MIR4251	0
ENSG00000226286	0
ENSG00000279839	0
ENSG00000272235	0
ENSG00000287828	0
ENSG00000286518	0
ARHGEF16	0
ENSG00000272088	0
MEGF6	2
MIR551A	0
ENSG00000238260	0
TPRG1L	436
WRAP73	45
TP73	7
TP73-AS3	0
TP73-AS2	0
TP73-AS1	42
ENSG00000276189	0
CCDC27	0
SMIM1	51
LRRC47	116
RN7SL574P	0
ENSG00000272153	0
CEP104	403
DFFB	36
C1orf174	421
LINC01134	19
LINC01346	0
LINC01345	0
LINC02780	0
ENSG00000284703	1
EEF1DP6	0
LINC01777	0
ENSG00000284694	0
ENSG00000227169	0
LINC01646	9
AJAP1	2
ENSG00000287586	0
ENSG00000284739	0
LINC02781	0
LINC02782	0
ENSG00000284616	0
ENSG00000284692	1
ENSG00000284666	0
ENSG00000260972	0
ENSG00000283356	0
ENSG00000236948	0
ENSG00000264341	0
MIR4689	0
NPHP4	32
KCNAB2	373
CHD5	3
ENSG00000285629	0
RPL22	421
RNF207-AS1	0
RNF207	0
ICMT	53
ICMT-DT	0
HES3	0
GPR153	6
ACOT7	888
ENSG00000271746	0
HES2	0
ESPN	48
MIR4252	0
ENSG00000231868	0
TNFRSF25	0
PLEKHG5	26
NOL9	224
RNU6-731P	0
ENSG00000229519	0
TAS1R1	0
ZBTB48	36
KLHL21	20
PHF13	39
THAP3	15
DNAJC11	182
LINC01672	0
ENSG00000284744	0
CAMTA1-DT	3
CAMTA1	4226
ENSG00000227950	0
ENSG00000237365	0
RNU1-8P	2
CAMTA1-IT1	0
CAMTA1-AS2	0
CAMTA1-AS1	12
ENSG00000270171	4
ENSG00000270035	0
ENSG00000269978	0
VAMP3	5620
ENSG00000269925	0
PER3	241
ENSG00000236266	23
UTS2	1
TNFRSF9	15
ENSG00000270330	0
PARK7	2983
Y_RNA	13901
ENSG00000284747	0
ENSG00000284716	0
ERRFI1	30
ERRFI1-DT	4
ENSG00000232848	0
ENSG00000229305	0
ENSG00000288816	2
LINC01714	0
RNU1-7P	0
ENSG00000233645	0
RNU6-991P	0
SLC45A1	0
RERE	2204
RERE-AS1	0
ENSG00000221083	0
ENSG00000270282	0
RPL7P11	5
RPL7P7	7
ENSG00000226545	0
ENSG00000228423	4
RPL23AP19	0
ENO1	4585
MIR6728	0
ENO1-AS1	0
RNU6-304P	0
HMGN2P17	0
ENSG00000232208	2
ENSG00000232663	1
CA6	1
RN7SL451P	0
SLC2A7	0
SLC2A5	49
ENSG00000252404	0
GPR157	4
MIR34AHG	4
MIR34A	0
LNCTAM34A	4
H6PD	50
SPSB1	100
ENSG00000284652	0
LINC02606	15
RNA5SP40	0
ENSG00000235263	0
SLC25A33	73
ENSG00000231181	0
TMEM201	10
PIK3CD	696
PIK3CD-AS1	7
ENSG00000233268	0
PIK3CD-AS2	0
CLSTN1	162
MZT1P1	0
ENSG00000280113	0
CTNNBIP1	582
ENSG00000223989	0
ENSG00000285701	0
LZIC	3671
ENSG00000228150	0
NMNAT1	250
RN7SKP269	0
TMEM274P	0
MIR5697	0
ENSG00000241326	0
RBP7	305
UBE4B	785
ENSG00000224340	0
PGAM1P11	0
RNU6-828P	0
KIF1B	1308
ENSG00000264881	0
RNU6-37P	0
RN7SL731P	0
ENSG00000284735	0
ENSG00000284642	1
PGD	4288
ENSG00000271989	0
CENPS-CORT	6
CENPS	0
CORT	0
DFFA	166
ENSG00000203469	0
PEX14	45
ENSG00000287727	0
RN7SL614P	0
CASZ1	19
ENSG00000272078	0
HSPE1P24	0
C1orf127	7
CFL1P6	0
TARDBP	640
MASP2	0
SRM	130
EXOSC10	351
ENSG00000226849	2
EXOSC10-AS1	0
MTOR	319
MTOR-AS1	0
RNU6-537P	0
ANGPTL7	0
RNU6-291P	0
RPL39P6	0
UBIAD1	9
UBE2V2P3	0
ENSG00000284646	0
MTCYBP45	0
DISP3	3
ENSG00000285833	0
LINC01647	0
ENSG00000284708	0
FBXO2	10
FBXO44	14
FBXO6	43
MAD2L2	165
DRAXIN	2
AGTRAP	181
C1orf167	1
C1orf167-AS1	0
MTHFR	280
CLCN6	292
ENSG00000276470	0
ENSG00000278852	0
NPPA	7
ENSG00000275915	0
NPPB	0
SBF1P2	2
ENSG00000285646	4
RNU5E-1	0
RNU5E-4P	3
KIAA2013	346
PLOD1	82
ENSG00000287384	0
MFN2	5922
ENSG00000270914	0
MIIP	62
MIR6729	0
RN7SL649P	0
TNFRSF8	71
RNU6-777P	0
RPL23AP89	0
ENSG00000285604	0
MIR7846	0
TNFRSF1B	287
MIR4632	0
RPL10P17	0
SNORA70	0
VPS13D	794
SNORA59A	0
LINC02766	3
DHRS3	903
RNU6ATAC18P	0
MIR6730	0
ENSG00000288927	89
ENSG00000272482	10
AADACL4	0
ENSG00000226166	0
AADACL3	0
CFAP107	1
PRAMEF12	0
PRAMEF1	0
LINC01784	0
PRAMEF11	0
PRAMEF30P	0
HNRNPCL1	0
PRAMEF2	1
PRAMEF4	0
PRAMEF10	0
PRAMEF7	0
RNU6-1072P	0
PRAMEF29P	0
PRAMEF6	0
PRAMEF28P	0
PRAMEF27	0
HNRNPCL3	0
PRAMEF25	0
PRAMEF34P	0
PRAMEF35P	0
HNRNPCL2	0
PRAMEF36P	0
ENSG00000233336	0
PRAMEF26	0
HNRNPCL4	0
PRAMEF9	0
PRAMEF13	0
PRAMEF18	0
PRAMEF31P	2
PRAMEF5	0
PRAMEF32P	0
RNU6-771P	0
PRAMEF8	0
PRAMEF33	0
PRAMEF15	0
ENSG00000228229	0
PRAMEF14	0
PRAMEF19	0
PRAMEF17	0
PRAMEF20	0
LRRC38	0
ENSG00000259961	0
BRWD1P1	0
PDPN	0
RNA5SP41	0
ENSG00000237445	0
ENSG00000253085	0
PRDM2	2267
ENSG00000289380	0
KAZN	118
RNU6-1265P	0
ENSG00000231606	0
KAZN-AS1	0
TBCAP2	0
ENSG00000287756	7
TMEM51-AS1	0
TMEM51	2
TMEM51-AS2	0
MFFP1	0
ZBTB2P1	0
FHAD1	47
FHAD1-AS1	0
ENSG00000236045	0
EFHD2-AS1	1
EFHD2	3388
CTRC	1
CELA2A	0
CELA2B	0
CASP9	441
DNAJC16	2589
SCARNA21B	0
ENSG00000272510	0
AGMAT	13
ENSG00000237301	0
CHCHD2P6	2
RNU7-179P	0
CD24P1	0
DDI2	828
RSC1A1	0
ENSG00000271742	0
PLEKHM2	363
ENSG00000237938	0
SLC25A34	1
SLC25A34-AS1	0
TMEM82	0
FBLIM1	14
RPL12P14	0
UQCRHL	67
ENSG00000178715	0
FLJ37453	90
SPEN	2002
ENSG00000270620	0
ZBTB17	92
ENSG00000234607	0
ENSG00000231353	0
ENSG00000275503	0
TBC1D3P6	0
SRARP	1
ENSG00000233078	0
HSPB7	6
CLCNKA	0
ENSG00000232456	0
CLCNKB	1
FAM131C	0
EPHA2	5
EPHA2-AS1	1
ENSG00000224621	0
ARHGEF19-AS1	0
ARHGEF19	10
ANO7L1	21
ENSG00000288398	5
CPLANE2	1
MT1XP1	2
FBXO42	137
SZRD1	1012
RPL22P3	3
SPATA21	0
NECAP2	543
LINC01772	0
CROCCP3	15
RNU1-1	422
ENSG00000261135	2
ENSG00000285853	0
ENSG00000224174	0
LINC01783	0
RNU1-6P	0
PDE4DIPP8	0
NBPF1	84
ENSG00000271732	0
CROCCP2	19
ENSG00000283773	0
MST1P2	0
ENSG00000282143	0
RNU1-3	1
ENSG00000280114	0
EIF1AXP1	5
ESPNP	0
ENSG00000279151	0
ENSG00000282740	0
CROCC	69
CROCCP4	0
RNU1-4	0
MST1L	0
ENSG00000223643	0
PDE4DIPP9	0
MIR3675	0
ENSG00000228549	1
RNU1-5P	0
ENSG00000238142	5
ENSG00000235241	0
RNU1-2	7
ENSG00000272426	0
MFAP2	0
ENSG00000286898	0
ENSG00000226526	18
ATP13A2	84
ENSG00000288636	0
SDHB	321
PADI2	262
LINC02783	0
ENSG00000282843	0
PADI1	1
PADI3	0
MIR3972	0
PADI4	982
PADI6	0
RCC2-AS1	0
RCC2	535
ARHGEF10L	40
LINC02810	0
ACTL8	0
ENSG00000284653	0
LINC01654	0
IGSF21	0
ENSG00000280222	0
IGSF21-AS1	0
ENSG00000225387	0
KLHDC7A	9
DYNLL1P3	0
ENSG00000225478	0
PAX7	5
TAS1R2	0
ALDH4A1	17
MIR4695	0
MIR1290	0
IFFO2	46
ENSG00000272084	0
UBR4	2517
EMC1-AS1	26
EMC1	52
MRTO4	115
ENSG00000286064	0
AKR7L	0
AKR7A3	10
ENSG00000270728	0
AKR7A2	369
RNU6-1099P	0
SLC66A1	27
CAPZB	6728
RN7SL277P	40
MICOS10	54
RNU4-28P	0
MICOS10-DT	0
NBL1	20
MICOS10-NBL1	0
ENSG00000226396	0
HTR6	2
TMCO4	33
RNF186	4
RNF186-AS1	0
OTUD3	139
PLA2G2E	0
RN7SL304P	0
PLA2G2A	2
PLA2G5	2
PLA2G2D	0
PLA2G2F	0
ENSG00000227066	0
PLA2G2C	0
UBXN10	4
LINC01757	0
ENSG00000284710	0
VWA5B1	1
ENSG00000226664	0
LINC01141	0
ENSG00000226487	0
ENSG00000284641	0
ENSG00000284743	0
CAMK2N1	24
ENSG00000289402	1
MUL1	4
RPS4XP4	0
FAM43B	0
CDA	203
PINK1	192
MIR6084	0
PINK1-AS	0
DDOST	117
KIF17	13
ENSG00000235432	0
SH2D5	1
ENSG00000233069	0
HP1BP3	4576
EIF4G3	22332
RNU7-200P	0
MIR1256	0
RPS15AP6	0
ENSG00000236073	6
HSPE1P27	0
ENSG00000287192	0
ECE1	3305
ENSG00000236936	160
ECE1-AS1	0
PPP1R11P1	0
PDE4DIPP10	0
ENSG00000236009	0
NBPF2P	2
HS6ST1P1	0
CROCCP5	0
NBPF3	556
PFN1P10	0
ALPL	46
ENSG00000289715	0
LINC02596	0
RAP1GAP	106
USP48	4481
ENSG00000231978	0
LDLRAD2	0
HSPG2	94
ENSG00000232037	0
ENSG00000283234	0
CELA3B	0
ENSG00000285959	0
RN7SL386P	0
RNU6-1022P	0
CELA3A	0
RN7SL186P	0
RNU6-776P	0
LINC01635	9
LINC00339	0
ENSG00000289694	0
CDC42-AS1	0
ENSG00000285794	0
CDC42	199
CDC42-IT1	0
MPHOSPH6P1	0
WNT4	0
ENSG00000285873	0
MIR4418	0
PPIAP34	0
ENSG00000279625	0
ZBTB40	143
ZBTB40-IT1	0
EPHA8	3
MIR6127	0
C1QA	15
ENSG00000289692	0
C1QC	59
C1QB	92
EPHB2	0
MIR4684	0
ENSG00000225952	0
MIR4253	0
LACTBL1	0
TEX46	0
KDM1A	3119
ENSG00000240553	0
MIR3115	0
ENSG00000266802	0
LUZP1	331
ENSG00000229010	0
RNU6-514P	0
RNU6-135P	0
ENSG00000289014	0
HTR1D	0
ENSG00000215381	0
LINC01355	4
ENSG00000284726	0
HNRNPR	2337
ZNF436	82
ZNF436-AS1	5
ENSG00000271420	0
TCEA3	35
ENSG00000232482	0
ASAP3	101
E2F2	196
ENSG00000235052	0
ID3	68
ENSG00000285802	0
MDS2	0
ENSG00000229239	0
RPL11	4459
ELOA-AS1	0
ELOA	434
PITHD1	472
LYPLA2	148
GALE	43
HMGCL	126
FUCA1	37
CNR2	15
BTBD6P1	5
ENSG00000232557	0
MIR378F	0
H3P1	0
PNRC2	926
SRSF10	1096
ENSG00000215905	0
ENSG00000225315	4
MYOM3	18
MYOM3-AS1	0
IL22RA1	0
IFNLR1	4
GRHL3	11
LINC02800	0
GRHL3-AS1	0
STPG1	34
NIPAL3	745
ENSG00000288982	0
RCAN3AS	36
RCAN3	2141
NCMAP-DT	0
NCMAP	0
ENSG00000227312	0
SRRM1	2709
ENSG00000284699	2
CLIC4	5069
RNU6-1208P	0
RUNX3	804
MIR6731	0
RUNX3-AS1	0
ENSG00000261025	0
MIR4425	0
LINC02793	0
ENSG00000233755	0
IFITM3P7	0
ENSG00000231953	0
SYF2	2841
ENSG00000284602	2
ENSG00000284657	0
RSRP1	757
ENSG00000272432	0
ENSG00000261349	20
RHD	725
SDHDP6	1
ENSG00000259984	5
TMEM50A	6283
RHCE	26
ENSG00000238084	0
MACO1	376
LDLRAP1	3697
ENSG00000225643	34
MAN1C1	5
ENSG00000233478	0
SELENON	1642
ENSG00000255054	0
ENSG00000228172	10
MTFR1L	1191
ENSG00000272478	0
AUNIP	20
ENSG00000236528	0
PAQR7	82
STMN1	260
SNRPFP2	0
ENSG00000223624	0
MIR3917	0
PAFAH2	70
RNU6-110P	0
ENSG00000252190	0
ENSG00000252691	0
EXTL1	0
SLC30A2	0
ENSG00000284309	0
TRIM63	1
PDIK1L	73
FAM110D	24
C1orf232	1
ZNF593OS	0
ZNF593	0
CNKSR1	9
CATSPER4	0
ZPLD2P	1
ENSG00000278572	0
CEP85	366
ENSG00000270733	0
SH3BGRL3	80566
UBXN11	1313
CD52	759
CRYBG2	0
ENSG00000225854	0
ZNF683	220
LIN28A	1
DHDDS	234
ENSG00000223583	10
DHDDS-AS1	45
HMGN2	1813
DPPA2P2	0
RPS6KA1	371
MIR1976	0
RN7SL679P	2
RNU7-29P	0
ENSG00000289452	0
ENSG00000229247	0
ENSG00000238316	0
ENSG00000235069	0
ENSG00000260063	2
ARID1A	3037
PIGV	0
RN7SL165P	0
ENSG00000287810	0
ZDHHC18	158
SFN	19
GPN2	33
ENSG00000226698	0
ENSG00000289554	0
GPATCH3	98
NUDC	1676
NR0B2	0
KDF1	0
RPL12P13	0
RPL32P6	0
OSTCP2	0
TRNP1	0
TENT5B	3
SLC9A1	968
ENSG00000229985	0
CHCHD3P3	0
NPM1P39	18
SNRPEP7	0
WDTC1-DT	0
WDTC1	1027
ENSG00000243659	0
TMEM222	72
RNU6-48P	0
ACTG1P20	1
SYTL1	61
MAP3K6	35
FCN3	7
CD164L2	0
ENSG00000231207	0
GPR3	1
WASF2	3852
ENSG00000241169	0
ENSG00000237429	4
AHDC1	49
FGR	712
ENSG00000235912	1
LINC02574	0
IFI6	99
ENSG00000225886	1
RNU6-949P	0
CHMP1AP1	0
RNU6-424P	0
ENSG00000287244	0
FAM76A	127
ENSG00000231344	0
RPEP3	0
STX12	503
ENSG00000269971	0
ENSG00000270031	0
RNU6-1245P	0
ENSG00000286433	0
PPP1R8	203
SCARNA1	15
THEMIS2	838
RPA2	356
SMPDL3B	0
ENSG00000227050	0
XKR8	14
EYA3	773
ENSG00000238231	0
RN7SL559P	1
SPCS2P4	1
ENSG00000228943	0
ENSG00000289576	3
ENSG00000214812	0
RNU6-176P	0
PTAFR	223
DNAJC8	1277
ATP5IF1	1772
ENSG00000270605	5
ENSG00000271398	0
SESN2	28
MED18	44
PHACTR4	1060
ENSG00000229820	0
RNU6ATAC27P	0
RCC1	64
SNHG3	18
SNORA73A	0
SNORA73B	35
PRDX3P2	0
ENSG00000279443	0
TRNAU1AP	135
SNHG12	272
SNORD99	0
SNORA61	0
SNORA44	0
SNORA16A	0
TAF12	265
RAB42	8
TAF12-DT	1
ENSG00000270103	0
RNU11	0
GMEB1	178
ENSG00000252777	0
ENSG00000289291	0
YTHDF2	446
OPRD1	41
ENSG00000233427	0
EPB41	13051
ENSG00000225616	1
Metazoa_SRP	52
TMEM200B	0
ENSG00000225750	0
SRSF4	2211
ENSG00000277916	0
MECR	29
ENSG00000237934	0
PTPRU	11
LINC01756	0
ENSG00000225011	0
ENSG00000228176	0
ENSG00000284676	0
ENSG00000270927	0
LINC01648	0
ENSG00000233372	0
ENSG00000231251	0
ENSG00000236335	0
ENSG00000231949	0
ENSG00000289710	0
MATN1	1
MATN1-AS1	4
ENSG00000287510	0
LAPTM5	2373
MIR4420	0
ENSG00000229607	0
LINC01778	10
RN7SKP91	0
ENSG00000235143	3
SDC3	59
RN7SL371P	0
PUM1	1031
ENSG00000237329	0
ENSG00000232768	0
SELENOWP1	0
ENSG00000225142	0
NKAIN1	0
SNRNP40	249
ENSG00000229447	0
ZCCHC17	4728
ENSG00000229044	0
FABP3	29
SERINC2	28
ENSG00000215899	0
RNU6-40P	0
LDC1P	0
LINC01226	0
ENSG00000229167	0
TINAGL1	42
HCRTR1	3
PEF1	339
PEF1-AS1	0
ENSG00000264078	0
COL16A1	0
ADGRB2	0
MIR4254	0
ENSG00000254545	3
SPOCD1	496
ENSG00000203620	0
ENSG00000269967	0
PTP4A2	13655
ENSG00000288678	0
ENSG00000228634	0
ENSG00000284702	1
KHDRBS1	1342
ENSG00000203325	18
TMEM39B	125
MIR5585	0
KPNA6	428
ENSG00000250135	0
TXLNA	390
CCDC28B	112
ENSG00000224066	0
IQCC	6
DCDC2B	0
TMEM234	48
EIF3I	406
MTMR9LP	19
FAM167B	0
LCK	445
HDAC1	519
MARCKSL1	456
ENSG00000233775	0
TSSK3	0
FAM229A	21
BSDC1	994
GAPDHP20	0
ENSG00000270850	0
LRRC37A12P	0
RN7SL122P	1
ENSG00000254553	0
ZBTB8B	2
ZBTB8A	17
ZBTB8OS	763
RBBP4	1385
SYNC	19
ENSG00000224409	0
KIAA1522	58
YARS1	421
S100PBP	124
FNDC5	3
HPCA	0
TMEM54	0
ENSG00000287691	16
RNF19B	585
ENSG00000278966	11
ENSG00000217644	11
ENSG00000239670	6
ENSG00000236065	0
AK2	424
AZIN2	13
ENSG00000278997	0
TRIM62	42
ENSG00000279179	0
ENSG00000284721	0
ZNF362	712
ENSG00000270115	0
A3GALT2	0
ENSG00000225313	0
PHC2	374
MIR3605	0
RN7SKP16	0
PHC2-AS1	0
TLR12P	0
ZSCAN20	20
ENSG00000235907	0
CSMD2	9
HSPD1P14	0
HMGB4	0
CSMD2-AS1	0
RNA5SP42	2
C1orf94	0
ENSG00000270241	0
ENSG00000287703	0
MIR552	0
SMIM12	208
GJB5	34
GJB4	0
ENSG00000255811	0
GJB3	0
GJA4	31
ENSG00000230163	0
DLGAP3	15
ENSG00000284773	0
GPR199P	0
ENSG00000271741	0
TMEM35B	1
ZMYM6	47
ZMYM1	152
RPL12P45	0
EFCAB14P1	0
ENSG00000284640	0
SFPQ	2067
ZMYM4	2515
RN7SL503P	0
SNORA62	0
RPL5P4	6
ZMYM4-AS1	1
KIAA0319L	546
ENSG00000236274	0
NCDN	10
TFAP2E-AS1	20
TFAP2E	13
PSMB2	227
C1orf216	72
CLSPN	267
ENSG00000232335	0
AGO4	534
AGO1	2635
CFAP97P1	0
ENSG00000286899	0
ENSG00000271914	0
AGO3	373
ENSG00000271554	0
ENSG00000232862	0
TEKT2	0
ADPRS	23
COL8A2	1
TRAPPC3	210
MAP7D1	519
RN7SL131P	0
THRAP3	2099
UBE2V2P4	0
SH3D21	2
EVA1B	0
ENSG00000286379	1
STK40	5467
LSM10	209
RNU4-27P	0
OSCP1	4
SNORA63C	0
MRPS15	237
CSF3R	215
FTLP18	0
ENSG00000284705	0
ENSG00000284720	0
ENSG00000234481	0
GRIK3	0
ENSG00000284650	0
ENSG00000223944	0
MIR4255	0
RNU6-636P	0
RNA5SP43	0
RPS29P6	0
ZC3H12A-DT	61
ZC3H12A	24
MIR6732	0
MEAF6	534
MIR5581	0
SNIP1	168
FTH1P1	3
ENSG00000237749	2
DNALI1	6
GNL2	274
ENSG00000284748	0
RSPO1	0
C1orf109	35
CDCA8	48
EPHA10	4
ACTN4P2	0
ENSG00000227416	0
MANEAL	10
ENSG00000233728	0
YRDC	7
C1orf122	109
MTF1	354
ENSG00000235673	0
ENSG00000230955	0
INPP5B	562
SNORA63	0
RNU6-584P	0
SF3A3	751
RNU6-510P	8
FHL3	124
UTP11	172
POU3F1	1
MIR3659HG	0
ENSG00000223589	0
MIR3659	0
LINC02786	0
ENSG00000286552	0
ENSG00000287987	0
LINC01343	0
ENSG00000275350	0
RNU6-753P	0
LINC01685	0
HSPA5P1	7
ENSG00000284632	0
RRAGC	141
ENSG00000273637	0
RRAGC-DT	31
MYCBP	331
ENSG00000274944	0
GJA9	0
RHBDL2	0
RNU6-605P	0
EIF1P2	0
AKIRIN1	1119
NDUFS5	1696
MACF1	8116
RNU6-608P	0
RNA5SP44	0
ENSG00000287422	0
ENSG00000226438	0
HSPE1P8	0
BMP8A	8
OXCT2P1	0
PPIEL	2
PABPC4	651
PABPC4-AS1	0
SNORA55	0
HEYL	15
ENSG00000225903	0
NT5C1A	2
HPCAL4	11
PPIE	443
ENSG00000225333	0
RNU7-121P	0
ENSG00000289711	0
BMP8B	30
OXCT2	0
BMP8B-AS1	0
ENSG00000261798	0
ENSG00000229213	0
ENSG00000284719	1
LINC02811	9
TRIT1	140
MYCL	38
MYCL-AS1	0
MFSD2A	54
ENSG00000228477	0
CAP1	13273
PPT1	112
OAZ1P1	0
RLF	585
RNU6-1237P	0
TMCO2	2
ZMPSTE24-DT	77
ZMPSTE24	646
ENSG00000231296	0
COL9A2	19
ENSG00000227311	0
SMAP2	1603
ENSG00000213172	0
ENSG00000284677	0
ZFP69B	18
ENSG00000260920	12
ENSG00000279667	0
ZFP69	23
EXO5-DT	2
EXO5	21
ENSG00000227278	0
ENSG00000238186	3
ZNF684	39
ENSG00000286838	0
ENSG00000236505	0
GTF2F2P2	0
RIMS3	27
ENSG00000287743	0
ENSG00000237899	1
NFYC-AS1	0
NFYC	850
MIR30E	0
MIR30C1	0
KCNQ4	36
RN7SL326P	2
CITED4	4
ENSG00000229528	0
ENSG00000228940	0
ENSG00000286668	0
UBE2V1P8	0
CTPS1	109
SLFNL1-AS1	0
SLFNL1	0
SCMH1	856
RPL23AP17	0
ENSG00000287400	0
SCMH1-DT	0
ENSG00000213987	0
ENSG00000286640	16
FOXO6	2
FOXO6-AS1	0
RNA5SP45	0
EDN2	0
HIVEP3	345
ENSG00000230881	0
ENSG00000230638	0
ENSG00000284895	0
ENSG00000287587	0
HNRNPFP1	0
ENSG00000228776	0
GUCA2B	0
GUCA2A	0
FOXJ3	786
ENSG00000227527	1
RIMKLA	35
ENSG00000235002	0
ZMYND12	148
PPCS	1058
CCDC30	215
RPS3AP11	0
TMSB4XP1	15
RNU6-536P	0
ENSG00000236180	0
PPIH	24
ENSG00000285728	0
ENSG00000234917	0
YBX1	15932
CLDN19	0
P3H1	57
C1orf50	9
ENSG00000283580	0
ENSG00000228452	0
TMEM269	4
SVBP	219
ERMAP	200
ZNF691-DT	0
ZNF691	23
ENSG00000233708	0
MKRN8P	0
ATP6V1E1P1	1
ENSG00000288955	0
SLC2A1	396
ATP6V0CP4	0
SLC2A1-DT	4
ENSG00000283973	0
RNU6-880P	0
ENSG00000277513	1
FAM183A	2
EBNA1BP2	308
MIR6733	0
CFAP57	0
RNA5SP46	0
TMEM125	0
C1orf210	0
TIE1	11
MPL	3990
ENSG00000287113	2
CDC20-DT	12
CDC20	35
ELOVL1	88
MIR6734	0
ENSG00000288772	0
MED8	126
MED8-AS1	0
SZT2	149
SZT2-AS1	0
MIR6735	0
HYI	0
HYI-AS1	0
PTPRF	350
KDM4A	85
ENSG00000284989	0
KDM4A-AS1	11
ST3GAL3	654
ST3GAL3-AS1	0
ENSG00000233674	0
MIR6079	0
SHMT1P1	0
ARTN	0
LINC02918	0
ENSG00000288573	0
IPO13	26
ENSG00000285649	0
DPH2	46
ATP6V0B	57
B4GALT2	32
CCDC24	5
SLC6A9	31
ENSG00000230615	4
ENSG00000227163	0
KRT8P47	0
RN7SL479P	18
KLF17	0
ENSG00000233514	4
KLF18	0
ENSG00000226804	0
OOSP1P1	0
ENSG00000227994	0
ENSG00000271329	0
DMAP1	104
ERI3	270
ERI3-IT1	0
RNU6-369P	0
RNF220	362
MIR5584	0
TMEM53	16
ARMH1	4
RNU5F-1	3
RNU5D-1	1
KIF2C	40
ENSG00000225721	0
RPS8	4497
SNORD55	0
SNORD46	0
SNORD38A	0
SNORD38B	0
RPS15AP11	0
BEST4	1
PLK3	42
DYNLT4	14
BTBD19	51
PTCH2	0
RNU5E-6P	0
ENSG00000226499	0
EIF2B3	112
RNA5SP47	0
CCNB1IP1P1	0
PPIAP35	0
MRPS17P1	0
HECTD3	169
UROD	583
ZSWIM5	11
OSTCP5	0
LINC01144	0
