Geneid	/mnt/efs/clusterfcs/data/tfm-esther/results/procesado-3/duplicates_rm/RSQ_054_sorted_q10_rmDup.bam
ENSG00000272235	0
ENSG00000287828	0
ENSG00000286518	1
ARHGEF16	0
ENSG00000272088	0
MEGF6	3
MIR551A	0
ENSG00000238260	0
TPRG1L	166
WRAP73	7
TP73	1
TP73-AS3	0
TP73-AS2	0
TP73-AS1	4
ENSG00000276189	0
CCDC27	0
SMIM1	8
LRRC47	24
RN7SL574P	0
ENSG00000272153	1
CEP104	81
DFFB	12
C1orf174	166
LINC01134	5
LINC01346	0
LINC01345	1
LINC02780	0
ENSG00000284703	0
EEF1DP6	0
LINC01777	0
ENSG00000284694	0
ENSG00000227169	0
LINC01646	1
AJAP1	0
ENSG00000287586	0
ENSG00000284739	0
LINC02781	0
LINC02782	0
ENSG00000284616	0
ENSG00000284692	0
ENSG00000284666	0
ENSG00000260972	0
ENSG00000283356	1
ENSG00000236948	0
ENSG00000264341	0
MIR4689	0
NPHP4	5
KCNAB2	106
CHD5	1
ENSG00000285629	0
RPL22	60
RNF207-AS1	0
RNF207	1
ICMT	29
ICMT-DT	0
HES3	0
GPR153	4
ACOT7	196
ENSG00000271746	0
HES2	0
ESPN	4
MIR4252	0
ENSG00000231868	0
TNFRSF25	1
PLEKHG5	0
NOL9	52
RNU6-731P	0
ENSG00000229519	0
TAS1R1	0
ZBTB48	1
KLHL21	16
PHF13	14
THAP3	9
DNAJC11	29
LINC01672	0
ENSG00000284744	0
CAMTA1-DT	0
CAMTA1	1402
ENSG00000227950	0
ENSG00000237365	0
RNU1-8P	0
CAMTA1-IT1	0
CAMTA1-AS2	0
CAMTA1-AS1	0
ENSG00000270171	0
ENSG00000270035	0
ENSG00000269978	0
VAMP3	1193
ENSG00000269925	0
PER3	74
ENSG00000236266	0
UTS2	0
TNFRSF9	1
ENSG00000270330	0
PARK7	1291
Y_RNA	1410
ENSG00000284747	0
ENSG00000284716	0
ERRFI1	5
ERRFI1-DT	0
ENSG00000232848	0
ENSG00000229305	0
ENSG00000288816	0
LINC01714	0
RNU1-7P	0
ENSG00000233645	0
RNU6-991P	0
SLC45A1	1
RERE	833
RERE-AS1	0
ENSG00000221083	0
ENSG00000270282	0
RPL7P11	0
RPL7P7	1
ENSG00000226545	0
ENSG00000228423	0
RPL23AP19	0
ENO1	1544
MIR6728	0
ENO1-AS1	0
RNU6-304P	0
HMGN2P17	1
ENSG00000232208	3
ENSG00000232663	0
CA6	2
RN7SL451P	0
SLC2A7	0
SLC2A5	3
ENSG00000252404	0
GPR157	2
MIR34AHG	0
MIR34A	0
LNCTAM34A	0
H6PD	12
SPSB1	27
ENSG00000284652	0
LINC02606	4
RNA5SP40	0
ENSG00000235263	0
SLC25A33	21
ENSG00000231181	0
TMEM201	2
PIK3CD	91
PIK3CD-AS1	0
ENSG00000233268	0
PIK3CD-AS2	2
CLSTN1	25
MZT1P1	0
ENSG00000280113	0
CTNNBIP1	142
ENSG00000223989	0
ENSG00000285701	0
LZIC	989
ENSG00000228150	4
NMNAT1	54
RN7SKP269	0
TMEM274P	0
MIR5697	0
ENSG00000241326	0
RBP7	35
UBE4B	276
ENSG00000224340	0
PGAM1P11	0
RNU6-828P	0
KIF1B	225
ENSG00000264881	0
RNU6-37P	0
RN7SL731P	0
ENSG00000284735	0
ENSG00000284642	1
PGD	1570
ENSG00000271989	0
CENPS-CORT	0
CENPS	0
CORT	0
DFFA	28
ENSG00000203469	0
PEX14	8
ENSG00000287727	0
RN7SL614P	0
CASZ1	5
ENSG00000272078	1
HSPE1P24	0
C1orf127	0
CFL1P6	0
TARDBP	131
MASP2	2
SRM	14
EXOSC10	60
ENSG00000226849	0
EXOSC10-AS1	0
MTOR	49
MTOR-AS1	0
RNU6-537P	0
ANGPTL7	0
RNU6-291P	0
RPL39P6	0
UBIAD1	13
UBE2V2P3	0
ENSG00000284646	0
MTCYBP45	0
DISP3	0
ENSG00000285833	0
LINC01647	0
ENSG00000284708	0
FBXO2	0
FBXO44	4
FBXO6	9
MAD2L2	21
DRAXIN	0
AGTRAP	31
C1orf167	0
C1orf167-AS1	0
MTHFR	57
CLCN6	81
ENSG00000276470	0
ENSG00000278852	0
NPPA	5
ENSG00000275915	0
NPPB	0
SBF1P2	0
ENSG00000285646	0
RNU5E-1	0
RNU5E-4P	0
KIAA2013	96
PLOD1	16
ENSG00000287384	0
MFN2	1432
ENSG00000270914	0
MIIP	9
MIR6729	0
RN7SL649P	0
TNFRSF8	7
RNU6-777P	0
RPL23AP89	0
ENSG00000285604	0
MIR7846	0
TNFRSF1B	31
MIR4632	0
RPL10P17	0
SNORA70	0
VPS13D	246
SNORA59A	0
LINC02766	1
DHRS3	276
RNU6ATAC18P	0
MIR6730	0
ENSG00000288927	17
ENSG00000272482	8
AADACL4	0
ENSG00000226166	0
AADACL3	0
CFAP107	0
PRAMEF12	0
PRAMEF1	0
LINC01784	0
PRAMEF11	0
PRAMEF30P	0
HNRNPCL1	0
PRAMEF2	0
PRAMEF4	0
PRAMEF10	0
PRAMEF7	0
RNU6-1072P	0
PRAMEF29P	0
PRAMEF6	0
PRAMEF28P	0
PRAMEF27	1
HNRNPCL3	0
PRAMEF25	0
PRAMEF34P	0
PRAMEF35P	0
HNRNPCL2	0
PRAMEF36P	0
ENSG00000233336	0
PRAMEF26	0
HNRNPCL4	0
PRAMEF9	0
PRAMEF13	0
PRAMEF18	0
PRAMEF31P	0
PRAMEF5	0
PRAMEF32P	0
RNU6-771P	0
PRAMEF8	0
PRAMEF33	0
PRAMEF15	0
ENSG00000228229	0
PRAMEF14	0
PRAMEF19	0
PRAMEF17	0
PRAMEF20	0
LRRC38	0
ENSG00000259961	0
BRWD1P1	0
PDPN	0
RNA5SP41	0
ENSG00000237445	0
ENSG00000253085	0
PRDM2	459
ENSG00000289380	0
KAZN	27
RNU6-1265P	0
ENSG00000231606	0
KAZN-AS1	0
TBCAP2	0
ENSG00000287756	0
TMEM51-AS1	0
TMEM51	1
TMEM51-AS2	0
MFFP1	0
ZBTB2P1	2
FHAD1	0
FHAD1-AS1	0
ENSG00000236045	0
EFHD2-AS1	0
EFHD2	264
CTRC	0
CELA2A	0
CELA2B	1
CASP9	137
DNAJC16	1146
SCARNA21B	0
ENSG00000272510	0
AGMAT	4
ENSG00000237301	0
CHCHD2P6	0
RNU7-179P	0
CD24P1	0
DDI2	272
RSC1A1	0
ENSG00000271742	0
PLEKHM2	38
ENSG00000237938	0
SLC25A34	0
SLC25A34-AS1	0
TMEM82	0
FBLIM1	4
RPL12P14	2
UQCRHL	40
ENSG00000178715	0
FLJ37453	11
SPEN	390
ENSG00000270620	0
ZBTB17	17
ENSG00000234607	0
ENSG00000231353	0
ENSG00000275503	0
TBC1D3P6	0
SRARP	0
ENSG00000233078	0
HSPB7	1
CLCNKA	0
ENSG00000232456	0
CLCNKB	0
FAM131C	0
EPHA2	1
EPHA2-AS1	0
ENSG00000224621	0
ARHGEF19-AS1	0
ARHGEF19	3
ANO7L1	3
ENSG00000288398	1
CPLANE2	0
MT1XP1	0
FBXO42	56
SZRD1	280
RPL22P3	0
SPATA21	0
NECAP2	200
LINC01772	0
CROCCP3	2
RNU1-1	21
ENSG00000261135	0
ENSG00000285853	0
ENSG00000224174	0
LINC01783	0
RNU1-6P	0
PDE4DIPP8	0
NBPF1	36
ENSG00000271732	0
CROCCP2	15
ENSG00000283773	0
MST1P2	0
ENSG00000282143	0
RNU1-3	27
ENSG00000280114	0
EIF1AXP1	2
ESPNP	0
ENSG00000279151	0
ENSG00000282740	0
CROCC	10
CROCCP4	0
RNU1-4	4
MST1L	0
ENSG00000223643	0
PDE4DIPP9	0
MIR3675	0
ENSG00000228549	2
RNU1-5P	0
ENSG00000238142	2
ENSG00000235241	0
RNU1-2	16
ENSG00000272426	0
MFAP2	0
ENSG00000286898	0
ENSG00000226526	1
ATP13A2	24
ENSG00000288636	0
SDHB	55
PADI2	28
LINC02783	0
ENSG00000282843	0
PADI1	0
PADI3	0
MIR3972	0
PADI4	394
PADI6	0
RCC2-AS1	0
RCC2	159
ARHGEF10L	10
LINC02810	0
ACTL8	0
ENSG00000284653	0
LINC01654	0
IGSF21	1
ENSG00000280222	0
IGSF21-AS1	0
ENSG00000225387	0
KLHDC7A	0
DYNLL1P3	1
ENSG00000225478	0
PAX7	1
TAS1R2	0
ALDH4A1	0
MIR4695	0
MIR1290	0
IFFO2	16
ENSG00000272084	0
UBR4	655
EMC1-AS1	1
EMC1	9
MRTO4	14
ENSG00000286064	0
AKR7L	0
AKR7A3	0
ENSG00000270728	0
AKR7A2	67
RNU6-1099P	0
SLC66A1	4
CAPZB	2183
RN7SL277P	9
MICOS10	12
RNU4-28P	0
MICOS10-DT	0
NBL1	3
MICOS10-NBL1	0
ENSG00000226396	0
HTR6	0
TMCO4	17
RNF186	0
RNF186-AS1	0
OTUD3	46
PLA2G2E	0
RN7SL304P	0
PLA2G2A	0
PLA2G5	0
PLA2G2D	0
PLA2G2F	0
ENSG00000227066	0
PLA2G2C	0
UBXN10	3
LINC01757	0
ENSG00000284710	0
VWA5B1	0
ENSG00000226664	0
LINC01141	1
ENSG00000226487	0
ENSG00000284641	0
ENSG00000284743	0
CAMK2N1	3
ENSG00000289402	0
MUL1	0
RPS4XP4	0
FAM43B	0
CDA	20
PINK1	17
MIR6084	0
PINK1-AS	0
DDOST	25
KIF17	7
ENSG00000235432	1
SH2D5	0
ENSG00000233069	0
HP1BP3	1187
EIF4G3	7124
RNU7-200P	0
MIR1256	0
RPS15AP6	0
ENSG00000236073	11
HSPE1P27	0
ENSG00000287192	0
ECE1	1160
ENSG00000236936	160
ECE1-AS1	0
PPP1R11P1	0
PDE4DIPP10	0
ENSG00000236009	0
NBPF2P	1
HS6ST1P1	0
CROCCP5	0
NBPF3	41
PFN1P10	0
ALPL	10
ENSG00000289715	0
LINC02596	0
RAP1GAP	0
USP48	1146
ENSG00000231978	0
LDLRAD2	0
HSPG2	14
ENSG00000232037	2
ENSG00000283234	0
CELA3B	0
ENSG00000285959	0
RN7SL386P	0
RNU6-1022P	0
CELA3A	0
RN7SL186P	0
RNU6-776P	0
LINC01635	2
LINC00339	0
ENSG00000289694	0
CDC42-AS1	0
ENSG00000285794	0
CDC42	30
CDC42-IT1	0
MPHOSPH6P1	0
WNT4	0
ENSG00000285873	1
MIR4418	0
PPIAP34	0
ENSG00000279625	0
ZBTB40	30
ZBTB40-IT1	1
EPHA8	1
MIR6127	0
C1QA	6
ENSG00000289692	0
C1QC	9
C1QB	15
EPHB2	1
MIR4684	0
ENSG00000225952	0
MIR4253	0
LACTBL1	0
TEX46	0
KDM1A	739
ENSG00000240553	0
MIR3115	0
ENSG00000266802	0
LUZP1	63
ENSG00000229010	0
RNU6-514P	0
RNU6-135P	0
ENSG00000289014	0
HTR1D	0
ENSG00000215381	0
LINC01355	0
ENSG00000284726	0
HNRNPR	510
ZNF436	14
ZNF436-AS1	2
ENSG00000271420	0
TCEA3	17
ENSG00000232482	0
ASAP3	5
E2F2	44
ENSG00000235052	0
ID3	11
ENSG00000285802	0
MDS2	1
ENSG00000229239	0
RPL11	1050
ELOA-AS1	1
ELOA	101
PITHD1	320
LYPLA2	36
GALE	0
HMGCL	50
FUCA1	4
CNR2	7
BTBD6P1	1
ENSG00000232557	0
MIR378F	0
H3P1	0
PNRC2	304
SRSF10	222
ENSG00000215905	0
ENSG00000225315	0
MYOM3	0
MYOM3-AS1	0
IL22RA1	0
IFNLR1	7
GRHL3	1
LINC02800	0
GRHL3-AS1	0
STPG1	12
NIPAL3	178
ENSG00000288982	0
RCAN3AS	5
RCAN3	792
NCMAP-DT	0
NCMAP	0
ENSG00000227312	0
SRRM1	536
ENSG00000284699	0
CLIC4	2427
RNU6-1208P	0
RUNX3	104
MIR6731	0
RUNX3-AS1	0
ENSG00000261025	0
MIR4425	0
LINC02793	0
ENSG00000233755	1
IFITM3P7	0
ENSG00000231953	0
SYF2	555
ENSG00000284602	0
ENSG00000284657	0
RSRP1	345
ENSG00000272432	0
ENSG00000261349	3
RHD	146
SDHDP6	2
ENSG00000259984	1
TMEM50A	2668
RHCE	9
ENSG00000238084	0
MACO1	140
LDLRAP1	1167
ENSG00000225643	9
MAN1C1	1
ENSG00000233478	0
SELENON	284
ENSG00000255054	0
ENSG00000228172	0
MTFR1L	410
ENSG00000272478	0
AUNIP	3
ENSG00000236528	2
PAQR7	34
STMN1	37
SNRPFP2	0
ENSG00000223624	0
MIR3917	0
PAFAH2	12
RNU6-110P	0
ENSG00000252190	0
ENSG00000252691	0
EXTL1	0
SLC30A2	0
ENSG00000284309	0
TRIM63	0
PDIK1L	14
FAM110D	0
C1orf232	0
ZNF593OS	0
ZNF593	0
CNKSR1	0
CATSPER4	0
ZPLD2P	0
ENSG00000278572	0
CEP85	99
ENSG00000270733	0
SH3BGRL3	14058
UBXN11	216
CD52	76
CRYBG2	0
ENSG00000225854	0
ZNF683	3
LIN28A	0
DHDDS	53
ENSG00000223583	0
DHDDS-AS1	10
HMGN2	393
DPPA2P2	0
RPS6KA1	65
MIR1976	0
RN7SL679P	1
RNU7-29P	0
ENSG00000289452	0
ENSG00000229247	0
ENSG00000238316	0
ENSG00000235069	0
ENSG00000260063	3
ARID1A	665
PIGV	3
RN7SL165P	0
ENSG00000287810	0
ZDHHC18	17
SFN	0
GPN2	14
ENSG00000226698	0
ENSG00000289554	0
GPATCH3	5
NUDC	292
NR0B2	0
KDF1	0
RPL12P13	0
RPL32P6	0
OSTCP2	0
TRNP1	2
TENT5B	0
SLC9A1	241
ENSG00000229985	0
CHCHD3P3	0
NPM1P39	7
SNRPEP7	0
WDTC1-DT	0
WDTC1	316
ENSG00000243659	0
TMEM222	9
RNU6-48P	1
ACTG1P20	0
SYTL1	19
MAP3K6	4
FCN3	0
CD164L2	0
ENSG00000231207	0
GPR3	1
WASF2	824
ENSG00000241169	0
ENSG00000237429	3
AHDC1	9
FGR	129
ENSG00000235912	2
LINC02574	0
IFI6	69
ENSG00000225886	0
RNU6-949P	0
CHMP1AP1	0
RNU6-424P	0
ENSG00000287244	0
FAM76A	21
ENSG00000231344	0
RPEP3	0
STX12	91
ENSG00000269971	0
ENSG00000270031	0
RNU6-1245P	0
ENSG00000286433	0
PPP1R8	65
SCARNA1	0
THEMIS2	140
RPA2	71
SMPDL3B	0
ENSG00000227050	0
XKR8	4
EYA3	281
ENSG00000238231	0
RN7SL559P	0
SPCS2P4	7
ENSG00000228943	0
ENSG00000289576	0
ENSG00000214812	0
RNU6-176P	0
PTAFR	116
DNAJC8	363
ATP5IF1	313
ENSG00000270605	0
ENSG00000271398	0
SESN2	4
MED18	5
PHACTR4	367
ENSG00000229820	0
RNU6ATAC27P	0
RCC1	10
SNHG3	5
SNORA73A	0
SNORA73B	10
PRDX3P2	0
ENSG00000279443	0
TRNAU1AP	37
SNHG12	98
SNORD99	0
SNORA61	0
SNORA44	0
SNORA16A	0
TAF12	65
RAB42	0
TAF12-DT	0
ENSG00000270103	0
RNU11	0
GMEB1	42
ENSG00000252777	0
ENSG00000289291	0
YTHDF2	160
OPRD1	32
ENSG00000233427	1
EPB41	5253
ENSG00000225616	1
Metazoa_SRP	25
TMEM200B	0
ENSG00000225750	0
SRSF4	510
ENSG00000277916	0
MECR	1
ENSG00000237934	0
PTPRU	0
LINC01756	0
ENSG00000225011	0
ENSG00000228176	0
ENSG00000284676	0
ENSG00000270927	0
LINC01648	0
ENSG00000233372	0
ENSG00000231251	0
ENSG00000236335	0
ENSG00000231949	0
ENSG00000289710	0
MATN1	0
MATN1-AS1	0
ENSG00000287510	0
LAPTM5	887
MIR4420	0
ENSG00000229607	0
LINC01778	0
RN7SKP91	0
ENSG00000235143	0
SDC3	5
RN7SL371P	0
PUM1	228
ENSG00000237329	0
ENSG00000232768	0
SELENOWP1	0
ENSG00000225142	0
NKAIN1	0
SNRNP40	68
ENSG00000229447	0
ZCCHC17	951
ENSG00000229044	1
FABP3	2
SERINC2	0
ENSG00000215899	0
RNU6-40P	0
LDC1P	0
LINC01226	0
ENSG00000229167	0
TINAGL1	2
HCRTR1	0
PEF1	160
PEF1-AS1	0
ENSG00000264078	0
COL16A1	0
ADGRB2	0
MIR4254	0
ENSG00000254545	0
SPOCD1	266
ENSG00000203620	0
ENSG00000269967	0
PTP4A2	5399
ENSG00000288678	0
ENSG00000228634	1
ENSG00000284702	0
KHDRBS1	216
ENSG00000203325	3
TMEM39B	56
MIR5585	0
KPNA6	113
ENSG00000250135	0
TXLNA	64
CCDC28B	18
ENSG00000224066	0
IQCC	0
DCDC2B	0
TMEM234	15
EIF3I	71
MTMR9LP	3
FAM167B	2
LCK	56
HDAC1	161
MARCKSL1	40
ENSG00000233775	0
TSSK3	0
FAM229A	3
BSDC1	376
GAPDHP20	0
ENSG00000270850	0
LRRC37A12P	0
RN7SL122P	1
ENSG00000254553	1
ZBTB8B	0
ZBTB8A	1
ZBTB8OS	221
RBBP4	559
SYNC	1
ENSG00000224409	0
KIAA1522	2
YARS1	74
S100PBP	21
FNDC5	1
HPCA	0
TMEM54	0
ENSG00000287691	0
RNF19B	153
ENSG00000278966	10
ENSG00000217644	7
ENSG00000239670	2
ENSG00000236065	0
AK2	101
AZIN2	0
ENSG00000278997	0
TRIM62	8
ENSG00000279179	0
ENSG00000284721	0
ZNF362	192
ENSG00000270115	0
A3GALT2	0
ENSG00000225313	1
PHC2	45
MIR3605	0
RN7SKP16	0
PHC2-AS1	0
TLR12P	0
ZSCAN20	9
ENSG00000235907	0
CSMD2	1
HSPD1P14	0
HMGB4	0
CSMD2-AS1	0
RNA5SP42	0
C1orf94	0
ENSG00000270241	0
ENSG00000287703	0
MIR552	0
SMIM12	59
GJB5	15
GJB4	1
ENSG00000255811	0
GJB3	0
GJA4	4
ENSG00000230163	0
DLGAP3	4
ENSG00000284773	1
GPR199P	0
ENSG00000271741	0
TMEM35B	2
ZMYM6	29
ZMYM1	46
RPL12P45	0
EFCAB14P1	0
ENSG00000284640	0
SFPQ	474
ZMYM4	734
RN7SL503P	0
SNORA62	0
RPL5P4	1
ZMYM4-AS1	0
KIAA0319L	126
ENSG00000236274	0
NCDN	3
TFAP2E-AS1	2
TFAP2E	1
PSMB2	73
C1orf216	11
CLSPN	47
ENSG00000232335	0
AGO4	78
AGO1	769
CFAP97P1	0
ENSG00000286899	0
ENSG00000271914	0
AGO3	114
ENSG00000271554	0
ENSG00000232862	0
TEKT2	1
ADPRS	7
COL8A2	0
TRAPPC3	40
MAP7D1	73
RN7SL131P	0
THRAP3	398
UBE2V2P4	0
SH3D21	3
EVA1B	0
ENSG00000286379	0
STK40	1414
LSM10	40
RNU4-27P	0
OSCP1	3
SNORA63C	0
MRPS15	34
CSF3R	34
FTLP18	0
ENSG00000284705	0
ENSG00000284720	0
ENSG00000234481	0
GRIK3	1
ENSG00000284650	0
ENSG00000223944	0
MIR4255	0
RNU6-636P	0
RNA5SP43	0
RPS29P6	0
ZC3H12A-DT	16
ZC3H12A	9
MIR6732	0
MEAF6	195
MIR5581	0
SNIP1	37
FTH1P1	0
ENSG00000237749	0
DNALI1	2
GNL2	67
ENSG00000284748	0
RSPO1	0
C1orf109	6
CDCA8	15
EPHA10	1
ACTN4P2	0
ENSG00000227416	0
MANEAL	0
ENSG00000233728	0
YRDC	1
C1orf122	10
MTF1	58
ENSG00000235673	0
ENSG00000230955	0
INPP5B	191
SNORA63	0
RNU6-584P	0
SF3A3	113
RNU6-510P	0
FHL3	23
UTP11	34
POU3F1	0
MIR3659HG	1
ENSG00000223589	0
MIR3659	0
LINC02786	0
ENSG00000286552	0
ENSG00000287987	0
LINC01343	0
ENSG00000275350	0
RNU6-753P	0
LINC01685	0
HSPA5P1	0
ENSG00000284632	0
RRAGC	31
ENSG00000273637	0
RRAGC-DT	5
MYCBP	161
ENSG00000274944	0
GJA9	0
RHBDL2	0
RNU6-605P	0
EIF1P2	0
AKIRIN1	373
NDUFS5	593
MACF1	2257
RNU6-608P	0
RNA5SP44	0
ENSG00000287422	0
ENSG00000226438	0
HSPE1P8	0
BMP8A	0
OXCT2P1	0
PPIEL	1
PABPC4	136
PABPC4-AS1	0
SNORA55	0
HEYL	1
ENSG00000225903	0
NT5C1A	0
HPCAL4	5
PPIE	179
ENSG00000225333	0
RNU7-121P	0
ENSG00000289711	0
BMP8B	20
OXCT2	0
BMP8B-AS1	0
ENSG00000261798	0
ENSG00000229213	0
ENSG00000284719	1
LINC02811	0
TRIT1	48
MYCL	12
MYCL-AS1	0
MFSD2A	7
ENSG00000228477	0
CAP1	5115
PPT1	24
OAZ1P1	0
RLF	223
RNU6-1237P	0
TMCO2	1
ZMPSTE24-DT	32
ZMPSTE24	341
ENSG00000231296	0
COL9A2	1
ENSG00000227311	0
SMAP2	362
ENSG00000213172	0
ENSG00000284677	0
ZFP69B	4
ENSG00000260920	3
ENSG00000279667	0
ZFP69	5
EXO5-DT	0
EXO5	3
ENSG00000227278	0
ENSG00000238186	0
ZNF684	10
ENSG00000286838	0
ENSG00000236505	0
GTF2F2P2	0
RIMS3	11
ENSG00000287743	0
ENSG00000237899	0
NFYC-AS1	0
NFYC	251
MIR30E	0
MIR30C1	0
KCNQ4	8
RN7SL326P	0
CITED4	2
ENSG00000229528	0
ENSG00000228940	0
ENSG00000286668	0
UBE2V1P8	0
CTPS1	43
SLFNL1-AS1	0
SLFNL1	0
SCMH1	201
RPL23AP17	0
ENSG00000287400	0
SCMH1-DT	0
ENSG00000213987	0
ENSG00000286640	1
FOXO6	0
FOXO6-AS1	0
RNA5SP45	0
EDN2	0
HIVEP3	39
ENSG00000230881	0
ENSG00000230638	0
ENSG00000284895	0
ENSG00000287587	0
HNRNPFP1	0
ENSG00000228776	0
GUCA2B	0
GUCA2A	0
FOXJ3	268
ENSG00000227527	0
RIMKLA	18
ENSG00000235002	0
ZMYND12	78
PPCS	188
CCDC30	55
RPS3AP11	0
TMSB4XP1	12
RNU6-536P	0
ENSG00000236180	0
PPIH	13
ENSG00000285728	0
ENSG00000234917	0
YBX1	2419
CLDN19	0
P3H1	18
C1orf50	4
ENSG00000283580	0
ENSG00000228452	0
TMEM269	6
SVBP	77
ERMAP	73
ZNF691-DT	0
ZNF691	6
ENSG00000233708	0
MKRN8P	0
ATP6V1E1P1	0
ENSG00000288955	0
SLC2A1	24
ATP6V0CP4	0
SLC2A1-DT	0
ENSG00000283973	0
RNU6-880P	0
ENSG00000277513	0
FAM183A	0
EBNA1BP2	50
MIR6733	0
CFAP57	0
RNA5SP46	0
TMEM125	0
C1orf210	0
TIE1	5
MPL	1389
ENSG00000287113	0
CDC20-DT	3
CDC20	5
ELOVL1	10
MIR6734	0
ENSG00000288772	0
MED8	33
MED8-AS1	0
SZT2	30
SZT2-AS1	0
MIR6735	0
HYI	0
HYI-AS1	0
PTPRF	138
KDM4A	21
ENSG00000284989	0
KDM4A-AS1	1
ST3GAL3	125
ST3GAL3-AS1	0
ENSG00000233674	0
MIR6079	0
SHMT1P1	0
ARTN	0
LINC02918	0
ENSG00000288573	0
IPO13	7
ENSG00000285649	0
DPH2	7
ATP6V0B	17
B4GALT2	3
CCDC24	0
SLC6A9	0
ENSG00000230615	2
ENSG00000227163	0
KRT8P47	0
RN7SL479P	3
KLF17	0
ENSG00000233514	3
KLF18	0
ENSG00000226804	0
OOSP1P1	0
ENSG00000227994	0
ENSG00000271329	0
DMAP1	12
ERI3	62
ERI3-IT1	0
RNU6-369P	0
RNF220	79
MIR5584	0
TMEM53	6
ARMH1	2
RNU5F-1	2
RNU5D-1	0
KIF2C	7
ENSG00000225721	0
RPS8	931
SNORD55	0
SNORD46	0
SNORD38A	0
SNORD38B	0
RPS15AP11	0
BEST4	0
PLK3	5
DYNLT4	0
BTBD19	27
PTCH2	2
RNU5E-6P	0
ENSG00000226499	0
EIF2B3	14
RNA5SP47	0
CCNB1IP1P1	0
PPIAP35	0
MRPS17P1	0
HECTD3	36
UROD	47
ZSWIM5	12
OSTCP5	0
LINC01144	0
HPDL	0
MUTYH	1
ENSG00000288208	0
TOE1	6
TESK2	11
