Geneid	/mnt/efs/clusterfcs/data/tfm-esther/results/procesado-1/duplicates_rm/PP008_sorted_q10_rmDup.bam
PRDM16-DT	5
PRDM16	8
MIR4251	0
ENSG00000226286	0
ENSG00000279839	1
ENSG00000272235	5
ENSG00000287828	4
ENSG00000286518	6
ARHGEF16	3
ENSG00000272088	0
MEGF6	9
MIR551A	0
ENSG00000238260	0
TPRG1L	62
WRAP73	11
TP73	9
TP73-AS3	1
TP73-AS2	0
TP73-AS1	11
ENSG00000276189	0
CCDC27	4
SMIM1	17
LRRC47	14
RN7SL574P	0
ENSG00000272153	0
CEP104	36
DFFB	5
C1orf174	25
LINC01134	9
LINC01346	1
LINC01345	0
LINC02780	1
ENSG00000284703	1
EEF1DP6	0
LINC01777	1
ENSG00000284694	0
ENSG00000227169	0
LINC01646	4
AJAP1	7
ENSG00000287586	2
ENSG00000284739	0
LINC02781	1
LINC02782	0
ENSG00000284616	1
ENSG00000284692	0
ENSG00000284666	0
ENSG00000260972	1
ENSG00000283356	0
ENSG00000236948	2
ENSG00000264341	0
MIR4689	0
NPHP4	14
KCNAB2	44
CHD5	14
ENSG00000285629	0
RPL22	194
RNF207-AS1	1
RNF207	8
ICMT	14
ICMT-DT	2
HES3	1
GPR153	6
ACOT7	154
ENSG00000271746	0
HES2	5
ESPN	9
MIR4252	0
ENSG00000231868	0
TNFRSF25	3
PLEKHG5	19
NOL9	23
RNU6-731P	0
ENSG00000229519	0
TAS1R1	1
ZBTB48	4
KLHL21	17
PHF13	17
THAP3	5
DNAJC11	15
LINC01672	2
ENSG00000284744	0
CAMTA1-DT	1
CAMTA1	140
ENSG00000227950	0
ENSG00000237365	0
RNU1-8P	2
CAMTA1-IT1	0
CAMTA1-AS2	2
CAMTA1-AS1	0
ENSG00000270171	4
ENSG00000270035	0
ENSG00000269978	0
VAMP3	114
ENSG00000269925	0
PER3	12
ENSG00000236266	0
UTS2	1
TNFRSF9	5
ENSG00000270330	0
PARK7	249
Y_RNA	2318
ENSG00000284747	0
ENSG00000284716	1
ERRFI1	4
ERRFI1-DT	1
ENSG00000232848	0
ENSG00000229305	1
ENSG00000288816	0
LINC01714	1
RNU1-7P	4
ENSG00000233645	5
RNU6-991P	0
SLC45A1	3
RERE	243
RERE-AS1	1
ENSG00000221083	1
ENSG00000270282	0
RPL7P11	0
RPL7P7	1
ENSG00000226545	0
ENSG00000228423	0
RPL23AP19	0
ENO1	706
MIR6728	0
ENO1-AS1	1
RNU6-304P	0
HMGN2P17	0
ENSG00000232208	1
ENSG00000232663	0
CA6	1
RN7SL451P	0
SLC2A7	1
SLC2A5	8
ENSG00000252404	0
GPR157	3
MIR34AHG	5
MIR34A	0
LNCTAM34A	2
H6PD	14
SPSB1	26
ENSG00000284652	2
LINC02606	2
RNA5SP40	1
ENSG00000235263	2
SLC25A33	4
ENSG00000231181	0
TMEM201	7
PIK3CD	62
PIK3CD-AS1	0
ENSG00000233268	0
PIK3CD-AS2	3
CLSTN1	20
MZT1P1	0
ENSG00000280113	0
CTNNBIP1	55
ENSG00000223989	0
ENSG00000285701	0
LZIC	83
ENSG00000228150	0
NMNAT1	18
RN7SKP269	0
TMEM274P	0
MIR5697	0
ENSG00000241326	0
RBP7	16
UBE4B	76
ENSG00000224340	1
PGAM1P11	0
RNU6-828P	0
KIF1B	252
ENSG00000264881	0
RNU6-37P	11
RN7SL731P	0
ENSG00000284735	0
ENSG00000284642	2
PGD	547
ENSG00000271989	0
CENPS-CORT	1
CENPS	1
CORT	0
DFFA	16
ENSG00000203469	0
PEX14	5
ENSG00000287727	1
RN7SL614P	0
CASZ1	10
ENSG00000272078	1
HSPE1P24	0
C1orf127	4
CFL1P6	1
TARDBP	48
MASP2	1
SRM	54
EXOSC10	29
ENSG00000226849	0
EXOSC10-AS1	0
MTOR	38
MTOR-AS1	0
RNU6-537P	0
ANGPTL7	2
RNU6-291P	1
RPL39P6	1
UBIAD1	6
UBE2V2P3	0
ENSG00000284646	0
MTCYBP45	0
DISP3	2
ENSG00000285833	0
LINC01647	3
ENSG00000284708	1
FBXO2	2
FBXO44	10
FBXO6	5
MAD2L2	25
DRAXIN	8
AGTRAP	14
C1orf167	5
C1orf167-AS1	0
MTHFR	67
CLCN6	16
ENSG00000276470	0
ENSG00000278852	0
NPPA	1
ENSG00000275915	0
NPPB	1
SBF1P2	2
ENSG00000285646	11
RNU5E-1	0
RNU5E-4P	8
KIAA2013	40
PLOD1	18
ENSG00000287384	2
MFN2	591
ENSG00000270914	0
MIIP	13
MIR6729	0
RN7SL649P	0
TNFRSF8	6
RNU6-777P	0
RPL23AP89	1
ENSG00000285604	0
MIR7846	0
TNFRSF1B	25
MIR4632	0
RPL10P17	1
SNORA70	1
VPS13D	87
SNORA59A	0
LINC02766	4
DHRS3	33
RNU6ATAC18P	0
MIR6730	1
ENSG00000288927	1
ENSG00000272482	0
AADACL4	2
ENSG00000226166	0
AADACL3	4
CFAP107	1
PRAMEF12	0
PRAMEF1	2
LINC01784	0
PRAMEF11	1
PRAMEF30P	0
HNRNPCL1	2
PRAMEF2	0
PRAMEF4	1
PRAMEF10	0
PRAMEF7	0
RNU6-1072P	0
PRAMEF29P	0
PRAMEF6	0
PRAMEF28P	1
PRAMEF27	0
HNRNPCL3	0
PRAMEF25	0
PRAMEF34P	0
PRAMEF35P	1
HNRNPCL2	0
PRAMEF36P	0
ENSG00000233336	0
PRAMEF26	0
HNRNPCL4	0
PRAMEF9	1
PRAMEF13	0
PRAMEF18	0
PRAMEF31P	0
PRAMEF5	0
PRAMEF32P	0
RNU6-771P	0
PRAMEF8	0
PRAMEF33	0
PRAMEF15	0
ENSG00000228229	0
PRAMEF14	1
PRAMEF19	2
PRAMEF17	1
PRAMEF20	0
LRRC38	1
ENSG00000259961	0
BRWD1P1	1
PDPN	6
RNA5SP41	2
ENSG00000237445	1
ENSG00000253085	0
PRDM2	167
ENSG00000289380	0
KAZN	35
RNU6-1265P	0
ENSG00000231606	0
KAZN-AS1	0
TBCAP2	0
ENSG00000287756	0
TMEM51-AS1	5
TMEM51	1
TMEM51-AS2	0
MFFP1	0
ZBTB2P1	5
FHAD1	19
FHAD1-AS1	2
ENSG00000236045	0
EFHD2-AS1	0
EFHD2	211
CTRC	2
CELA2A	1
CELA2B	1
CASP9	26
DNAJC16	56
SCARNA21B	0
ENSG00000272510	0
AGMAT	5
ENSG00000237301	1
CHCHD2P6	1
RNU7-179P	0
CD24P1	0
DDI2	98
RSC1A1	0
ENSG00000271742	0
PLEKHM2	41
ENSG00000237938	0
SLC25A34	1
SLC25A34-AS1	1
TMEM82	1
FBLIM1	8
RPL12P14	1
UQCRHL	28
ENSG00000178715	0
FLJ37453	5
SPEN	142
ENSG00000270620	0
ZBTB17	15
ENSG00000234607	0
ENSG00000231353	0
ENSG00000275503	0
TBC1D3P6	1
SRARP	1
ENSG00000233078	0
HSPB7	6
CLCNKA	1
ENSG00000232456	2
CLCNKB	6
FAM131C	10
EPHA2	5
EPHA2-AS1	1
ENSG00000224621	0
ARHGEF19-AS1	0
ARHGEF19	2
ANO7L1	5
ENSG00000288398	2
CPLANE2	0
MT1XP1	0
FBXO42	18
SZRD1	194
RPL22P3	0
SPATA21	4
NECAP2	84
LINC01772	0
CROCCP3	3
RNU1-1	0
ENSG00000261135	0
ENSG00000285853	0
ENSG00000224174	0
LINC01783	0
RNU1-6P	0
PDE4DIPP8	0
NBPF1	16
ENSG00000271732	1
CROCCP2	22
ENSG00000283773	0
MST1P2	4
ENSG00000282143	0
RNU1-3	1
ENSG00000280114	0
EIF1AXP1	2
ESPNP	1
ENSG00000279151	0
ENSG00000282740	0
CROCC	12
CROCCP4	1
RNU1-4	2
MST1L	2
ENSG00000223643	0
PDE4DIPP9	0
MIR3675	0
ENSG00000228549	17
RNU1-5P	0
ENSG00000238142	6
ENSG00000235241	0
RNU1-2	0
ENSG00000272426	1
MFAP2	1
ENSG00000286898	0
ENSG00000226526	4
ATP13A2	48
ENSG00000288636	0
SDHB	44
PADI2	20
LINC02783	0
ENSG00000282843	1
PADI1	2
PADI3	1
MIR3972	0
PADI4	50
PADI6	1
RCC2-AS1	0
RCC2	108
ARHGEF10L	14
LINC02810	0
ACTL8	0
ENSG00000284653	0
LINC01654	1
IGSF21	5
ENSG00000280222	13
IGSF21-AS1	0
ENSG00000225387	0
KLHDC7A	2
DYNLL1P3	0
ENSG00000225478	0
PAX7	4
TAS1R2	2
ALDH4A1	4
MIR4695	0
MIR1290	0
IFFO2	16
ENSG00000272084	2
UBR4	416
EMC1-AS1	0
EMC1	15
MRTO4	16
ENSG00000286064	0
AKR7L	2
AKR7A3	0
ENSG00000270728	1
AKR7A2	133
RNU6-1099P	0
SLC66A1	4
CAPZB	1314
RN7SL277P	9
MICOS10	14
RNU4-28P	0
MICOS10-DT	0
NBL1	6
MICOS10-NBL1	0
ENSG00000226396	2
HTR6	3
TMCO4	5
RNF186	0
RNF186-AS1	0
OTUD3	12
PLA2G2E	0
RN7SL304P	1
PLA2G2A	7
PLA2G5	1
PLA2G2D	1
PLA2G2F	1
ENSG00000227066	1
PLA2G2C	2
UBXN10	3
LINC01757	0
ENSG00000284710	2
VWA5B1	10
ENSG00000226664	1
LINC01141	5
ENSG00000226487	3
ENSG00000284641	0
ENSG00000284743	0
CAMK2N1	6
ENSG00000289402	1
MUL1	8
RPS4XP4	0
FAM43B	1
CDA	15
PINK1	48
MIR6084	0
PINK1-AS	0
DDOST	38
KIF17	18
ENSG00000235432	0
SH2D5	0
ENSG00000233069	0
HP1BP3	184
EIF4G3	1281
RNU7-200P	0
MIR1256	0
RPS15AP6	0
ENSG00000236073	2
HSPE1P27	0
ENSG00000287192	0
ECE1	278
ENSG00000236936	4
ECE1-AS1	0
PPP1R11P1	0
PDE4DIPP10	1
ENSG00000236009	0
NBPF2P	1
HS6ST1P1	1
CROCCP5	2
NBPF3	22
PFN1P10	0
ALPL	10
ENSG00000289715	0
LINC02596	0
RAP1GAP	68
USP48	85
ENSG00000231978	0
LDLRAD2	1
HSPG2	22
ENSG00000232037	0
ENSG00000283234	0
CELA3B	1
ENSG00000285959	0
RN7SL386P	0
RNU6-1022P	0
CELA3A	1
RN7SL186P	0
RNU6-776P	0
LINC01635	13
LINC00339	0
ENSG00000289694	0
CDC42-AS1	1
ENSG00000285794	0
CDC42	17
CDC42-IT1	1
MPHOSPH6P1	0
WNT4	3
ENSG00000285873	1
MIR4418	0
PPIAP34	0
ENSG00000279625	1
ZBTB40	17
ZBTB40-IT1	0
EPHA8	6
MIR6127	0
C1QA	6
ENSG00000289692	0
C1QC	22
C1QB	28
EPHB2	11
MIR4684	0
ENSG00000225952	0
MIR4253	0
LACTBL1	1
TEX46	0
KDM1A	107
ENSG00000240553	0
MIR3115	0
ENSG00000266802	0
LUZP1	32
ENSG00000229010	0
RNU6-514P	0
RNU6-135P	0
ENSG00000289014	2
HTR1D	2
ENSG00000215381	0
LINC01355	1
ENSG00000284726	0
HNRNPR	191
ZNF436	9
ZNF436-AS1	2
ENSG00000271420	0
TCEA3	7
ENSG00000232482	1
ASAP3	13
E2F2	51
ENSG00000235052	0
ID3	6
ENSG00000285802	1
MDS2	2
ENSG00000229239	0
RPL11	485
ELOA-AS1	2
ELOA	60
PITHD1	96
LYPLA2	22
GALE	8
HMGCL	12
FUCA1	8
CNR2	1
BTBD6P1	0
ENSG00000232557	0
MIR378F	0
H3P1	0
PNRC2	86
SRSF10	84
ENSG00000215905	0
ENSG00000225315	0
MYOM3	13
MYOM3-AS1	0
IL22RA1	1
IFNLR1	9
GRHL3	4
LINC02800	0
GRHL3-AS1	1
STPG1	8
NIPAL3	94
ENSG00000288982	1
RCAN3AS	0
RCAN3	68
NCMAP-DT	1
NCMAP	1
ENSG00000227312	0
SRRM1	148
ENSG00000284699	1
CLIC4	330
RNU6-1208P	0
RUNX3	46
MIR6731	0
RUNX3-AS1	0
ENSG00000261025	3
MIR4425	1
LINC02793	1
ENSG00000233755	1
IFITM3P7	0
ENSG00000231953	1
SYF2	182
ENSG00000284602	0
ENSG00000284657	1
RSRP1	54
ENSG00000272432	0
ENSG00000261349	1
RHD	139
SDHDP6	0
ENSG00000259984	0
TMEM50A	372
RHCE	19
ENSG00000238084	0
MACO1	44
LDLRAP1	347
ENSG00000225643	0
MAN1C1	12
ENSG00000233478	2
SELENON	180
ENSG00000255054	0
ENSG00000228172	4
MTFR1L	104
ENSG00000272478	0
AUNIP	7
ENSG00000236528	1
PAQR7	11
STMN1	50
SNRPFP2	0
ENSG00000223624	0
MIR3917	0
PAFAH2	8
RNU6-110P	0
ENSG00000252190	0
ENSG00000252691	0
EXTL1	7
SLC30A2	4
ENSG00000284309	0
TRIM63	2
PDIK1L	8
FAM110D	3
C1orf232	7
ZNF593OS	2
ZNF593	0
CNKSR1	9
CATSPER4	2
ZPLD2P	3
ENSG00000278572	0
CEP85	11
ENSG00000270733	0
SH3BGRL3	4751
UBXN11	54
CD52	44
CRYBG2	6
ENSG00000225854	1
ZNF683	5
LIN28A	3
DHDDS	24
ENSG00000223583	0
DHDDS-AS1	1
HMGN2	144
DPPA2P2	0
RPS6KA1	46
MIR1976	0
RN7SL679P	14
RNU7-29P	0
ENSG00000289452	1
ENSG00000229247	0
ENSG00000238316	0
ENSG00000235069	0
ENSG00000260063	0
ARID1A	288
PIGV	6
RN7SL165P	0
ENSG00000287810	0
ZDHHC18	11
SFN	2
GPN2	2
ENSG00000226698	0
ENSG00000289554	2
GPATCH3	12
NUDC	154
NR0B2	0
KDF1	2
RPL12P13	0
RPL32P6	0
OSTCP2	0
TRNP1	4
TENT5B	1
SLC9A1	51
ENSG00000229985	1
CHCHD3P3	0
NPM1P39	2
SNRPEP7	1
WDTC1-DT	0
WDTC1	113
ENSG00000243659	0
TMEM222	14
RNU6-48P	0
ACTG1P20	0
SYTL1	9
MAP3K6	4
FCN3	7
CD164L2	3
ENSG00000231207	0
GPR3	1
WASF2	394
ENSG00000241169	0
ENSG00000237429	0
AHDC1	17
FGR	70
ENSG00000235912	1
LINC02574	3
IFI6	28
ENSG00000225886	0
RNU6-949P	0
CHMP1AP1	1
RNU6-424P	0
ENSG00000287244	0
FAM76A	11
ENSG00000231344	0
RPEP3	0
STX12	31
ENSG00000269971	0
ENSG00000270031	0
RNU6-1245P	1
ENSG00000286433	0
PPP1R8	38
SCARNA1	4
THEMIS2	96
RPA2	45
SMPDL3B	0
ENSG00000227050	0
XKR8	6
EYA3	28
ENSG00000238231	0
RN7SL559P	4
SPCS2P4	2
ENSG00000228943	0
ENSG00000289576	0
ENSG00000214812	2
RNU6-176P	0
PTAFR	33
DNAJC8	121
ATP5IF1	186
ENSG00000270605	6
ENSG00000271398	2
SESN2	5
MED18	7
PHACTR4	47
ENSG00000229820	0
RNU6ATAC27P	0
RCC1	15
SNHG3	4
SNORA73A	0
SNORA73B	29
PRDX3P2	1
ENSG00000279443	0
TRNAU1AP	9
SNHG12	11
SNORD99	4
SNORA61	0
SNORA44	0
SNORA16A	0
TAF12	32
RAB42	2
TAF12-DT	2
ENSG00000270103	0
RNU11	0
GMEB1	28
ENSG00000252777	0
ENSG00000289291	1
YTHDF2	63
OPRD1	10
ENSG00000233427	1
EPB41	2236
ENSG00000225616	4
Metazoa_SRP	74
TMEM200B	2
ENSG00000225750	0
SRSF4	198
ENSG00000277916	0
MECR	7
ENSG00000237934	0
PTPRU	10
LINC01756	1
ENSG00000225011	0
ENSG00000228176	0
ENSG00000284676	4
ENSG00000270927	0
LINC01648	2
ENSG00000233372	0
ENSG00000231251	1
ENSG00000236335	2
ENSG00000231949	1
ENSG00000289710	0
MATN1	0
MATN1-AS1	4
ENSG00000287510	0
LAPTM5	568
MIR4420	0
ENSG00000229607	1
LINC01778	1
RN7SKP91	0
ENSG00000235143	0
SDC3	8
RN7SL371P	1
PUM1	73
ENSG00000237329	0
ENSG00000232768	0
SELENOWP1	0
ENSG00000225142	0
NKAIN1	4
SNRNP40	20
ENSG00000229447	0
ZCCHC17	321
ENSG00000229044	1
FABP3	5
SERINC2	13
ENSG00000215899	0
RNU6-40P	4
LDC1P	7
LINC01226	7
ENSG00000229167	0
TINAGL1	7
HCRTR1	3
PEF1	37
PEF1-AS1	3
ENSG00000264078	0
COL16A1	9
ADGRB2	14
MIR4254	0
ENSG00000254545	1
SPOCD1	81
ENSG00000203620	2
ENSG00000269967	0
PTP4A2	1140
ENSG00000288678	0
ENSG00000228634	0
ENSG00000284702	1
KHDRBS1	67
ENSG00000203325	0
TMEM39B	26
MIR5585	0
KPNA6	54
ENSG00000250135	0
TXLNA	53
CCDC28B	10
ENSG00000224066	0
IQCC	0
DCDC2B	1
TMEM234	3
EIF3I	63
MTMR9LP	5
FAM167B	1
LCK	26
HDAC1	66
MARCKSL1	21
ENSG00000233775	0
TSSK3	2
FAM229A	5
BSDC1	187
GAPDHP20	1
ENSG00000270850	0
LRRC37A12P	0
RN7SL122P	4
ENSG00000254553	0
ZBTB8B	5
ZBTB8A	0
ZBTB8OS	39
RBBP4	175
SYNC	6
ENSG00000224409	0
KIAA1522	9
YARS1	63
S100PBP	18
FNDC5	3
HPCA	1
TMEM54	2
ENSG00000287691	0
RNF19B	30
ENSG00000278966	2
ENSG00000217644	4
ENSG00000239670	0
ENSG00000236065	0
AK2	63
AZIN2	4
ENSG00000278997	1
TRIM62	7
ENSG00000279179	1
ENSG00000284721	0
ZNF362	26
ENSG00000270115	0
A3GALT2	1
ENSG00000225313	4
PHC2	32
MIR3605	0
RN7SKP16	0
PHC2-AS1	0
TLR12P	0
ZSCAN20	6
ENSG00000235907	2
CSMD2	40
HSPD1P14	1
HMGB4	0
CSMD2-AS1	3
RNA5SP42	8
C1orf94	2
ENSG00000270241	0
ENSG00000287703	0
MIR552	0
SMIM12	27
GJB5	5
GJB4	0
ENSG00000255811	0
GJB3	0
GJA4	6
ENSG00000230163	0
DLGAP3	3
ENSG00000284773	0
GPR199P	1
ENSG00000271741	0
TMEM35B	3
ZMYM6	6
ZMYM1	4
RPL12P45	1
EFCAB14P1	0
ENSG00000284640	0
SFPQ	223
ZMYM4	89
RN7SL503P	0
SNORA62	0
RPL5P4	2
ZMYM4-AS1	0
KIAA0319L	37
ENSG00000236274	1
NCDN	5
TFAP2E-AS1	1
TFAP2E	1
PSMB2	27
C1orf216	17
CLSPN	57
ENSG00000232335	0
AGO4	34
AGO1	232
CFAP97P1	0
ENSG00000286899	0
ENSG00000271914	0
AGO3	33
ENSG00000271554	2
ENSG00000232862	0
TEKT2	0
ADPRS	8
COL8A2	5
TRAPPC3	20
MAP7D1	88
RN7SL131P	0
THRAP3	188
UBE2V2P4	0
SH3D21	9
EVA1B	0
ENSG00000286379	3
STK40	485
LSM10	24
RNU4-27P	0
OSCP1	6
SNORA63C	0
MRPS15	32
CSF3R	40
FTLP18	0
ENSG00000284705	6
ENSG00000284720	0
ENSG00000234481	0
GRIK3	11
ENSG00000284650	1
ENSG00000223944	2
MIR4255	0
RNU6-636P	0
RNA5SP43	0
RPS29P6	0
ZC3H12A-DT	2
ZC3H12A	8
MIR6732	0
MEAF6	33
MIR5581	0
SNIP1	13
FTH1P1	3
ENSG00000237749	1
DNALI1	8
GNL2	38
ENSG00000284748	0
RSPO1	1
C1orf109	9
CDCA8	19
EPHA10	11
ACTN4P2	0
ENSG00000227416	0
MANEAL	2
ENSG00000233728	0
YRDC	5
C1orf122	14
MTF1	24
ENSG00000235673	1
ENSG00000230955	0
INPP5B	39
SNORA63	3
RNU6-584P	0
SF3A3	58
RNU6-510P	1
FHL3	52
UTP11	25
POU3F1	4
MIR3659HG	1
ENSG00000223589	0
MIR3659	0
LINC02786	5
ENSG00000286552	1
ENSG00000287987	0
LINC01343	2
ENSG00000275350	2
RNU6-753P	1
LINC01685	2
HSPA5P1	0
ENSG00000284632	3
RRAGC	14
ENSG00000273637	0
RRAGC-DT	1
MYCBP	21
ENSG00000274944	0
GJA9	0
RHBDL2	6
RNU6-605P	1
EIF1P2	0
AKIRIN1	109
NDUFS5	363
MACF1	1446
RNU6-608P	0
RNA5SP44	3
ENSG00000287422	4
ENSG00000226438	1
HSPE1P8	0
BMP8A	7
OXCT2P1	0
PPIEL	4
PABPC4	81
PABPC4-AS1	0
SNORA55	0
HEYL	2
ENSG00000225903	0
NT5C1A	7
HPCAL4	4
PPIE	29
ENSG00000225333	2
RNU7-121P	0
ENSG00000289711	0
BMP8B	3
OXCT2	2
BMP8B-AS1	1
ENSG00000261798	2
ENSG00000229213	0
ENSG00000284719	2
LINC02811	0
TRIT1	10
MYCL	7
MYCL-AS1	0
MFSD2A	3
ENSG00000228477	0
CAP1	2525
PPT1	21
OAZ1P1	1
RLF	25
RNU6-1237P	0
TMCO2	0
ZMPSTE24-DT	2
ZMPSTE24	81
ENSG00000231296	0
COL9A2	12
ENSG00000227311	0
SMAP2	149
ENSG00000213172	0
ENSG00000284677	0
ZFP69B	4
ENSG00000260920	4
ENSG00000279667	0
ZFP69	2
EXO5-DT	1
EXO5	3
ENSG00000227278	0
ENSG00000238186	1
ZNF684	0
ENSG00000286838	0
ENSG00000236505	0
GTF2F2P2	0
RIMS3	4
ENSG00000287743	4
ENSG00000237899	1
NFYC-AS1	1
NFYC	67
MIR30E	3
MIR30C1	0
KCNQ4	6
RN7SL326P	2
CITED4	0
ENSG00000229528	3
ENSG00000228940	0
ENSG00000286668	1
UBE2V1P8	0
CTPS1	18
SLFNL1-AS1	1
SLFNL1	1
SCMH1	40
RPL23AP17	1
ENSG00000287400	0
SCMH1-DT	0
ENSG00000213987	0
ENSG00000286640	2
FOXO6	11
FOXO6-AS1	0
RNA5SP45	0
EDN2	1
HIVEP3	36
ENSG00000230881	0
ENSG00000230638	3
ENSG00000284895	0
ENSG00000287587	0
HNRNPFP1	1
ENSG00000228776	0
GUCA2B	1
GUCA2A	1
FOXJ3	44
ENSG00000227527	0
RIMKLA	7
ENSG00000235002	0
ZMYND12	6
PPCS	48
CCDC30	12
RPS3AP11	1
TMSB4XP1	11
RNU6-536P	0
ENSG00000236180	1
PPIH	3
ENSG00000285728	2
ENSG00000234917	1
YBX1	1807
CLDN19	2
P3H1	7
C1orf50	2
ENSG00000283580	0
ENSG00000228452	0
TMEM269	5
SVBP	56
ERMAP	29
ZNF691-DT	3
ZNF691	3
ENSG00000233708	3
MKRN8P	2
ATP6V1E1P1	1
ENSG00000288955	0
SLC2A1	92
ATP6V0CP4	1
SLC2A1-DT	2
ENSG00000283973	0
RNU6-880P	0
ENSG00000277513	2
FAM183A	0
EBNA1BP2	31
MIR6733	0
CFAP57	5
RNA5SP46	0
TMEM125	3
C1orf210	0
TIE1	5
MPL	222
ENSG00000287113	0
CDC20-DT	2
CDC20	16
ELOVL1	11
MIR6734	0
ENSG00000288772	1
MED8	30
MED8-AS1	1
SZT2	34
SZT2-AS1	0
MIR6735	0
HYI	0
HYI-AS1	0
PTPRF	21
KDM4A	11
ENSG00000284989	0
KDM4A-AS1	6
ST3GAL3	36
ST3GAL3-AS1	0
ENSG00000233674	2
MIR6079	0
SHMT1P1	0
ARTN	1
LINC02918	3
ENSG00000288573	0
IPO13	8
ENSG00000285649	2
DPH2	7
ATP6V0B	11
B4GALT2	14
CCDC24	3
SLC6A9	18
ENSG00000230615	11
ENSG00000227163	0
KRT8P47	0
RN7SL479P	18
KLF17	1
ENSG00000233514	2
KLF18	1
ENSG00000226804	0
OOSP1P1	0
ENSG00000227994	1
ENSG00000271329	0
DMAP1	19
ERI3	15
ERI3-IT1	0
RNU6-369P	0
RNF220	31
MIR5584	2
TMEM53	4
ARMH1	4
RNU5F-1	53
RNU5D-1	4
KIF2C	12
ENSG00000225721	0
RPS8	453
SNORD55	0
SNORD46	0
SNORD38A	9
SNORD38B	0
RPS15AP11	1
BEST4	3
PLK3	6
DYNLT4	0
BTBD19	5
PTCH2	1
RNU5E-6P	0
ENSG00000226499	0
EIF2B3	13
RNA5SP47	0
CCNB1IP1P1	0
PPIAP35	0
MRPS17P1	3
HECTD3	29
UROD	111
ZSWIM5	8
OSTCP5	0
LINC01144	2
HPDL	0
MUTYH	8
ENSG00000288208	0
TOE1	7
TESK2	6
PPIAP36	1
CCDC163	1
MMACHC	4
