Geneid	/mnt/efs/clusterfcs/data/tfm-esther/results/procesado-1/duplicates_rm/PP016_sorted_q10_rmDup.bam
ENSG00000227775	0
SLC35E2A	3
NADK	33
GNB1	680
GNB1-DT	6
CALML6	0
TMEM52	1
CFAP74	7
ENSG00000233542	0
GABRD	1
PRKCZ-DT	2
PRKCZ	9
ENSG00000271806	0
PRKCZ-AS1	1
FAAP20	17
ENSG00000234396	0
SKI	75
ENSG00000287356	1
MORN1	6
ENSG00000272161	0
ENSG00000269896	0
ENSG00000272420	0
RER1	14
PEX10	3
PLCH2	11
ENSG00000224387	0
ENSG00000229393	0
PANK4	5
HES5	2
ENSG00000272449	0
TNFRSF14-AS1	3
TNFRSF14	26
ENSG00000225931	2
ENSG00000228037	2
ENSG00000289610	0
PRXL2B	6
MMEL1	4
MMEL1-AS1	0
TTC34	6
ENSG00000285945	0
ENSG00000283259	0
ENSG00000233234	0
ENSG00000287396	0
ENSG00000231630	0
ENSG00000284745	0
ACTRT2	0
PRDM16-DT	5
PRDM16	9
MIR4251	0
ENSG00000226286	1
ENSG00000279839	1
ENSG00000272235	8
ENSG00000287828	0
ENSG00000286518	5
ARHGEF16	3
ENSG00000272088	0
MEGF6	6
MIR551A	0
ENSG00000238260	0
TPRG1L	32
WRAP73	9
TP73	4
TP73-AS3	0
TP73-AS2	0
TP73-AS1	6
ENSG00000276189	0
CCDC27	1
SMIM1	2
LRRC47	9
RN7SL574P	0
ENSG00000272153	0
CEP104	29
DFFB	7
C1orf174	24
LINC01134	3
LINC01346	1
LINC01345	0
LINC02780	0
ENSG00000284703	2
EEF1DP6	0
LINC01777	0
ENSG00000284694	0
ENSG00000227169	0
LINC01646	1
AJAP1	3
ENSG00000287586	0
ENSG00000284739	0
LINC02781	1
LINC02782	0
ENSG00000284616	0
ENSG00000284692	0
ENSG00000284666	6
ENSG00000260972	1
ENSG00000283356	0
ENSG00000236948	1
ENSG00000264341	0
MIR4689	0
NPHP4	7
KCNAB2	40
CHD5	8
ENSG00000285629	0
RPL22	210
RNF207-AS1	1
RNF207	2
ICMT	11
ICMT-DT	1
HES3	2
GPR153	7
ACOT7	23
ENSG00000271746	0
HES2	1
ESPN	24
MIR4252	0
ENSG00000231868	0
TNFRSF25	1
PLEKHG5	11
NOL9	20
RNU6-731P	0
ENSG00000229519	0
TAS1R1	1
ZBTB48	2
KLHL21	6
PHF13	7
THAP3	2
DNAJC11	21
LINC01672	0
ENSG00000284744	0
CAMTA1-DT	0
CAMTA1	181
ENSG00000227950	0
ENSG00000237365	0
RNU1-8P	0
CAMTA1-IT1	0
CAMTA1-AS2	1
CAMTA1-AS1	0
ENSG00000270171	0
ENSG00000270035	0
ENSG00000269978	0
VAMP3	193
ENSG00000269925	0
PER3	20
ENSG00000236266	0
UTS2	1
TNFRSF9	4
ENSG00000270330	0
PARK7	130
Y_RNA	3055
ENSG00000284747	0
ENSG00000284716	0
ERRFI1	6
ERRFI1-DT	0
ENSG00000232848	2
ENSG00000229305	0
ENSG00000288816	0
LINC01714	0
RNU1-7P	7
ENSG00000233645	2
RNU6-991P	0
SLC45A1	2
RERE	155
RERE-AS1	0
ENSG00000221083	0
ENSG00000270282	0
RPL7P11	1
RPL7P7	0
ENSG00000226545	0
ENSG00000228423	0
RPL23AP19	0
ENO1	279
MIR6728	0
ENO1-AS1	0
RNU6-304P	0
HMGN2P17	0
ENSG00000232208	0
ENSG00000232663	0
CA6	2
RN7SL451P	1
SLC2A7	0
SLC2A5	5
ENSG00000252404	0
GPR157	3
MIR34AHG	2
MIR34A	0
LNCTAM34A	0
H6PD	7
SPSB1	15
ENSG00000284652	1
LINC02606	0
RNA5SP40	0
ENSG00000235263	0
SLC25A33	4
ENSG00000231181	0
TMEM201	4
PIK3CD	60
PIK3CD-AS1	0
ENSG00000233268	0
PIK3CD-AS2	1
CLSTN1	6
MZT1P1	0
ENSG00000280113	1
CTNNBIP1	31
ENSG00000223989	0
ENSG00000285701	0
LZIC	126
ENSG00000228150	1
NMNAT1	13
RN7SKP269	0
TMEM274P	0
MIR5697	0
ENSG00000241326	0
RBP7	15
UBE4B	65
ENSG00000224340	0
PGAM1P11	0
RNU6-828P	0
KIF1B	80
ENSG00000264881	0
RNU6-37P	5
RN7SL731P	0
ENSG00000284735	0
ENSG00000284642	1
PGD	254
ENSG00000271989	0
CENPS-CORT	0
CENPS	0
CORT	0
DFFA	6
ENSG00000203469	0
PEX14	10
ENSG00000287727	0
RN7SL614P	0
CASZ1	6
ENSG00000272078	1
HSPE1P24	0
C1orf127	1
CFL1P6	1
TARDBP	35
MASP2	2
SRM	19
EXOSC10	24
ENSG00000226849	0
EXOSC10-AS1	0
MTOR	19
MTOR-AS1	0
RNU6-537P	0
ANGPTL7	2
RNU6-291P	0
RPL39P6	0
UBIAD1	5
UBE2V2P3	0
ENSG00000284646	0
MTCYBP45	0
DISP3	4
ENSG00000285833	0
LINC01647	0
ENSG00000284708	0
FBXO2	4
FBXO44	8
FBXO6	1
MAD2L2	12
DRAXIN	2
AGTRAP	4
C1orf167	7
C1orf167-AS1	0
MTHFR	24
CLCN6	16
ENSG00000276470	0
ENSG00000278852	0
NPPA	1
ENSG00000275915	0
NPPB	0
SBF1P2	0
ENSG00000285646	7
RNU5E-1	0
RNU5E-4P	4
KIAA2013	5
PLOD1	6
ENSG00000287384	0
MFN2	311
ENSG00000270914	0
MIIP	7
MIR6729	0
RN7SL649P	0
TNFRSF8	8
RNU6-777P	0
RPL23AP89	0
ENSG00000285604	0
MIR7846	0
TNFRSF1B	10
MIR4632	0
RPL10P17	0
SNORA70	0
VPS13D	72
SNORA59A	0
LINC02766	2
DHRS3	74
RNU6ATAC18P	0
MIR6730	0
ENSG00000288927	1
ENSG00000272482	2
AADACL4	0
ENSG00000226166	0
AADACL3	0
CFAP107	1
PRAMEF12	0
PRAMEF1	1
LINC01784	0
PRAMEF11	0
PRAMEF30P	0
HNRNPCL1	1
PRAMEF2	0
PRAMEF4	0
PRAMEF10	0
PRAMEF7	0
RNU6-1072P	0
PRAMEF29P	0
PRAMEF6	0
PRAMEF28P	0
PRAMEF27	0
HNRNPCL3	0
PRAMEF25	0
PRAMEF34P	0
PRAMEF35P	0
HNRNPCL2	0
PRAMEF36P	0
ENSG00000233336	0
PRAMEF26	0
HNRNPCL4	0
PRAMEF9	0
PRAMEF13	0
PRAMEF18	0
PRAMEF31P	0
PRAMEF5	0
PRAMEF32P	0
RNU6-771P	0
PRAMEF8	0
PRAMEF33	0
PRAMEF15	0
ENSG00000228229	0
PRAMEF14	0
PRAMEF19	0
PRAMEF17	0
PRAMEF20	0
LRRC38	2
ENSG00000259961	0
BRWD1P1	0
PDPN	1
RNA5SP41	0
ENSG00000237445	0
ENSG00000253085	0
PRDM2	116
ENSG00000289380	0
KAZN	21
RNU6-1265P	0
ENSG00000231606	1
KAZN-AS1	0
TBCAP2	0
ENSG00000287756	0
TMEM51-AS1	3
TMEM51	2
TMEM51-AS2	0
MFFP1	1
ZBTB2P1	0
FHAD1	2
FHAD1-AS1	0
ENSG00000236045	0
EFHD2-AS1	3
EFHD2	125
CTRC	3
CELA2A	0
CELA2B	0
CASP9	31
DNAJC16	124
SCARNA21B	0
ENSG00000272510	0
AGMAT	3
ENSG00000237301	0
CHCHD2P6	0
RNU7-179P	0
CD24P1	0
DDI2	75
RSC1A1	0
ENSG00000271742	0
PLEKHM2	33
ENSG00000237938	0
SLC25A34	1
SLC25A34-AS1	0
TMEM82	1
FBLIM1	5
RPL12P14	0
UQCRHL	19
ENSG00000178715	1
FLJ37453	10
SPEN	122
ENSG00000270620	0
ZBTB17	8
ENSG00000234607	0
ENSG00000231353	0
ENSG00000275503	0
TBC1D3P6	0
SRARP	0
ENSG00000233078	0
HSPB7	2
CLCNKA	1
ENSG00000232456	0
CLCNKB	2
FAM131C	8
EPHA2	7
EPHA2-AS1	1
ENSG00000224621	1
ARHGEF19-AS1	0
ARHGEF19	3
ANO7L1	4
ENSG00000288398	1
CPLANE2	3
MT1XP1	2
FBXO42	11
SZRD1	94
RPL22P3	0
SPATA21	2
NECAP2	45
LINC01772	0
CROCCP3	0
RNU1-1	1
ENSG00000261135	1
ENSG00000285853	0
ENSG00000224174	0
LINC01783	0
RNU1-6P	0
PDE4DIPP8	0
NBPF1	14
ENSG00000271732	0
CROCCP2	9
ENSG00000283773	0
MST1P2	1
ENSG00000282143	0
RNU1-3	0
ENSG00000280114	0
EIF1AXP1	1
ESPNP	0
ENSG00000279151	0
ENSG00000282740	0
CROCC	13
CROCCP4	0
RNU1-4	0
MST1L	1
ENSG00000223643	0
PDE4DIPP9	0
MIR3675	0
ENSG00000228549	10
RNU1-5P	0
ENSG00000238142	0
ENSG00000235241	0
RNU1-2	4
ENSG00000272426	0
MFAP2	2
ENSG00000286898	0
ENSG00000226526	2
ATP13A2	3
ENSG00000288636	0
SDHB	24
PADI2	9
LINC02783	1
ENSG00000282843	0
PADI1	1
PADI3	1
MIR3972	0
PADI4	53
PADI6	7
RCC2-AS1	0
RCC2	67
ARHGEF10L	5
LINC02810	0
ACTL8	0
ENSG00000284653	0
LINC01654	0
IGSF21	0
ENSG00000280222	3
IGSF21-AS1	0
ENSG00000225387	0
KLHDC7A	3
DYNLL1P3	0
ENSG00000225478	0
PAX7	5
TAS1R2	0
ALDH4A1	1
MIR4695	0
MIR1290	0
IFFO2	10
ENSG00000272084	0
UBR4	160
EMC1-AS1	0
EMC1	8
MRTO4	11
ENSG00000286064	0
AKR7L	0
AKR7A3	0
ENSG00000270728	3
AKR7A2	24
RNU6-1099P	1
SLC66A1	1
CAPZB	418
RN7SL277P	2
MICOS10	5
RNU4-28P	0
MICOS10-DT	0
NBL1	2
MICOS10-NBL1	0
ENSG00000226396	3
HTR6	6
TMCO4	0
RNF186	0
RNF186-AS1	0
OTUD3	7
PLA2G2E	3
RN7SL304P	0
PLA2G2A	2
PLA2G5	7
PLA2G2D	0
PLA2G2F	1
ENSG00000227066	0
PLA2G2C	4
UBXN10	1
LINC01757	0
ENSG00000284710	0
VWA5B1	3
ENSG00000226664	0
LINC01141	2
ENSG00000226487	0
ENSG00000284641	0
ENSG00000284743	0
CAMK2N1	1
ENSG00000289402	2
MUL1	4
RPS4XP4	0
FAM43B	1
CDA	13
PINK1	14
MIR6084	0
PINK1-AS	0
DDOST	9
KIF17	7
ENSG00000235432	0
SH2D5	1
ENSG00000233069	1
HP1BP3	194
EIF4G3	969
RNU7-200P	0
MIR1256	0
RPS15AP6	0
ENSG00000236073	0
HSPE1P27	0
ENSG00000287192	0
ECE1	222
ENSG00000236936	9
ECE1-AS1	1
PPP1R11P1	0
PDE4DIPP10	0
ENSG00000236009	1
NBPF2P	0
HS6ST1P1	1
CROCCP5	0
NBPF3	24
PFN1P10	0
ALPL	3
ENSG00000289715	0
LINC02596	0
RAP1GAP	6
USP48	132
ENSG00000231978	0
LDLRAD2	0
HSPG2	13
ENSG00000232037	1
ENSG00000283234	0
CELA3B	0
ENSG00000285959	0
RN7SL386P	0
RNU6-1022P	0
CELA3A	0
RN7SL186P	0
RNU6-776P	0
LINC01635	8
LINC00339	1
ENSG00000289694	0
CDC42-AS1	1
ENSG00000285794	0
CDC42	15
CDC42-IT1	0
MPHOSPH6P1	0
WNT4	2
ENSG00000285873	0
MIR4418	0
PPIAP34	0
ENSG00000279625	0
ZBTB40	24
ZBTB40-IT1	0
EPHA8	5
MIR6127	0
C1QA	3
ENSG00000289692	0
C1QC	2
C1QB	4
EPHB2	7
MIR4684	0
ENSG00000225952	0
MIR4253	0
LACTBL1	0
TEX46	1
KDM1A	107
ENSG00000240553	0
MIR3115	0
ENSG00000266802	0
LUZP1	35
ENSG00000229010	0
RNU6-514P	0
RNU6-135P	0
ENSG00000289014	0
HTR1D	0
ENSG00000215381	0
LINC01355	0
ENSG00000284726	1
HNRNPR	125
ZNF436	9
ZNF436-AS1	1
ENSG00000271420	0
TCEA3	10
ENSG00000232482	0
ASAP3	8
E2F2	27
ENSG00000235052	0
ID3	9
ENSG00000285802	0
MDS2	5
ENSG00000229239	0
RPL11	611
ELOA-AS1	3
ELOA	18
PITHD1	46
LYPLA2	14
GALE	5
HMGCL	16
FUCA1	3
CNR2	1
BTBD6P1	0
ENSG00000232557	0
MIR378F	0
H3P1	1
PNRC2	81
SRSF10	62
ENSG00000215905	0
ENSG00000225315	0
MYOM3	17
MYOM3-AS1	0
IL22RA1	0
IFNLR1	3
GRHL3	7
LINC02800	0
GRHL3-AS1	0
STPG1	2
NIPAL3	24
ENSG00000288982	0
RCAN3AS	4
RCAN3	130
NCMAP-DT	0
NCMAP	0
ENSG00000227312	0
SRRM1	156
ENSG00000284699	1
CLIC4	356
RNU6-1208P	1
RUNX3	50
MIR6731	0
RUNX3-AS1	0
ENSG00000261025	0
MIR4425	0
LINC02793	0
ENSG00000233755	0
IFITM3P7	0
ENSG00000231953	0
SYF2	140
ENSG00000284602	1
ENSG00000284657	0
RSRP1	47
ENSG00000272432	0
ENSG00000261349	1
RHD	29
SDHDP6	0
ENSG00000259984	0
TMEM50A	253
RHCE	7
ENSG00000238084	0
MACO1	41
LDLRAP1	308
ENSG00000225643	0
MAN1C1	9
ENSG00000233478	1
SELENON	69
ENSG00000255054	0
ENSG00000228172	4
MTFR1L	87
ENSG00000272478	0
AUNIP	1
ENSG00000236528	1
PAQR7	15
STMN1	21
SNRPFP2	0
ENSG00000223624	0
MIR3917	0
PAFAH2	10
RNU6-110P	0
ENSG00000252190	0
ENSG00000252691	0
EXTL1	6
SLC30A2	5
ENSG00000284309	0
TRIM63	1
PDIK1L	15
FAM110D	1
C1orf232	2
ZNF593OS	1
ZNF593	0
CNKSR1	8
CATSPER4	1
ZPLD2P	0
ENSG00000278572	0
CEP85	21
ENSG00000270733	0
SH3BGRL3	2202
UBXN11	64
CD52	54
CRYBG2	4
ENSG00000225854	0
ZNF683	0
LIN28A	1
DHDDS	10
ENSG00000223583	0
DHDDS-AS1	2
HMGN2	74
DPPA2P2	1
RPS6KA1	43
MIR1976	0
RN7SL679P	3
RNU7-29P	0
ENSG00000289452	0
ENSG00000229247	0
ENSG00000238316	0
ENSG00000235069	0
ENSG00000260063	0
ARID1A	205
PIGV	0
RN7SL165P	0
ENSG00000287810	0
ZDHHC18	16
SFN	1
GPN2	6
ENSG00000226698	0
ENSG00000289554	1
GPATCH3	8
NUDC	136
NR0B2	0
KDF1	0
RPL12P13	0
RPL32P6	0
OSTCP2	0
TRNP1	0
TENT5B	0
SLC9A1	70
ENSG00000229985	0
CHCHD3P3	0
NPM1P39	4
SNRPEP7	0
WDTC1-DT	0
WDTC1	62
ENSG00000243659	0
TMEM222	10
RNU6-48P	0
ACTG1P20	0
SYTL1	11
MAP3K6	6
FCN3	4
CD164L2	0
ENSG00000231207	0
GPR3	3
WASF2	178
ENSG00000241169	0
ENSG00000237429	1
AHDC1	16
FGR	42
ENSG00000235912	1
LINC02574	1
IFI6	1
ENSG00000225886	0
RNU6-949P	0
CHMP1AP1	0
RNU6-424P	0
ENSG00000287244	1
FAM76A	3
ENSG00000231344	0
RPEP3	0
STX12	20
ENSG00000269971	0
ENSG00000270031	0
RNU6-1245P	0
ENSG00000286433	0
PPP1R8	29
SCARNA1	1
THEMIS2	31
RPA2	20
SMPDL3B	1
ENSG00000227050	0
XKR8	6
EYA3	32
ENSG00000238231	0
RN7SL559P	1
SPCS2P4	0
ENSG00000228943	0
ENSG00000289576	0
ENSG00000214812	0
RNU6-176P	0
PTAFR	36
DNAJC8	69
ATP5IF1	96
ENSG00000270605	6
ENSG00000271398	2
SESN2	4
MED18	7
PHACTR4	70
ENSG00000229820	1
RNU6ATAC27P	0
RCC1	8
SNHG3	1
SNORA73A	0
SNORA73B	20
PRDX3P2	0
ENSG00000279443	2
TRNAU1AP	9
SNHG12	12
SNORD99	2
SNORA61	0
SNORA44	0
SNORA16A	0
TAF12	20
RAB42	2
TAF12-DT	0
ENSG00000270103	0
RNU11	0
GMEB1	20
ENSG00000252777	0
ENSG00000289291	1
YTHDF2	48
OPRD1	6
ENSG00000233427	1
EPB41	1368
ENSG00000225616	1
Metazoa_SRP	42
TMEM200B	0
ENSG00000225750	0
SRSF4	149
ENSG00000277916	0
MECR	12
ENSG00000237934	0
PTPRU	9
LINC01756	0
ENSG00000225011	0
ENSG00000228176	0
ENSG00000284676	1
ENSG00000270927	0
LINC01648	0
ENSG00000233372	0
ENSG00000231251	0
ENSG00000236335	2
ENSG00000231949	0
ENSG00000289710	0
MATN1	1
MATN1-AS1	4
ENSG00000287510	0
LAPTM5	204
MIR4420	0
ENSG00000229607	0
LINC01778	0
RN7SKP91	0
ENSG00000235143	1
SDC3	0
RN7SL371P	0
PUM1	59
ENSG00000237329	0
ENSG00000232768	0
SELENOWP1	0
ENSG00000225142	0
NKAIN1	0
SNRNP40	15
ENSG00000229447	0
ZCCHC17	240
ENSG00000229044	0
FABP3	6
SERINC2	13
ENSG00000215899	0
RNU6-40P	0
LDC1P	0
LINC01226	0
ENSG00000229167	0
TINAGL1	5
HCRTR1	3
PEF1	18
PEF1-AS1	0
ENSG00000264078	0
COL16A1	5
ADGRB2	10
MIR4254	0
ENSG00000254545	3
SPOCD1	65
ENSG00000203620	2
ENSG00000269967	1
PTP4A2	852
ENSG00000288678	0
ENSG00000228634	0
ENSG00000284702	1
KHDRBS1	81
ENSG00000203325	0
TMEM39B	10
MIR5585	0
KPNA6	45
ENSG00000250135	0
TXLNA	29
CCDC28B	5
ENSG00000224066	0
IQCC	0
DCDC2B	0
TMEM234	2
EIF3I	39
MTMR9LP	2
FAM167B	2
LCK	35
HDAC1	39
MARCKSL1	25
ENSG00000233775	0
TSSK3	2
FAM229A	1
BSDC1	121
GAPDHP20	1
ENSG00000270850	0
LRRC37A12P	0
RN7SL122P	4
ENSG00000254553	0
ZBTB8B	1
ZBTB8A	0
ZBTB8OS	28
RBBP4	93
SYNC	0
ENSG00000224409	0
KIAA1522	6
YARS1	18
S100PBP	11
FNDC5	2
HPCA	0
TMEM54	0
ENSG00000287691	0
RNF19B	30
ENSG00000278966	2
ENSG00000217644	1
ENSG00000239670	0
ENSG00000236065	0
AK2	30
AZIN2	3
ENSG00000278997	1
TRIM62	4
ENSG00000279179	2
ENSG00000284721	0
ZNF362	35
ENSG00000270115	0
A3GALT2	1
ENSG00000225313	1
PHC2	23
MIR3605	0
RN7SKP16	1
PHC2-AS1	0
TLR12P	1
ZSCAN20	11
ENSG00000235907	0
CSMD2	59
HSPD1P14	1
HMGB4	0
CSMD2-AS1	1
RNA5SP42	3
C1orf94	2
ENSG00000270241	0
ENSG00000287703	0
MIR552	0
SMIM12	17
GJB5	4
GJB4	1
ENSG00000255811	0
GJB3	0
GJA4	4
ENSG00000230163	0
DLGAP3	3
ENSG00000284773	1
GPR199P	0
ENSG00000271741	0
TMEM35B	1
ZMYM6	4
ZMYM1	5
RPL12P45	0
EFCAB14P1	0
ENSG00000284640	0
SFPQ	141
ZMYM4	95
RN7SL503P	0
SNORA62	0
RPL5P4	5
ZMYM4-AS1	0
KIAA0319L	13
ENSG00000236274	0
NCDN	2
TFAP2E-AS1	0
TFAP2E	1
PSMB2	18
C1orf216	13
CLSPN	18
ENSG00000232335	0
AGO4	39
AGO1	130
CFAP97P1	0
ENSG00000286899	0
ENSG00000271914	0
AGO3	19
ENSG00000271554	1
ENSG00000232862	0
TEKT2	1
ADPRS	8
COL8A2	3
TRAPPC3	9
MAP7D1	45
RN7SL131P	0
THRAP3	150
UBE2V2P4	0
SH3D21	7
EVA1B	0
ENSG00000286379	4
STK40	329
LSM10	7
RNU4-27P	0
OSCP1	0
SNORA63C	0
MRPS15	21
CSF3R	16
FTLP18	0
ENSG00000284705	2
ENSG00000284720	1
ENSG00000234481	0
GRIK3	1
ENSG00000284650	0
ENSG00000223944	0
MIR4255	0
RNU6-636P	0
RNA5SP43	0
RPS29P6	0
ZC3H12A-DT	12
ZC3H12A	5
MIR6732	0
MEAF6	36
MIR5581	0
SNIP1	8
FTH1P1	1
ENSG00000237749	0
DNALI1	4
GNL2	33
ENSG00000284748	0
RSPO1	1
C1orf109	11
CDCA8	5
EPHA10	5
ACTN4P2	0
ENSG00000227416	0
MANEAL	1
ENSG00000233728	0
YRDC	1
C1orf122	4
MTF1	9
ENSG00000235673	0
ENSG00000230955	0
INPP5B	35
SNORA63	6
RNU6-584P	0
SF3A3	37
RNU6-510P	1
FHL3	15
UTP11	11
POU3F1	2
MIR3659HG	1
ENSG00000223589	0
MIR3659	0
LINC02786	1
ENSG00000286552	0
ENSG00000287987	0
LINC01343	0
ENSG00000275350	0
RNU6-753P	0
LINC01685	1
HSPA5P1	0
ENSG00000284632	1
RRAGC	8
ENSG00000273637	0
RRAGC-DT	2
MYCBP	21
ENSG00000274944	0
GJA9	0
RHBDL2	1
RNU6-605P	0
EIF1P2	0
AKIRIN1	67
NDUFS5	114
MACF1	473
RNU6-608P	0
RNA5SP44	1
ENSG00000287422	1
ENSG00000226438	0
HSPE1P8	0
BMP8A	1
OXCT2P1	0
PPIEL	5
PABPC4	46
PABPC4-AS1	0
SNORA55	0
HEYL	0
ENSG00000225903	0
NT5C1A	1
HPCAL4	4
PPIE	47
ENSG00000225333	0
RNU7-121P	0
ENSG00000289711	0
BMP8B	5
OXCT2	0
BMP8B-AS1	0
ENSG00000261798	1
ENSG00000229213	0
ENSG00000284719	3
LINC02811	0
TRIT1	9
MYCL	6
MYCL-AS1	0
MFSD2A	4
ENSG00000228477	0
CAP1	907
PPT1	9
OAZ1P1	1
RLF	30
RNU6-1237P	0
TMCO2	0
ZMPSTE24-DT	4
ZMPSTE24	33
ENSG00000231296	0
COL9A2	9
ENSG00000227311	0
SMAP2	93
ENSG00000213172	0
ENSG00000284677	0
ZFP69B	0
ENSG00000260920	0
ENSG00000279667	0
ZFP69	1
EXO5-DT	0
EXO5	1
ENSG00000227278	0
ENSG00000238186	0
ZNF684	2
ENSG00000286838	1
ENSG00000236505	0
GTF2F2P2	0
RIMS3	4
ENSG00000287743	0
ENSG00000237899	1
NFYC-AS1	0
NFYC	38
MIR30E	4
MIR30C1	0
KCNQ4	5
RN7SL326P	2
CITED4	1
ENSG00000229528	0
ENSG00000228940	0
ENSG00000286668	0
UBE2V1P8	0
CTPS1	21
SLFNL1-AS1	0
SLFNL1	1
SCMH1	44
RPL23AP17	0
ENSG00000287400	0
SCMH1-DT	0
ENSG00000213987	0
ENSG00000286640	2
FOXO6	4
FOXO6-AS1	2
RNA5SP45	2
EDN2	1
HIVEP3	29
ENSG00000230881	0
ENSG00000230638	2
ENSG00000284895	0
ENSG00000287587	1
HNRNPFP1	0
ENSG00000228776	0
GUCA2B	0
GUCA2A	0
FOXJ3	32
ENSG00000227527	0
RIMKLA	6
ENSG00000235002	0
ZMYND12	10
PPCS	50
CCDC30	15
RPS3AP11	0
TMSB4XP1	14
RNU6-536P	0
ENSG00000236180	1
PPIH	1
ENSG00000285728	3
ENSG00000234917	0
YBX1	717
CLDN19	1
P3H1	3
C1orf50	4
ENSG00000283580	0
ENSG00000228452	0
TMEM269	3
SVBP	22
ERMAP	28
ZNF691-DT	1
ZNF691	5
ENSG00000233708	0
MKRN8P	1
ATP6V1E1P1	0
ENSG00000288955	0
SLC2A1	82
ATP6V0CP4	0
SLC2A1-DT	1
ENSG00000283973	0
RNU6-880P	0
ENSG00000277513	0
FAM183A	0
EBNA1BP2	12
MIR6733	0
CFAP57	4
RNA5SP46	0
TMEM125	2
C1orf210	1
TIE1	8
MPL	319
ENSG00000287113	0
CDC20-DT	4
CDC20	1
ELOVL1	10
MIR6734	0
ENSG00000288772	0
MED8	10
MED8-AS1	0
SZT2	21
SZT2-AS1	0
MIR6735	0
HYI	0
HYI-AS1	0
PTPRF	53
KDM4A	5
ENSG00000284989	0
KDM4A-AS1	1
ST3GAL3	27
ST3GAL3-AS1	0
ENSG00000233674	0
MIR6079	0
SHMT1P1	0
ARTN	2
LINC02918	1
ENSG00000288573	2
IPO13	5
ENSG00000285649	0
DPH2	4
ATP6V0B	7
B4GALT2	2
CCDC24	2
SLC6A9	5
ENSG00000230615	6
ENSG00000227163	0
KRT8P47	0
RN7SL479P	14
KLF17	1
ENSG00000233514	0
KLF18	0
ENSG00000226804	0
OOSP1P1	1
ENSG00000227994	0
ENSG00000271329	0
DMAP1	13
ERI3	18
ERI3-IT1	1
RNU6-369P	0
RNF220	16
MIR5584	0
TMEM53	1
ARMH1	4
RNU5F-1	12
RNU5D-1	0
KIF2C	5
ENSG00000225721	0
RPS8	527
SNORD55	0
SNORD46	0
SNORD38A	11
SNORD38B	0
RPS15AP11	1
BEST4	1
PLK3	5
DYNLT4	1
BTBD19	3
PTCH2	2
RNU5E-6P	0
ENSG00000226499	0
EIF2B3	4
RNA5SP47	0
CCNB1IP1P1	0
PPIAP35	0
MRPS17P1	0
HECTD3	17
UROD	26
ZSWIM5	8
OSTCP5	0
LINC01144	2
HPDL	0
MUTYH	2
ENSG00000288208	0
TOE1	2
TESK2	9
PPIAP36	0
CCDC163	0
MMACHC	2
