Geneid	/mnt/efs/clusterfcs/data/tfm-esther/results/procesado-1/duplicates_rm/PP002_sorted_q10_rmDup.bam
DFFB	6
C1orf174	41
LINC01134	0
LINC01346	0
LINC01345	0
LINC02780	0
ENSG00000284703	1
EEF1DP6	0
LINC01777	0
ENSG00000284694	1
ENSG00000227169	0
LINC01646	0
AJAP1	2
ENSG00000287586	0
ENSG00000284739	0
LINC02781	2
LINC02782	0
ENSG00000284616	0
ENSG00000284692	1
ENSG00000284666	4
ENSG00000260972	0
ENSG00000283356	0
ENSG00000236948	0
ENSG00000264341	0
MIR4689	0
NPHP4	8
KCNAB2	75
CHD5	5
ENSG00000285629	0
RPL22	211
RNF207-AS1	1
RNF207	3
ICMT	9
ICMT-DT	2
HES3	1
GPR153	4
ACOT7	35
ENSG00000271746	0
HES2	3
ESPN	6
MIR4252	0
ENSG00000231868	0
TNFRSF25	0
PLEKHG5	15
NOL9	29
RNU6-731P	0
ENSG00000229519	0
TAS1R1	0
ZBTB48	4
KLHL21	6
PHF13	8
THAP3	4
DNAJC11	14
LINC01672	0
ENSG00000284744	0
CAMTA1-DT	1
CAMTA1	469
ENSG00000227950	0
ENSG00000237365	0
RNU1-8P	2
CAMTA1-IT1	0
CAMTA1-AS2	0
CAMTA1-AS1	0
ENSG00000270171	0
ENSG00000270035	0
ENSG00000269978	0
VAMP3	429
ENSG00000269925	0
PER3	32
ENSG00000236266	0
UTS2	0
TNFRSF9	3
ENSG00000270330	1
PARK7	243
Y_RNA	5183
ENSG00000284747	1
ENSG00000284716	0
ERRFI1	3
ERRFI1-DT	0
ENSG00000232848	0
ENSG00000229305	0
ENSG00000288816	0
LINC01714	0
RNU1-7P	9
ENSG00000233645	2
RNU6-991P	0
SLC45A1	2
RERE	233
RERE-AS1	0
ENSG00000221083	0
ENSG00000270282	0
RPL7P11	0
RPL7P7	0
ENSG00000226545	0
ENSG00000228423	0
RPL23AP19	0
ENO1	261
MIR6728	0
ENO1-AS1	0
RNU6-304P	0
HMGN2P17	0
ENSG00000232208	0
ENSG00000232663	1
CA6	1
RN7SL451P	0
SLC2A7	1
SLC2A5	3
ENSG00000252404	0
GPR157	1
MIR34AHG	2
MIR34A	0
LNCTAM34A	0
H6PD	5
SPSB1	34
ENSG00000284652	0
LINC02606	1
RNA5SP40	0
ENSG00000235263	0
SLC25A33	2
ENSG00000231181	0
TMEM201	4
PIK3CD	80
PIK3CD-AS1	2
ENSG00000233268	0
PIK3CD-AS2	1
CLSTN1	16
MZT1P1	0
ENSG00000280113	0
CTNNBIP1	43
ENSG00000223989	0
ENSG00000285701	2
LZIC	281
ENSG00000228150	0
NMNAT1	20
RN7SKP269	0
TMEM274P	0
MIR5697	0
ENSG00000241326	0
RBP7	15
UBE4B	80
ENSG00000224340	0
PGAM1P11	0
RNU6-828P	0
KIF1B	73
ENSG00000264881	0
RNU6-37P	7
RN7SL731P	0
ENSG00000284735	0
ENSG00000284642	0
PGD	297
ENSG00000271989	0
CENPS-CORT	0
CENPS	0
CORT	1
DFFA	17
ENSG00000203469	0
PEX14	6
ENSG00000287727	0
RN7SL614P	0
CASZ1	10
ENSG00000272078	0
HSPE1P24	0
C1orf127	0
CFL1P6	0
TARDBP	56
MASP2	3
SRM	19
EXOSC10	40
ENSG00000226849	0
EXOSC10-AS1	0
MTOR	24
MTOR-AS1	0
RNU6-537P	0
ANGPTL7	0
RNU6-291P	0
RPL39P6	0
UBIAD1	7
UBE2V2P3	0
ENSG00000284646	0
MTCYBP45	0
DISP3	3
ENSG00000285833	0
LINC01647	0
ENSG00000284708	0
FBXO2	0
FBXO44	7
FBXO6	2
MAD2L2	15
DRAXIN	0
AGTRAP	8
C1orf167	1
C1orf167-AS1	0
MTHFR	20
CLCN6	16
ENSG00000276470	0
ENSG00000278852	0
NPPA	3
ENSG00000275915	0
NPPB	1
SBF1P2	0
ENSG00000285646	5
RNU5E-1	0
RNU5E-4P	0
KIAA2013	25
PLOD1	15
ENSG00000287384	0
MFN2	938
ENSG00000270914	0
MIIP	13
MIR6729	0
RN7SL649P	0
TNFRSF8	10
RNU6-777P	0
RPL23AP89	0
ENSG00000285604	0
MIR7846	0
TNFRSF1B	14
MIR4632	0
RPL10P17	0
SNORA70	1
VPS13D	80
SNORA59A	0
LINC02766	2
DHRS3	106
RNU6ATAC18P	0
MIR6730	0
ENSG00000288927	4
ENSG00000272482	2
AADACL4	0
ENSG00000226166	0
AADACL3	0
CFAP107	0
PRAMEF12	0
PRAMEF1	0
LINC01784	0
PRAMEF11	0
PRAMEF30P	0
HNRNPCL1	0
PRAMEF2	0
PRAMEF4	0
PRAMEF10	0
PRAMEF7	0
RNU6-1072P	0
PRAMEF29P	0
PRAMEF6	0
PRAMEF28P	0
PRAMEF27	0
HNRNPCL3	0
PRAMEF25	0
PRAMEF34P	0
PRAMEF35P	0
HNRNPCL2	0
PRAMEF36P	0
ENSG00000233336	0
PRAMEF26	0
HNRNPCL4	0
PRAMEF9	0
PRAMEF13	0
PRAMEF18	0
PRAMEF31P	0
PRAMEF5	0
PRAMEF32P	0
RNU6-771P	0
PRAMEF8	0
PRAMEF33	0
PRAMEF15	0
ENSG00000228229	0
PRAMEF14	0
PRAMEF19	0
PRAMEF17	0
PRAMEF20	0
LRRC38	2
ENSG00000259961	1
BRWD1P1	0
PDPN	1
RNA5SP41	0
ENSG00000237445	0
ENSG00000253085	0
PRDM2	172
ENSG00000289380	0
KAZN	16
RNU6-1265P	0
ENSG00000231606	0
KAZN-AS1	0
TBCAP2	0
ENSG00000287756	0
TMEM51-AS1	1
TMEM51	1
TMEM51-AS2	0
MFFP1	0
ZBTB2P1	0
FHAD1	0
FHAD1-AS1	0
ENSG00000236045	2
EFHD2-AS1	0
EFHD2	216
CTRC	1
CELA2A	0
CELA2B	1
CASP9	82
DNAJC16	287
SCARNA21B	0
ENSG00000272510	0
AGMAT	3
ENSG00000237301	0
CHCHD2P6	0
RNU7-179P	0
CD24P1	0
DDI2	124
RSC1A1	0
ENSG00000271742	0
PLEKHM2	28
ENSG00000237938	0
SLC25A34	0
SLC25A34-AS1	0
TMEM82	0
FBLIM1	0
RPL12P14	0
UQCRHL	35
ENSG00000178715	0
FLJ37453	9
SPEN	233
ENSG00000270620	0
ZBTB17	20
ENSG00000234607	0
ENSG00000231353	0
ENSG00000275503	0
TBC1D3P6	0
SRARP	0
ENSG00000233078	0
HSPB7	0
CLCNKA	0
ENSG00000232456	0
CLCNKB	0
FAM131C	12
EPHA2	3
EPHA2-AS1	0
ENSG00000224621	0
ARHGEF19-AS1	0
ARHGEF19	1
ANO7L1	2
ENSG00000288398	0
CPLANE2	0
MT1XP1	0
FBXO42	18
SZRD1	94
RPL22P3	0
SPATA21	0
NECAP2	77
LINC01772	1
CROCCP3	3
RNU1-1	0
ENSG00000261135	1
ENSG00000285853	0
ENSG00000224174	0
LINC01783	0
RNU1-6P	0
PDE4DIPP8	0
NBPF1	17
ENSG00000271732	0
CROCCP2	12
ENSG00000283773	0
MST1P2	0
ENSG00000282143	0
RNU1-3	0
ENSG00000280114	0
EIF1AXP1	1
ESPNP	1
ENSG00000279151	0
ENSG00000282740	0
CROCC	11
CROCCP4	0
RNU1-4	2
MST1L	0
ENSG00000223643	0
PDE4DIPP9	0
MIR3675	0
ENSG00000228549	11
RNU1-5P	0
ENSG00000238142	1
ENSG00000235241	0
RNU1-2	1
ENSG00000272426	0
MFAP2	0
ENSG00000286898	0
ENSG00000226526	3
ATP13A2	13
ENSG00000288636	0
SDHB	31
PADI2	19
LINC02783	0
ENSG00000282843	0
PADI1	0
PADI3	0
MIR3972	0
PADI4	115
PADI6	1
RCC2-AS1	0
RCC2	78
ARHGEF10L	6
LINC02810	0
ACTL8	2
ENSG00000284653	0
LINC01654	0
IGSF21	1
ENSG00000280222	0
IGSF21-AS1	0
ENSG00000225387	0
KLHDC7A	0
DYNLL1P3	0
ENSG00000225478	0
PAX7	0
TAS1R2	0
ALDH4A1	4
MIR4695	0
MIR1290	0
IFFO2	10
ENSG00000272084	0
UBR4	277
EMC1-AS1	0
EMC1	2
MRTO4	10
ENSG00000286064	0
AKR7L	0
AKR7A3	0
ENSG00000270728	0
AKR7A2	25
RNU6-1099P	0
SLC66A1	3
CAPZB	480
RN7SL277P	0
MICOS10	12
RNU4-28P	0
MICOS10-DT	0
NBL1	3
MICOS10-NBL1	0
ENSG00000226396	1
HTR6	1
TMCO4	5
RNF186	0
RNF186-AS1	0
OTUD3	14
PLA2G2E	1
RN7SL304P	0
PLA2G2A	0
PLA2G5	0
PLA2G2D	0
PLA2G2F	2
ENSG00000227066	0
PLA2G2C	0
UBXN10	0
LINC01757	0
ENSG00000284710	0
VWA5B1	4
ENSG00000226664	1
LINC01141	0
ENSG00000226487	0
ENSG00000284641	0
ENSG00000284743	0
CAMK2N1	3
ENSG00000289402	0
MUL1	3
RPS4XP4	0
FAM43B	1
CDA	10
PINK1	15
MIR6084	0
PINK1-AS	0
DDOST	13
KIF17	4
ENSG00000235432	0
SH2D5	0
ENSG00000233069	0
HP1BP3	423
EIF4G3	1609
RNU7-200P	0
MIR1256	0
RPS15AP6	0
ENSG00000236073	1
HSPE1P27	0
ENSG00000287192	0
ECE1	291
ENSG00000236936	14
ECE1-AS1	0
PPP1R11P1	0
PDE4DIPP10	0
ENSG00000236009	0
NBPF2P	0
HS6ST1P1	0
CROCCP5	0
NBPF3	13
PFN1P10	0
ALPL	3
ENSG00000289715	0
LINC02596	0
RAP1GAP	2
USP48	338
ENSG00000231978	0
LDLRAD2	0
HSPG2	6
ENSG00000232037	0
ENSG00000283234	0
CELA3B	0
ENSG00000285959	0
RN7SL386P	0
RNU6-1022P	0
CELA3A	0
RN7SL186P	0
RNU6-776P	0
LINC01635	12
LINC00339	1
ENSG00000289694	0
CDC42-AS1	0
ENSG00000285794	0
CDC42	14
CDC42-IT1	0
MPHOSPH6P1	0
WNT4	1
ENSG00000285873	0
MIR4418	0
PPIAP34	0
ENSG00000279625	0
ZBTB40	15
ZBTB40-IT1	0
EPHA8	7
MIR6127	0
C1QA	0
ENSG00000289692	0
C1QC	3
C1QB	0
EPHB2	4
MIR4684	0
ENSG00000225952	0
MIR4253	0
LACTBL1	1
TEX46	0
KDM1A	208
ENSG00000240553	0
MIR3115	0
ENSG00000266802	0
LUZP1	34
ENSG00000229010	1
RNU6-514P	0
RNU6-135P	0
ENSG00000289014	0
HTR1D	0
ENSG00000215381	0
LINC01355	1
ENSG00000284726	0
HNRNPR	214
ZNF436	3
ZNF436-AS1	2
ENSG00000271420	0
TCEA3	8
ENSG00000232482	0
ASAP3	5
E2F2	11
ENSG00000235052	0
ID3	11
ENSG00000285802	0
MDS2	1
ENSG00000229239	0
RPL11	634
ELOA-AS1	1
ELOA	44
PITHD1	80
LYPLA2	6
GALE	4
HMGCL	17
FUCA1	1
CNR2	1
BTBD6P1	0
ENSG00000232557	0
MIR378F	0
H3P1	1
PNRC2	181
SRSF10	108
ENSG00000215905	0
ENSG00000225315	0
MYOM3	4
MYOM3-AS1	0
IL22RA1	0
IFNLR1	0
GRHL3	1
LINC02800	1
GRHL3-AS1	0
STPG1	6
NIPAL3	42
ENSG00000288982	0
RCAN3AS	3
RCAN3	245
NCMAP-DT	0
NCMAP	0
ENSG00000227312	0
SRRM1	228
ENSG00000284699	0
CLIC4	885
RNU6-1208P	0
RUNX3	90
MIR6731	0
RUNX3-AS1	0
ENSG00000261025	0
MIR4425	0
LINC02793	1
ENSG00000233755	0
IFITM3P7	0
ENSG00000231953	1
SYF2	329
ENSG00000284602	0
ENSG00000284657	1
RSRP1	71
ENSG00000272432	0
ENSG00000261349	0
RHD	33
SDHDP6	0
ENSG00000259984	0
TMEM50A	485
RHCE	5
ENSG00000238084	0
MACO1	76
LDLRAP1	446
ENSG00000225643	2
MAN1C1	7
ENSG00000233478	1
SELENON	42
ENSG00000255054	0
ENSG00000228172	0
MTFR1L	105
ENSG00000272478	0
AUNIP	5
ENSG00000236528	0
PAQR7	23
STMN1	18
SNRPFP2	0
ENSG00000223624	0
MIR3917	0
PAFAH2	11
RNU6-110P	0
ENSG00000252190	0
ENSG00000252691	0
EXTL1	2
SLC30A2	0
ENSG00000284309	0
TRIM63	0
PDIK1L	17
FAM110D	0
C1orf232	1
ZNF593OS	0
ZNF593	0
CNKSR1	5
CATSPER4	0
ZPLD2P	1
ENSG00000278572	0
CEP85	32
ENSG00000270733	0
SH3BGRL3	2639
UBXN11	64
CD52	68
CRYBG2	0
ENSG00000225854	0
ZNF683	3
LIN28A	0
DHDDS	26
ENSG00000223583	0
DHDDS-AS1	5
HMGN2	156
DPPA2P2	0
RPS6KA1	49
MIR1976	0
RN7SL679P	3
RNU7-29P	0
ENSG00000289452	0
ENSG00000229247	0
ENSG00000238316	0
ENSG00000235069	0
ENSG00000260063	1
ARID1A	352
PIGV	5
RN7SL165P	0
ENSG00000287810	0
ZDHHC18	16
SFN	1
GPN2	9
ENSG00000226698	0
ENSG00000289554	0
GPATCH3	7
NUDC	165
NR0B2	0
KDF1	1
RPL12P13	0
RPL32P6	0
OSTCP2	0
TRNP1	0
TENT5B	0
SLC9A1	81
ENSG00000229985	0
CHCHD3P3	1
NPM1P39	1
SNRPEP7	0
WDTC1-DT	0
WDTC1	85
ENSG00000243659	0
TMEM222	14
RNU6-48P	0
ACTG1P20	3
SYTL1	18
MAP3K6	4
FCN3	3
CD164L2	1
ENSG00000231207	0
GPR3	0
WASF2	299
ENSG00000241169	0
ENSG00000237429	1
AHDC1	17
FGR	65
ENSG00000235912	2
LINC02574	0
IFI6	2
ENSG00000225886	0
RNU6-949P	0
CHMP1AP1	0
RNU6-424P	0
ENSG00000287244	0
FAM76A	16
ENSG00000231344	0
RPEP3	0
STX12	41
ENSG00000269971	0
ENSG00000270031	0
RNU6-1245P	0
ENSG00000286433	0
PPP1R8	28
SCARNA1	3
THEMIS2	53
RPA2	32
SMPDL3B	1
ENSG00000227050	0
XKR8	8
EYA3	79
ENSG00000238231	0
RN7SL559P	2
SPCS2P4	0
ENSG00000228943	0
ENSG00000289576	1
ENSG00000214812	0
RNU6-176P	0
PTAFR	27
DNAJC8	101
ATP5IF1	164
ENSG00000270605	9
ENSG00000271398	0
SESN2	9
MED18	10
PHACTR4	122
ENSG00000229820	0
RNU6ATAC27P	0
RCC1	14
SNHG3	3
SNORA73A	0
SNORA73B	35
PRDX3P2	0
ENSG00000279443	0
TRNAU1AP	15
SNHG12	36
SNORD99	6
SNORA61	0
SNORA44	0
SNORA16A	0
TAF12	29
RAB42	0
TAF12-DT	0
ENSG00000270103	0
RNU11	0
GMEB1	25
ENSG00000252777	0
ENSG00000289291	0
YTHDF2	76
OPRD1	5
ENSG00000233427	1
EPB41	1688
ENSG00000225616	0
Metazoa_SRP	18
TMEM200B	0
ENSG00000225750	0
SRSF4	249
ENSG00000277916	0
MECR	11
ENSG00000237934	0
PTPRU	7
LINC01756	0
ENSG00000225011	0
ENSG00000228176	0
ENSG00000284676	0
ENSG00000270927	0
LINC01648	0
ENSG00000233372	0
ENSG00000231251	0
ENSG00000236335	0
ENSG00000231949	0
ENSG00000289710	0
MATN1	0
MATN1-AS1	0
ENSG00000287510	0
LAPTM5	287
MIR4420	0
ENSG00000229607	0
LINC01778	0
RN7SKP91	0
ENSG00000235143	0
SDC3	2
RN7SL371P	0
PUM1	86
ENSG00000237329	0
ENSG00000232768	0
SELENOWP1	0
ENSG00000225142	0
NKAIN1	0
SNRNP40	26
ENSG00000229447	1
ZCCHC17	434
ENSG00000229044	0
FABP3	3
SERINC2	4
ENSG00000215899	0
RNU6-40P	3
LDC1P	0
LINC01226	0
ENSG00000229167	1
TINAGL1	2
HCRTR1	3
PEF1	25
PEF1-AS1	1
ENSG00000264078	0
COL16A1	6
ADGRB2	8
MIR4254	0
ENSG00000254545	2
SPOCD1	47
ENSG00000203620	0
ENSG00000269967	0
PTP4A2	1487
ENSG00000288678	0
ENSG00000228634	0
ENSG00000284702	0
KHDRBS1	104
ENSG00000203325	1
TMEM39B	25
MIR5585	0
KPNA6	54
ENSG00000250135	0
TXLNA	38
CCDC28B	13
ENSG00000224066	0
IQCC	1
DCDC2B	0
TMEM234	1
EIF3I	52
MTMR9LP	0
FAM167B	1
LCK	41
HDAC1	80
MARCKSL1	41
ENSG00000233775	0
TSSK3	0
FAM229A	2
BSDC1	184
GAPDHP20	0
ENSG00000270850	0
LRRC37A12P	0
RN7SL122P	1
ENSG00000254553	0
ZBTB8B	1
ZBTB8A	1
ZBTB8OS	68
RBBP4	198
SYNC	3
ENSG00000224409	1
KIAA1522	4
YARS1	48
S100PBP	10
FNDC5	1
HPCA	0
TMEM54	0
ENSG00000287691	0
RNF19B	46
ENSG00000278966	0
ENSG00000217644	1
ENSG00000239670	2
ENSG00000236065	0
AK2	41
AZIN2	0
ENSG00000278997	0
TRIM62	5
ENSG00000279179	0
ENSG00000284721	0
ZNF362	88
ENSG00000270115	0
A3GALT2	0
ENSG00000225313	0
PHC2	30
MIR3605	0
RN7SKP16	0
PHC2-AS1	0
TLR12P	0
ZSCAN20	2
ENSG00000235907	0
CSMD2	47
HSPD1P14	0
HMGB4	0
CSMD2-AS1	0
RNA5SP42	2
C1orf94	0
ENSG00000270241	0
ENSG00000287703	0
MIR552	0
SMIM12	28
GJB5	3
GJB4	0
ENSG00000255811	0
GJB3	0
GJA4	1
ENSG00000230163	0
DLGAP3	4
ENSG00000284773	0
GPR199P	0
ENSG00000271741	0
TMEM35B	3
ZMYM6	11
ZMYM1	13
RPL12P45	0
EFCAB14P1	0
ENSG00000284640	0
SFPQ	231
ZMYM4	197
RN7SL503P	0
SNORA62	0
RPL5P4	1
ZMYM4-AS1	0
KIAA0319L	42
ENSG00000236274	0
NCDN	4
TFAP2E-AS1	0
TFAP2E	2
PSMB2	37
C1orf216	13
CLSPN	16
ENSG00000232335	0
AGO4	38
AGO1	183
CFAP97P1	0
ENSG00000286899	0
ENSG00000271914	0
AGO3	26
ENSG00000271554	0
ENSG00000232862	0
TEKT2	1
ADPRS	8
COL8A2	2
TRAPPC3	15
MAP7D1	84
RN7SL131P	1
THRAP3	220
UBE2V2P4	0
SH3D21	3
EVA1B	0
ENSG00000286379	5
STK40	466
LSM10	16
RNU4-27P	0
OSCP1	4
SNORA63C	0
MRPS15	19
CSF3R	21
FTLP18	0
ENSG00000284705	0
ENSG00000284720	0
ENSG00000234481	0
GRIK3	2
ENSG00000284650	0
ENSG00000223944	1
MIR4255	0
RNU6-636P	0
RNA5SP43	0
RPS29P6	0
ZC3H12A-DT	19
ZC3H12A	3
MIR6732	0
MEAF6	72
MIR5581	0
SNIP1	16
FTH1P1	0
ENSG00000237749	2
DNALI1	5
GNL2	48
ENSG00000284748	0
RSPO1	0
C1orf109	5
CDCA8	1
EPHA10	5
ACTN4P2	0
ENSG00000227416	0
MANEAL	1
ENSG00000233728	0
YRDC	0
C1orf122	4
MTF1	22
ENSG00000235673	0
ENSG00000230955	0
INPP5B	75
SNORA63	0
RNU6-584P	0
SF3A3	65
RNU6-510P	0
FHL3	5
UTP11	17
POU3F1	2
MIR3659HG	1
ENSG00000223589	0
MIR3659	0
LINC02786	0
ENSG00000286552	0
ENSG00000287987	0
LINC01343	0
ENSG00000275350	0
RNU6-753P	0
LINC01685	1
HSPA5P1	0
ENSG00000284632	1
RRAGC	10
ENSG00000273637	0
RRAGC-DT	1
MYCBP	53
ENSG00000274944	0
GJA9	0
RHBDL2	1
RNU6-605P	0
EIF1P2	0
AKIRIN1	80
NDUFS5	141
MACF1	489
RNU6-608P	0
RNA5SP44	0
ENSG00000287422	0
ENSG00000226438	0
HSPE1P8	0
BMP8A	0
OXCT2P1	0
PPIEL	2
PABPC4	62
PABPC4-AS1	0
SNORA55	0
HEYL	1
ENSG00000225903	0
NT5C1A	4
HPCAL4	0
PPIE	60
ENSG00000225333	0
RNU7-121P	0
ENSG00000289711	0
BMP8B	5
OXCT2	0
BMP8B-AS1	0
ENSG00000261798	2
ENSG00000229213	0
ENSG00000284719	1
LINC02811	0
TRIT1	18
MYCL	4
MYCL-AS1	0
MFSD2A	9
ENSG00000228477	3
CAP1	1572
PPT1	8
OAZ1P1	0
RLF	105
RNU6-1237P	0
TMCO2	0
ZMPSTE24-DT	15
ZMPSTE24	67
ENSG00000231296	0
COL9A2	10
ENSG00000227311	0
SMAP2	161
ENSG00000213172	0
ENSG00000284677	0
ZFP69B	3
ENSG00000260920	0
ENSG00000279667	0
ZFP69	7
EXO5-DT	0
EXO5	4
ENSG00000227278	0
ENSG00000238186	0
ZNF684	2
ENSG00000286838	0
ENSG00000236505	0
GTF2F2P2	0
RIMS3	3
ENSG00000287743	0
ENSG00000237899	0
NFYC-AS1	1
NFYC	58
MIR30E	1
MIR30C1	0
KCNQ4	2
RN7SL326P	0
CITED4	0
ENSG00000229528	0
ENSG00000228940	0
ENSG00000286668	0
UBE2V1P8	0
CTPS1	22
SLFNL1-AS1	0
SLFNL1	1
SCMH1	53
RPL23AP17	0
ENSG00000287400	1
SCMH1-DT	0
ENSG00000213987	0
ENSG00000286640	6
FOXO6	2
FOXO6-AS1	0
RNA5SP45	0
EDN2	0
HIVEP3	33
ENSG00000230881	0
ENSG00000230638	0
ENSG00000284895	0
ENSG00000287587	0
HNRNPFP1	0
ENSG00000228776	0
GUCA2B	0
GUCA2A	0
FOXJ3	101
ENSG00000227527	0
RIMKLA	22
ENSG00000235002	0
ZMYND12	47
PPCS	73
CCDC30	28
RPS3AP11	0
TMSB4XP1	20
RNU6-536P	0
ENSG00000236180	0
PPIH	1
ENSG00000285728	1
ENSG00000234917	0
YBX1	961
CLDN19	0
P3H1	6
C1orf50	1
ENSG00000283580	0
ENSG00000228452	0
TMEM269	0
SVBP	42
ERMAP	13
ZNF691-DT	2
ZNF691	4
ENSG00000233708	0
MKRN8P	0
ATP6V1E1P1	0
ENSG00000288955	0
SLC2A1	53
ATP6V0CP4	0
SLC2A1-DT	1
ENSG00000283973	0
RNU6-880P	0
ENSG00000277513	0
FAM183A	0
EBNA1BP2	16
MIR6733	0
CFAP57	3
RNA5SP46	0
TMEM125	1
C1orf210	1
TIE1	3
MPL	400
ENSG00000287113	0
CDC20-DT	6
CDC20	4
ELOVL1	12
MIR6734	0
ENSG00000288772	0
MED8	15
MED8-AS1	0
SZT2	21
SZT2-AS1	0
MIR6735	0
HYI	0
HYI-AS1	0
PTPRF	36
KDM4A	9
ENSG00000284989	0
KDM4A-AS1	2
ST3GAL3	32
ST3GAL3-AS1	0
ENSG00000233674	0
MIR6079	0
SHMT1P1	0
ARTN	0
LINC02918	0
ENSG00000288573	0
IPO13	3
ENSG00000285649	1
DPH2	9
ATP6V0B	9
B4GALT2	3
CCDC24	1
SLC6A9	2
ENSG00000230615	1
ENSG00000227163	0
KRT8P47	0
RN7SL479P	11
KLF17	0
ENSG00000233514	1
KLF18	0
ENSG00000226804	0
OOSP1P1	0
ENSG00000227994	0
ENSG00000271329	1
DMAP1	12
ERI3	25
ERI3-IT1	0
RNU6-369P	0
RNF220	28
MIR5584	0
TMEM53	2
ARMH1	3
RNU5F-1	12
RNU5D-1	2
KIF2C	2
ENSG00000225721	0
RPS8	565
SNORD55	0
SNORD46	0
SNORD38A	4
SNORD38B	0
RPS15AP11	0
BEST4	1
PLK3	4
DYNLT4	0
BTBD19	11
PTCH2	0
RNU5E-6P	0
ENSG00000226499	0
EIF2B3	5
RNA5SP47	0
CCNB1IP1P1	0
PPIAP35	0
MRPS17P1	0
HECTD3	19
UROD	36
ZSWIM5	2
OSTCP5	0
LINC01144	0
HPDL	0
MUTYH	3
ENSG00000288208	0
TOE1	6
TESK2	5
PPIAP36	0
CCDC163	0
MMACHC	7
