Geneid	/mnt/efs/clusterfcs/data/tfm-esther/procesado-2/duplicates_rm/PP061_sorted_q10_rmDup.bam
RNU6-771P	0
PRAMEF8	0
PRAMEF33	0
PRAMEF15	0
ENSG00000228229	0
PRAMEF14	0
PRAMEF19	0
PRAMEF17	0
PRAMEF20	1
LRRC38	1
ENSG00000259961	0
BRWD1P1	0
PDPN	1
RNA5SP41	0
ENSG00000237445	0
ENSG00000253085	0
PRDM2	134
ENSG00000289380	0
KAZN	11
RNU6-1265P	0
ENSG00000231606	0
KAZN-AS1	0
TBCAP2	0
ENSG00000287756	0
TMEM51-AS1	1
TMEM51	0
TMEM51-AS2	0
MFFP1	1
ZBTB2P1	0
FHAD1	1
FHAD1-AS1	0
ENSG00000236045	1
EFHD2-AS1	0
EFHD2	319
CTRC	1
CELA2A	0
CELA2B	1
CASP9	23
DNAJC16	124
SCARNA21B	1
ENSG00000272510	0
AGMAT	2
ENSG00000237301	0
CHCHD2P6	0
RNU7-179P	0
CD24P1	0
DDI2	88
RSC1A1	0
ENSG00000271742	0
PLEKHM2	72
ENSG00000237938	1
SLC25A34	1
SLC25A34-AS1	0
TMEM82	0
FBLIM1	1
RPL12P14	0
UQCRHL	18
ENSG00000178715	1
FLJ37453	8
SPEN	262
ENSG00000270620	0
ZBTB17	15
ENSG00000234607	0
ENSG00000231353	0
ENSG00000275503	0
TBC1D3P6	0
SRARP	0
ENSG00000233078	0
HSPB7	0
CLCNKA	2
ENSG00000232456	0
CLCNKB	1
FAM131C	4
EPHA2	2
EPHA2-AS1	0
ENSG00000224621	0
ARHGEF19-AS1	0
ARHGEF19	3
ANO7L1	0
ENSG00000288398	0
CPLANE2	1
MT1XP1	0
FBXO42	17
SZRD1	70
RPL22P3	1
SPATA21	2
NECAP2	64
LINC01772	4
CROCCP3	7
RNU1-1	1
ENSG00000261135	1
ENSG00000285853	0
ENSG00000224174	0
LINC01783	2
RNU1-6P	0
PDE4DIPP8	0
NBPF1	12
ENSG00000271732	0
CROCCP2	31
ENSG00000283773	0
MST1P2	2
ENSG00000282143	0
RNU1-3	0
ENSG00000280114	0
EIF1AXP1	1
ESPNP	0
ENSG00000279151	0
ENSG00000282740	0
CROCC	15
CROCCP4	0
RNU1-4	4
MST1L	0
ENSG00000223643	0
PDE4DIPP9	0
MIR3675	0
ENSG00000228549	3
RNU1-5P	0
ENSG00000238142	0
ENSG00000235241	0
RNU1-2	0
ENSG00000272426	0
MFAP2	0
ENSG00000286898	0
ENSG00000226526	1
ATP13A2	9
ENSG00000288636	0
SDHB	22
PADI2	48
LINC02783	0
ENSG00000282843	0
PADI1	0
PADI3	0
MIR3972	0
PADI4	142
PADI6	0
RCC2-AS1	0
RCC2	67
ARHGEF10L	29
LINC02810	2
ACTL8	0
ENSG00000284653	0
LINC01654	0
IGSF21	1
ENSG00000280222	1
IGSF21-AS1	0
ENSG00000225387	0
KLHDC7A	4
DYNLL1P3	0
ENSG00000225478	0
PAX7	0
TAS1R2	0
ALDH4A1	1
MIR4695	0
MIR1290	0
IFFO2	10
ENSG00000272084	0
UBR4	264
EMC1-AS1	2
EMC1	22
MRTO4	8
ENSG00000286064	0
AKR7L	2
AKR7A3	0
ENSG00000270728	0
AKR7A2	28
RNU6-1099P	0
SLC66A1	3
CAPZB	491
RN7SL277P	1
MICOS10	9
RNU4-28P	0
MICOS10-DT	0
NBL1	2
MICOS10-NBL1	0
ENSG00000226396	1
HTR6	1
TMCO4	13
RNF186	0
RNF186-AS1	0
OTUD3	17
PLA2G2E	0
RN7SL304P	0
PLA2G2A	2
PLA2G5	2
PLA2G2D	0
PLA2G2F	0
ENSG00000227066	0
PLA2G2C	1
UBXN10	1
LINC01757	0
ENSG00000284710	1
VWA5B1	1
ENSG00000226664	0
LINC01141	1
ENSG00000226487	0
ENSG00000284641	0
ENSG00000284743	0
CAMK2N1	1
ENSG00000289402	0
MUL1	3
RPS4XP4	0
FAM43B	0
CDA	16
PINK1	28
MIR6084	0
PINK1-AS	0
DDOST	22
KIF17	3
ENSG00000235432	0
SH2D5	0
ENSG00000233069	0
HP1BP3	349
EIF4G3	833
RNU7-200P	0
MIR1256	0
RPS15AP6	2
ENSG00000236073	1
HSPE1P27	2
ENSG00000287192	1
ECE1	199
ENSG00000236936	4
ECE1-AS1	2
PPP1R11P1	0
PDE4DIPP10	0
ENSG00000236009	1
NBPF2P	0
HS6ST1P1	0
CROCCP5	0
NBPF3	9
PFN1P10	0
ALPL	19
ENSG00000289715	0
LINC02596	0
RAP1GAP	39
USP48	174
ENSG00000231978	0
LDLRAD2	1
HSPG2	10
ENSG00000232037	0
ENSG00000283234	0
CELA3B	0
ENSG00000285959	0
RN7SL386P	0
RNU6-1022P	0
CELA3A	0
RN7SL186P	0
RNU6-776P	0
LINC01635	1
LINC00339	4
ENSG00000289694	0
CDC42-AS1	0
ENSG00000285794	0
CDC42	47
CDC42-IT1	0
MPHOSPH6P1	0
WNT4	1
ENSG00000285873	0
MIR4418	0
PPIAP34	0
ENSG00000279625	0
ZBTB40	36
ZBTB40-IT1	2
EPHA8	1
MIR6127	0
C1QA	2
ENSG00000289692	0
C1QC	2
C1QB	9
EPHB2	7
MIR4684	0
ENSG00000225952	0
MIR4253	0
LACTBL1	0
TEX46	2
KDM1A	139
ENSG00000240553	1
MIR3115	0
ENSG00000266802	0
LUZP1	21
ENSG00000229010	0
RNU6-514P	0
RNU6-135P	0
ENSG00000289014	0
HTR1D	1
ENSG00000215381	0
LINC01355	7
ENSG00000284726	0
HNRNPR	109
ZNF436	7
ZNF436-AS1	0
ENSG00000271420	0
TCEA3	10
ENSG00000232482	0
ASAP3	7
E2F2	13
ENSG00000235052	0
ID3	9
ENSG00000285802	0
MDS2	1
ENSG00000229239	0
RPL11	495
ELOA-AS1	3
ELOA	40
PITHD1	142
LYPLA2	10
GALE	2
HMGCL	14
FUCA1	12
CNR2	12
BTBD6P1	3
ENSG00000232557	0
MIR378F	0
H3P1	0
PNRC2	73
SRSF10	93
ENSG00000215905	0
ENSG00000225315	0
MYOM3	0
MYOM3-AS1	0
IL22RA1	0
IFNLR1	5
GRHL3	2
LINC02800	2
GRHL3-AS1	0
STPG1	7
NIPAL3	32
ENSG00000288982	0
RCAN3AS	2
RCAN3	117
NCMAP-DT	0
NCMAP	0
ENSG00000227312	0
SRRM1	186
ENSG00000284699	1
CLIC4	288
RNU6-1208P	1
RUNX3	62
MIR6731	0
RUNX3-AS1	0
ENSG00000261025	1
MIR4425	0
LINC02793	0
ENSG00000233755	0
IFITM3P7	0
ENSG00000231953	0
SYF2	175
ENSG00000284602	2
ENSG00000284657	0
RSRP1	153
ENSG00000272432	0
ENSG00000261349	1
RHD	55
SDHDP6	1
ENSG00000259984	0
TMEM50A	486
RHCE	7
ENSG00000238084	0
MACO1	41
LDLRAP1	224
ENSG00000225643	3
MAN1C1	18
ENSG00000233478	0
SELENON	65
ENSG00000255054	0
ENSG00000228172	0
MTFR1L	81
ENSG00000272478	0
AUNIP	0
ENSG00000236528	1
PAQR7	10
STMN1	13
SNRPFP2	0
ENSG00000223624	0
MIR3917	0
PAFAH2	9
RNU6-110P	1
ENSG00000252190	0
ENSG00000252691	0
EXTL1	5
SLC30A2	1
ENSG00000284309	0
TRIM63	0
PDIK1L	6
FAM110D	3
C1orf232	0
ZNF593OS	0
ZNF593	0
CNKSR1	0
CATSPER4	0
ZPLD2P	1
ENSG00000278572	0
CEP85	22
ENSG00000270733	0
SH3BGRL3	3523
UBXN11	156
CD52	54
CRYBG2	1
ENSG00000225854	0
ZNF683	0
LIN28A	0
DHDDS	28
ENSG00000223583	1
DHDDS-AS1	7
HMGN2	130
DPPA2P2	0
RPS6KA1	78
MIR1976	0
RN7SL679P	1
RNU7-29P	0
ENSG00000289452	0
ENSG00000229247	0
ENSG00000238316	0
ENSG00000235069	0
ENSG00000260063	2
ARID1A	258
PIGV	3
RN7SL165P	0
ENSG00000287810	0
ZDHHC18	48
SFN	1
GPN2	8
ENSG00000226698	0
ENSG00000289554	0
GPATCH3	8
NUDC	103
NR0B2	0
KDF1	0
RPL12P13	1
RPL32P6	0
OSTCP2	0
TRNP1	0
TENT5B	0
SLC9A1	62
ENSG00000229985	0
CHCHD3P3	0
NPM1P39	3
SNRPEP7	0
WDTC1-DT	0
WDTC1	81
ENSG00000243659	0
TMEM222	8
RNU6-48P	1
ACTG1P20	2
SYTL1	39
MAP3K6	2
FCN3	0
CD164L2	0
ENSG00000231207	1
GPR3	1
WASF2	287
ENSG00000241169	0
ENSG00000237429	0
AHDC1	11
FGR	278
ENSG00000235912	1
LINC02574	0
IFI6	8
ENSG00000225886	0
RNU6-949P	0
CHMP1AP1	0
RNU6-424P	0
ENSG00000287244	0
FAM76A	8
ENSG00000231344	0
RPEP3	0
STX12	43
ENSG00000269971	1
ENSG00000270031	0
RNU6-1245P	1
ENSG00000286433	0
PPP1R8	15
SCARNA1	8
THEMIS2	156
RPA2	25
SMPDL3B	0
ENSG00000227050	0
XKR8	11
EYA3	36
ENSG00000238231	0
RN7SL559P	0
SPCS2P4	0
ENSG00000228943	0
ENSG00000289576	1
ENSG00000214812	2
RNU6-176P	0
PTAFR	44
DNAJC8	65
ATP5IF1	101
ENSG00000270605	2
ENSG00000271398	0
SESN2	0
MED18	6
PHACTR4	68
ENSG00000229820	0
RNU6ATAC27P	0
RCC1	4
SNHG3	4
SNORA73A	0
SNORA73B	139
PRDX3P2	0
ENSG00000279443	0
TRNAU1AP	13
SNHG12	20
SNORD99	4
SNORA61	0
SNORA44	0
SNORA16A	0
TAF12	26
RAB42	0
TAF12-DT	3
ENSG00000270103	0
RNU11	0
GMEB1	11
ENSG00000252777	0
ENSG00000289291	0
YTHDF2	55
OPRD1	7
ENSG00000233427	1
EPB41	1625
ENSG00000225616	4
Metazoa_SRP	20
TMEM200B	0
ENSG00000225750	0
SRSF4	181
ENSG00000277916	0
MECR	0
ENSG00000237934	0
PTPRU	3
LINC01756	0
ENSG00000225011	0
ENSG00000228176	0
ENSG00000284676	0
ENSG00000270927	0
LINC01648	0
ENSG00000233372	0
ENSG00000231251	0
ENSG00000236335	0
ENSG00000231949	0
ENSG00000289710	0
MATN1	0
MATN1-AS1	4
ENSG00000287510	0
LAPTM5	311
MIR4420	0
ENSG00000229607	0
LINC01778	2
RN7SKP91	0
ENSG00000235143	0
SDC3	7
RN7SL371P	0
PUM1	89
ENSG00000237329	0
ENSG00000232768	0
SELENOWP1	0
ENSG00000225142	0
NKAIN1	4
SNRNP40	21
ENSG00000229447	0
ZCCHC17	263
ENSG00000229044	0
FABP3	4
SERINC2	0
ENSG00000215899	0
RNU6-40P	2
LDC1P	0
LINC01226	0
ENSG00000229167	0
TINAGL1	3
HCRTR1	0
PEF1	16
PEF1-AS1	0
ENSG00000264078	0
COL16A1	0
ADGRB2	0
MIR4254	0
ENSG00000254545	0
SPOCD1	56
ENSG00000203620	0
ENSG00000269967	0
PTP4A2	846
ENSG00000288678	0
ENSG00000228634	2
ENSG00000284702	0
KHDRBS1	92
ENSG00000203325	1
TMEM39B	23
MIR5585	0
KPNA6	45
ENSG00000250135	0
TXLNA	41
CCDC28B	5
ENSG00000224066	0
IQCC	0
DCDC2B	3
TMEM234	8
EIF3I	44
MTMR9LP	0
FAM167B	1
LCK	21
HDAC1	41
MARCKSL1	36
ENSG00000233775	0
TSSK3	0
FAM229A	5
BSDC1	117
GAPDHP20	0
ENSG00000270850	0
LRRC37A12P	0
RN7SL122P	0
ENSG00000254553	0
ZBTB8B	1
ZBTB8A	1
ZBTB8OS	37
RBBP4	125
SYNC	2
ENSG00000224409	1
KIAA1522	3
YARS1	41
S100PBP	23
FNDC5	1
HPCA	0
TMEM54	0
ENSG00000287691	2
RNF19B	70
ENSG00000278966	0
ENSG00000217644	3
ENSG00000239670	0
ENSG00000236065	0
AK2	46
AZIN2	1
ENSG00000278997	0
TRIM62	6
ENSG00000279179	1
ENSG00000284721	1
ZNF362	49
ENSG00000270115	2
A3GALT2	0
ENSG00000225313	5
PHC2	45
MIR3605	0
RN7SKP16	2
PHC2-AS1	0
TLR12P	0
ZSCAN20	6
ENSG00000235907	0
CSMD2	10
HSPD1P14	0
HMGB4	2
CSMD2-AS1	0
RNA5SP42	0
C1orf94	1
ENSG00000270241	1
ENSG00000287703	0
MIR552	0
SMIM12	25
GJB5	2
GJB4	0
ENSG00000255811	0
GJB3	0
GJA4	2
ENSG00000230163	0
DLGAP3	1
ENSG00000284773	0
GPR199P	1
ENSG00000271741	0
TMEM35B	0
ZMYM6	23
ZMYM1	7
RPL12P45	0
EFCAB14P1	0
ENSG00000284640	0
SFPQ	270
ZMYM4	122
RN7SL503P	0
SNORA62	0
RPL5P4	1
ZMYM4-AS1	0
KIAA0319L	67
ENSG00000236274	0
NCDN	8
TFAP2E-AS1	2
TFAP2E	3
PSMB2	40
C1orf216	5
CLSPN	16
ENSG00000232335	0
AGO4	82
AGO1	152
CFAP97P1	1
ENSG00000286899	1
ENSG00000271914	0
AGO3	36
ENSG00000271554	0
ENSG00000232862	0
TEKT2	0
ADPRS	5
COL8A2	3
TRAPPC3	12
MAP7D1	122
RN7SL131P	0
THRAP3	212
UBE2V2P4	0
SH3D21	7
EVA1B	0
ENSG00000286379	0
STK40	340
LSM10	17
RNU4-27P	0
OSCP1	1
SNORA63C	0
MRPS15	16
CSF3R	621
FTLP18	1
ENSG00000284705	0
ENSG00000284720	0
ENSG00000234481	0
GRIK3	0
ENSG00000284650	0
ENSG00000223944	1
MIR4255	0
RNU6-636P	0
RNA5SP43	0
RPS29P6	0
ZC3H12A-DT	5
ZC3H12A	15
MIR6732	0
MEAF6	36
MIR5581	0
SNIP1	14
FTH1P1	0
ENSG00000237749	1
DNALI1	2
GNL2	28
ENSG00000284748	1
RSPO1	0
C1orf109	2
CDCA8	7
EPHA10	2
ACTN4P2	1
ENSG00000227416	0
MANEAL	1
ENSG00000233728	0
YRDC	2
C1orf122	4
MTF1	35
ENSG00000235673	2
ENSG00000230955	0
INPP5B	72
SNORA63	2
RNU6-584P	0
SF3A3	52
RNU6-510P	1
FHL3	25
UTP11	20
POU3F1	1
MIR3659HG	0
ENSG00000223589	0
MIR3659	0
LINC02786	2
ENSG00000286552	0
ENSG00000287987	0
LINC01343	0
ENSG00000275350	0
RNU6-753P	0
LINC01685	1
HSPA5P1	1
ENSG00000284632	0
RRAGC	7
ENSG00000273637	0
RRAGC-DT	1
MYCBP	28
ENSG00000274944	0
GJA9	0
RHBDL2	2
RNU6-605P	0
EIF1P2	0
AKIRIN1	57
NDUFS5	139
MACF1	595
RNU6-608P	1
RNA5SP44	0
ENSG00000287422	1
ENSG00000226438	2
HSPE1P8	0
BMP8A	0
OXCT2P1	0
PPIEL	7
PABPC4	49
PABPC4-AS1	1
SNORA55	0
HEYL	0
ENSG00000225903	0
NT5C1A	0
HPCAL4	0
PPIE	21
ENSG00000225333	0
RNU7-121P	0
ENSG00000289711	0
BMP8B	3
OXCT2	0
BMP8B-AS1	0
ENSG00000261798	2
ENSG00000229213	0
ENSG00000284719	1
LINC02811	0
TRIT1	14
MYCL	21
MYCL-AS1	0
MFSD2A	7
ENSG00000228477	1
CAP1	1435
PPT1	55
OAZ1P1	0
RLF	58
RNU6-1237P	0
TMCO2	0
ZMPSTE24-DT	3
ZMPSTE24	47
ENSG00000231296	0
COL9A2	11
ENSG00000227311	0
SMAP2	229
ENSG00000213172	2
ENSG00000284677	1
ZFP69B	1
ENSG00000260920	0
ENSG00000279667	0
ZFP69	0
EXO5-DT	1
EXO5	3
ENSG00000227278	0
ENSG00000238186	0
ZNF684	6
ENSG00000286838	0
ENSG00000236505	0
GTF2F2P2	0
RIMS3	7
ENSG00000287743	0
ENSG00000237899	0
NFYC-AS1	1
NFYC	74
MIR30E	0
MIR30C1	0
KCNQ4	0
RN7SL326P	0
CITED4	1
ENSG00000229528	0
ENSG00000228940	0
ENSG00000286668	0
UBE2V1P8	0
CTPS1	21
SLFNL1-AS1	2
SLFNL1	0
SCMH1	38
RPL23AP17	0
ENSG00000287400	0
SCMH1-DT	1
ENSG00000213987	1
ENSG00000286640	2
FOXO6	1
FOXO6-AS1	1
RNA5SP45	0
EDN2	1
HIVEP3	42
ENSG00000230881	1
ENSG00000230638	0
ENSG00000284895	0
ENSG00000287587	1
HNRNPFP1	0
ENSG00000228776	0
GUCA2B	0
GUCA2A	0
FOXJ3	56
ENSG00000227527	0
RIMKLA	2
ENSG00000235002	0
ZMYND12	16
PPCS	47
CCDC30	10
RPS3AP11	0
TMSB4XP1	12
RNU6-536P	0
ENSG00000236180	0
PPIH	3
ENSG00000285728	0
ENSG00000234917	1
YBX1	934
CLDN19	0
P3H1	9
C1orf50	2
ENSG00000283580	0
ENSG00000228452	0
TMEM269	1
SVBP	63
ERMAP	12
ZNF691-DT	0
ZNF691	2
ENSG00000233708	0
MKRN8P	1
ATP6V1E1P1	1
ENSG00000288955	0
SLC2A1	34
ATP6V0CP4	0
SLC2A1-DT	3
ENSG00000283973	0
RNU6-880P	1
ENSG00000277513	0
FAM183A	0
EBNA1BP2	20
MIR6733	0
CFAP57	0
RNA5SP46	0
TMEM125	0
C1orf210	1
TIE1	2
MPL	166
ENSG00000287113	0
CDC20-DT	3
CDC20	1
ELOVL1	11
MIR6734	0
ENSG00000288772	1
MED8	15
MED8-AS1	1
SZT2	78
SZT2-AS1	0
MIR6735	0
HYI	0
HYI-AS1	0
PTPRF	17
KDM4A	9
ENSG00000284989	0
KDM4A-AS1	1
ST3GAL3	39
ST3GAL3-AS1	0
ENSG00000233674	0
MIR6079	0
SHMT1P1	0
ARTN	1
LINC02918	0
ENSG00000288573	0
IPO13	8
ENSG00000285649	0
DPH2	6
ATP6V0B	17
B4GALT2	3
CCDC24	0
SLC6A9	13
ENSG00000230615	7
ENSG00000227163	1
KRT8P47	0
RN7SL479P	2
KLF17	0
ENSG00000233514	2
KLF18	0
ENSG00000226804	0
OOSP1P1	0
ENSG00000227994	0
ENSG00000271329	0
DMAP1	21
ERI3	22
ERI3-IT1	1
RNU6-369P	1
RNF220	45
MIR5584	0
TMEM53	6
ARMH1	11
RNU5F-1	6
RNU5D-1	1
KIF2C	5
ENSG00000225721	0
RPS8	419
SNORD55	0
SNORD46	8
SNORD38A	0
SNORD38B	0
RPS15AP11	2
BEST4	1
PLK3	17
DYNLT4	1
BTBD19	18
PTCH2	5
RNU5E-6P	0
ENSG00000226499	0
EIF2B3	8
RNA5SP47	0
CCNB1IP1P1	0
PPIAP35	0
MRPS17P1	1
HECTD3	22
UROD	24
ZSWIM5	2
OSTCP5	0
LINC01144	0
HPDL	0
MUTYH	1
ENSG00000288208	0
TOE1	6
TESK2	3
PPIAP36	0
CCDC163	3
MMACHC	3
PRDX1	19
