Geneid	/mnt/efs/clusterfcs/data/tfm-esther/procesado-2/duplicates_rm/PP047_sorted_q10_rmDup.bam
MRPL20-DT	0
ANKRD65	0
ANKRD65-AS1	0
TMEM88B	0
LINC01770	0
VWA1	0
ATAD3C	1
ATAD3B	3
ENSG00000284740	0
ATAD3A	14
TMEM240	1
SSU72	216
ENSG00000215014	0
ENSG00000274481	0
FNDC10	3
ENSG00000286989	0
ENSG00000272106	1
MIB2	12
MMP23B	0
CDK11B	91
ENSG00000272004	0
SLC35E2B	28
ENSG00000269737	0
MMP23A	0
CDK11A	2
ENSG00000268575	4
ENSG00000227775	1
SLC35E2A	2
NADK	96
GNB1	1366
GNB1-DT	4
CALML6	0
TMEM52	1
CFAP74	3
ENSG00000233542	0
GABRD	0
PRKCZ-DT	0
PRKCZ	8
ENSG00000271806	1
PRKCZ-AS1	0
FAAP20	32
ENSG00000234396	0
SKI	115
ENSG00000287356	1
MORN1	4
ENSG00000272161	0
ENSG00000269896	0
ENSG00000272420	1
RER1	38
PEX10	3
PLCH2	9
ENSG00000224387	0
ENSG00000229393	0
PANK4	12
HES5	0
ENSG00000272449	6
TNFRSF14-AS1	8
TNFRSF14	103
ENSG00000225931	1
ENSG00000228037	5
ENSG00000289610	0
PRXL2B	28
MMEL1	1
MMEL1-AS1	0
TTC34	0
ENSG00000285945	0
ENSG00000283259	0
ENSG00000233234	0
ENSG00000287396	1
ENSG00000231630	0
ENSG00000284745	0
ACTRT2	0
PRDM16-DT	2
PRDM16	8
MIR4251	0
ENSG00000226286	0
ENSG00000279839	0
ENSG00000272235	3
ENSG00000287828	0
ENSG00000286518	0
ARHGEF16	9
ENSG00000272088	0
MEGF6	0
MIR551A	0
ENSG00000238260	1
TPRG1L	123
WRAP73	6
TP73	2
TP73-AS3	0
TP73-AS2	0
TP73-AS1	9
ENSG00000276189	0
CCDC27	0
SMIM1	13
LRRC47	28
RN7SL574P	0
ENSG00000272153	0
CEP104	78
DFFB	14
C1orf174	44
LINC01134	3
LINC01346	0
LINC01345	0
LINC02780	1
ENSG00000284703	0
EEF1DP6	0
LINC01777	0
ENSG00000284694	1
ENSG00000227169	0
LINC01646	0
AJAP1	0
ENSG00000287586	0
ENSG00000284739	0
LINC02781	1
LINC02782	0
ENSG00000284616	0
ENSG00000284692	0
ENSG00000284666	0
ENSG00000260972	0
ENSG00000283356	0
ENSG00000236948	0
ENSG00000264341	0
MIR4689	0
NPHP4	10
KCNAB2	100
CHD5	5
ENSG00000285629	0
RPL22	470
RNF207-AS1	0
RNF207	1
ICMT	17
ICMT-DT	1
HES3	0
GPR153	3
ACOT7	32
ENSG00000271746	1
HES2	0
ESPN	41
MIR4252	0
ENSG00000231868	0
TNFRSF25	0
PLEKHG5	3
NOL9	41
RNU6-731P	0
ENSG00000229519	0
TAS1R1	0
ZBTB48	3
KLHL21	12
PHF13	11
THAP3	6
DNAJC11	45
LINC01672	0
ENSG00000284744	0
CAMTA1-DT	0
CAMTA1	474
ENSG00000227950	0
ENSG00000237365	0
RNU1-8P	0
CAMTA1-IT1	1
CAMTA1-AS2	0
CAMTA1-AS1	0
ENSG00000270171	0
ENSG00000270035	0
ENSG00000269978	0
VAMP3	399
ENSG00000269925	0
PER3	28
ENSG00000236266	0
UTS2	1
TNFRSF9	6
ENSG00000270330	0
PARK7	403
Y_RNA	1235
ENSG00000284747	1
ENSG00000284716	0
ERRFI1	49
ERRFI1-DT	0
ENSG00000232848	0
ENSG00000229305	0
ENSG00000288816	0
LINC01714	0
RNU1-7P	1
ENSG00000233645	0
RNU6-991P	0
SLC45A1	0
RERE	326
RERE-AS1	0
ENSG00000221083	0
ENSG00000270282	0
RPL7P11	0
RPL7P7	0
ENSG00000226545	0
ENSG00000228423	0
RPL23AP19	0
ENO1	630
MIR6728	0
ENO1-AS1	0
RNU6-304P	0
HMGN2P17	0
ENSG00000232208	0
ENSG00000232663	0
CA6	0
RN7SL451P	0
SLC2A7	1
SLC2A5	8
ENSG00000252404	0
GPR157	1
MIR34AHG	2
MIR34A	0
LNCTAM34A	1
H6PD	11
SPSB1	21
ENSG00000284652	0
LINC02606	2
RNA5SP40	0
ENSG00000235263	0
SLC25A33	8
ENSG00000231181	1
TMEM201	1
PIK3CD	139
PIK3CD-AS1	0
ENSG00000233268	0
PIK3CD-AS2	3
CLSTN1	44
MZT1P1	0
ENSG00000280113	1
CTNNBIP1	49
ENSG00000223989	0
ENSG00000285701	1
LZIC	340
ENSG00000228150	0
NMNAT1	18
RN7SKP269	0
TMEM274P	0
MIR5697	0
ENSG00000241326	0
RBP7	37
UBE4B	117
ENSG00000224340	0
PGAM1P11	0
RNU6-828P	0
KIF1B	137
ENSG00000264881	0
RNU6-37P	1
RN7SL731P	0
ENSG00000284735	0
ENSG00000284642	0
PGD	471
ENSG00000271989	0
CENPS-CORT	1
CENPS	4
CORT	0
DFFA	40
ENSG00000203469	0
PEX14	15
ENSG00000287727	0
RN7SL614P	0
CASZ1	22
ENSG00000272078	0
HSPE1P24	0
C1orf127	2
CFL1P6	0
TARDBP	122
MASP2	3
SRM	54
EXOSC10	71
ENSG00000226849	0
EXOSC10-AS1	2
MTOR	58
MTOR-AS1	0
RNU6-537P	0
ANGPTL7	0
RNU6-291P	0
RPL39P6	0
UBIAD1	7
UBE2V2P3	0
ENSG00000284646	0
MTCYBP45	0
DISP3	1
ENSG00000285833	0
LINC01647	0
ENSG00000284708	0
FBXO2	4
FBXO44	8
FBXO6	17
MAD2L2	22
DRAXIN	1
AGTRAP	3
C1orf167	4
C1orf167-AS1	0
MTHFR	46
CLCN6	35
ENSG00000276470	0
ENSG00000278852	0
NPPA	2
ENSG00000275915	0
NPPB	0
SBF1P2	1
ENSG00000285646	0
RNU5E-1	0
RNU5E-4P	0
KIAA2013	21
PLOD1	8
ENSG00000287384	2
MFN2	489
ENSG00000270914	0
MIIP	20
MIR6729	0
RN7SL649P	0
TNFRSF8	6
RNU6-777P	0
RPL23AP89	0
ENSG00000285604	0
MIR7846	0
TNFRSF1B	20
MIR4632	0
RPL10P17	0
SNORA70	0
VPS13D	118
SNORA59A	0
LINC02766	0
DHRS3	56
RNU6ATAC18P	0
MIR6730	0
ENSG00000288927	4
ENSG00000272482	1
AADACL4	0
ENSG00000226166	0
AADACL3	0
CFAP107	0
PRAMEF12	0
PRAMEF1	0
LINC01784	0
PRAMEF11	0
PRAMEF30P	0
HNRNPCL1	1
PRAMEF2	0
PRAMEF4	2
PRAMEF10	0
PRAMEF7	0
RNU6-1072P	0
PRAMEF29P	0
PRAMEF6	1
PRAMEF28P	0
PRAMEF27	0
HNRNPCL3	0
PRAMEF25	0
PRAMEF34P	0
PRAMEF35P	2
HNRNPCL2	1
PRAMEF36P	0
ENSG00000233336	0
PRAMEF26	0
HNRNPCL4	1
PRAMEF9	0
PRAMEF13	0
PRAMEF18	0
PRAMEF31P	0
PRAMEF5	0
PRAMEF32P	0
RNU6-771P	0
PRAMEF8	0
PRAMEF33	0
PRAMEF15	0
ENSG00000228229	1
PRAMEF14	0
PRAMEF19	0
PRAMEF17	0
PRAMEF20	0
LRRC38	0
ENSG00000259961	0
BRWD1P1	0
PDPN	1
RNA5SP41	0
ENSG00000237445	0
ENSG00000253085	0
PRDM2	243
ENSG00000289380	0
KAZN	21
RNU6-1265P	0
ENSG00000231606	0
KAZN-AS1	0
TBCAP2	0
ENSG00000287756	0
TMEM51-AS1	1
TMEM51	1
TMEM51-AS2	0
MFFP1	0
ZBTB2P1	1
FHAD1	5
FHAD1-AS1	0
ENSG00000236045	0
EFHD2-AS1	1
EFHD2	323
CTRC	0
CELA2A	0
CELA2B	0
CASP9	31
DNAJC16	251
SCARNA21B	0
ENSG00000272510	1
AGMAT	6
ENSG00000237301	0
CHCHD2P6	1
RNU7-179P	0
CD24P1	0
DDI2	167
RSC1A1	0
ENSG00000271742	0
PLEKHM2	59
ENSG00000237938	0
SLC25A34	1
SLC25A34-AS1	0
TMEM82	1
FBLIM1	14
RPL12P14	1
UQCRHL	24
ENSG00000178715	1
FLJ37453	4
SPEN	241
ENSG00000270620	0
ZBTB17	22
ENSG00000234607	0
ENSG00000231353	0
ENSG00000275503	0
TBC1D3P6	0
SRARP	0
ENSG00000233078	0
HSPB7	0
CLCNKA	0
ENSG00000232456	0
CLCNKB	0
FAM131C	4
EPHA2	8
EPHA2-AS1	0
ENSG00000224621	0
ARHGEF19-AS1	0
ARHGEF19	3
ANO7L1	1
ENSG00000288398	4
CPLANE2	4
MT1XP1	0
FBXO42	29
SZRD1	178
RPL22P3	0
SPATA21	0
NECAP2	123
LINC01772	1
CROCCP3	2
RNU1-1	0
ENSG00000261135	0
ENSG00000285853	0
ENSG00000224174	0
LINC01783	0
RNU1-6P	0
PDE4DIPP8	0
NBPF1	34
ENSG00000271732	0
CROCCP2	24
ENSG00000283773	0
MST1P2	0
ENSG00000282143	0
RNU1-3	2
ENSG00000280114	0
EIF1AXP1	0
ESPNP	1
ENSG00000279151	0
ENSG00000282740	0
CROCC	17
CROCCP4	0
RNU1-4	1
MST1L	0
ENSG00000223643	0
PDE4DIPP9	0
MIR3675	0
ENSG00000228549	2
RNU1-5P	0
ENSG00000238142	0
ENSG00000235241	0
RNU1-2	1
ENSG00000272426	0
MFAP2	1
ENSG00000286898	0
ENSG00000226526	0
ATP13A2	12
ENSG00000288636	0
SDHB	87
PADI2	33
LINC02783	1
ENSG00000282843	0
PADI1	2
PADI3	1
MIR3972	0
PADI4	50
PADI6	1
RCC2-AS1	0
RCC2	139
ARHGEF10L	16
LINC02810	0
ACTL8	0
ENSG00000284653	0
LINC01654	0
IGSF21	0
ENSG00000280222	0
IGSF21-AS1	0
ENSG00000225387	0
KLHDC7A	0
DYNLL1P3	0
ENSG00000225478	0
PAX7	1
TAS1R2	1
ALDH4A1	4
MIR4695	0
MIR1290	0
IFFO2	13
ENSG00000272084	0
UBR4	315
EMC1-AS1	4
EMC1	3
MRTO4	20
ENSG00000286064	0
AKR7L	1
AKR7A3	24
ENSG00000270728	0
AKR7A2	67
RNU6-1099P	1
SLC66A1	5
CAPZB	773
RN7SL277P	2
MICOS10	49
RNU4-28P	0
MICOS10-DT	0
NBL1	122
MICOS10-NBL1	0
ENSG00000226396	0
HTR6	2
TMCO4	26
RNF186	6
RNF186-AS1	0
OTUD3	18
PLA2G2E	0
RN7SL304P	0
PLA2G2A	1
PLA2G5	0
PLA2G2D	0
PLA2G2F	3
ENSG00000227066	0
PLA2G2C	1
UBXN10	6
LINC01757	0
ENSG00000284710	3
VWA5B1	0
ENSG00000226664	0
LINC01141	5
ENSG00000226487	0
ENSG00000284641	0
ENSG00000284743	0
CAMK2N1	353
ENSG00000289402	0
MUL1	9
RPS4XP4	0
FAM43B	0
CDA	66
PINK1	55
MIR6084	0
PINK1-AS	1
DDOST	28
KIF17	2
ENSG00000235432	0
SH2D5	0
ENSG00000233069	0
HP1BP3	458
EIF4G3	1308
RNU7-200P	0
MIR1256	0
RPS15AP6	0
ENSG00000236073	2
HSPE1P27	0
ENSG00000287192	0
ECE1	155
ENSG00000236936	17
ECE1-AS1	2
PPP1R11P1	1
PDE4DIPP10	0
ENSG00000236009	0
NBPF2P	1
HS6ST1P1	0
CROCCP5	0
NBPF3	13
PFN1P10	0
ALPL	2
ENSG00000289715	0
LINC02596	0
RAP1GAP	64
USP48	387
ENSG00000231978	0
LDLRAD2	1
HSPG2	13
ENSG00000232037	1
ENSG00000283234	0
CELA3B	0
ENSG00000285959	0
RN7SL386P	0
RNU6-1022P	0
CELA3A	0
RN7SL186P	0
RNU6-776P	0
LINC01635	3
LINC00339	1
ENSG00000289694	0
CDC42-AS1	0
ENSG00000285794	0
CDC42	26
CDC42-IT1	0
MPHOSPH6P1	0
WNT4	0
ENSG00000285873	1
MIR4418	0
PPIAP34	0
ENSG00000279625	1
ZBTB40	32
ZBTB40-IT1	0
EPHA8	0
MIR6127	0
C1QA	2
ENSG00000289692	0
C1QC	19
C1QB	18
EPHB2	0
MIR4684	0
ENSG00000225952	0
MIR4253	0
LACTBL1	0
TEX46	0
KDM1A	210
ENSG00000240553	0
MIR3115	0
ENSG00000266802	0
LUZP1	80
ENSG00000229010	0
RNU6-514P	0
RNU6-135P	0
ENSG00000289014	0
HTR1D	19
ENSG00000215381	0
LINC01355	0
ENSG00000284726	0
HNRNPR	363
ZNF436	15
ZNF436-AS1	0
ENSG00000271420	0
TCEA3	10
ENSG00000232482	1
ASAP3	4
E2F2	102
ENSG00000235052	0
ID3	22
ENSG00000285802	0
MDS2	0
ENSG00000229239	0
RPL11	1669
ELOA-AS1	1
ELOA	93
PITHD1	201
LYPLA2	30
GALE	9
HMGCL	27
FUCA1	12
CNR2	13
BTBD6P1	4
ENSG00000232557	0
MIR378F	0
H3P1	2
PNRC2	384
SRSF10	248
ENSG00000215905	0
ENSG00000225315	0
MYOM3	14
MYOM3-AS1	0
IL22RA1	16
IFNLR1	15
GRHL3	2
LINC02800	0
GRHL3-AS1	0
STPG1	12
NIPAL3	27
ENSG00000288982	0
RCAN3AS	0
RCAN3	199
NCMAP-DT	0
NCMAP	2
ENSG00000227312	0
SRRM1	431
ENSG00000284699	0
CLIC4	615
RNU6-1208P	0
RUNX3	177
MIR6731	0
RUNX3-AS1	0
ENSG00000261025	0
MIR4425	0
LINC02793	1
ENSG00000233755	2
IFITM3P7	0
ENSG00000231953	0
SYF2	402
ENSG00000284602	0
ENSG00000284657	0
RSRP1	162
ENSG00000272432	0
ENSG00000261349	1
RHD	82
SDHDP6	3
ENSG00000259984	0
TMEM50A	924
RHCE	16
ENSG00000238084	2
MACO1	90
LDLRAP1	350
ENSG00000225643	2
MAN1C1	2
ENSG00000233478	2
SELENON	25
ENSG00000255054	0
ENSG00000228172	0
MTFR1L	172
ENSG00000272478	0
AUNIP	3
ENSG00000236528	0
PAQR7	14
STMN1	112
SNRPFP2	0
ENSG00000223624	0
MIR3917	0
PAFAH2	13
RNU6-110P	0
ENSG00000252190	0
ENSG00000252691	0
EXTL1	0
SLC30A2	0
ENSG00000284309	0
TRIM63	1
PDIK1L	20
FAM110D	1
C1orf232	0
ZNF593OS	1
ZNF593	0
CNKSR1	6
CATSPER4	2
ZPLD2P	1
ENSG00000278572	0
CEP85	36
ENSG00000270733	0
SH3BGRL3	4215
UBXN11	46
CD52	237
CRYBG2	9
ENSG00000225854	0
ZNF683	11
LIN28A	0
DHDDS	44
ENSG00000223583	0
DHDDS-AS1	4
HMGN2	367
DPPA2P2	0
RPS6KA1	107
MIR1976	0
RN7SL679P	0
RNU7-29P	0
ENSG00000289452	0
ENSG00000229247	0
ENSG00000238316	0
ENSG00000235069	0
ENSG00000260063	2
ARID1A	475
PIGV	4
RN7SL165P	0
ENSG00000287810	0
ZDHHC18	45
SFN	85
GPN2	14
ENSG00000226698	0
ENSG00000289554	0
GPATCH3	18
NUDC	221
NR0B2	19
KDF1	1
RPL12P13	0
RPL32P6	0
OSTCP2	0
TRNP1	1
TENT5B	0
SLC9A1	64
ENSG00000229985	0
CHCHD3P3	1
NPM1P39	5
SNRPEP7	0
WDTC1-DT	0
WDTC1	143
ENSG00000243659	0
TMEM222	9
RNU6-48P	0
ACTG1P20	0
SYTL1	25
MAP3K6	5
FCN3	6
CD164L2	0
ENSG00000231207	0
GPR3	1
WASF2	683
ENSG00000241169	1
ENSG00000237429	1
AHDC1	20
FGR	98
ENSG00000235912	3
LINC02574	0
IFI6	2
ENSG00000225886	0
RNU6-949P	0
CHMP1AP1	0
RNU6-424P	0
ENSG00000287244	1
FAM76A	20
ENSG00000231344	0
RPEP3	0
STX12	83
ENSG00000269971	0
ENSG00000270031	0
RNU6-1245P	0
ENSG00000286433	0
PPP1R8	51
SCARNA1	1
THEMIS2	78
RPA2	54
SMPDL3B	0
ENSG00000227050	0
XKR8	3
EYA3	80
ENSG00000238231	0
RN7SL559P	0
SPCS2P4	2
ENSG00000228943	0
ENSG00000289576	0
ENSG00000214812	0
RNU6-176P	0
PTAFR	29
DNAJC8	279
ATP5IF1	279
ENSG00000270605	0
ENSG00000271398	0
SESN2	23
MED18	20
PHACTR4	149
ENSG00000229820	0
RNU6ATAC27P	0
RCC1	27
SNHG3	6
SNORA73A	0
SNORA73B	4
PRDX3P2	0
ENSG00000279443	1
TRNAU1AP	27
SNHG12	30
SNORD99	0
SNORA61	0
SNORA44	0
SNORA16A	0
TAF12	67
RAB42	0
TAF12-DT	0
ENSG00000270103	0
RNU11	0
GMEB1	41
ENSG00000252777	0
ENSG00000289291	1
YTHDF2	149
OPRD1	3
ENSG00000233427	1
EPB41	4717
ENSG00000225616	4
Metazoa_SRP	5
TMEM200B	0
ENSG00000225750	0
SRSF4	350
ENSG00000277916	0
MECR	11
ENSG00000237934	0
PTPRU	2
LINC01756	1
ENSG00000225011	0
ENSG00000228176	0
ENSG00000284676	0
ENSG00000270927	0
LINC01648	0
ENSG00000233372	0
ENSG00000231251	0
ENSG00000236335	1
ENSG00000231949	0
ENSG00000289710	0
MATN1	1
MATN1-AS1	1
ENSG00000287510	0
LAPTM5	423
MIR4420	0
ENSG00000229607	0
LINC01778	1
RN7SKP91	0
ENSG00000235143	0
SDC3	5
RN7SL371P	0
PUM1	149
ENSG00000237329	0
ENSG00000232768	0
SELENOWP1	0
ENSG00000225142	0
NKAIN1	1
SNRNP40	59
ENSG00000229447	0
ZCCHC17	317
ENSG00000229044	0
FABP3	6
SERINC2	159
ENSG00000215899	0
RNU6-40P	1
LDC1P	1
LINC01226	1
ENSG00000229167	0
TINAGL1	9
HCRTR1	0
PEF1	55
PEF1-AS1	0
ENSG00000264078	0
COL16A1	6
ADGRB2	1
MIR4254	0
ENSG00000254545	0
SPOCD1	119
ENSG00000203620	0
ENSG00000269967	0
PTP4A2	2091
ENSG00000288678	0
ENSG00000228634	0
ENSG00000284702	0
KHDRBS1	237
ENSG00000203325	2
TMEM39B	18
MIR5585	0
KPNA6	138
ENSG00000250135	0
TXLNA	67
CCDC28B	18
ENSG00000224066	0
IQCC	0
DCDC2B	0
TMEM234	4
EIF3I	116
MTMR9LP	0
FAM167B	1
LCK	108
HDAC1	149
MARCKSL1	119
ENSG00000233775	0
TSSK3	0
FAM229A	0
BSDC1	124
GAPDHP20	0
ENSG00000270850	0
LRRC37A12P	0
RN7SL122P	0
ENSG00000254553	0
ZBTB8B	0
ZBTB8A	1
ZBTB8OS	112
RBBP4	311
SYNC	1
ENSG00000224409	0
KIAA1522	91
YARS1	96
S100PBP	30
FNDC5	0
HPCA	0
TMEM54	101
ENSG00000287691	0
RNF19B	61
ENSG00000278966	1
ENSG00000217644	4
ENSG00000239670	0
ENSG00000236065	0
AK2	112
AZIN2	2
ENSG00000278997	1
TRIM62	11
ENSG00000279179	0
ENSG00000284721	0
ZNF362	46
ENSG00000270115	0
A3GALT2	2
ENSG00000225313	1
PHC2	50
MIR3605	0
RN7SKP16	1
PHC2-AS1	0
TLR12P	1
ZSCAN20	11
ENSG00000235907	0
CSMD2	15
HSPD1P14	0
HMGB4	0
CSMD2-AS1	0
RNA5SP42	1
C1orf94	0
ENSG00000270241	0
ENSG00000287703	0
MIR552	0
SMIM12	41
GJB5	1
GJB4	0
ENSG00000255811	0
GJB3	0
GJA4	3
ENSG00000230163	0
DLGAP3	3
ENSG00000284773	0
GPR199P	0
ENSG00000271741	0
TMEM35B	4
ZMYM6	17
ZMYM1	13
RPL12P45	0
EFCAB14P1	0
ENSG00000284640	0
SFPQ	429
ZMYM4	239
RN7SL503P	0
SNORA62	0
RPL5P4	8
ZMYM4-AS1	1
KIAA0319L	35
ENSG00000236274	0
NCDN	4
TFAP2E-AS1	3
TFAP2E	1
PSMB2	72
C1orf216	13
CLSPN	47
ENSG00000232335	0
AGO4	73
AGO1	177
CFAP97P1	0
ENSG00000286899	0
ENSG00000271914	0
AGO3	57
ENSG00000271554	0
ENSG00000232862	0
TEKT2	0
ADPRS	13
COL8A2	0
TRAPPC3	30
MAP7D1	110
RN7SL131P	0
THRAP3	455
UBE2V2P4	0
SH3D21	8
EVA1B	0
ENSG00000286379	4
STK40	353
LSM10	40
RNU4-27P	0
OSCP1	2
SNORA63C	0
MRPS15	59
CSF3R	17
FTLP18	0
ENSG00000284705	1
ENSG00000284720	0
ENSG00000234481	0
GRIK3	3
ENSG00000284650	0
ENSG00000223944	0
MIR4255	0
RNU6-636P	0
RNA5SP43	0
RPS29P6	0
ZC3H12A-DT	4
ZC3H12A	14
MIR6732	0
MEAF6	142
MIR5581	0
SNIP1	35
FTH1P1	3
ENSG00000237749	5
DNALI1	2
GNL2	81
ENSG00000284748	1
RSPO1	1
C1orf109	11
CDCA8	12
EPHA10	1
ACTN4P2	0
ENSG00000227416	0
MANEAL	0
ENSG00000233728	0
YRDC	2
C1orf122	14
MTF1	50
ENSG00000235673	0
ENSG00000230955	0
INPP5B	94
SNORA63	1
RNU6-584P	0
SF3A3	137
RNU6-510P	0
FHL3	8
UTP11	63
POU3F1	0
MIR3659HG	0
ENSG00000223589	0
MIR3659	0
LINC02786	0
ENSG00000286552	0
ENSG00000287987	0
LINC01343	0
ENSG00000275350	0
RNU6-753P	0
LINC01685	2
HSPA5P1	0
ENSG00000284632	0
RRAGC	32
ENSG00000273637	0
RRAGC-DT	1
MYCBP	49
ENSG00000274944	0
GJA9	0
RHBDL2	0
RNU6-605P	0
EIF1P2	0
AKIRIN1	206
NDUFS5	298
MACF1	580
RNU6-608P	0
RNA5SP44	0
ENSG00000287422	0
ENSG00000226438	0
HSPE1P8	0
BMP8A	8
OXCT2P1	0
PPIEL	2
PABPC4	148
PABPC4-AS1	0
SNORA55	0
HEYL	0
ENSG00000225903	0
NT5C1A	1
HPCAL4	0
PPIE	79
ENSG00000225333	0
RNU7-121P	0
ENSG00000289711	0
BMP8B	19
OXCT2	0
BMP8B-AS1	0
ENSG00000261798	1
ENSG00000229213	0
ENSG00000284719	1
LINC02811	0
TRIT1	12
MYCL	6
MYCL-AS1	1
MFSD2A	4
ENSG00000228477	1
CAP1	1813
PPT1	21
OAZ1P1	0
RLF	101
RNU6-1237P	0
TMCO2	0
ZMPSTE24-DT	5
ZMPSTE24	66
ENSG00000231296	0
COL9A2	4
ENSG00000227311	0
SMAP2	241
ENSG00000213172	0
ENSG00000284677	0
ZFP69B	2
ENSG00000260920	3
ENSG00000279667	0
ZFP69	12
EXO5-DT	5
EXO5	8
ENSG00000227278	0
ENSG00000238186	0
ZNF684	10
ENSG00000286838	0
ENSG00000236505	0
GTF2F2P2	0
RIMS3	5
ENSG00000287743	0
ENSG00000237899	0
NFYC-AS1	0
NFYC	99
MIR30E	0
MIR30C1	0
KCNQ4	9
RN7SL326P	0
CITED4	3
ENSG00000229528	0
ENSG00000228940	0
ENSG00000286668	0
UBE2V1P8	0
CTPS1	30
SLFNL1-AS1	1
SLFNL1	0
SCMH1	72
RPL23AP17	0
ENSG00000287400	0
SCMH1-DT	0
ENSG00000213987	0
ENSG00000286640	1
FOXO6	1
FOXO6-AS1	0
RNA5SP45	0
EDN2	1
HIVEP3	50
ENSG00000230881	0
ENSG00000230638	0
ENSG00000284895	0
ENSG00000287587	0
HNRNPFP1	0
ENSG00000228776	0
GUCA2B	5
GUCA2A	2
FOXJ3	140
ENSG00000227527	0
RIMKLA	10
ENSG00000235002	0
ZMYND12	24
PPCS	133
CCDC30	24
RPS3AP11	0
TMSB4XP1	22
RNU6-536P	0
ENSG00000236180	0
PPIH	4
ENSG00000285728	1
ENSG00000234917	1
YBX1	2301
CLDN19	0
P3H1	3
C1orf50	4
ENSG00000283580	0
ENSG00000228452	0
TMEM269	0
SVBP	146
ERMAP	30
ZNF691-DT	6
ZNF691	5
ENSG00000233708	0
MKRN8P	0
ATP6V1E1P1	0
ENSG00000288955	0
SLC2A1	112
ATP6V0CP4	1
SLC2A1-DT	4
ENSG00000283973	0
RNU6-880P	0
ENSG00000277513	0
FAM183A	0
EBNA1BP2	80
MIR6733	0
CFAP57	3
RNA5SP46	0
TMEM125	6
C1orf210	8
TIE1	4
MPL	80
ENSG00000287113	0
CDC20-DT	3
CDC20	14
ELOVL1	20
MIR6734	0
ENSG00000288772	0
MED8	43
MED8-AS1	0
SZT2	25
SZT2-AS1	0
MIR6735	0
HYI	0
HYI-AS1	0
PTPRF	134
KDM4A	35
ENSG00000284989	0
KDM4A-AS1	3
ST3GAL3	33
ST3GAL3-AS1	0
ENSG00000233674	0
MIR6079	0
SHMT1P1	1
ARTN	1
LINC02918	1
ENSG00000288573	0
IPO13	8
ENSG00000285649	0
DPH2	4
ATP6V0B	13
B4GALT2	5
CCDC24	2
SLC6A9	12
ENSG00000230615	4
ENSG00000227163	0
KRT8P47	0
RN7SL479P	3
KLF17	0
ENSG00000233514	3
KLF18	0
ENSG00000226804	1
OOSP1P1	0
ENSG00000227994	0
ENSG00000271329	0
DMAP1	24
ERI3	25
ERI3-IT1	0
RNU6-369P	0
RNF220	74
MIR5584	0
TMEM53	10
ARMH1	21
RNU5F-1	2
RNU5D-1	0
KIF2C	14
ENSG00000225721	0
RPS8	1918
SNORD55	0
SNORD46	0
SNORD38A	0
SNORD38B	0
RPS15AP11	4
BEST4	0
PLK3	5
DYNLT4	0
BTBD19	15
PTCH2	2
RNU5E-6P	0
ENSG00000226499	0
EIF2B3	13
RNA5SP47	0
CCNB1IP1P1	0
PPIAP35	0
MRPS17P1	0
HECTD3	61
UROD	66
ZSWIM5	4
OSTCP5	0
LINC01144	0
HPDL	0
MUTYH	1
ENSG00000288208	0
TOE1	7
TESK2	4
PPIAP36	0
CCDC163	2
MMACHC	9
