Geneid	/mnt/efs/clusterfcs/data/tfm-esther/procesado-2/duplicates_rm/PP062_sorted_q10_rmDup.bam
HNRNPR	131
ZNF436	6
ZNF436-AS1	0
ENSG00000271420	0
TCEA3	4
ENSG00000232482	0
ASAP3	6
E2F2	5
ENSG00000235052	0
ID3	8
ENSG00000285802	0
MDS2	0
ENSG00000229239	0
RPL11	649
ELOA-AS1	0
ELOA	37
PITHD1	29
LYPLA2	7
GALE	0
HMGCL	9
FUCA1	0
CNR2	1
BTBD6P1	0
ENSG00000232557	0
MIR378F	0
H3P1	1
PNRC2	83
SRSF10	54
ENSG00000215905	0
ENSG00000225315	0
MYOM3	3
MYOM3-AS1	0
IL22RA1	0
IFNLR1	0
GRHL3	0
LINC02800	0
GRHL3-AS1	0
STPG1	1
NIPAL3	51
ENSG00000288982	0
RCAN3AS	2
RCAN3	166
NCMAP-DT	0
NCMAP	0
ENSG00000227312	0
SRRM1	153
ENSG00000284699	0
CLIC4	591
RNU6-1208P	0
RUNX3	46
MIR6731	0
RUNX3-AS1	0
ENSG00000261025	0
MIR4425	0
LINC02793	0
ENSG00000233755	0
IFITM3P7	0
ENSG00000231953	0
SYF2	211
ENSG00000284602	0
ENSG00000284657	0
RSRP1	55
ENSG00000272432	1
ENSG00000261349	0
RHD	37
SDHDP6	0
ENSG00000259984	1
TMEM50A	366
RHCE	3
ENSG00000238084	0
MACO1	23
LDLRAP1	392
ENSG00000225643	0
MAN1C1	6
ENSG00000233478	2
SELENON	59
ENSG00000255054	0
ENSG00000228172	0
MTFR1L	92
ENSG00000272478	0
AUNIP	2
ENSG00000236528	1
PAQR7	6
STMN1	15
SNRPFP2	0
ENSG00000223624	0
MIR3917	0
PAFAH2	7
RNU6-110P	0
ENSG00000252190	0
ENSG00000252691	0
EXTL1	0
SLC30A2	0
ENSG00000284309	0
TRIM63	0
PDIK1L	8
FAM110D	4
C1orf232	0
ZNF593OS	0
ZNF593	0
CNKSR1	0
CATSPER4	0
ZPLD2P	1
ENSG00000278572	0
CEP85	17
ENSG00000270733	0
SH3BGRL3	3002
UBXN11	138
CD52	80
CRYBG2	0
ENSG00000225854	0
ZNF683	1
LIN28A	0
DHDDS	19
ENSG00000223583	0
DHDDS-AS1	3
HMGN2	106
DPPA2P2	0
RPS6KA1	42
MIR1976	0
RN7SL679P	3
RNU7-29P	0
ENSG00000289452	0
ENSG00000229247	0
ENSG00000238316	0
ENSG00000235069	0
ENSG00000260063	0
ARID1A	295
PIGV	2
RN7SL165P	0
ENSG00000287810	0
ZDHHC18	15
SFN	1
GPN2	6
ENSG00000226698	0
ENSG00000289554	0
GPATCH3	6
NUDC	159
NR0B2	0
KDF1	0
RPL12P13	0
RPL32P6	0
OSTCP2	0
TRNP1	1
TENT5B	0
SLC9A1	123
ENSG00000229985	0
CHCHD3P3	0
NPM1P39	1
SNRPEP7	0
WDTC1-DT	0
WDTC1	61
ENSG00000243659	0
TMEM222	1
RNU6-48P	0
ACTG1P20	0
SYTL1	12
MAP3K6	2
FCN3	0
CD164L2	0
ENSG00000231207	0
GPR3	0
WASF2	296
ENSG00000241169	0
ENSG00000237429	0
AHDC1	20
FGR	55
ENSG00000235912	0
LINC02574	0
IFI6	2
ENSG00000225886	0
RNU6-949P	0
CHMP1AP1	0
RNU6-424P	0
ENSG00000287244	1
FAM76A	10
ENSG00000231344	0
RPEP3	0
STX12	29
ENSG00000269971	1
ENSG00000270031	0
RNU6-1245P	0
ENSG00000286433	0
PPP1R8	17
SCARNA1	2
THEMIS2	53
RPA2	22
SMPDL3B	0
ENSG00000227050	0
XKR8	4
EYA3	39
ENSG00000238231	0
RN7SL559P	0
SPCS2P4	4
ENSG00000228943	0
ENSG00000289576	0
ENSG00000214812	0
RNU6-176P	0
PTAFR	15
DNAJC8	79
ATP5IF1	93
ENSG00000270605	0
ENSG00000271398	0
SESN2	2
MED18	2
PHACTR4	76
ENSG00000229820	0
RNU6ATAC27P	0
RCC1	7
SNHG3	1
SNORA73A	0
SNORA73B	11
PRDX3P2	0
ENSG00000279443	0
TRNAU1AP	6
SNHG12	23
SNORD99	1
SNORA61	0
SNORA44	0
SNORA16A	0
TAF12	17
RAB42	1
TAF12-DT	0
ENSG00000270103	0
RNU11	0
GMEB1	15
ENSG00000252777	0
ENSG00000289291	0
YTHDF2	45
OPRD1	8
ENSG00000233427	0
EPB41	988
ENSG00000225616	3
Metazoa_SRP	9
TMEM200B	0
ENSG00000225750	0
SRSF4	180
ENSG00000277916	0
MECR	3
ENSG00000237934	0
PTPRU	0
LINC01756	0
ENSG00000225011	0
ENSG00000228176	0
ENSG00000284676	0
ENSG00000270927	0
LINC01648	0
ENSG00000233372	0
ENSG00000231251	0
ENSG00000236335	0
ENSG00000231949	0
ENSG00000289710	0
MATN1	0
MATN1-AS1	0
ENSG00000287510	0
LAPTM5	245
MIR4420	0
ENSG00000229607	0
LINC01778	2
RN7SKP91	0
ENSG00000235143	0
SDC3	5
RN7SL371P	0
PUM1	64
ENSG00000237329	0
ENSG00000232768	0
SELENOWP1	0
ENSG00000225142	0
NKAIN1	0
SNRNP40	14
ENSG00000229447	0
ZCCHC17	336
ENSG00000229044	0
FABP3	1
SERINC2	3
ENSG00000215899	0
RNU6-40P	0
LDC1P	0
LINC01226	1
ENSG00000229167	0
TINAGL1	1
HCRTR1	1
PEF1	30
PEF1-AS1	0
ENSG00000264078	0
COL16A1	3
ADGRB2	0
MIR4254	0
ENSG00000254545	1
SPOCD1	57
ENSG00000203620	1
ENSG00000269967	0
PTP4A2	1078
ENSG00000288678	0
ENSG00000228634	0
ENSG00000284702	0
KHDRBS1	101
ENSG00000203325	1
TMEM39B	12
MIR5585	0
KPNA6	27
ENSG00000250135	0
TXLNA	36
CCDC28B	6
ENSG00000224066	2
IQCC	5
DCDC2B	0
TMEM234	4
EIF3I	46
MTMR9LP	1
FAM167B	4
LCK	18
HDAC1	40
MARCKSL1	24
ENSG00000233775	0
TSSK3	0
FAM229A	0
BSDC1	115
GAPDHP20	0
ENSG00000270850	0
LRRC37A12P	0
RN7SL122P	0
ENSG00000254553	0
ZBTB8B	1
ZBTB8A	2
ZBTB8OS	45
RBBP4	113
SYNC	1
ENSG00000224409	0
KIAA1522	12
YARS1	20
S100PBP	5
FNDC5	0
HPCA	0
TMEM54	0
ENSG00000287691	0
RNF19B	37
ENSG00000278966	2
ENSG00000217644	0
ENSG00000239670	0
ENSG00000236065	0
AK2	31
AZIN2	0
ENSG00000278997	2
TRIM62	3
ENSG00000279179	0
ENSG00000284721	0
ZNF362	37
ENSG00000270115	0
A3GALT2	0
ENSG00000225313	0
PHC2	13
MIR3605	0
RN7SKP16	0
PHC2-AS1	0
TLR12P	0
ZSCAN20	3
ENSG00000235907	0
CSMD2	11
HSPD1P14	0
HMGB4	0
CSMD2-AS1	0
RNA5SP42	0
C1orf94	0
ENSG00000270241	0
ENSG00000287703	0
MIR552	0
SMIM12	18
GJB5	2
GJB4	1
ENSG00000255811	0
GJB3	0
GJA4	1
ENSG00000230163	0
DLGAP3	2
ENSG00000284773	2
GPR199P	0
ENSG00000271741	0
TMEM35B	2
ZMYM6	7
ZMYM1	4
RPL12P45	0
EFCAB14P1	0
ENSG00000284640	0
SFPQ	153
ZMYM4	87
RN7SL503P	0
SNORA62	0
RPL5P4	10
ZMYM4-AS1	0
KIAA0319L	27
ENSG00000236274	0
NCDN	10
TFAP2E-AS1	3
TFAP2E	0
PSMB2	26
C1orf216	6
CLSPN	9
ENSG00000232335	0
AGO4	35
AGO1	196
CFAP97P1	0
ENSG00000286899	0
ENSG00000271914	0
AGO3	26
ENSG00000271554	0
ENSG00000232862	0
TEKT2	0
ADPRS	5
COL8A2	0
TRAPPC3	11
MAP7D1	50
RN7SL131P	0
THRAP3	167
UBE2V2P4	0
SH3D21	3
EVA1B	0
ENSG00000286379	0
STK40	391
LSM10	11
RNU4-27P	0
OSCP1	2
SNORA63C	0
MRPS15	16
CSF3R	8
FTLP18	0
ENSG00000284705	1
ENSG00000284720	0
ENSG00000234481	0
GRIK3	0
ENSG00000284650	0
ENSG00000223944	1
MIR4255	0
RNU6-636P	0
RNA5SP43	0
RPS29P6	0
ZC3H12A-DT	10
ZC3H12A	1
MIR6732	0
MEAF6	49
MIR5581	0
SNIP1	12
FTH1P1	0
ENSG00000237749	0
DNALI1	2
GNL2	33
ENSG00000284748	0
RSPO1	0
C1orf109	3
CDCA8	3
EPHA10	2
ACTN4P2	0
ENSG00000227416	0
MANEAL	0
ENSG00000233728	0
YRDC	0
C1orf122	6
MTF1	18
ENSG00000235673	0
ENSG00000230955	0
INPP5B	54
SNORA63	1
RNU6-584P	0
SF3A3	48
RNU6-510P	0
FHL3	32
UTP11	19
POU3F1	0
MIR3659HG	0
ENSG00000223589	0
MIR3659	0
LINC02786	0
ENSG00000286552	0
ENSG00000287987	0
LINC01343	0
ENSG00000275350	0
RNU6-753P	0
LINC01685	0
HSPA5P1	1
ENSG00000284632	0
RRAGC	10
ENSG00000273637	0
RRAGC-DT	1
MYCBP	16
ENSG00000274944	0
GJA9	0
RHBDL2	0
RNU6-605P	0
EIF1P2	0
AKIRIN1	105
NDUFS5	214
MACF1	528
RNU6-608P	0
RNA5SP44	0
ENSG00000287422	0
ENSG00000226438	0
HSPE1P8	0
BMP8A	1
OXCT2P1	0
PPIEL	4
PABPC4	68
PABPC4-AS1	0
SNORA55	0
HEYL	4
ENSG00000225903	0
NT5C1A	2
HPCAL4	0
PPIE	46
ENSG00000225333	0
RNU7-121P	0
ENSG00000289711	0
BMP8B	1
OXCT2	0
BMP8B-AS1	0
ENSG00000261798	0
ENSG00000229213	0
ENSG00000284719	0
LINC02811	0
TRIT1	8
MYCL	6
MYCL-AS1	1
MFSD2A	1
ENSG00000228477	0
CAP1	1436
PPT1	7
OAZ1P1	0
RLF	42
RNU6-1237P	0
TMCO2	0
ZMPSTE24-DT	5
ZMPSTE24	66
ENSG00000231296	0
COL9A2	4
ENSG00000227311	1
SMAP2	79
ENSG00000213172	0
ENSG00000284677	0
ZFP69B	1
ENSG00000260920	0
ENSG00000279667	0
ZFP69	3
EXO5-DT	0
EXO5	0
ENSG00000227278	0
ENSG00000238186	0
ZNF684	4
ENSG00000286838	0
ENSG00000236505	0
GTF2F2P2	0
RIMS3	8
ENSG00000287743	0
ENSG00000237899	0
NFYC-AS1	0
NFYC	76
MIR30E	0
MIR30C1	0
KCNQ4	9
RN7SL326P	0
CITED4	6
ENSG00000229528	1
ENSG00000228940	0
ENSG00000286668	0
UBE2V1P8	0
CTPS1	16
SLFNL1-AS1	0
SLFNL1	0
SCMH1	54
RPL23AP17	0
ENSG00000287400	0
SCMH1-DT	0
ENSG00000213987	0
ENSG00000286640	4
FOXO6	1
FOXO6-AS1	0
RNA5SP45	0
EDN2	0
HIVEP3	29
ENSG00000230881	0
ENSG00000230638	0
ENSG00000284895	0
ENSG00000287587	1
HNRNPFP1	0
ENSG00000228776	0
GUCA2B	0
GUCA2A	0
FOXJ3	41
ENSG00000227527	0
RIMKLA	6
ENSG00000235002	0
ZMYND12	13
PPCS	44
CCDC30	6
RPS3AP11	0
TMSB4XP1	12
RNU6-536P	0
ENSG00000236180	0
PPIH	5
ENSG00000285728	0
ENSG00000234917	0
YBX1	925
CLDN19	0
P3H1	3
C1orf50	0
ENSG00000283580	0
ENSG00000228452	0
TMEM269	0
SVBP	24
ERMAP	20
ZNF691-DT	1
ZNF691	5
ENSG00000233708	0
MKRN8P	1
ATP6V1E1P1	1
ENSG00000288955	1
SLC2A1	30
ATP6V0CP4	0
SLC2A1-DT	0
ENSG00000283973	0
RNU6-880P	0
ENSG00000277513	0
FAM183A	0
EBNA1BP2	6
MIR6733	0
CFAP57	1
RNA5SP46	0
TMEM125	0
C1orf210	0
TIE1	0
MPL	350
ENSG00000287113	0
CDC20-DT	1
CDC20	0
ELOVL1	9
MIR6734	0
ENSG00000288772	0
MED8	6
MED8-AS1	0
SZT2	20
SZT2-AS1	0
MIR6735	0
HYI	0
HYI-AS1	0
PTPRF	60
KDM4A	8
ENSG00000284989	0
KDM4A-AS1	2
ST3GAL3	25
ST3GAL3-AS1	0
ENSG00000233674	0
MIR6079	0
SHMT1P1	0
ARTN	0
LINC02918	1
ENSG00000288573	0
IPO13	5
ENSG00000285649	0
DPH2	3
ATP6V0B	12
B4GALT2	0
CCDC24	1
SLC6A9	1
ENSG00000230615	1
ENSG00000227163	0
KRT8P47	0
RN7SL479P	0
KLF17	1
ENSG00000233514	1
KLF18	0
ENSG00000226804	0
OOSP1P1	0
ENSG00000227994	0
ENSG00000271329	0
DMAP1	4
ERI3	7
ERI3-IT1	0
RNU6-369P	0
RNF220	12
MIR5584	0
TMEM53	2
ARMH1	4
RNU5F-1	8
RNU5D-1	2
KIF2C	2
ENSG00000225721	0
RPS8	533
SNORD55	0
SNORD46	0
SNORD38A	2
SNORD38B	0
RPS15AP11	3
BEST4	0
PLK3	2
DYNLT4	1
BTBD19	11
PTCH2	0
RNU5E-6P	0
ENSG00000226499	0
EIF2B3	3
RNA5SP47	0
CCNB1IP1P1	0
PPIAP35	0
MRPS17P1	0
HECTD3	13
UROD	33
ZSWIM5	7
OSTCP5	0
LINC01144	0
HPDL	0
MUTYH	0
ENSG00000288208	0
TOE1	3
TESK2	3
PPIAP36	0
CCDC163	0
MMACHC	1
PRDX1	32
