Geneid	/mnt/efs/clusterfcs/data/tfm-esther/results/procesado-5/duplicates/RSQ_184_sorted_q10_mrkDup.bam
ENSG00000269978	0
VAMP3	3946
ENSG00000269925	5
PER3	318
ENSG00000236266	0
UTS2	8
TNFRSF9	50
ENSG00000270330	1
PARK7	2509
Y_RNA	1691
ENSG00000284747	43
ENSG00000284716	0
ERRFI1	31
ERRFI1-DT	28
ENSG00000232848	3
ENSG00000229305	2
ENSG00000288816	5
LINC01714	13
RNU1-7P	2
ENSG00000233645	0
RNU6-991P	2
SLC45A1	38
RERE	1276
RERE-AS1	25
ENSG00000221083	2
ENSG00000270282	8
RPL7P11	31
RPL7P7	1
ENSG00000226545	3
ENSG00000228423	2
RPL23AP19	1
ENO1	3026
MIR6728	0
ENO1-AS1	7
RNU6-304P	0
HMGN2P17	1
ENSG00000232208	9
ENSG00000232663	0
CA6	76
RN7SL451P	2
SLC2A7	63
SLC2A5	126
ENSG00000252404	0
GPR157	64
MIR34AHG	46
MIR34A	0
LNCTAM34A	15
H6PD	61
SPSB1	135
ENSG00000284652	18
LINC02606	42
RNA5SP40	2
ENSG00000235263	4
SLC25A33	37
ENSG00000231181	2
TMEM201	39
PIK3CD	399
PIK3CD-AS1	30
ENSG00000233268	18
PIK3CD-AS2	7
CLSTN1	109
MZT1P1	0
ENSG00000280113	7
CTNNBIP1	239
ENSG00000223989	0
ENSG00000285701	6
LZIC	2179
ENSG00000228150	4
NMNAT1	118
RN7SKP269	0
TMEM274P	12
MIR5697	0
ENSG00000241326	0
RBP7	122
UBE4B	408
ENSG00000224340	2
PGAM1P11	0
RNU6-828P	0
KIF1B	486
ENSG00000264881	0
RNU6-37P	0
RN7SL731P	0
ENSG00000284735	35
ENSG00000284642	5
PGD	2431
ENSG00000271989	0
CENPS-CORT	0
CENPS	0
CORT	5
DFFA	58
ENSG00000203469	0
PEX14	43
ENSG00000287727	17
RN7SL614P	4
CASZ1	88
ENSG00000272078	11
HSPE1P24	0
C1orf127	53
CFL1P6	6
TARDBP	400
MASP2	10
SRM	118
EXOSC10	215
ENSG00000226849	1
EXOSC10-AS1	9
MTOR	261
MTOR-AS1	10
RNU6-537P	0
ANGPTL7	14
RNU6-291P	0
RPL39P6	3
UBIAD1	50
UBE2V2P3	6
ENSG00000284646	15
MTCYBP45	4
DISP3	43
ENSG00000285833	0
LINC01647	19
ENSG00000284708	9
FBXO2	72
FBXO44	70
FBXO6	37
MAD2L2	201
DRAXIN	37
AGTRAP	74
C1orf167	16
C1orf167-AS1	0
MTHFR	192
CLCN6	275
ENSG00000276470	0
ENSG00000278852	0
NPPA	10
ENSG00000275915	0
NPPB	3
SBF1P2	14
ENSG00000285646	14
RNU5E-1	0
RNU5E-4P	0
KIAA2013	244
PLOD1	181
ENSG00000287384	4
MFN2	2925
ENSG00000270914	1
MIIP	59
MIR6729	0
RN7SL649P	0
TNFRSF8	92
RNU6-777P	4
RPL23AP89	2
ENSG00000285604	14
MIR7846	0
TNFRSF1B	73
MIR4632	2
RPL10P17	0
SNORA70	1
VPS13D	495
SNORA59A	0
LINC02766	17
DHRS3	196
RNU6ATAC18P	0
MIR6730	0
ENSG00000288927	16
ENSG00000272482	14
AADACL4	31
ENSG00000226166	0
AADACL3	47
CFAP107	41
PRAMEF12	18
PRAMEF1	45
LINC01784	9
PRAMEF11	10
PRAMEF30P	4
HNRNPCL1	13
PRAMEF2	11
PRAMEF4	7
PRAMEF10	10
PRAMEF7	7
RNU6-1072P	0
PRAMEF29P	0
PRAMEF6	0
PRAMEF28P	3
PRAMEF27	15
HNRNPCL3	0
PRAMEF25	5
PRAMEF34P	0
PRAMEF35P	10
HNRNPCL2	3
PRAMEF36P	0
ENSG00000233336	0
PRAMEF26	0
HNRNPCL4	0
PRAMEF9	0
PRAMEF13	0
PRAMEF18	13
PRAMEF31P	10
PRAMEF5	10
PRAMEF32P	0
RNU6-771P	0
PRAMEF8	0
PRAMEF33	34
PRAMEF15	8
ENSG00000228229	6
PRAMEF14	18
PRAMEF19	26
PRAMEF17	4
PRAMEF20	26
LRRC38	9
ENSG00000259961	2
BRWD1P1	14
PDPN	15
RNA5SP41	0
ENSG00000237445	3
ENSG00000253085	0
PRDM2	956
ENSG00000289380	14
KAZN	176
RNU6-1265P	7
ENSG00000231606	18
KAZN-AS1	49
TBCAP2	0
ENSG00000287756	22
TMEM51-AS1	51
TMEM51	13
TMEM51-AS2	17
MFFP1	0
ZBTB2P1	1
FHAD1	165
FHAD1-AS1	5
ENSG00000236045	5
EFHD2-AS1	16
EFHD2	1695
CTRC	32
CELA2A	21
CELA2B	30
CASP9	316
DNAJC16	2037
SCARNA21B	0
ENSG00000272510	0
AGMAT	42
ENSG00000237301	17
CHCHD2P6	0
RNU7-179P	0
CD24P1	0
DDI2	611
RSC1A1	0
ENSG00000271742	0
PLEKHM2	237
ENSG00000237938	6
SLC25A34	23
SLC25A34-AS1	1
TMEM82	7
FBLIM1	23
RPL12P14	14
UQCRHL	25
ENSG00000178715	0
FLJ37453	47
SPEN	1072
ENSG00000270620	0
ZBTB17	67
ENSG00000234607	0
ENSG00000231353	0
ENSG00000275503	6
TBC1D3P6	3
SRARP	21
ENSG00000233078	0
HSPB7	14
CLCNKA	74
ENSG00000232456	0
CLCNKB	65
FAM131C	13
EPHA2	38
EPHA2-AS1	9
ENSG00000224621	8
ARHGEF19-AS1	0
ARHGEF19	36
ANO7L1	44
ENSG00000288398	17
CPLANE2	17
MT1XP1	2
FBXO42	125
SZRD1	414
RPL22P3	11
SPATA21	25
NECAP2	376
LINC01772	10
CROCCP3	62
RNU1-1	56
ENSG00000261135	0
ENSG00000285853	0
ENSG00000224174	3
LINC01783	16
RNU1-6P	0
PDE4DIPP8	2
NBPF1	182
ENSG00000271732	29
CROCCP2	245
ENSG00000283773	0
MST1P2	39
ENSG00000282143	0
RNU1-3	1
ENSG00000280114	2
EIF1AXP1	3
ESPNP	40
ENSG00000279151	11
ENSG00000282740	0
CROCC	111
CROCCP4	6
RNU1-4	1
MST1L	26
ENSG00000223643	0
PDE4DIPP9	1
MIR3675	0
ENSG00000228549	36
RNU1-5P	0
ENSG00000238142	2
ENSG00000235241	0
RNU1-2	1
ENSG00000272426	0
MFAP2	9
ENSG00000286898	1
ENSG00000226526	6
ATP13A2	82
ENSG00000288636	0
SDHB	305
PADI2	278
LINC02783	34
ENSG00000282843	0
PADI1	43
PADI3	23
MIR3972	0
PADI4	702
PADI6	58
RCC2-AS1	0
RCC2	396
ARHGEF10L	151
LINC02810	1
ACTL8	21
ENSG00000284653	30
LINC01654	14
IGSF21	59
ENSG00000280222	31
IGSF21-AS1	0
ENSG00000225387	0
KLHDC7A	66
DYNLL1P3	0
ENSG00000225478	0
PAX7	36
TAS1R2	27
ALDH4A1	29
MIR4695	0
MIR1290	2
IFFO2	104
ENSG00000272084	5
UBR4	1604
EMC1-AS1	0
EMC1	106
MRTO4	89
ENSG00000286064	5
AKR7L	26
AKR7A3	2
ENSG00000270728	12
AKR7A2	468
RNU6-1099P	1
SLC66A1	68
CAPZB	2962
RN7SL277P	2
MICOS10	58
RNU4-28P	0
MICOS10-DT	2
NBL1	32
MICOS10-NBL1	1
ENSG00000226396	15
HTR6	26
TMCO4	41
RNF186	0
RNF186-AS1	0
OTUD3	109
PLA2G2E	1
RN7SL304P	1
PLA2G2A	7
PLA2G5	68
PLA2G2D	40
PLA2G2F	136
ENSG00000227066	9
PLA2G2C	46
UBXN10	44
LINC01757	5
ENSG00000284710	20
VWA5B1	134
ENSG00000226664	5
LINC01141	68
ENSG00000226487	3
ENSG00000284641	0
ENSG00000284743	0
CAMK2N1	14
ENSG00000289402	19
MUL1	23
RPS4XP4	0
FAM43B	26
CDA	196
PINK1	181
MIR6084	0
PINK1-AS	9
DDOST	45
KIF17	105
ENSG00000235432	3
SH2D5	37
ENSG00000233069	8
HP1BP3	3363
EIF4G3	11334
RNU7-200P	0
MIR1256	0
RPS15AP6	0
ENSG00000236073	21
HSPE1P27	11
ENSG00000287192	8
ECE1	1593
ENSG00000236936	159
ECE1-AS1	15
PPP1R11P1	1
PDE4DIPP10	0
ENSG00000236009	3
NBPF2P	1
HS6ST1P1	5
CROCCP5	3
NBPF3	138
PFN1P10	0
ALPL	37
ENSG00000289715	0
LINC02596	3
RAP1GAP	146
USP48	2601
ENSG00000231978	0
LDLRAD2	22
HSPG2	215
ENSG00000232037	0
ENSG00000283234	2
CELA3B	9
ENSG00000285959	0
RN7SL386P	0
RNU6-1022P	0
CELA3A	4
RN7SL186P	8
RNU6-776P	0
LINC01635	18
LINC00339	5
ENSG00000289694	0
CDC42-AS1	7
ENSG00000285794	0
CDC42	191
CDC42-IT1	2
MPHOSPH6P1	0
WNT4	27
ENSG00000285873	8
MIR4418	0
PPIAP34	2
ENSG00000279625	6
ZBTB40	120
ZBTB40-IT1	6
EPHA8	65
MIR6127	1
C1QA	37
ENSG00000289692	0
C1QC	117
C1QB	159
EPHB2	98
MIR4684	0
ENSG00000225952	1
MIR4253	0
LACTBL1	27
TEX46	6
KDM1A	1803
ENSG00000240553	0
MIR3115	1
ENSG00000266802	0
LUZP1	253
ENSG00000229010	0
RNU6-514P	2
RNU6-135P	5
ENSG00000289014	7
HTR1D	23
ENSG00000215381	6
LINC01355	31
ENSG00000284726	15
HNRNPR	966
ZNF436	38
ZNF436-AS1	12
ENSG00000271420	0
TCEA3	40
ENSG00000232482	7
ASAP3	99
E2F2	178
ENSG00000235052	1
ID3	50
ENSG00000285802	30
MDS2	33
ENSG00000229239	7
RPL11	2854
ELOA-AS1	32
ELOA	236
PITHD1	812
LYPLA2	114
GALE	22
HMGCL	144
FUCA1	67
CNR2	23
BTBD6P1	11
ENSG00000232557	5
MIR378F	7
H3P1	0
PNRC2	1342
SRSF10	1266
ENSG00000215905	8
ENSG00000225315	8
MYOM3	105
MYOM3-AS1	0
IL22RA1	13
IFNLR1	62
GRHL3	23
LINC02800	0
GRHL3-AS1	20
STPG1	112
NIPAL3	438
ENSG00000288982	4
RCAN3AS	15
RCAN3	1257
NCMAP-DT	0
NCMAP	7
ENSG00000227312	1
SRRM1	1409
ENSG00000284699	7
CLIC4	4833
RNU6-1208P	0
RUNX3	283
MIR6731	0
RUNX3-AS1	23
ENSG00000261025	30
MIR4425	2
LINC02793	9
ENSG00000233755	25
IFITM3P7	0
ENSG00000231953	2
SYF2	2237
ENSG00000284602	9
ENSG00000284657	0
RSRP1	678
ENSG00000272432	6
ENSG00000261349	9
RHD	269
SDHDP6	0
ENSG00000259984	0
TMEM50A	4163
RHCE	58
ENSG00000238084	5
MACO1	348
LDLRAP1	1719
ENSG00000225643	20
MAN1C1	108
ENSG00000233478	19
SELENON	293
ENSG00000255054	0
ENSG00000228172	4
MTFR1L	1037
ENSG00000272478	0
AUNIP	45
ENSG00000236528	6
PAQR7	87
STMN1	237
SNRPFP2	2
ENSG00000223624	12
MIR3917	0
PAFAH2	56
RNU6-110P	8
ENSG00000252190	4
ENSG00000252691	0
EXTL1	11
SLC30A2	43
ENSG00000284309	4
TRIM63	22
PDIK1L	76
FAM110D	30
C1orf232	6
ZNF593OS	1
ZNF593	0
CNKSR1	32
CATSPER4	27
ZPLD2P	44
ENSG00000278572	2
CEP85	262
ENSG00000270733	0
SH3BGRL3	42020
UBXN11	508
CD52	343
CRYBG2	67
ENSG00000225854	0
ZNF683	43
LIN28A	18
DHDDS	296
ENSG00000223583	5
DHDDS-AS1	5
HMGN2	1141
DPPA2P2	13
RPS6KA1	267
MIR1976	0
RN7SL679P	4
RNU7-29P	9
ENSG00000289452	0
ENSG00000229247	0
ENSG00000238316	0
ENSG00000235069	0
ENSG00000260063	1
ARID1A	1384
PIGV	68
RN7SL165P	4
ENSG00000287810	2
ZDHHC18	100
SFN	11
GPN2	34
ENSG00000226698	0
ENSG00000289554	4
GPATCH3	45
NUDC	927
NR0B2	3
KDF1	7
RPL12P13	2
RPL32P6	0
OSTCP2	14
TRNP1	21
TENT5B	27
SLC9A1	537
ENSG00000229985	0
CHCHD3P3	3
NPM1P39	25
SNRPEP7	1
WDTC1-DT	9
WDTC1	419
ENSG00000243659	6
TMEM222	65
RNU6-48P	0
ACTG1P20	4
SYTL1	52
MAP3K6	83
FCN3	74
CD164L2	22
ENSG00000231207	24
GPR3	24
WASF2	1639
ENSG00000241169	0
ENSG00000237429	13
AHDC1	96
FGR	422
ENSG00000235912	4
LINC02574	8
IFI6	129
ENSG00000225886	25
RNU6-949P	0
CHMP1AP1	2
RNU6-424P	0
ENSG00000287244	12
FAM76A	117
ENSG00000231344	2
RPEP3	4
STX12	291
ENSG00000269971	0
ENSG00000270031	10
RNU6-1245P	1
ENSG00000286433	2
PPP1R8	141
SCARNA1	4
THEMIS2	522
RPA2	141
SMPDL3B	39
ENSG00000227050	0
XKR8	70
EYA3	771
ENSG00000238231	12
RN7SL559P	1
SPCS2P4	10
ENSG00000228943	2
ENSG00000289576	0
ENSG00000214812	10
RNU6-176P	0
PTAFR	178
DNAJC8	731
ATP5IF1	961
ENSG00000270605	16
ENSG00000271398	5
SESN2	39
MED18	46
PHACTR4	811
ENSG00000229820	0
RNU6ATAC27P	6
RCC1	110
SNHG3	46
SNORA73A	0
SNORA73B	32
PRDX3P2	1
ENSG00000279443	13
TRNAU1AP	90
SNHG12	248
SNORD99	0
SNORA61	0
SNORA44	0
SNORA16A	0
TAF12	221
RAB42	16
TAF12-DT	12
ENSG00000270103	0
RNU11	0
GMEB1	105
ENSG00000252777	0
ENSG00000289291	7
YTHDF2	401
OPRD1	117
ENSG00000233427	3
EPB41	10269
ENSG00000225616	2
Metazoa_SRP	300
TMEM200B	17
ENSG00000225750	1
SRSF4	1619
ENSG00000277916	0
MECR	49
ENSG00000237934	0
PTPRU	87
LINC01756	10
ENSG00000225011	0
ENSG00000228176	7
ENSG00000284676	7
ENSG00000270927	0
LINC01648	14
ENSG00000233372	2
ENSG00000231251	0
ENSG00000236335	28
ENSG00000231949	6
ENSG00000289710	0
MATN1	32
MATN1-AS1	16
ENSG00000287510	7
LAPTM5	1063
MIR4420	0
ENSG00000229607	4
LINC01778	9
RN7SKP91	5
ENSG00000235143	25
SDC3	92
RN7SL371P	0
PUM1	668
ENSG00000237329	3
ENSG00000232768	0
SELENOWP1	1
ENSG00000225142	2
NKAIN1	24
SNRNP40	151
ENSG00000229447	0
ZCCHC17	2621
ENSG00000229044	0
FABP3	60
SERINC2	59
ENSG00000215899	8
RNU6-40P	0
LDC1P	53
LINC01226	41
ENSG00000229167	2
TINAGL1	45
HCRTR1	16
PEF1	202
PEF1-AS1	7
ENSG00000264078	1
COL16A1	158
ADGRB2	45
MIR4254	0
ENSG00000254545	0
SPOCD1	523
ENSG00000203620	6
ENSG00000269967	4
PTP4A2	9016
ENSG00000288678	0
ENSG00000228634	0
ENSG00000284702	10
KHDRBS1	759
ENSG00000203325	11
TMEM39B	115
MIR5585	3
KPNA6	272
ENSG00000250135	0
TXLNA	339
CCDC28B	50
ENSG00000224066	0
IQCC	13
DCDC2B	7
TMEM234	32
EIF3I	266
MTMR9LP	67
FAM167B	20
LCK	354
HDAC1	359
MARCKSL1	337
ENSG00000233775	43
TSSK3	15
FAM229A	17
BSDC1	789
GAPDHP20	4
ENSG00000270850	16
LRRC37A12P	12
RN7SL122P	5
ENSG00000254553	12
ZBTB8B	48
ZBTB8A	14
ZBTB8OS	417
RBBP4	979
SYNC	22
ENSG00000224409	4
KIAA1522	61
YARS1	302
S100PBP	117
FNDC5	27
HPCA	14
TMEM54	9
ENSG00000287691	9
RNF19B	356
ENSG00000278966	15
ENSG00000217644	18
ENSG00000239670	0
ENSG00000236065	0
AK2	297
AZIN2	89
ENSG00000278997	21
TRIM62	48
ENSG00000279179	27
ENSG00000284721	2
ZNF362	423
ENSG00000270115	2
A3GALT2	8
ENSG00000225313	13
PHC2	198
MIR3605	7
RN7SKP16	0
PHC2-AS1	0
TLR12P	12
ZSCAN20	53
ENSG00000235907	10
CSMD2	175
HSPD1P14	5
HMGB4	25
CSMD2-AS1	61
RNA5SP42	0
C1orf94	23
ENSG00000270241	2
ENSG00000287703	13
MIR552	0
SMIM12	255
GJB5	16
GJB4	3
ENSG00000255811	0
GJB3	19
GJA4	34
ENSG00000230163	0
DLGAP3	32
ENSG00000284773	2
GPR199P	0
ENSG00000271741	0
TMEM35B	5
ZMYM6	46
ZMYM1	149
RPL12P45	7
EFCAB14P1	8
ENSG00000284640	1
SFPQ	1295
ZMYM4	1251
RN7SL503P	11
SNORA62	5
RPL5P4	20
ZMYM4-AS1	0
KIAA0319L	343
ENSG00000236274	10
NCDN	33
TFAP2E-AS1	22
TFAP2E	25
PSMB2	239
C1orf216	84
CLSPN	273
ENSG00000232335	0
AGO4	291
AGO1	946
CFAP97P1	12
ENSG00000286899	5
ENSG00000271914	0
AGO3	243
ENSG00000271554	6
ENSG00000232862	7
TEKT2	3
ADPRS	42
COL8A2	36
TRAPPC3	93
MAP7D1	330
RN7SL131P	2
THRAP3	1197
UBE2V2P4	0
SH3D21	96
EVA1B	0
ENSG00000286379	38
STK40	1789
LSM10	119
RNU4-27P	1
OSCP1	47
SNORA63C	1
MRPS15	150
CSF3R	241
FTLP18	1
ENSG00000284705	18
ENSG00000284720	9
ENSG00000234481	4
GRIK3	87
ENSG00000284650	15
ENSG00000223944	37
MIR4255	0
RNU6-636P	0
RNA5SP43	5
RPS29P6	3
ZC3H12A-DT	224
ZC3H12A	66
MIR6732	0
MEAF6	339
MIR5581	7
SNIP1	121
FTH1P1	4
ENSG00000237749	1
DNALI1	27
GNL2	240
ENSG00000284748	9
RSPO1	42
C1orf109	63
CDCA8	57
EPHA10	68
ACTN4P2	5
ENSG00000227416	2
MANEAL	29
ENSG00000233728	0
YRDC	22
C1orf122	78
MTF1	232
ENSG00000235673	0
ENSG00000230955	0
INPP5B	562
SNORA63	6
RNU6-584P	0
SF3A3	428
RNU6-510P	0
FHL3	103
UTP11	296
POU3F1	29
MIR3659HG	1
ENSG00000223589	0
MIR3659	0
LINC02786	15
ENSG00000286552	4
ENSG00000287987	0
LINC01343	2
ENSG00000275350	4
RNU6-753P	6
LINC01685	33
HSPA5P1	4
ENSG00000284632	26
RRAGC	37
ENSG00000273637	0
RRAGC-DT	15
MYCBP	201
ENSG00000274944	0
GJA9	0
RHBDL2	14
RNU6-605P	2
EIF1P2	7
AKIRIN1	703
NDUFS5	1490
MACF1	3272
RNU6-608P	0
RNA5SP44	2
ENSG00000287422	42
ENSG00000226438	5
HSPE1P8	5
BMP8A	11
OXCT2P1	5
PPIEL	64
PABPC4	420
PABPC4-AS1	4
SNORA55	0
HEYL	15
ENSG00000225903	2
NT5C1A	73
HPCAL4	42
PPIE	385
ENSG00000225333	18
RNU7-121P	0
ENSG00000289711	1
BMP8B	25
OXCT2	22
BMP8B-AS1	2
ENSG00000261798	3
ENSG00000229213	1
ENSG00000284719	3
LINC02811	4
TRIT1	110
MYCL	54
MYCL-AS1	15
MFSD2A	73
ENSG00000228477	9
CAP1	11329
PPT1	161
OAZ1P1	18
RLF	456
RNU6-1237P	0
TMCO2	2
ZMPSTE24-DT	68
ZMPSTE24	403
ENSG00000231296	0
COL9A2	71
ENSG00000227311	0
SMAP2	674
ENSG00000213172	1
ENSG00000284677	4
ZFP69B	25
ENSG00000260920	11
ENSG00000279667	12
ZFP69	42
EXO5-DT	0
EXO5	13
ENSG00000227278	0
ENSG00000238186	0
ZNF684	30
ENSG00000286838	14
ENSG00000236505	0
GTF2F2P2	4
RIMS3	44
ENSG00000287743	23
ENSG00000237899	3
NFYC-AS1	11
NFYC	444
MIR30E	2
MIR30C1	0
KCNQ4	88
RN7SL326P	0
CITED4	23
ENSG00000229528	15
ENSG00000228940	4
ENSG00000286668	14
UBE2V1P8	0
CTPS1	121
SLFNL1-AS1	39
SLFNL1	41
SCMH1	472
RPL23AP17	2
ENSG00000287400	22
SCMH1-DT	20
ENSG00000213987	1
ENSG00000286640	13
FOXO6	32
FOXO6-AS1	1
RNA5SP45	3
EDN2	13
HIVEP3	248
ENSG00000230881	34
ENSG00000230638	11
ENSG00000284895	0
ENSG00000287587	22
HNRNPFP1	5
ENSG00000228776	4
GUCA2B	1
GUCA2A	12
FOXJ3	493
ENSG00000227527	3
RIMKLA	105
ENSG00000235002	13
ZMYND12	418
PPCS	715
CCDC30	304
RPS3AP11	5
TMSB4XP1	10
RNU6-536P	0
ENSG00000236180	2
PPIH	90
ENSG00000285728	6
ENSG00000234917	9
YBX1	6227
CLDN19	30
P3H1	98
C1orf50	36
ENSG00000283580	0
ENSG00000228452	0
TMEM269	29
SVBP	602
ERMAP	172
ZNF691-DT	43
ZNF691	37
ENSG00000233708	21
MKRN8P	21
ATP6V1E1P1	17
ENSG00000288955	3
SLC2A1	212
ATP6V0CP4	0
SLC2A1-DT	31
ENSG00000283973	10
RNU6-880P	0
ENSG00000277513	0
FAM183A	9
EBNA1BP2	138
MIR6733	0
CFAP57	35
RNA5SP46	2
TMEM125	4
C1orf210	13
TIE1	56
MPL	1692
ENSG00000287113	2
CDC20-DT	18
CDC20	43
ELOVL1	109
MIR6734	0
ENSG00000288772	0
MED8	80
MED8-AS1	0
SZT2	224
SZT2-AS1	0
MIR6735	0
HYI	0
HYI-AS1	0
PTPRF	301
KDM4A	110
ENSG00000284989	0
KDM4A-AS1	30
ST3GAL3	501
ST3GAL3-AS1	19
ENSG00000233674	2
MIR6079	0
SHMT1P1	5
ARTN	16
LINC02918	26
ENSG00000288573	5
IPO13	48
ENSG00000285649	24
DPH2	47
ATP6V0B	55
B4GALT2	41
CCDC24	17
SLC6A9	84
ENSG00000230615	115
ENSG00000227163	8
KRT8P47	0
RN7SL479P	16
KLF17	39
ENSG00000233514	3
KLF18	29
ENSG00000226804	9
OOSP1P1	6
ENSG00000227994	9
ENSG00000271329	6
DMAP1	120
ERI3	151
ERI3-IT1	0
RNU6-369P	0
RNF220	262
MIR5584	0
TMEM53	27
ARMH1	46
RNU5F-1	3
RNU5D-1	4
KIF2C	88
ENSG00000225721	0
RPS8	2785
SNORD55	0
SNORD46	0
SNORD38A	0
SNORD38B	0
RPS15AP11	3
BEST4	14
PLK3	61
DYNLT4	2
BTBD19	201
PTCH2	52
RNU5E-6P	0
ENSG00000226499	2
EIF2B3	126
RNA5SP47	1
CCNB1IP1P1	2
PPIAP35	0
MRPS17P1	14
HECTD3	112
UROD	378
ZSWIM5	54
OSTCP5	3
LINC01144	10
HPDL	9
MUTYH	39
